01.06.2020 00:00;Bel_A51/1_M3_653;Vwz_A51/1_M3_653;Bel_A51_M2_652;Vwz_A51_M2_652;Bel_A55_M6_666;Vwz_A55_M6_666;Bel_H51/1_M2_652;Vwz_H51/1_M2_652;Bel_H51_M1_669;Vwz_H51_M1_669;Bel_H55_M5_665;Vwz_H55_M5_665;Bel_Schluessel_S55;Vwz_Schluessel_S55;Bel_T1;Vwz_T1;Bel_T5;Vwz_T5;Bel_T6;Vwz_T6;Bel_V55_M4_664;Vwz_V55_M4_664;Bel_VR_101_einw;Vwz_VR_101_einw;Bel_VR_102_ausw;Vwz_VR_102_ausw
07.10.2020 07:00;5;4990;5;5000;4;4000;5;5000;5;5000;4;3980;0;0;6;6040;0;0;6;6070;4;3990;39;3970;17;2082
07.10.2020 08:00;4;4000;4;3990;4;3990;4;4000;4;4000;4;4000;0;0;8;8940;0;0;17;17844;4;3990;52;5240;32;3290
07.10.2020 09:00;4;4000;4;3990;4;3990;4;3990;4;3990;4;3990;0;0;10;10050;0;0;17;21060;4;4000;40;4100;32;3644
07.10.2020 10:00;4;3990;4;4000;4;4000;4;4000;4;4000;4;3990;0;0;8;8030;0;0;15;16280;4;3990;29;3000;21;2200
07.10.2020 11:00;4;4000;4;4000;4;4000;4;4000;4;4000;4;3990;0;0;14;15880;0;0;5;5460;4;4000;35;3560;23;2350
07.10.2020 12:00;4;3980;4;4000;4;4000;4;4000;4;3990;4;3990;0;0;8;8950;0;0;11;13280;4;4000;33;3360;40;4891
07.10.2020 13:00;4;3990;4;3980;4;4000;4;4000;4;4000;4;4000;0;0;10;10070;0;0;16;26530;4;3990;16;1702;36;4060
07.10.2020 14:00;4;3990;4;4000;4;4000;4;4000;4;3990;4;3990;0;0;12;13060;0;0;18;22530;4;3990;34;3450;47;5152
07.10.2020 15:00;4;3980;4;4000;4;3990;4;4000;4;4000;5;4990;0;0;13;13110;0;0;9;10760;4;4000;25;2550;51;5190
07.10.2020 16:00;4;3990;4;4000;4;4000;4;4000;4;4000;4;4000;0;0;21;23020;0;0;16;19150;4;4000;46;5080;59;6080
07.10.2020 17:00;4;3990;4;3990;4;4000;4;3990;4;4000;4;3980;0;0;15;15120;0;0;13;13380;4;4000;40;4160;73;7470
07.10.2020 18:00;4;3990;4;3990;4;3990;4;4000;4;4000;4;4000;0;0;13;13070;0;0;13;16580;4;3990;23;2320;69;7110
07.10.2020 19:00;4;3990;4;3980;4;3980;4;3980;4;4000;4;3990;0;0;5;5030;0;0;5;5310;4;4000;16;1640;60;6491
07.10.2020 20:00;4;4000;4;4000;5;4980;4;4000;4;3990;6;5990;0;0;4;4020;0;0;6;7820;5;4990;6;610;24;2841
07.10.2020 21:00;2;1990;2;2000;2;1990;2;2000;2;1990;2;2000;0;0;5;5030;0;0;4;6140;2;2000;8;850;22;2610
07.10.2020 22:00;2;2000;2;1990;2;2000;2;1990;2;1990;2;2000;0;0;2;2010;0;0;2;2650;2;2000;5;530;9;930
07.10.2020 23:00;2;2000;2;1990;2;1990;2;1990;2;2000;2;2000;0;0;1;1010;0;0;0;0;2;1990;5;510;7;710
08.10.2020 00:00;0;0;0;0;1;1000;0;0;0;0;1;1000;0;0;0;0;0;0;0;0;1;1000;2;210;9;910
08.10.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;400
08.10.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;210;0;0
08.10.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.10.2020 04:00;1;1000;1;1000;0;0;1;1000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;200
08.10.2020 05:00;3;2990;3;2990;3;2980;3;2990;3;2990;3;2990;0;0;0;0;0;0;0;0;3;2990;3;300;2;200
08.10.2020 06:00;4;3990;4;3990;4;4000;4;3990;4;4000;4;4000;0;0;1;1010;0;0;2;2020;4;3990;10;1030;4;400
08.10.2020 07:00;5;4990;5;5000;4;3980;5;5000;5;5000;4;4000;0;0;4;4010;0;0;6;6070;4;3980;26;2660;12;1240
08.10.2020 08:00;4;3990;4;4000;4;3990;4;4000;4;3990;4;4000;0;0;9;10050;0;0;14;17920;4;4000;37;3830;25;2560
08.10.2020 09:00;6;5990;6;5980;5;5000;6;5980;6;5980;5;4980;0;0;9;9050;0;0;14;14280;5;5000;30;3090;18;1820
08.10.2020 10:00;5;4990;5;5000;4;3980;5;5000;4;4000;4;4000;0;0;8;8080;0;0;12;13390;4;4000;20;2040;16;1610
08.10.2020 11:00;5;5000;5;5000;6;6000;5;5000;5;5000;6;6000;0;0;12;12060;0;0;10;12240;6;5990;12;1230;21;2170
08.10.2020 12:00;4;3990;4;4000;4;3990;4;4000;4;4000;4;4000;0;0;11;11020;0;0;7;7230;4;3990;22;2240;20;2080
08.10.2020 13:00;4;4000;4;4000;4;4000;4;4000;4;4000;4;3980;0;0;11;11070;0;0;11;12800;4;4000;24;2821;22;2250
08.10.2020 14:00;4;4000;4;4054;4;4000;4;4054;4;4000;4;4000;0;0;12;12080;0;0;6;7190;4;3990;20;2390;42;4300
08.10.2020 15:00;4;3990;4;3990;4;4000;4;3990;4;4000;4;4000;0;0;19;19970;0;0;14;15200;4;4000;30;3120;42;4290
08.10.2020 16:00;4;3990;4;3990;4;4000;4;3990;4;4000;4;4000;0;0;23;24130;0;0;13;13460;4;4000;37;4160;48;5640
08.10.2020 17:00;4;4029;4;4000;4;4000;4;4000;4;4000;4;4039;0;0;15;16020;0;0;16;18880;4;4000;27;3521;60;6140
08.10.2020 18:00;4;4000;4;3990;4;3990;4;4000;4;4043;4;4000;0;0;15;15080;0;0;11;11440;4;3980;19;1940;52;5340
08.10.2020 19:00;4;3980;4;3980;5;4990;4;3980;4;3990;4;4000;0;0;8;8040;0;0;9;10170;4;4000;20;2030;49;5390
08.10.2020 20:00;4;3990;4;4000;5;4990;4;4000;4;4000;5;5000;0;0;5;5040;0;0;3;3030;5;4990;10;1020;17;1750
08.10.2020 21:00;2;2000;2;2000;2;1990;2;2000;2;2000;2;2000;0;0;0;0;0;0;2;2220;2;2000;7;720;14;1430
08.10.2020 22:00;2;2000;2;1990;2;2000;2;1990;2;2000;2;2000;0;0;3;3030;0;0;0;0;2;2000;6;600;13;1692
08.10.2020 23:00;2;2000;2;1990;2;2000;2;1990;2;2000;2;2000;0;0;0;0;0;0;0;0;2;2000;6;610;15;1530
09.10.2020 00:00;0;0;0;0;1;1000;0;0;0;0;1;1000;0;0;1;1000;0;0;0;0;1;990;1;100;3;310
09.10.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;400
09.10.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.10.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;220
09.10.2020 04:00;1;1000;1;1000;0;0;1;1000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;100
09.10.2020 05:00;3;3000;3;3000;3;3000;3;3000;3;3000;3;3000;0;0;0;0;0;0;0;0;3;3000;6;620;1;100
09.10.2020 06:00;4;4000;4;3980;4;4000;4;3980;4;4000;4;4000;0;0;2;2000;0;0;2;2070;4;3990;7;710;6;610
09.10.2020 07:00;5;4990;5;4980;4;3990;5;4980;5;4990;4;3990;0;0;1;1000;0;0;1;1010;4;4000;21;2150;15;1540
09.10.2020 08:00;4;4000;4;4000;4;4000;4;4000;4;4000;4;4000;0;0;10;10070;0;0;10;10660;4;3990;34;3470;25;2550
09.10.2020 09:00;5;4970;5;5000;4;4000;5;5000;5;4980;4;3990;0;0;9;9070;0;0;11;15560;4;4000;38;3860;22;2230
09.10.2020 10:00;4;4000;4;3980;5;4980;4;3990;4;4000;5;4990;0;0;11;11060;0;0;9;10550;5;4990;23;2360;13;1350
09.10.2020 11:00;4;3990;4;3990;4;3990;4;4000;4;4000;4;4000;0;0;10;10060;0;0;12;13030;4;4000;29;2980;26;2660
09.10.2020 12:00;4;4000;4;4000;4;4000;4;4000;4;3990;4;4000;0;0;19;19120;0;0;18;27100;4;4000;28;2860;36;3700
09.10.2020 13:00;4;4000;4;4000;4;3980;4;4000;4;4055;4;4000;0;0;6;6020;0;0;7;10450;4;4000;16;1640;28;2890
09.10.2020 14:00;4;4000;4;3990;4;4000;4;3990;4;4000;4;4000;0;0;5;5030;0;0;8;9350;4;3980;14;1460;30;3861
09.10.2020 15:00;4;4000;4;3990;4;4000;4;3990;4;4000;4;4000;0;0;9;9050;0;0;10;10850;4;4000;20;2030;31;3170
09.10.2020 16:00;4;3990;4;3990;4;4000;4;4000;4;4000;4;4000;0;0;9;9060;0;0;12;13460;4;4000;26;2670;35;3940
09.10.2020 17:00;4;4000;4;3990;4;3990;4;3990;4;4000;4;3990;0;0;14;14060;0;0;8;11630;4;4000;18;2190;37;3830
09.10.2020 18:00;4;4000;4;3990;4;4000;4;3990;4;4000;4;3990;0;0;10;10050;0;0;12;13390;4;4000;27;2770;41;4220
09.10.2020 19:00;3;3000;4;3990;4;4000;4;3990;4;4000;4;4000;0;0;8;8070;0;0;13;15320;4;3990;17;1760;18;1850
09.10.2020 20:00;4;3990;4;4000;5;5000;4;4000;4;4000;5;4990;0;0;2;2000;0;0;1;1010;5;5000;8;800;17;1720
09.10.2020 21:00;2;1990;2;2000;2;2000;2;2000;2;1990;2;1990;0;0;1;1010;0;0;1;1010;2;2000;4;760;8;820
09.10.2020 22:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;1;1000;0;0;0;0;2;2000;4;410;10;1020
09.10.2020 23:00;2;2000;2;1990;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0;2;2000;3;300;13;1310
10.10.2020 00:00;0;0;0;0;1;1000;0;0;0;0;1;1000;0;0;0;0;0;0;0;0;1;990;0;0;6;610
10.10.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;510
10.10.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;200;3;330
10.10.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;710
10.10.2020 04:00;1;1000;1;1000;0;0;1;1000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;1;100;0;0
10.10.2020 05:00;3;3000;3;3000;3;3000;3;3000;3;3000;3;2990;0;0;0;0;0;0;0;0;3;3000;1;100;0;0
10.10.2020 06:00;4;3990;4;4000;4;3990;4;4000;4;4000;4;4000;0;0;0;0;0;0;0;0;4;4000;2;200;0;0
10.10.2020 07:00;4;4000;4;4000;4;4000;4;4000;4;3990;4;3990;0;0;0;0;0;0;0;0;4;4000;3;300;2;200
10.10.2020 08:00;5;5000;5;5000;4;4000;5;5000;5;5000;4;4000;0;0;2;2010;0;0;2;3040;4;4000;13;1320;9;900
10.10.2020 09:00;4;4000;4;3980;4;3980;4;3980;4;3980;4;4000;0;0;10;10070;0;0;6;7120;4;3990;26;2690;17;1760
10.10.2020 10:00;4;4000;4;3990;4;3990;4;3990;4;4000;4;3990;0;0;7;7040;0;0;14;16610;4;4000;42;4270;26;2670
10.10.2020 11:00;3;3000;4;4000;4;4000;4;4000;4;4000;4;3970;0;0;17;20090;0;0;16;18230;4;4000;31;3170;25;2580
10.10.2020 12:00;4;3990;4;4000;4;4000;4;4000;4;4000;4;4000;0;0;5;5040;0;0;9;10850;4;4000;37;5272;42;4360
10.10.2020 13:00;4;3990;4;4000;4;4000;4;4000;4;3990;4;3990;0;0;17;17130;0;0;9;11340;4;4000;42;4330;46;5120
10.10.2020 14:00;4;4000;4;4000;4;4000;4;4000;4;4000;4;3990;0;0;18;19110;0;0;15;16450;4;4000;25;2570;31;3170
10.10.2020 15:00;4;3960;4;4000;4;4000;4;4000;4;4000;4;4000;0;0;12;12070;0;0;15;17110;4;4000;34;3480;43;4761
10.10.2020 16:00;4;3990;4;4000;4;3990;4;4000;4;3990;4;3990;0;0;14;14070;0;0;17;17540;4;3990;23;2380;33;3760
10.10.2020 17:00;4;4000;4;4000;5;5000;4;4000;4;3990;5;5000;0;0;18;18110;0;0;13;13360;5;4990;12;1230;43;4760
10.10.2020 18:00;4;4000;4;4000;4;3980;4;4000;4;3990;4;4000;0;0;8;8080;0;0;13;13250;4;3990;12;1230;43;4800
10.10.2020 19:00;4;4000;4;3990;4;3990;4;4000;4;4000;4;3990;0;0;4;4040;0;0;9;10650;4;4000;7;700;30;3080
10.10.2020 20:00;2;2000;2;2000;2;1990;2;2000;2;2000;2;2000;0;0;1;1010;0;0;5;5360;2;2000;4;410;12;1230
10.10.2020 21:00;2;1990;2;2000;2;2000;2;2000;2;2000;3;2990;0;0;4;5010;0;0;0;0;2;2000;4;780;7;720
10.10.2020 22:00;2;1990;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;2;2010;0;0;2;2030;2;1990;1;100;9;930
10.10.2020 23:00;2;1990;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0;2;2000;2;210;7;740
11.10.2020 00:00;0;0;0;0;1;1000;0;0;0;0;1;990;0;0;1;1000;0;0;0;0;1;1000;6;600;9;920
11.10.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1010;0;0;0;0;0;0;1;100;0;0
11.10.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;900
11.10.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1010;0;0;0;0;0;0
11.10.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;200
11.10.2020 05:00;1;1000;1;1000;1;1000;1;1000;2;2000;1;1000;0;0;0;0;0;0;0;0;1;1000;1;110;0;0
11.10.2020 06:00;3;2990;3;3000;2;1990;3;3000;2;2000;2;2000;0;0;1;1010;0;0;0;0;2;2000;1;110;0;0
11.10.2020 07:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;1;1100;2;1990;0;0;1;100
11.10.2020 08:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;1990;0;0;1;1000;0;0;0;0;2;2000;2;220;4;400
11.10.2020 09:00;2;2000;2;2000;3;3000;2;2000;2;1990;2;1990;0;0;4;4030;0;0;3;4840;2;2000;6;610;5;530
11.10.2020 10:00;2;2000;2;1990;2;2000;2;1990;2;2000;2;2000;0;0;3;3020;0;0;6;6350;2;1990;6;630;11;1491
11.10.2020 11:00;2;1990;2;2000;2;1990;2;2000;2;2000;2;2000;0;0;15;15120;0;0;8;8420;2;2000;11;1120;22;2618
11.10.2020 12:00;3;3000;3;2990;3;3000;3;2990;3;2990;3;3000;0;0;4;4030;0;0;6;6160;3;3000;12;1250;25;2892
11.10.2020 13:00;4;4047;4;4000;4;4048;4;4000;4;4000;4;4000;0;0;7;7060;0;0;10;10720;4;4000;13;1692;27;3151
11.10.2020 14:00;4;3990;4;3990;4;4000;4;4000;4;4000;4;3990;0;0;8;8040;0;0;19;22260;3;2990;17;1710;26;3413
11.10.2020 15:00;4;4000;4;4000;4;3990;4;4000;4;4000;4;3990;0;0;15;15890;0;0;9;10730;4;4000;17;1740;34;3510
11.10.2020 16:00;4;4000;4;4000;4;4000;4;4000;4;4000;4;4000;0;0;20;20146;0;0;11;13520;4;3980;31;3541;21;2860
11.10.2020 17:00;4;4000;4;3990;4;4000;4;4000;4;3980;4;3990;0;0;10;10870;0;0;11;11270;4;3990;19;2320;23;2700
11.10.2020 18:00;4;3990;4;3990;4;4000;4;3990;4;4000;4;4000;0;0;11;11850;0;0;9;9120;4;4000;14;1440;27;3140
11.10.2020 19:00;2;1990;2;2000;2;2036;2;2000;2;2000;2;2000;0;0;4;4030;0;0;4;4040;2;1990;13;1370;18;2230
11.10.2020 20:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;2;2010;0;0;2;2030;2;2000;4;420;17;1740
11.10.2020 21:00;2;2000;2;1990;3;3000;2;1990;2;2000;2;2000;0;0;5;5030;0;0;1;2730;2;2000;2;200;10;1380
11.10.2020 22:00;2;2000;2;2000;2;1990;2;2000;2;2000;2;2000;0;0;4;4030;0;0;0;0;2;2000;0;0;5;510
11.10.2020 23:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;1990;0;0;1;1010;0;0;0;0;2;2000;1;100;4;410
12.10.2020 00:00;0;0;0;0;1;1000;0;0;0;0;1;1000;0;0;0;0;0;0;0;0;1;1000;2;200;3;300
12.10.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;200
12.10.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.10.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.10.2020 04:00;1;1000;1;1000;0;0;1;1000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.10.2020 05:00;3;2990;3;3000;3;2990;3;3000;3;3000;3;2990;0;0;0;0;0;0;0;0;3;3000;4;760;0;0
12.10.2020 06:00;4;3990;4;3990;4;4000;4;3990;4;4000;4;4000;0;0;1;1010;0;0;4;4120;4;4000;13;1330;5;520
12.10.2020 07:00;5;5000;5;5000;4;4000;5;5000;5;5000;4;3990;0;0;5;5040;0;0;7;8599;4;4000;24;2420;9;910
12.10.2020 08:00;4;3990;4;3990;4;4000;4;3990;4;4000;4;4000;0;0;6;6020;0;0;9;12810;4;4000;67;6860;32;3662
12.10.2020 09:00;4;3990;4;3990;4;3990;4;3990;4;4000;4;4000;0;0;4;4940;0;0;9;9772;4;4000;38;3870;26;2690
12.10.2020 10:00;4;3990;4;3990;4;3990;4;3990;4;4000;4;4000;0;0;7;7050;0;0;11;12310;4;3990;33;3380;22;2240
12.10.2020 11:00;4;3990;4;4000;4;3990;4;4000;4;4000;4;4000;0;0;13;13100;0;0;9;9580;4;4000;35;3973;18;1830
12.10.2020 12:00;4;3990;4;4000;4;3980;4;4000;4;3990;4;3990;0;0;8;8050;0;0;12;18050;4;3990;19;1950;49;5040
12.10.2020 13:00;4;3990;4;4000;4;4000;4;4000;4;4000;4;4000;0;0;9;9050;0;0;10;11110;4;3990;23;2390;35;3930
12.10.2020 14:00;4;4000;4;4000;4;4000;4;4000;4;4000;4;3990;0;0;6;7020;0;0;13;17920;4;4000;24;2450;30;3070
12.10.2020 15:00;4;3990;4;4000;4;3990;4;4000;4;3990;4;4000;0;0;21;21960;0;0;13;14430;4;3980;22;2240;41;4600
12.10.2020 16:00;4;3990;4;4000;4;4000;4;4000;4;3990;4;3980;0;0;22;22150;0;0;10;11260;4;4000;33;3360;44;4490
12.10.2020 17:00;4;3990;4;4000;4;4000;4;4000;4;3980;4;3990;0;0;16;17020;0;0;22;23380;4;4000;22;2250;77;8290
12.10.2020 18:00;4;3990;4;4000;4;3990;4;4000;4;4000;4;4000;0;0;9;9970;0;0;6;6510;4;3990;20;2050;73;7470
12.10.2020 19:00;4;3990;4;3990;4;4000;4;3990;4;4000;4;3980;0;0;5;5020;0;0;13;14220;4;4000;11;1130;43;4820
12.10.2020 20:00;4;4000;4;3990;5;5000;4;3990;4;4000;6;6000;0;0;1;1010;0;0;3;4700;5;5000;12;1601;26;2680
12.10.2020 21:00;2;1990;2;2000;2;2000;2;2000;2;1990;2;1990;0;0;1;1010;0;0;3;3180;2;2000;5;510;17;1770
12.10.2020 22:00;2;2000;2;2000;2;2000;2;2000;2;1990;2;2000;0;0;1;1010;0;0;2;2030;2;2000;6;620;10;1010
12.10.2020 23:00;2;2000;2;1990;2;1990;2;1990;2;2000;2;2000;0;0;0;0;0;0;0;0;2;2000;2;200;11;1120
13.10.2020 00:00;0;0;0;0;1;1000;0;0;0;0;1;1000;0;0;0;0;0;0;0;0;1;1000;1;110;2;200
13.10.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;100
13.10.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.10.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.10.2020 04:00;1;1000;1;1000;0;0;1;1000;1;990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.10.2020 05:00;3;3000;3;3000;3;3000;3;3000;3;3000;3;3000;0;0;0;0;0;0;1;1150;3;3000;3;300;0;0
13.10.2020 06:00;4;3990;4;4000;4;3990;4;4000;4;3980;4;4000;0;0;2;2020;0;0;1;1200;4;4000;18;1830;4;420
13.10.2020 07:00;5;4970;5;4990;4;3990;5;4990;5;4980;4;3980;0;0;8;8850;0;0;6;6280;4;3990;33;3370;15;1550
13.10.2020 08:00;4;4000;4;3990;4;4000;4;3990;4;3980;4;4000;0;0;5;5050;0;0;10;10330;4;4000;51;5210;32;3671
13.10.2020 09:00;4;4000;4;3980;4;4000;4;3990;4;4000;4;3980;0;0;8;8040;0;0;5;5950;4;4000;44;4500;26;2720
13.10.2020 10:00;4;4000;4;3990;4;3990;4;3990;4;3990;4;3990;0;0;5;5020;0;0;11;12840;4;4000;32;3290;22;2250
13.10.2020 11:00;4;4000;4;3990;4;3980;4;3990;4;3990;4;4000;0;0;10;10070;0;0;10;10780;4;4000;31;3150;33;3400
13.10.2020 12:00;4;3990;4;4000;4;4000;4;4000;4;3990;4;3990;0;0;11;11860;0;0;14;15300;4;4000;38;3920;29;2980
13.10.2020 13:00;4;3990;4;4000;4;4000;4;4000;4;4000;4;3990;0;0;16;16080;0;0;18;18270;4;4000;25;2540;53;5410
13.10.2020 14:00;3;3000;3;3000;4;4000;3;3000;3;3000;4;4000;0;0;20;20100;0;0;10;14650;4;3990;29;2960;52;5340
13.10.2020 15:00;4;4000;4;4000;4;3980;4;4000;4;3980;4;4000;0;0;14;15000;0;0;21;24400;4;3980;26;2640;49;5040
13.10.2020 16:00;4;4000;4;3990;4;4000;4;3990;4;3990;4;4000;0;0;19;20040;0;0;13;13940;4;3980;25;2941;61;6324
13.10.2020 17:00;4;4000;4;4000;4;4000;4;4000;4;4000;4;4000;0;0;23;23180;0;0;15;18130;4;3990;18;1840;79;8070
13.10.2020 18:00;4;3990;4;4000;4;4000;4;4000;4;4000;4;4000;0;0;18;18090;0;0;14;16000;4;4000;23;2330;80;9734
13.10.2020 19:00;4;3990;4;3990;4;4000;4;4000;4;3990;4;3980;0;0;8;9060;0;0;3;3350;4;4000;17;1740;67;7211
13.10.2020 20:00;4;4000;4;4000;5;4970;4;4000;4;3990;5;5000;0;0;1;1000;0;0;4;4100;5;5000;10;1020;27;2760
13.10.2020 21:00;2;2000;2;2000;2;1990;2;2000;2;1990;2;2000;0;0;3;3030;0;0;0;0;2;2000;3;320;18;1840
13.10.2020 22:00;2;1990;2;1990;2;2000;2;1990;2;2000;2;2000;0;0;1;1010;0;0;0;0;2;2000;4;410;12;1220
13.10.2020 23:00;2;1990;2;2000;2;2000;2;2000;2;2000;2;1990;0;0;1;1010;0;0;0;0;2;2000;2;210;7;720
14.10.2020 00:00;0;0;0;0;1;1000;0;0;0;0;1;1000;0;0;0;0;0;0;0;0;1;1000;5;500;1;100
14.10.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;210
14.10.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.10.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.10.2020 04:00;1;990;1;1000;0;0;1;1000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.10.2020 05:00;3;2990;3;3000;3;2990;3;3000;3;3000;3;3000;0;0;0;0;0;0;0;0;3;2990;4;400;2;200
14.10.2020 06:00;4;4000;4;3990;4;4000;4;3990;4;4053;4;4000;0;0;1;1000;0;0;5;5860;4;4000;9;910;4;410
14.10.2020 07:00;5;4980;5;4990;4;3990;5;4990;5;4990;4;3990;0;0;5;5030;0;0;3;3030;4;4000;23;2350;11;1170
14.10.2020 08:00;4;4000;4;3970;4;4000;4;3990;4;4000;4;4000;0;0;6;6030;0;0;14;16170;4;4000;50;5130;31;3200
14.10.2020 09:00;4;4000;4;3990;4;4000;4;4000;4;3990;4;4000;0;0;8;8050;0;0;7;7950;4;3990;20;2030;23;2370
14.10.2020 10:00;5;4990;5;5000;5;5000;5;5000;5;5000;5;5000;0;0;6;6040;0;0;8;8500;5;4990;34;3460;25;2560
14.10.2020 11:00;3;3000;3;3000;4;4000;3;3000;3;2990;3;3000;0;0;9;9850;0;0;12;13590;3;3000;38;3910;19;1930
14.10.2020 12:00;4;4000;4;4000;4;4000;4;4000;4;4000;4;3980;0;0;15;16000;0;0;7;7180;4;4000;21;2531;41;4570
14.10.2020 13:00;4;4000;4;4000;4;3990;4;4000;4;4000;4;3980;0;0;8;8930;0;0;8;9570;4;3990;37;3790;26;2640
14.10.2020 14:00;4;4000;4;4000;4;4000;4;4000;4;3990;4;4000;0;0;12;12990;0;0;16;16955;4;4000;28;2860;45;4590
14.10.2020 15:00;4;4000;4;4000;4;3990;4;4000;4;3990;4;4000;0;0;16;16070;0;0;5;5510;4;3980;22;2270;41;4200
14.10.2020 16:00;4;4047;4;3990;4;4000;4;3990;4;4000;4;3990;0;0;11;11990;0;0;13;14160;4;4000;38;3880;51;5240
14.10.2020 17:00;4;3990;4;4000;4;4000;4;4000;4;4000;4;4000;0;0;15;15920;0;0;4;4380;4;4000;26;2690;58;6692
14.10.2020 18:00;4;3990;4;4000;4;4000;4;4000;4;4000;4;4000;0;0;8;8050;0;0;10;11220;4;3990;29;2970;66;6740
14.10.2020 19:00;4;4055;4;3990;4;3990;4;3990;4;4000;4;4000;0;0;2;2010;0;0;5;5160;4;3990;8;820;55;5630
14.10.2020 20:00;4;4000;4;3990;5;4990;4;3990;4;3980;5;5000;0;0;3;3020;0;0;2;2170;5;4990;2;200;15;1550
14.10.2020 21:00;2;2000;2;1990;2;2000;2;1990;2;1990;2;1990;0;0;2;2020;0;0;1;1010;2;2000;2;592;11;1490
14.10.2020 22:00;2;2000;2;1990;2;2000;2;1990;2;2000;2;2000;0;0;3;3020;0;0;0;0;2;1990;3;310;17;1740
14.10.2020 23:00;2;1990;2;2000;2;2000;2;2000;2;2000;2;1990;0;0;4;4030;0;0;0;0;2;2000;3;310;8;810
15.10.2020 00:00;0;0;0;0;1;1000;0;0;0;0;1;1000;0;0;2;2010;0;0;0;0;1;1000;0;0;2;200
15.10.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.10.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;300
15.10.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;470
15.10.2020 04:00;1;1000;1;1000;0;0;1;1000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;100
15.10.2020 05:00;3;3000;3;2980;3;3000;3;2990;3;2990;3;3000;0;0;0;0;0;0;0;0;3;2990;5;500;1;110
