01.06.2020 00:00;Bel_TB32;Vwz_TB32;Bel_TF32;Vwz_TF32;Bel_V21;Vwz_V21;Bel_V81;Vwz_V81;Bel_VK1_2Stoer;Vwz_VK1_2Stoer
20.03.2021 11:00;2;1200;1;600;0;0;0;0;0;0
20.03.2021 12:00;3;1800;1;600;0;0;0;0;0;0
20.03.2021 13:00;4;2400;9;6600;0;0;0;0;0;0
20.03.2021 14:00;3;1800;3;1800;0;0;0;0;0;0
20.03.2021 15:00;2;1200;6;4200;0;0;0;0;0;0
20.03.2021 16:00;8;8400;7;4800;0;0;0;0;0;0
20.03.2021 17:00;4;3000;8;4200;0;0;0;0;0;0
20.03.2021 18:00;4;3600;7;4200;0;0;0;0;0;0
20.03.2021 19:00;2;1200;4;3000;0;0;0;0;0;0
20.03.2021 20:00;0;0;0;0;0;0;0;0;0;0
20.03.2021 21:00;0;0;0;0;0;0;0;0;0;0
20.03.2021 22:00;0;0;1;600;0;0;0;0;0;0
20.03.2021 23:00;0;0;0;0;0;0;0;0;0;0
21.03.2021 00:00;0;0;0;0;0;0;0;0;0;0
21.03.2021 01:00;0;0;0;0;0;0;0;0;0;0
21.03.2021 02:00;0;0;0;0;0;0;0;0;0;0
21.03.2021 03:00;0;0;0;0;0;0;0;0;0;0
21.03.2021 04:00;0;0;0;0;0;0;0;0;0;0
21.03.2021 05:00;0;0;0;0;0;0;0;0;0;0
21.03.2021 06:00;0;0;0;0;0;0;0;0;0;0
21.03.2021 07:00;0;0;0;0;0;0;0;0;0;0
21.03.2021 08:00;0;0;0;0;0;0;0;0;0;0
21.03.2021 09:00;0;0;0;0;0;0;0;0;0;0
21.03.2021 10:00;0;0;0;0;0;0;0;0;0;0
21.03.2021 11:00;0;0;1;600;0;0;0;0;0;0
21.03.2021 12:00;3;1800;3;2400;0;0;0;0;0;0
21.03.2021 13:00;2;1200;2;1200;0;0;0;0;0;0
21.03.2021 14:00;3;1800;3;1800;0;0;0;0;0;0
21.03.2021 15:00;3;1800;4;1800;0;0;0;0;0;0
21.03.2021 16:00;4;3000;8;4800;0;0;0;0;0;0
21.03.2021 17:00;3;1800;3;1800;0;0;0;0;0;0
21.03.2021 18:00;0;0;2;1200;0;0;0;0;0;0
21.03.2021 19:00;2;1200;1;600;0;0;0;0;0;0
21.03.2021 20:00;1;600;0;0;0;0;0;0;0;0
21.03.2021 21:00;0;0;0;0;0;0;0;0;0;0
21.03.2021 22:00;1;600;0;0;0;0;0;0;0;0
21.03.2021 23:00;0;0;0;0;0;0;0;0;0;0
22.03.2021 00:00;0;0;0;0;0;0;0;0;0;0
22.03.2021 01:00;0;0;0;0;0;0;0;0;0;0
22.03.2021 02:00;0;0;0;0;0;0;0;0;0;0
22.03.2021 03:00;0;0;0;0;0;0;0;0;0;0
22.03.2021 04:00;0;0;0;0;0;0;0;0;0;0
22.03.2021 05:00;1;600;1;600;0;0;0;0;0;0
22.03.2021 06:00;0;0;0;0;0;0;0;0;0;0
22.03.2021 07:00;4;4200;5;3000;0;0;0;0;0;0
22.03.2021 08:00;7;4200;9;7200;0;0;0;0;0;0
22.03.2021 09:00;1;600;3;1800;0;0;0;0;0;0
22.03.2021 10:00;5;3000;4;3000;0;0;0;0;0;0
22.03.2021 11:00;9;9000;7;6000;0;0;0;0;0;0
22.03.2021 12:00;4;2400;3;1800;0;0;0;0;0;0
22.03.2021 13:00;8;10800;5;4200;0;0;0;0;0;0
22.03.2021 14:00;7;4800;9;6000;0;0;0;0;0;0
22.03.2021 15:00;2;1800;4;3000;0;0;0;0;0;0
22.03.2021 16:00;5;3000;14;11400;0;0;0;0;0;0
22.03.2021 17:00;15;13800;16;12600;0;0;0;0;0;0
22.03.2021 18:00;1;600;2;1200;0;0;0;0;0;0
22.03.2021 19:00;1;600;3;1800;0;0;0;0;0;0
22.03.2021 20:00;1;600;2;1200;0;0;0;0;0;0
22.03.2021 21:00;0;0;1;600;0;0;0;0;0;0
22.03.2021 22:00;0;0;0;0;0;0;0;0;0;0
22.03.2021 23:00;0;0;0;0;0;0;0;0;0;0
23.03.2021 00:00;0;0;0;0;0;0;0;0;0;0
23.03.2021 01:00;0;0;0;0;0;0;0;0;0;0
23.03.2021 02:00;0;0;0;0;0;0;0;0;0;0
23.03.2021 03:00;0;0;0;0;0;0;0;0;0;0
23.03.2021 04:00;0;0;0;0;0;0;0;0;0;0
23.03.2021 05:00;1;600;1;600;0;0;0;0;0;0
23.03.2021 06:00;0;0;0;0;0;0;0;0;0;0
23.03.2021 07:00;11;12000;9;6000;0;0;0;0;0;0
23.03.2021 08:00;9;5400;13;9000;0;0;0;0;0;0
23.03.2021 09:00;3;2400;7;4200;0;0;0;0;0;0
23.03.2021 10:00;3;1800;2;1200;0;0;0;0;0;0
23.03.2021 11:00;4;3600;7;4200;0;0;0;0;0;0
23.03.2021 12:00;8;5400;7;5400;0;0;0;0;0;0
23.03.2021 13:00;13;15000;8;5400;0;0;0;0;0;0
23.03.2021 14:00;10;8400;9;5400;0;0;0;0;0;0
23.03.2021 15:00;4;3000;13;9600;0;0;0;0;0;0
23.03.2021 16:00;12;9000;11;7200;0;0;0;0;0;0
23.03.2021 17:00;13;10200;12;8400;0;0;0;0;0;0
23.03.2021 18:00;7;4200;5;3600;0;0;0;0;0;0
23.03.2021 19:00;0;0;3;1800;0;0;0;0;0;0
23.03.2021 20:00;0;0;1;600;0;0;0;0;0;0
23.03.2021 21:00;0;0;0;0;0;0;0;0;0;0
23.03.2021 22:00;0;0;0;0;0;0;0;0;0;0
23.03.2021 23:00;0;0;0;0;0;0;0;0;0;0
24.03.2021 00:00;0;0;0;0;0;0;0;0;0;0
24.03.2021 01:00;0;0;0;0;0;0;0;0;0;0
24.03.2021 02:00;0;0;0;0;0;0;0;0;0;0
24.03.2021 03:00;0;0;0;0;0;0;0;0;0;0
24.03.2021 04:00;0;0;0;0;0;0;0;0;0;0
24.03.2021 05:00;0;0;0;0;0;0;0;0;0;0
24.03.2021 06:00;0;0;0;0;0;0;0;0;0;0
24.03.2021 07:00;8;8400;8;5400;0;0;0;0;0;0
24.03.2021 08:00;13;8400;11;6600;0;0;0;0;0;0
24.03.2021 09:00;4;6600;7;4800;0;0;0;0;0;0
24.03.2021 10:00;3;1800;2;1200;0;0;0;0;0;0
24.03.2021 11:00;16;19800;10;7200;0;0;0;0;0;0
24.03.2021 12:00;5;3000;9;6000;0;0;0;0;0;0
24.03.2021 13:00;5;3000;9;7200;0;0;0;0;0;0
24.03.2021 14:00;9;6600;11;8400;0;0;0;0;0;0
24.03.2021 15:00;11;8400;16;12000;0;0;0;0;0;0
24.03.2021 16:00;13;10200;15;10800;0;0;0;0;0;0
24.03.2021 17:00;15;12600;9;6600;0;0;0;0;0;0
24.03.2021 18:00;8;5400;6;3600;0;0;0;0;0;0
24.03.2021 19:00;3;1800;0;0;0;0;0;0;0;0
24.03.2021 20:00;0;0;0;0;0;0;0;0;0;0
24.03.2021 21:00;0;0;0;0;0;0;0;0;0;0
24.03.2021 22:00;0;0;0;0;0;0;0;0;0;0
24.03.2021 23:00;0;0;0;0;0;0;0;0;0;0
25.03.2021 00:00;0;0;0;0;0;0;0;0;0;0
25.03.2021 01:00;0;0;0;0;0;0;0;0;0;0
25.03.2021 02:00;0;0;0;0;0;0;0;0;0;0
25.03.2021 03:00;0;0;0;0;0;0;0;0;0;0
25.03.2021 04:00;0;0;0;0;0;0;0;0;0;0
25.03.2021 05:00;1;600;1;600;0;0;0;0;0;0
25.03.2021 06:00;0;0;0;0;0;0;0;0;0;0
25.03.2021 07:00;9;7800;10;7200;0;0;0;0;0;0
25.03.2021 08:00;8;5400;13;9600;0;0;0;0;0;0
25.03.2021 09:00;2;1200;4;2400;0;0;0;0;0;0
25.03.2021 10:00;2;1200;3;1800;0;0;0;0;0;0
25.03.2021 11:00;4;6000;3;1800;0;0;0;0;0;0
25.03.2021 12:00;5;3000;8;5400;0;0;0;0;0;0
25.03.2021 13:00;12;9000;7;4800;0;0;0;0;0;0
25.03.2021 14:00;8;5400;6;3600;0;0;0;0;0;0
25.03.2021 15:00;21;17400;20;16200;0;0;0;0;0;0
25.03.2021 16:00;8;6600;15;10800;0;0;0;0;0;0
25.03.2021 17:00;10;13200;11;7800;0;0;0;0;0;0
25.03.2021 18:00;14;12000;10;7800;0;0;0;0;0;0
25.03.2021 19:00;3;4800;1;600;0;0;0;0;0;0
25.03.2021 20:00;0;0;0;0;0;0;0;0;0;0
25.03.2021 21:00;0;0;1;600;0;0;0;0;0;0
25.03.2021 22:00;2;1800;1;600;0;0;0;0;0;0
25.03.2021 23:00;0;0;0;0;0;0;0;0;0;0
26.03.2021 00:00;0;0;0;0;0;0;0;0;0;0
26.03.2021 01:00;0;0;0;0;0;0;0;0;0;0
26.03.2021 02:00;0;0;0;0;0;0;0;0;0;0
26.03.2021 03:00;0;0;0;0;0;0;0;0;0;0
26.03.2021 04:00;0;0;0;0;0;0;0;0;0;0
26.03.2021 05:00;0;0;0;0;0;0;0;0;0;0
26.03.2021 06:00;0;0;0;0;0;0;0;0;0;0
26.03.2021 07:00;14;12000;11;9000;0;0;0;0;0;0
26.03.2021 08:00;5;3000;6;5400;0;0;0;0;0;0
26.03.2021 09:00;5;4800;8;5400;0;0;0;0;0;0
26.03.2021 10:00;0;0;3;1800;0;0;0;0;0;0
26.03.2021 11:00;10;7200;8;6000;0;0;0;0;0;0
26.03.2021 12:00;8;8400;14;10800;0;0;0;0;0;0
26.03.2021 13:00;7;5400;10;6600;0;0;0;0;0;0
26.03.2021 14:00;9;10200;11;7800;0;0;0;0;0;0
26.03.2021 15:00;11;7800;10;7200;0;0;0;0;0;0
26.03.2021 16:00;9;8400;12;7200;0;0;0;0;0;0
26.03.2021 17:00;10;7800;12;10200;0;0;0;0;0;0
26.03.2021 18:00;7;8400;9;6000;0;0;0;0;0;0
26.03.2021 19:00;2;1200;4;3600;0;0;0;0;0;0
26.03.2021 20:00;1;600;2;1200;0;0;0;0;0;0
26.03.2021 21:00;2;1200;2;1200;0;0;0;0;0;0
26.03.2021 22:00;0;0;0;0;0;0;0;0;0;0
26.03.2021 23:00;0;0;0;0;0;0;0;0;0;0
27.03.2021 00:00;0;0;0;0;0;0;0;0;0;0
27.03.2021 01:00;0;0;0;0;0;0;0;0;0;0
27.03.2021 02:00;0;0;0;0;0;0;0;0;0;0
27.03.2021 03:00;0;0;0;0;0;0;0;0;0;0
27.03.2021 04:00;0;0;0;0;0;0;0;0;0;0
27.03.2021 05:00;0;0;0;0;0;0;0;0;0;0
27.03.2021 06:00;0;0;0;0;0;0;0;0;0;0
27.03.2021 07:00;0;0;0;0;0;0;0;0;0;0
27.03.2021 08:00;1;600;2;1200;0;0;0;0;0;0
27.03.2021 09:00;2;1200;2;1200;0;0;0;0;0;0
27.03.2021 10:00;3;1800;3;2400;0;0;0;0;0;0
27.03.2021 11:00;5;3000;8;4800;0;0;0;0;0;0
27.03.2021 12:00;5;3000;9;7200;0;0;0;0;0;0
27.03.2021 13:00;2;1200;4;3000;0;0;0;0;0;0
27.03.2021 14:00;2;1200;7;7800;0;0;0;0;0;0
27.03.2021 15:00;6;3600;2;1200;0;0;0;0;0;0
27.03.2021 16:00;2;1800;5;3000;0;0;0;0;0;0
27.03.2021 17:00;1;600;2;1200;0;0;0;0;0;0
27.03.2021 18:00;1;600;2;4200;0;0;0;0;0;0
27.03.2021 19:00;2;1200;4;3600;0;0;0;0;0;0
27.03.2021 20:00;1;600;1;600;0;0;0;0;0;0
27.03.2021 21:00;2;1200;2;1200;0;0;0;0;0;0
27.03.2021 22:00;1;600;1;600;0;0;0;0;0;0
27.03.2021 23:00;0;0;2;1800;0;0;0;0;0;0
28.03.2021 00:00;0;0;0;0;0;0;0;0;0;0
28.03.2021 01:00;0;0;0;0;0;0;0;0;0;0
28.03.2021 03:00;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
28.03.2021 04:00;0;0;0;0;0;0;0;0;0;0
28.03.2021 05:00;0;0;0;0;0;0;0;0;0;0
28.03.2021 06:00;0;0;0;0;0;0;0;0;0;0
28.03.2021 07:00;0;0;0;0;0;0;0;0;0;0
28.03.2021 08:00;0;0;0;0;0;0;0;0;0;0
28.03.2021 09:00;0;0;0;0;0;0;0;0;0;0
28.03.2021 10:00;4;2400;0;0;0;0;0;0;0;0
28.03.2021 11:00;0;0;0;0;0;0;0;0;0;0
28.03.2021 12:00;2;1200;5;3000;0;0;0;0;0;0
28.03.2021 13:00;0;0;3;4200;0;0;0;0;0;0
28.03.2021 14:00;7;6000;10;7200;0;0;0;0;0;0
28.03.2021 15:00;7;13200;9;6600;0;0;0;0;0;0
28.03.2021 16:00;7;4800;12;9000;0;0;0;0;0;0
28.03.2021 17:00;6;4800;10;7200;0;0;0;0;0;0
28.03.2021 18:00;4;2400;3;1800;0;0;0;0;0;0
28.03.2021 19:00;3;1800;4;3600;0;0;0;0;0;0
28.03.2021 20:00;2;1200;1;600;0;0;0;0;0;0
28.03.2021 21:00;0;0;0;0;0;0;0;0;0;0
28.03.2021 22:00;0;0;0;0;0;0;0;0;0;0
28.03.2021 23:00;0;0;0;0;0;0;0;0;0;0
29.03.2021 00:00;0;0;0;0;0;0;0;0;0;0
29.03.2021 01:00;0;0;0;0;0;0;0;0;0;0
29.03.2021 02:00;0;0;0;0;0;0;0;0;0;0
29.03.2021 03:00;0;0;0;0;0;0;0;0;0;0
29.03.2021 04:00;0;0;0;0;0;0;0;0;0;0
29.03.2021 05:00;1;600;1;600;0;0;0;0;0;0
29.03.2021 06:00;0;0;0;0;0;0;0;0;0;0
29.03.2021 07:00;13;11400;9;7200;0;0;0;0;0;0
29.03.2021 08:00;6;3600;6;4200;0;0;0;0;0;0
29.03.2021 09:00;6;4200;6;4800;0;0;0;0;0;0
29.03.2021 10:00;2;1200;5;3000;0;0;0;0;0;0
29.03.2021 11:00;5;3000;7;4200;0;0;0;0;0;0
29.03.2021 12:00;16;21600;8;6000;0;0;0;0;0;0
29.03.2021 13:00;3;1800;5;4200;0;0;0;0;0;0
29.03.2021 14:00;7;5400;7;4800;0;0;0;0;0;0
29.03.2021 15:00;18;12600;20;16200;0;0;0;0;0;0
29.03.2021 16:00;11;10200;19;15000;0;0;0;0;0;0
29.03.2021 17:00;13;10800;12;9000;0;0;0;0;0;0
29.03.2021 18:00;7;4800;9;6000;0;0;0;0;0;0
29.03.2021 19:00;4;3000;2;1200;0;0;0;0;0;0
29.03.2021 20:00;8;6000;2;1200;0;0;0;0;0;0
29.03.2021 21:00;0;0;2;1200;0;0;0;0;0;0
29.03.2021 22:00;0;0;1;600;0;0;0;0;0;0
29.03.2021 23:00;0;0;0;0;0;0;0;0;0;0
30.03.2021 00:00;0;0;0;0;0;0;0;0;0;0
30.03.2021 01:00;0;0;0;0;0;0;0;0;0;0
30.03.2021 02:00;0;0;0;0;0;0;0;0;0;0
30.03.2021 03:00;0;0;0;0;0;0;0;0;0;0
30.03.2021 04:00;0;0;0;0;0;0;0;0;0;0
30.03.2021 05:00;1;600;1;600;0;0;0;0;0;0
30.03.2021 06:00;0;0;0;0;0;0;0;0;0;0
30.03.2021 07:00;9;9600;7;5400;0;0;0;0;0;0
30.03.2021 08:00;8;6600;10;9000;0;0;0;0;0;0
30.03.2021 09:00;3;1800;3;3000;0;0;0;0;0;0
30.03.2021 10:00;5;3600;5;3600;0;0;0;0;0;0
30.03.2021 11:00;12;8400;7;4800;0;0;0;0;0;0
30.03.2021 12:00;9;6000;7;4800;0;0;0;0;0;0
30.03.2021 13:00;2;1200;8;5400;0;0;0;0;0;0
30.03.2021 14:00;4;4200;9;6600;0;0;0;0;0;0
30.03.2021 15:00;16;10200;11;8400;0;0;0;0;0;0
30.03.2021 16:00;17;18000;27;20400;0;0;0;0;0;0
30.03.2021 17:00;10;9600;8;5400;0;0;0;0;0;0
30.03.2021 18:00;4;2400;6;4200;0;0;0;0;0;0
30.03.2021 19:00;5;7200;0;0;0;0;0;0;0;0
30.03.2021 20:00;2;1200;1;600;0;0;0;0;0;0
30.03.2021 21:00;1;600;1;600;0;0;0;0;0;0
30.03.2021 22:00;0;0;1;600;0;0;0;0;0;0
30.03.2021 23:00;0;0;0;0;0;0;0;0;0;0
31.03.2021 00:00;0;0;0;0;0;0;0;0;0;0
31.03.2021 01:00;0;0;0;0;0;0;0;0;0;0
31.03.2021 02:00;0;0;0;0;0;0;0;0;0;0
31.03.2021 03:00;0;0;0;0;0;0;0;0;0;0
31.03.2021 04:00;0;0;0;0;0;0;0;0;0;0
31.03.2021 05:00;0;0;0;0;0;0;0;0;0;0
31.03.2021 06:00;0;0;0;0;0;0;0;0;0;0
31.03.2021 07:00;16;16800;15;12600;0;0;0;0;0;0
31.03.2021 08:00;9;5400;5;3000;0;0;0;0;0;0
31.03.2021 09:00;2;8400;4;3000;0;0;0;0;0;0
31.03.2021 10:00;4;2400;4;2400;0;0;0;0;0;0
31.03.2021 11:00;12;9600;12;8400;0;0;0;0;0;0
31.03.2021 12:00;9;10800;23;19200;0;0;0;0;0;0
31.03.2021 13:00;9;6000;11;8400;0;0;0;0;0;0
31.03.2021 14:00;10;6600;12;9000;0;0;0;0;0;0
31.03.2021 15:00;12;9600;16;12000;0;0;0;0;0;0
31.03.2021 16:00;17;12000;13;9600;0;0;0;0;0;0
31.03.2021 17:00;5;6000;8;6600;0;0;0;0;0;0
31.03.2021 18:00;12;9000;14;10800;0;0;0;0;0;0
31.03.2021 19:00;10;10200;8;6000;0;0;0;0;0;0
31.03.2021 20:00;2;1200;2;1200;0;0;0;0;0;0
31.03.2021 21:00;1;600;0;0;0;0;0;0;0;0
31.03.2021 22:00;1;1200;1;600;0;0;0;0;0;0
31.03.2021 23:00;0;0;0;0;0;0;0;0;0;0
01.04.2021 00:00;0;0;0;0;0;0;0;0;0;0
01.04.2021 01:00;0;0;0;0;0;0;0;0;0;0
01.04.2021 02:00;0;0;0;0;0;0;0;0;0;0
01.04.2021 03:00;0;0;0;0;0;0;0;0;0;0
01.04.2021 04:00;0;0;0;0;0;0;0;0;0;0
01.04.2021 05:00;1;600;0;0;0;0;0;0;0;0
01.04.2021 06:00;0;0;0;0;0;0;0;0;0;0
01.04.2021 07:00;14;10800;19;13800;0;0;0;0;0;0
01.04.2021 08:00;6;5400;6;5400;0;0;0;0;0;0
01.04.2021 09:00;2;1200;2;1200;0;0;0;0;0;0
01.04.2021 10:00;11;6600;13;9000;0;0;0;0;0;0
01.04.2021 11:00;14;13200;9;7800;0;0;0;0;0;0
01.04.2021 12:00;9;10200;14;11400;0;0;0;0;0;0
01.04.2021 13:00;2;1200;4;2400;0;0;0;0;0;0
01.04.2021 14:00;6;4800;7;4800;0;0;0;0;0;0
01.04.2021 15:00;9;6000;13;9000;0;0;0;0;0;0
01.04.2021 16:00;12;12000;7;4800;0;0;0;0;0;0
01.04.2021 17:00;6;3600;4;2400;0;0;0;0;0;0
01.04.2021 18:00;6;4800;7;4800;0;0;0;0;0;0
01.04.2021 19:00;3;1800;10;7800;0;0;0;0;0;0
01.04.2021 20:00;3;2400;2;1200;0;0;0;0;0;0
01.04.2021 21:00;0;0;1;600;0;0;0;0;0;0
01.04.2021 22:00;0;0;0;0;0;0;0;0;0;0
01.04.2021 23:00;0;0;0;0;0;0;0;0;0;0
02.04.2021 00:00;0;0;0;0;0;0;0;0;0;0
02.04.2021 01:00;0;0;0;0;0;0;0;0;0;0
02.04.2021 02:00;0;0;0;0;0;0;0;0;0;0
02.04.2021 03:00;0;0;0;0;0;0;0;0;0;0
02.04.2021 04:00;0;0;0;0;0;0;0;0;0;0
02.04.2021 05:00;0;0;0;0;0;0;0;0;0;0
02.04.2021 06:00;0;0;0;0;0;0;0;0;0;0
02.04.2021 07:00;0;0;1;600;0;0;0;0;0;0
02.04.2021 08:00;0;0;0;0;0;0;0;0;0;0
02.04.2021 09:00;0;0;0;0;0;0;0;0;0;0
02.04.2021 10:00;1;600;0;0;0;0;0;0;0;0
02.04.2021 11:00;0;0;2;1200;0;0;0;0;0;0
02.04.2021 12:00;2;6000;4;4200;0;0;0;0;0;0
02.04.2021 13:00;2;4800;4;3600;0;0;0;0;0;0
02.04.2021 14:00;4;4200;6;5400;0;0;0;0;0;0
02.04.2021 15:00;3;1800;4;4200;0;0;0;0;0;0
02.04.2021 16:00;4;3000;4;2400;0;0;0;0;0;0
02.04.2021 17:00;3;1800;1;600;0;0;0;0;0;0
02.04.2021 18:00;5;8400;8;6600;0;0;0;0;0;0
02.04.2021 19:00;1;600;3;1800;0;0;0;0;0;0
02.04.2021 20:00;0;0;1;600;0;0;0;0;0;0
02.04.2021 21:00;0;0;0;0;0;0;0;0;0;0
02.04.2021 22:00;0;0;0;0;0;0;0;0;0;0
02.04.2021 23:00;0;0;0;0;0;0;0;0;0;0
03.04.2021 00:00;0;0;0;0;0;0;0;0;0;0
03.04.2021 01:00;0;0;0;0;0;0;0;0;0;0
03.04.2021 02:00;0;0;0;0;0;0;0;0;0;0
03.04.2021 03:00;0;0;0;0;0;0;0;0;0;0
03.04.2021 04:00;0;0;0;0;0;0;0;0;0;0
03.04.2021 05:00;0;0;0;0;0;0;0;0;0;0
03.04.2021 06:00;0;0;0;0;0;0;0;0;0;0
03.04.2021 07:00;0;0;1;600;0;0;0;0;0;0
03.04.2021 08:00;1;600;1;600;0;0;0;0;0;0
03.04.2021 09:00;1;600;1;600;0;0;0;0;0;0
03.04.2021 10:00;4;2400;6;3600;0;0;0;0;0;0
03.04.2021 11:00;9;9600;8;4800;0;0;0;0;0;0
03.04.2021 12:00;4;5400;9;7200;0;0;0;0;0;0
03.04.2021 13:00;2;1200;6;3600;0;0;0;0;0;0
03.04.2021 14:00;0;0;3;1800;0;0;0;0;0;0
03.04.2021 15:00;2;1200;5;3600;0;0;0;0;0;0
03.04.2021 16:00;2;1800;6;3600;0;0;0;0;0;0
03.04.2021 17:00;3;3000;10;9600;0;0;0;0;0;0
03.04.2021 18:00;9;7800;7;6000;0;0;0;0;0;0
03.04.2021 19:00;0;0;2;1200;0;0;0;0;0;0
03.04.2021 20:00;1;600;4;2400;0;0;0;0;0;0
03.04.2021 21:00;0;0;0;0;0;0;0;0;0;0
03.04.2021 22:00;0;0;0;0;0;0;0;0;0;0
03.04.2021 23:00;0;0;0;0;0;0;0;0;0;0
04.04.2021 00:00;0;0;0;0;0;0;0;0;0;0
04.04.2021 01:00;0;0;0;0;0;0;0;0;0;0
04.04.2021 02:00;0;0;0;0;0;0;0;0;0;0
04.04.2021 03:00;0;0;0;0;0;0;0;0;0;0
04.04.2021 04:00;0;0;0;0;0;0;0;0;0;0
04.04.2021 05:00;0;0;0;0;0;0;0;0;0;0
04.04.2021 06:00;0;0;0;0;0;0;0;0;0;0
04.04.2021 07:00;0;0;0;0;0;0;0;0;0;0
04.04.2021 08:00;0;0;0;0;0;0;0;0;0;0
04.04.2021 09:00;0;0;3;2400;0;0;0;0;0;0
04.04.2021 10:00;0;0;2;1800;0;0;0;0;0;0
04.04.2021 11:00;0;0;1;600;0;0;0;0;0;0
04.04.2021 12:00;2;1200;1;600;0;0;0;0;0;0
04.04.2021 13:00;1;600;5;3600;0;0;0;0;0;0
04.04.2021 14:00;1;600;1;600;0;0;0;0;0;0
04.04.2021 15:00;6;4200;5;3600;0;0;0;0;0;0
04.04.2021 16:00;1;600;3;1800;0;0;0;0;0;0
04.04.2021 17:00;3;2400;2;1200;0;0;0;0;0;0
04.04.2021 18:00;2;3600;6;4800;0;0;0;0;0;0
04.04.2021 19:00;2;1200;2;1800;0;0;0;0;0;0
04.04.2021 20:00;1;1200;0;0;0;0;0;0;0;0
04.04.2021 21:00;0;0;1;600;0;0;0;0;0;0
04.04.2021 22:00;0;0;0;0;0;0;0;0;0;0
04.04.2021 23:00;0;0;0;0;0;0;0;0;0;0
05.04.2021 00:00;0;0;0;0;0;0;0;0;0;0
05.04.2021 00:00;0;0;0;0;0;0;0;0;0;0
05.04.2021 01:00;0;0;0;0;0;0;0;0;0;0
05.04.2021 02:00;0;0;0;0;0;0;0;0;0;0
05.04.2021 03:00;0;0;0;0;0;0;0;0;0;0
05.04.2021 04:00;0;0;0;0;0;0;0;0;0;0
05.04.2021 05:00;0;0;0;0;0;0;0;0;0;0
05.04.2021 06:00;0;0;0;0;0;0;0;0;0;0
05.04.2021 07:00;0;0;0;0;0;0;0;0;0;0
05.04.2021 08:00;0;0;0;0;0;0;0;0;0;0
05.04.2021 09:00;0;0;1;600;0;0;0;0;0;0
05.04.2021 10:00;0;0;2;1200;0;0;0;0;0;0
05.04.2021 11:00;1;600;1;1800;0;0;0;0;0;0
05.04.2021 12:00;0;0;1;600;0;0;0;0;0;0
05.04.2021 13:00;1;600;2;1200;0;0;0;0;0;0
05.04.2021 14:00;0;0;1;600;0;0;0;0;0;0
05.04.2021 15:00;0;0;0;0;0;0;0;0;0;0
05.04.2021 16:00;0;0;1;600;0;0;0;0;0;0
05.04.2021 17:00;3;1800;1;600;0;0;0;0;0;0
05.04.2021 18:00;1;600;0;0;0;0;0;0;0;0
05.04.2021 19:00;1;600;1;600;0;0;0;0;0;0
05.04.2021 20:00;4;3000;2;1200;0;0;0;0;0;0
05.04.2021 21:00;0;0;0;0;0;0;0;0;0;0
05.04.2021 22:00;0;0;0;0;0;0;0;0;0;0
05.04.2021 23:00;0;0;0;0;0;0;0;0;0;0
06.04.2021 00:00;0;0;0;0;0;0;0;0;0;0
06.04.2021 01:00;0;0;0;0;0;0;0;0;0;0
06.04.2021 02:00;0;0;0;0;0;0;0;0;0;0
06.04.2021 03:00;0;0;0;0;0;0;0;0;0;0
06.04.2021 04:00;0;0;0;0;0;0;0;0;0;0
06.04.2021 05:00;1;600;1;600;0;0;0;0;0;0
06.04.2021 06:00;0;0;0;0;0;0;0;0;0;0
06.04.2021 07:00;1;600;2;1200;0;0;0;0;0;0
06.04.2021 08:00;10;7800;9;7200;0;0;0;0;0;0
06.04.2021 09:00;2;1200;2;1200;0;0;0;0;0;0
06.04.2021 10:00;8;7800;2;1200;0;0;0;0;0;0
06.04.2021 11:00;0;0;5;3000;0;0;0;0;0;0
06.04.2021 12:00;1;600;4;2400;0;0;0;0;0;0
06.04.2021 13:00;3;1800;8;5400;0;0;0;0;0;0
06.04.2021 14:00;4;2400;4;2400;0;0;0;0;0;0
06.04.2021 15:00;8;4800;6;3600;0;0;0;0;0;0
06.04.2021 16:00;5;3000;8;6000;0;0;0;0;0;0
06.04.2021 17:00;5;4800;4;3000;0;0;0;0;0;0
06.04.2021 18:00;5;2400;10;7200;0;0;0;0;0;0
06.04.2021 19:00;5;6600;7;4800;0;0;0;0;0;0
06.04.2021 20:00;2;1200;4;2400;0;0;0;0;0;0
06.04.2021 21:00;1;600;1;600;0;0;0;0;0;0
06.04.2021 22:00;0;0;0;0;0;0;0;0;0;0
06.04.2021 23:00;0;0;0;0;0;0;0;0;0;0
07.04.2021 00:00;0;0;0;0;0;0;0;0;0;0
07.04.2021 01:00;0;0;0;0;0;0;0;0;0;0
07.04.2021 02:00;0;0;0;0;0;0;0;0;0;0
07.04.2021 03:00;0;0;0;0;0;0;0;0;0;0
07.04.2021 04:00;0;0;0;0;0;0;0;0;0;0
07.04.2021 05:00;0;0;0;0;0;0;0;0;0;0
07.04.2021 06:00;0;0;0;0;0;0;0;0;0;0
07.04.2021 07:00;2;1200;2;1200;0;0;0;0;0;0
07.04.2021 08:00;11;16200;5;3000;0;0;0;0;0;0
07.04.2021 09:00;5;3000;5;3000;0;0;0;0;0;0
07.04.2021 10:00;7;7200;2;1800;0;0;0;0;0;0
07.04.2021 11:00;3;1800;11;9600;0;0;0;0;0;0
07.04.2021 12:00;2;1200;2;1200;0;0;0;0;0;0
