01.06.2020 00:00;Bel_A51_M1_493;Vwz_A51_M1_493;Bel_A55_M2_1290/12X;Vwz_A55_M2_1290/12X;Bel_Anf_32;Vwz_Anf_32;Bel_H51_A135/1_492;Vwz_H51_A135/1_492;Bel_H55_A110/M3_12X;Vwz_H55_A110/M3_12X;Bel_MP3_SL_A110;Vwz_MP3_SL_A110;Bel_V51_A9/M2_510;Vwz_V51_A9/M2_510
09.07.2020 17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.07.2020 18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.07.2020 19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.07.2020 20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.07.2020 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.07.2020 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.07.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.07.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.07.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.07.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.07.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.07.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.07.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.07.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.07.2020 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.07.2020 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.07.2020 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.07.2020 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.07.2020 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.07.2020 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.07.2020 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.07.2020 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.07.2020 15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.07.2020 16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.07.2020 17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.07.2020 18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.07.2020 19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.07.2020 20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.07.2020 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.07.2020 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.07.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2020 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2020 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2020 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2020 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2020 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2020 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2020 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2020 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2020 15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2020 16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2020 17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2020 18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2020 19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2020 20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2020 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2020 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.07.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.07.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.07.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.07.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.07.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.07.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.07.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.07.2020 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.07.2020 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.07.2020 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.07.2020 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.07.2020 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.07.2020 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.07.2020 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.07.2020 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.07.2020 15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.07.2020 16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.07.2020 17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.07.2020 18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.07.2020 19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.07.2020 20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.07.2020 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.07.2020 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.07.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.07.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.07.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.07.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.07.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.07.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.07.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.07.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.07.2020 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.07.2020 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.07.2020 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.07.2020 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.07.2020 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.07.2020 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.07.2020 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.07.2020 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.07.2020 15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.07.2020 16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.07.2020 17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.07.2020 18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.07.2020 19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.07.2020 20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.07.2020 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.07.2020 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.07.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2020 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2020 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2020 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2020 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2020 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2020 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2020 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2020 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2020 15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2020 16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2020 17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2020 18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2020 19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2020 20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2020 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2020 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.07.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.07.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.07.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.07.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.07.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.07.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.07.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.07.2020 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.07.2020 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.07.2020 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.07.2020 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.07.2020 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.07.2020 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.07.2020 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.07.2020 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.07.2020 15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.07.2020 16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.07.2020 17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.07.2020 18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.07.2020 19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.07.2020 20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.07.2020 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.07.2020 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.07.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.07.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.07.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.07.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.07.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.07.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.07.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.07.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.07.2020 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.07.2020 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.07.2020 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.07.2020 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.07.2020 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.07.2020 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.07.2020 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.07.2020 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.07.2020 15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.07.2020 16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.07.2020 17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.07.2020 18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.07.2020 19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.07.2020 20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.07.2020 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.07.2020 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.07.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2020 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2020 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2020 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2020 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2020 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2020 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2020 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2020 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2020 15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2020 16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2020 17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2020 18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2020 19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2020 20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2020 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2020 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2020 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2020 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2020 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2020 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2020 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2020 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2020 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2020 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2020 15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2020 16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2020 17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2020 18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2020 19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2020 20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2020 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2020 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.07.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.07.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.07.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.07.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.07.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.07.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.07.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.07.2020 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.07.2020 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.07.2020 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.07.2020 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.07.2020 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.07.2020 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.07.2020 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.07.2020 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.07.2020 15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.07.2020 16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.07.2020 17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.07.2020 18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.07.2020 19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.07.2020 20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.07.2020 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.07.2020 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.07.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.07.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.07.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.07.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.07.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.07.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.07.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.07.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.07.2020 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.07.2020 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.07.2020 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.07.2020 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.07.2020 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.07.2020 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.07.2020 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.07.2020 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.07.2020 15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.07.2020 16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.07.2020 17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.07.2020 18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.07.2020 19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.07.2020 20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.07.2020 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.07.2020 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.07.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.07.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.07.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.07.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.07.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.07.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.07.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.07.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.07.2020 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.07.2020 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.07.2020 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.07.2020 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.07.2020 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.07.2020 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.07.2020 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.07.2020 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.07.2020 15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.07.2020 16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.07.2020 17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.07.2020 18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.07.2020 19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.07.2020 20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.07.2020 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.07.2020 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.07.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2020 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2020 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2020 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2020 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2020 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2020 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2020 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2020 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2020 15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2020 16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2020 17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2020 18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2020 19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2020 20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2020 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2020 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.07.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.07.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.07.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.07.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.07.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.07.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.07.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.07.2020 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.07.2020 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.07.2020 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.07.2020 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.07.2020 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.07.2020 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.07.2020 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.07.2020 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.07.2020 15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.07.2020 16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.07.2020 17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.07.2020 18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.07.2020 19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.07.2020 20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.07.2020 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.07.2020 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.07.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.07.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.07.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.07.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.07.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.07.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.07.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.07.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.07.2020 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.07.2020 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.07.2020 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
