01.06.2020 00:00;Bel_T1;Vwz_T1;Bel_T2;Vwz_T2;Bel_V11;Vwz_V11;Bel_V111;Vwz_V111;Bel_V5;Vwz_V5;Bel_V51;Vwz_V51
22.05.2021 14:00;20;14328;19;12279;419;513457;420;598019;38;20490;152;95230
22.05.2021 15:00;17;17240;38;19787;352;431903;372;563253;42;16900;159;71900
22.05.2021 16:00;21;24699;21;21960;340;436910;348;499289;35;13470;156;83640
22.05.2021 17:00;23;25980;20;13679;320;416697;357;477098;48;25340;165;235130
22.05.2021 18:00;15;11820;15;12310;320;444200;317;467334;13;8130;179;91810
22.05.2021 19:00;7;6260;5;3970;239;281960;242;329967;13;5190;114;47470
22.05.2021 20:00;4;38350;9;6540;173;197496;173;209766;6;2730;70;20150
22.05.2021 21:00;3;4280;8;4765;173;132070;155;176650;47;21140;105;62507
22.05.2021 22:00;1;390;0;0;117;149950;112;144659;45;21730;93;57700
22.05.2021 23:00;0;0;0;0;95;126977;84;143513;33;15600;72;44088
23.05.2021 00:00;0;0;0;0;53;48757;38;46000;15;7650;39;22740
23.05.2021 01:00;0;0;0;0;32;23020;22;22390;6;2880;18;11270
23.05.2021 02:00;0;0;0;0;14;9080;12;12750;5;2350;10;6820
23.05.2021 03:00;0;0;0;0;7;4610;6;5400;3;1560;5;2630
23.05.2021 04:00;0;0;0;0;11;6740;9;7830;0;0;8;4200
23.05.2021 05:00;0;0;0;0;15;11540;14;14450;2;1140;4;1960
23.05.2021 06:00;0;0;0;0;23;24000;23;24130;3;810;7;1185
23.05.2021 07:00;0;0;1;24870;31;28580;47;47400;35;177640;22;10270
23.05.2021 08:00;0;0;0;0;77;70420;63;1079676;18;1164188;26;14760
23.05.2021 09:00;1;700;1;700;168;246968;160;1070647;10;56690;125;643995
23.05.2021 10:00;8;7410;3;2200;285;248912;255;385583;16;7310;306;871657
23.05.2021 11:00;5;3650;4;2640;327;334999;355;426060;46;93790;113;114388
23.05.2021 12:00;5;5320;8;6410;330;542712;451;803817;251;814958;191;981999
23.05.2021 13:00;9;7430;11;10237;318;369703;346;510781;40;14970;93;206661
23.05.2021 14:00;16;15890;18;16229;395;500806;422;543088;43;21430;181;262618
23.05.2021 15:00;12;30140;11;7330;326;356320;343;429580;48;63960;214;510659
23.05.2021 16:00;21;24459;10;38770;296;349397;310;398499;51;79720;145;139500
23.05.2021 17:00;11;9410;27;16885;289;420968;308;412877;36;24550;177;1008048
23.05.2021 18:00;16;14070;10;37056;253;383866;282;470128;33;16890;188;101850
23.05.2021 19:00;7;5510;12;12080;242;261634;254;315299;17;6680;143;73820
23.05.2021 20:00;8;8200;4;2339;191;206759;203;239148;4;1710;69;19088
23.05.2021 21:00;4;3830;4;2540;139;133450;138;145641;47;21350;98;53742
23.05.2021 22:00;0;0;3;2228;135;101078;117;110790;68;34290;105;66690
23.05.2021 23:00;0;0;0;0;96;65970;73;68309;29;14780;62;38630
24.05.2021 00:00;0;0;0;0;48;51560;44;40970;17;8810;39;26730
24.05.2021 01:00;0;0;0;0;29;18440;25;21440;7;3430;18;9830
24.05.2021 02:00;0;0;0;0;21;14240;17;16780;10;4480;12;6540
24.05.2021 03:00;0;0;0;0;10;5740;6;5530;4;1490;5;3730
24.05.2021 04:00;0;0;0;0;5;3800;4;3660;2;730;4;1900
24.05.2021 05:00;0;0;0;0;19;175777;19;178367;5;2610;6;4500
24.05.2021 06:00;0;0;0;0;31;27710;32;30280;4;1270;4;1560
24.05.2021 07:00;0;0;0;0;52;43510;52;48740;3;2830;18;6880
24.05.2021 08:00;0;0;1;31090;65;61570;75;73590;3;1620;17;4740
24.05.2021 09:00;4;2187;7;4520;164;151188;161;163602;12;3070;42;27000
24.05.2021 10:00;10;6360;15;10528;308;265100;272;303087;14;2970;70;23460
24.05.2021 11:00;5;4940;17;15140;310;304542;304;365648;35;8030;57;19818
24.05.2021 12:00;13;11800;23;16490;335;405240;350;434079;71;17480;75;33600
24.05.2021 13:00;11;9520;20;21640;342;383417;337;1083568;37;13730;65;224307
24.05.2021 14:00;26;69577;20;15350;371;452370;391;627917;64;102130;168;794765
24.05.2021 15:00;24;26460;16;11617;370;448517;397;571815;22;5420;123;52820
24.05.2021 16:00;4;2190;13;80019;393;427634;398;509813;24;6050;126;39351
24.05.2021 17:00;8;4909;9;5850;320;334015;326;367787;22;4020;141;43170
24.05.2021 18:00;6;4580;6;5430;296;364681;295;364099;31;9580;123;40760
24.05.2021 19:00;3;3220;4;3430;224;243830;239;279270;10;2940;91;28570
24.05.2021 20:00;6;4820;7;3610;168;170270;169;278828;6;980;60;18950
24.05.2021 21:00;2;1110;5;33450;145;103020;124;118437;42;17930;76;44380
24.05.2021 22:00;2;1850;0;0;99;220880;80;165620;29;14150;77;51490
24.05.2021 23:00;0;0;0;0;38;36160;36;45800;10;4400;26;14940
25.05.2021 00:00;0;0;0;0;17;18280;18;19480;4;1890;16;11000
25.05.2021 01:00;0;0;0;0;5;4280;5;5000;3;1270;3;1820
25.05.2021 02:00;0;0;0;0;8;5497;7;6727;1;460;5;3450
25.05.2021 03:00;0;0;0;0;6;2900;5;4160;1;580;5;2840
25.05.2021 04:00;0;0;0;0;26;16860;25;22940;8;3720;18;9120
25.05.2021 05:00;0;0;0;0;75;67060;72;84610;26;15530;40;25030
25.05.2021 06:00;0;0;2;1460;241;229830;249;264063;16;8550;60;23420
25.05.2021 07:00;56;55026;5;4430;460;545678;468;679973;33;47060;175;90480
25.05.2021 08:00;40;36638;20;16970;410;532716;425;613198;16;4540;168;49447
25.05.2021 09:00;14;12870;16;15160;317;396301;330;488034;24;9550;106;41020
25.05.2021 10:00;11;10020;15;17006;338;379920;336;463932;24;13469;103;36536
25.05.2021 11:00;3;2310;12;8470;378;468230;382;540248;36;29280;153;67080
25.05.2021 12:00;13;17900;49;67181;447;557977;464;624369;53;18480;153;51830
25.05.2021 13:00;14;13170;57;95629;483;695088;506;823483;55;49580;164;80711
25.05.2021 14:00;18;12680;55;33210;483;634244;494;668162;45;30150;189;81820
25.05.2021 15:00;13;9830;51;53580;609;815054;636;913460;131;106526;304;231719
25.05.2021 16:00;26;24638;47;32070;667;879125;701;1125696;55;22070;233;92921
25.05.2021 17:00;11;12060;34;26796;650;793740;648;970129;50;15290;225;73149
25.05.2021 18:00;14;9850;9;11440;526;582125;528;707124;32;8300;191;60909
25.05.2021 19:00;5;9000;7;4310;304;384400;315;436636;23;7280;130;42350
25.05.2021 20:00;1;640;5;3500;176;188147;176;213920;18;5570;50;17540
25.05.2021 21:00;2;1080;2;870;148;125435;135;135160;61;28950;93;60378
25.05.2021 22:00;0;0;0;0;96;114380;91;123828;43;22040;81;50840
25.05.2021 23:00;0;0;0;0;47;51320;46;64280;14;7110;40;23960
26.05.2021 00:00;0;0;0;0;25;22240;22;23650;6;2660;18;11920
26.05.2021 01:00;0;0;0;0;6;4000;7;5210;1;490;7;5080
26.05.2021 02:00;0;0;0;0;7;4730;5;5140;3;1790;5;2960
26.05.2021 03:00;0;0;0;0;6;3460;7;5880;1;250;5;3390
26.05.2021 04:00;0;0;0;0;29;20830;23;25200;12;5530;17;10510
26.05.2021 05:00;0;0;0;0;74;116220;81;123268;30;14830;45;31189
26.05.2021 06:00;1;610;0;0;209;265559;244;277728;15;8620;79;26810
26.05.2021 07:00;50;56906;12;15079;406;532912;448;618249;31;15540;183;57810
26.05.2021 08:00;42;41097;7;4560;407;566590;415;643493;55;22700;149;57520
26.05.2021 09:00;14;12320;16;12740;328;440331;344;517658;42;21810;153;59200
26.05.2021 10:00;4;8220;8;4770;343;461250;358;467076;23;14090;156;60151
26.05.2021 11:00;9;7700;18;75390;384;485620;378;635193;47;38237;139;60187
26.05.2021 12:00;5;3910;34;21751;474;739267;458;909460;85;240360;208;256360
26.05.2021 13:00;20;15840;59;71400;470;695703;472;757348;44;23960;200;75429
26.05.2021 14:00;14;9240;45;106650;465;582518;480;690269;56;22650;176;58318
26.05.2021 15:00;21;20436;25;26630;589;727824;589;1027113;51;41640;246;113753
26.05.2021 16:00;10;7079;22;21679;712;895197;714;986815;69;27590;275;89999
26.05.2021 17:00;14;12470;18;22374;595;631157;608;907781;52;14250;252;90160
26.05.2021 18:00;4;2430;11;8600;626;504209;510;752274;52;16880;244;108147
26.05.2021 19:00;4;3250;3;4360;312;321119;316;397234;26;8010;145;51887
26.05.2021 20:00;1;430;1;980;186;192190;191;208830;16;6590;73;22100
26.05.2021 21:00;2;960;2;2860;150;159390;139;173756;54;24620;96;55900
26.05.2021 22:00;0;0;0;0;84;101056;85;113440;39;17539;76;44900
26.05.2021 23:00;2;540;0;0;56;49200;48;51140;18;10020;36;21130
27.05.2021 00:00;0;0;0;0;26;19988;22;21070;6;2760;12;7520
27.05.2021 01:00;0;0;0;0;14;8350;10;8501;1;400;9;5830
27.05.2021 02:00;0;0;0;0;11;7340;9;10520;3;1550;6;3300
27.05.2021 03:00;0;0;0;0;6;3510;6;4190;2;1130;5;2420
27.05.2021 04:00;0;0;0;0;27;23400;27;23950;12;5350;14;9010
27.05.2021 05:00;0;0;0;0;89;74700;83;98750;30;18440;50;29860
27.05.2021 06:00;1;900;2;990;239;253148;247;275728;14;22140;68;37040
27.05.2021 07:00;20;21020;6;32490;416;505809;446;641078;37;19250;161;59760
27.05.2021 08:00;94;94606;16;17700;447;693415;442;890445;38;25860;171;58560
27.05.2021 09:00;11;8580;16;62820;383;502565;368;535692;47;136660;129;106010
27.05.2021 10:00;6;10720;8;36600;380;422951;356;470213;38;58190;114;63620
27.05.2021 11:00;13;14789;13;9409;345;478231;350;546155;37;20180;110;40460
27.05.2021 12:00;7;7480;48;46906;427;590710;429;871281;63;129670;190;174280
27.05.2021 13:00;18;23226;70;69312;463;654236;492;935594;55;68199;175;112528
27.05.2021 14:00;13;10860;43;26565;518;783502;527;853757;55;90851;218;143340
27.05.2021 15:00;13;17110;44;35138;604;906270;608;1136180;106;182120;294;268435
27.05.2021 16:00;16;12530;15;12610;651;838351;681;1085763;79;28450;251;82260
27.05.2021 17:00;23;38680;34;57599;651;868215;676;1043507;57;16340;276;82130
27.05.2021 18:00;17;46450;18;29740;521;736179;527;680701;40;13240;224;71947
27.05.2021 19:00;4;2500;6;7820;309;333205;316;413145;20;7140;119;45030
27.05.2021 20:00;1;610;4;2750;204;206290;199;222850;12;4530;77;26430
27.05.2021 21:00;2;1650;0;0;155;150917;141;148707;51;23440;95;53610
27.05.2021 22:00;0;0;0;0;112;110560;92;96750;49;24540;84;53790
27.05.2021 23:00;0;0;0;0;63;52029;47;50390;18;9320;47;29130
28.05.2021 00:00;0;0;0;0;19;14368;19;16960;5;1820;15;8620
28.05.2021 01:00;0;0;0;0;13;10100;15;11410;4;2210;9;5430
28.05.2021 02:00;0;0;0;0;6;3830;4;3700;3;1330;4;2620
28.05.2021 03:00;0;0;0;0;6;3780;5;4440;1;400;6;2830
28.05.2021 04:00;0;0;0;0;37;22380;31;29600;15;6770;17;11740
28.05.2021 05:00;0;0;0;0;73;71160;72;88160;14;9590;29;16460
28.05.2021 06:00;3;2660;1;700;212;245629;226;285190;16;10120;61;29870
28.05.2021 07:00;35;49787;18;23057;424;524589;448;587246;34;14930;170;57540
28.05.2021 08:00;79;77994;18;13110;405;516406;403;684668;29;27880;132;53061
28.05.2021 09:00;10;10910;18;18920;367;473959;336;754267;58;206180;120;217090
28.05.2021 10:00;5;3820;7;13060;403;450199;409;492260;34;19130;101;107670
28.05.2021 11:00;14;16030;14;13469;398;523881;407;609281;67;222540;115;152040
28.05.2021 12:00;18;24009;99;126952;537;684133;530;758230;105;55520;167;201402
28.05.2021 13:00;30;35488;69;56845;597;1019357;624;1216779;147;157310;218;508560
28.05.2021 14:00;25;17586;50;87325;654;942863;693;1093106;64;38770;255;243731
28.05.2021 15:00;33;53057;51;46967;673;974645;705;1278251;94;48500;341;205406
28.05.2021 16:00;32;41948;119;91019;595;966705;642;1175026;122;56190;356;201947
28.05.2021 17:00;21;26118;29;36629;479;633045;521;927650;50;128940;191;1048646
28.05.2021 18:00;17;16050;19;14489;444;593799;473;759883;30;14460;244;125990
28.05.2021 19:00;24;16068;15;27599;317;395239;337;459310;6;3910;206;102769
28.05.2021 20:00;11;6450;5;14210;220;265290;217;303450;0;0;84;23830
28.05.2021 21:00;2;1700;4;4120;174;152912;159;181406;34;19610;98;52000
28.05.2021 22:00;0;0;2;1240;124;104730;111;108127;63;31540;108;69520
28.05.2021 23:00;0;0;0;0;95;71640;88;83825;35;16540;72;42738
29.05.2021 00:00;0;0;0;0;67;45590;57;56040;21;11350;53;35600
29.05.2021 01:00;0;0;0;0;36;23770;30;24740;12;6000;22;11010
29.05.2021 02:00;0;0;0;0;11;6470;10;8408;1;400;8;4270
29.05.2021 03:00;0;0;0;0;13;7790;13;11040;5;2670;11;6430
29.05.2021 04:00;0;0;0;0;14;7790;14;14030;5;2850;11;6260
29.05.2021 05:00;0;0;0;0;22;139990;21;144760;3;2750;6;3260
29.05.2021 06:00;1;500;0;0;80;82770;82;85630;15;7800;31;11270
29.05.2021 07:00;1;550;1;410;92;63070;105;104664;17;18430;50;33250
29.05.2021 08:00;2;1030;4;3200;179;158250;180;214902;39;22200;90;38640
29.05.2021 09:00;10;8730;10;7450;256;253366;268;318296;20;11540;137;75290
29.05.2021 10:00;16;14980;26;26669;290;1590042;385;539824;64;111558;269;2210168
29.05.2021 11:00;22;30107;5;3090;350;423137;397;1771204;137;1773972;257;235671
29.05.2021 12:00;21;20740;15;9550;359;656310;295;2424610;124;717995;136;947971
29.05.2021 13:00;15;13080;8;18173;392;519633;355;1352176;134;146115;125;1031072
29.05.2021 14:00;11;16170;14;16050;427;508860;451;699166;61;551574;98;1100539
29.05.2021 15:00;16;13630;21;16220;393;520308;408;582020;125;314771;240;734427
29.05.2021 16:00;28;23339;33;22062;324;474066;350;527504;33;11240;92;2111910
29.05.2021 17:00;19;14960;15;12769;329;497185;361;584947;40;20090;277;753400
29.05.2021 18:00;11;9580;19;24590;349;423286;368;524473;32;22110;181;81800
29.05.2021 19:00;13;17290;4;2900;237;254960;249;342820;12;5530;118;53370
29.05.2021 20:00;2;1890;8;6200;192;218130;205;312930;2;340;72;21920
29.05.2021 21:00;3;9150;1;540;190;170170;183;191060;47;20950;113;63563
29.05.2021 22:00;5;7710;0;0;140;105930;119;115190;53;25400;116;73720
29.05.2021 23:00;0;0;0;0;124;92660;104;100626;46;22840;94;60390
30.05.2021 00:00;0;0;0;0;70;52130;60;58699;19;9630;54;35910
30.05.2021 01:00;0;0;0;0;39;30158;32;28610;10;4340;27;17820
30.05.2021 02:00;0;0;2;2370;20;13860;18;16000;6;3070;13;7810
30.05.2021 03:00;0;0;0;0;9;6900;9;8830;5;2190;8;5230
30.05.2021 04:00;0;0;0;0;24;15799;16;17030;7;4520;12;7960
30.05.2021 05:00;0;0;0;0;11;163500;7;162920;0;0;5;1210
30.05.2021 06:00;0;0;0;0;28;24300;28;26380;3;610;9;2230
30.05.2021 07:00;0;0;1;490;50;38970;48;51320;10;9630;34;19080
30.05.2021 08:00;0;0;0;0;69;54970;70;67820;11;268224;25;8420
30.05.2021 09:00;7;7730;8;5350;174;164330;179;180633;16;22936;92;254938
30.05.2021 10:00;9;11200;8;10858;212;924526;255;277730;15;9170;285;2847821
30.05.2021 11:00;7;5690;8;5960;308;309497;207;1885651;43;14190;136;745043
30.05.2021 12:00;6;5670;6;4050;345;435390;381;618198;164;294398;110;823855
30.05.2021 13:00;8;8170;13;8670;333;394539;362;449372;92;65680;127;449664
30.05.2021 14:00;12;11868;30;53650;372;434551;401;584740;35;10290;124;50850
30.05.2021 15:00;9;5750;7;5620;331;364530;340;415205;43;21300;108;68430
30.05.2021 16:00;13;8350;17;17530;281;330690;323;365863;54;175560;91;1290169
30.05.2021 17:00;9;9430;25;16530;333;416842;349;454178;38;29750;133;914819
30.05.2021 18:00;11;8710;12;11180;303;870935;320;412417;30;16970;171;84060
30.05.2021 19:00;10;6280;7;4380;253;272880;261;359050;16;5130;138;69450
30.05.2021 20:00;5;5870;7;6470;210;239372;217;357061;7;3390;68;22050
30.05.2021 21:00;3;3160;7;4850;165;188480;168;192267;36;16310;89;46480
30.05.2021 22:00;1;1380;1;920;98;77407;79;78320;45;23330;77;51330
30.05.2021 23:00;1;500;0;0;67;44630;61;53600;24;12590;53;35500
31.05.2021 00:00;0;0;0;0;23;14030;19;15199;3;1530;15;8300
31.05.2021 01:00;0;0;0;0;14;9130;15;11930;8;3600;10;5780
31.05.2021 02:00;0;0;0;0;7;5990;9;6970;4;1880;8;4500
31.05.2021 03:00;0;0;0;0;2;1710;2;2100;1;400;2;1130
31.05.2021 04:00;0;0;0;0;25;15853;27;23660;7;4230;17;10680
31.05.2021 05:00;0;0;0;0;79;246058;81;260720;10;6210;28;12300
31.05.2021 06:00;2;850;2;37700;213;211000;234;248720;14;5830;88;26410
31.05.2021 07:00;48;52108;18;19790;471;462132;499;833878;78;90950;269;167576
31.05.2021 08:00;75;70616;16;48140;404;483561;397;577750;62;47120;206;112989
31.05.2021 09:00;12;11130;14;10359;345;381190;342;431829;46;25270;182;127110
31.05.2021 10:00;10;8230;14;12498;273;1567210;374;464362;43;32410;222;352372
31.05.2021 11:00;11;10740;14;10930;392;437950;135;2698108;78;56170;152;126334
31.05.2021 12:00;14;11720;92;81535;427;544465;44;3411114;96;72270;113;1066267
31.05.2021 13:00;24;38600;66;50957;487;611131;231;2650695;52;53890;152;1477706
31.05.2021 14:00;32;27157;41;70728;504;714587;531;1016303;49;37630;149;1011281
31.05.2021 15:00;29;47380;46;31067;598;877418;622;1121746;123;51430;315;367669
31.05.2021 16:00;23;25290;78;69293;662;965768;709;1261074;113;45690;295;152950
31.05.2021 17:00;25;24779;40;37524;581;829337;624;1090406;93;53650;197;70620
31.05.2021 18:00;35;27580;25;40840;494;659440;501;899352;46;23730;229;107910
31.05.2021 19:00;13;9500;23;24317;283;311780;299;436377;28;10150;198;113677
31.05.2021 20:00;9;13430;8;5990;185;199235;186;223959;2;570;67;18740
31.05.2021 21:00;2;1770;2;1960;156;161320;149;182048;29;13430;81;42050
31.05.2021 22:00;1;440;3;2360;118;84260;93;84838;43;21960;85;57030
31.05.2021 23:00;0;0;0;0;44;34970;44;40770;15;7330;39;25980
01.06.2021 00:00;0;0;0;0;25;14420;18;18290;7;3140;18;9900
01.06.2021 01:00;0;0;0;0;13;10120;13;10910;3;1630;13;7040
01.06.2021 02:00;0;0;0;0;7;3720;5;4670;3;1290;3;2430
01.06.2021 03:00;0;0;0;0;9;6367;10;8490;3;1270;6;3880
01.06.2021 04:00;0;0;0;0;38;26280;37;32540;11;5820;24;13785
01.06.2021 05:00;0;0;0;0;70;254948;68;260456;14;7120;33;13800
01.06.2021 06:00;2;1350;0;0;236;263167;261;282435;30;18188;108;35220
01.06.2021 07:00;63;63607;9;6360;416;433007;455;651386;72;62320;244;250708
01.06.2021 08:00;69;94639;17;12350;428;465564;430;689189;80;93010;254;126508
01.06.2021 09:00;9;5670;11;7380;342;368598;352;410750;53;46750;200;136420
01.06.2021 10:00;6;5410;19;24707;365;377980;367;437397;48;31730;347;2547340
01.06.2021 11:00;11;9180;19;14210;394;459814;143;2843423;105;182360;161;317491
01.06.2021 12:00;62;30167;102;63434;414;541308;103;2895233;92;109430;107;1401590
01.06.2021 13:00;22;16770;54;63186;497;734921;322;2506289;48;23790;119;2343880
01.06.2021 14:00;20;15440;58;55786;525;720014;549;833881;49;62990;136;823967
01.06.2021 15:00;13;13430;44;35757;603;1021586;627;1291038;134;190167;355;372817
01.06.2021 16:00;18;22854;63;61638;684;937944;717;1172393;83;27980;270;124603
01.06.2021 17:00;22;19570;33;33200;626;868329;659;998937;86;47550;207;83250
01.06.2021 18:00;16;29220;17;18170;503;613169;525;865207;35;29460;306;153900
01.06.2021 19:00;14;11710;8;4500;311;324500;338;448670;20;8150;207;104340
01.06.2021 20:00;2;1780;3;1390;206;217339;215;248574;5;1490;70;19760
01.06.2021 21:00;6;6750;7;7720;198;235730;192;287702;37;18060;104;49010
01.06.2021 22:00;2;3560;1;19150;147;119247;126;117490;60;31150;107;73680
01.06.2021 23:00;0;0;0;0;59;37570;47;39128;15;7150;37;22400
02.06.2021 00:00;0;0;0;0;39;25480;31;29810;18;8340;29;16980
02.06.2021 01:00;0;0;1;400;12;7820;8;6810;2;860;7;4360
02.06.2021 02:00;0;0;0;0;7;4880;6;5840;3;2450;7;3770
02.06.2021 03:00;0;0;0;0;9;7310;7;5379;2;820;6;3310
02.06.2021 04:00;0;0;0;0;32;20310;30;25020;12;6150;19;11390
02.06.2021 05:00;0;0;0;0;75;226667;74;237447;23;13450;31;14990
02.06.2021 06:00;1;1390;1;640;222;242648;238;253470;34;13450;104;32360
02.06.2021 07:00;43;61077;23;34958;422;457757;454;710390;80;79000;230;143502
02.06.2021 08:00;83;112517;17;19477;460;512625;442;707002;123;137100;266;136730
02.06.2021 09:00;16;14520;38;37000;357;423610;367;471700;54;41640;200;362782
02.06.2021 10:00;6;5500;10;7310;384;380340;381;439996;49;32048;339;3198168
02.06.2021 11:00;8;6560;10;8590;382;439650;351;922311;73;50010;246;150217
02.06.2021 12:00;21;18520;46;36973;440;507759;106;3046874;77;70300;124;738036
02.06.2021 13:00;15;14880;85;73427;501;577904;411;2298327;47;21100;130;543570
02.06.2021 14:00;36;26349;46;68857;601;805709;625;987720;32;68500;164;385586
02.06.2021 15:00;18;17590;52;76428;681;1074610;707;1465768;172;175010;425;349421
02.06.2021 16:00;29;48430;88;107054;756;973288;781;1198858;97;38740;324;147450
02.06.2021 17:00;56;53079;38;31319;725;1019785;703;1220488;117;62380;251;99750
02.06.2021 18:00;37;61211;26;30269;590;859615;604;1059174;50;46080;364;186787
02.06.2021 19:00;7;5220;19;17090;358;395222;379;607871;31;13370;219;103920
02.06.2021 20:00;10;6870;12;9920;246;275248;260;328297;9;3810;93;29249
02.06.2021 21:00;4;2770;1;540;197;191640;206;213630;38;16200;101;52740
02.06.2021 22:00;1;460;2;1590;189;137730;160;151790;78;42080;134;92090
02.06.2021 23:00;0;0;0;0;114;81470;93;91510;33;15900;75;47090
03.06.2021 00:00;0;0;0;0;65;43267;56;50100;17;7840;49;30300
03.06.2021 01:00;0;0;0;0;48;37059;41;35900;18;9250;31;18870
03.06.2021 02:00;0;0;0;0;15;9730;13;13620;5;2460;11;7100
03.06.2021 03:00;0;0;0;0;25;17970;20;18870;9;4430;16;10310
03.06.2021 04:00;0;0;0;0;22;14250;18;15720;11;5250;14;9560
03.06.2021 05:00;0;0;0;0;24;150700;21;156600;3;1270;10;3450
03.06.2021 06:00;0;0;0;0;40;35840;41;38930;4;1280;15;3920
03.06.2021 07:00;1;680;0;0;61;58460;62;62356;3;1050;15;4970
03.06.2021 08:00;0;0;0;0;113;106790;122;119770;8;2220;27;6520
03.06.2021 09:00;3;2630;5;2950;250;213960;246;241339;10;8900;39;13240
03.06.2021 10:00;9;5768;7;23870;338;320270;355;376546;23;9450;101;39790
03.06.2021 11:00;6;4770;23;28859;349;322580;353;386595;41;8420;86;40230
03.06.2021 12:00;11;19400;15;11590;317;347076;362;617407;96;474599;119;555910
03.06.2021 13:00;21;18870;18;18529;271;290199;287;485303;107;68768;94;953004
03.06.2021 14:00;8;6270;10;9210;346;401179;365;476213;41;402219;134;656229
03.06.2021 15:00;15;12950;19;73690;290;373691;312;458098;26;8090;73;30854
03.06.2021 16:00;10;11100;14;9200;242;273099;262;298258;29;15300;70;27450
03.06.2021 17:00;10;5750;13;8760;269;330813;283;378104;34;15530;97;40510
03.06.2021 18:00;13;22929;21;14780;279;317570;297;449237;15;5610;129;52830
03.06.2021 19:00;5;2970;8;5970;201;220850;204;281750;8;3000;76;29180
03.06.2021 20:00;4;2230;0;0;176;190340;173;207266;11;2590;60;18480
03.06.2021 21:00;2;7260;4;10770;154;149245;150;163630;38;17220;88;45460
03.06.2021 22:00;1;470;3;38390;122;92848;98;91218;51;23450;90;58060
03.06.2021 23:00;0;0;0;0;61;45750;57;51080;21;9410;53;32370
04.06.2021 00:00;0;0;0;0;40;31500;34;31750;18;9060;32;18490
04.06.2021 01:00;0;0;0;0;20;14040;20;16880;6;3220;12;7180
04.06.2021 02:00;0;0;0;0;13;8300;9;9480;9;4000;10;6640
04.06.2021 03:00;0;0;0;0;14;8640;14;10580;3;1670;9;5860
04.06.2021 04:00;0;0;0;0;28;16830;27;24590;10;4150;16;10420
04.06.2021 05:00;0;0;0;0;53;165157;49;171607;14;6620;20;13490
04.06.2021 06:00;0;0;0;0;150;157370;157;167860;18;9670;42;16650
04.06.2021 07:00;6;4610;7;5810;239;256922;256;265250;15;10005;74;23600
04.06.2021 08:00;7;5880;8;6570;263;305414;281;383476;15;6980;69;24990
04.06.2021 09:00;11;14930;8;4140;345;367228;356;455198;44;54060;134;139512
04.06.2021 10:00;10;7620;8;5220;410;440738;407;537376;29;33180;116;87739
04.06.2021 11:00;12;9128;21;44610;347;512960;365;574715;67;64380;92;87430
04.06.2021 12:00;13;12290;7;7450;426;470930;427;655919;75;25760;99;164309
04.06.2021 13:00;14;16280;20;26190;431;547327;447;679349;90;50940;104;68707
04.06.2021 14:00;39;37480;22;29910;494;605974;491;865584;23;102490;134;324680
04.06.2021 15:00;12;12960;34;65380;491;731822;510;945198;50;81940;199;173921
04.06.2021 16:00;28;40310;15;41650;457;722662;485;798932;40;104340;169;138440
04.06.2021 17:00;25;27540;20;14696;429;621169;455;869329;46;36800;191;67536
04.06.2021 18:00;13;12900;10;9330;370;452871;383;505289;34;10350;209;83290
04.06.2021 19:00;6;4466;11;11780;282;401938;296;367959;10;2870;129;49080
04.06.2021 20:00;6;6220;3;1610;217;233830;220;263809;9;3210;93;34060
04.06.2021 21:00;3;2440;3;2720;184;169640;184;222777;38;18180;107;50360
04.06.2021 22:00;1;650;3;1950;191;147870;162;173370;83;42280;143;97950
04.06.2021 23:00;0;0;0;0;110;168968;81;127830;32;15170;68;42540
05.06.2021 00:00;0;0;0;0;68;100670;66;100680;16;8540;51;30680
05.06.2021 01:00;0;0;0;0;53;48390;40;46799;12;6190;37;22780
05.06.2021 02:00;0;0;0;0;18;11680;16;13650;1;410;12;6520
05.06.2021 03:00;0;0;0;0;13;8130;12;11430;3;1240;9;5150
05.06.2021 04:00;0;0;0;0;13;7490;10;8490;1;550;6;3500
05.06.2021 05:00;0;0;0;0;39;42620;39;49220;11;7310;22;11350
05.06.2021 06:00;0;0;0;0;72;75960;71;76014;11;5100;21;6230
05.06.2021 07:00;0;0;0;0;91;99440;95;108410;10;5790;39;24980
05.06.2021 08:00;1;650;2;930;141;204749;157;207426;11;4230;49;15430
05.06.2021 09:00;5;6780;3;1430;267;287200;272;291962;22;9700;77;26340
05.06.2021 10:00;9;6220;8;17960;333;346384;317;365278;24;5710;69;22180
05.06.2021 11:00;11;9690;4;3850;340;430573;355;475492;36;35160;107;60569
05.06.2021 12:00;12;11680;7;32960;376;456211;374;455128;40;10170;115;35678
05.06.2021 13:00;16;15660;12;8620;352;413426;371;541269;23;6987;94;30280
05.06.2021 14:00;14;13840;14;40299;412;511969;439;570038;27;13470;116;51631
05.06.2021 15:00;9;5790;8;4260;364;449357;395;501066;25;9560;139;59400
05.06.2021 16:00;6;5450;14;13979;348;390923;361;459501;22;6310;148;57000
05.06.2021 17:00;11;7960;15;10930;350;422124;360;470511;15;3990;117;35400
05.06.2021 18:00;28;32060;5;2510;318;362379;326;399630;25;5800;119;39080
05.06.2021 19:00;2;1350;6;3209;201;198110;208;225240;8;2070;61;18490
05.06.2021 20:00;3;2990;5;3500;217;249918;214;240677;9;1730;78;27140
05.06.2021 21:00;1;900;4;4060;177;144730;174;183490;55;23580;97;56959
