01.06.2020 00:00;Bel_T10_b;Vwz_T10_b;Bel_T10_s;Vwz_T10_s;Bel_T13_b;Vwz_T13_b;Bel_T13_s;Vwz_T13_s;Bel_T1_b;Vwz_T1_b;Bel_T1_s;Vwz_T1_s;Bel_T3_b;Vwz_T3_b;Bel_T3_s;Vwz_T3_s;Bel_T4_b;Vwz_T4_b;Bel_T4_s;Vwz_T4_s;Bel_T5_b;Vwz_T5_b;Bel_T5_s;Vwz_T5_s;Bel_T8_b;Vwz_T8_b;Bel_T8_s;Vwz_T8_s;Bel_T9_b;Vwz_T9_b;Bel_T9_s;Vwz_T9_s;Bel_VD11;Vwz_VD11;Bel_VD12;Vwz_VD12;Bel_VD13;Vwz_VD13;Bel_VK_iO;Vwz_VK_iO
03.04.2021 19:00;0;0;0;0;0;0;0;0;0;0;0;0;1;600;2;1200;12;10200;0;3600000;11;10200;13;7800;12;9000;8;4800;5;4800;7;5400;10;4200;392;438600;266;214200;0;3600000
03.04.2021 20:00;0;0;0;0;0;0;0;0;5;15000;6;4800;1;600;1;600;13;10800;0;3600000;8;7800;9;6000;5;7200;5;3000;18;19200;8;5400;7;1800;378;364800;227;196200;0;3600000
03.04.2021 21:00;0;0;0;0;0;0;0;0;2;3000;2;1800;0;0;1;600;3;1800;0;3600000;3;2400;2;1800;0;0;0;0;5;4200;6;4200;5;1200;241;126000;146;67200;0;3600000
03.04.2021 22:00;0;0;0;0;0;0;0;0;0;2400;1;600;1;600;0;0;1;600;0;3600000;0;0;1;600;0;0;2;1200;6;6600;8;5400;2;13800;188;96600;107;48000;0;3600000
03.04.2021 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;3600000;0;0;1;600;0;0;0;0;3;4800;4;3600;1;0;130;64800;66;39000;0;3600000
04.04.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;1;600;3;1800;1;600;2;1200;0;0;0;0;2;0;86;42600;53;17400;0;3600000
04.04.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;1;600;0;0;0;0;0;0;0;0;0;0;1;0;70;20400;28;7200;0;3600000
04.04.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;9600;24;4800;0;3600000
04.04.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;4200;15;1200;0;3600000
04.04.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;1;600;1;600;4;600;29;5400;5;600;0;3600000
04.04.2021 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;3;1200;87;27000;29;4800;0;3600000
04.04.2021 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;3;1200;53;25200;21;3000;0;3600000
04.04.2021 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;1;1200;0;0;2;3000;71;72000;28;18600;0;3600000
04.04.2021 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;3600000;0;0;1;600;1;600;1;600;0;0;0;0;5;3000;111;70200;59;42000;0;3600000
04.04.2021 09:00;0;0;0;0;0;0;0;0;0;0;4;3600;0;0;0;0;1;1200;0;3600000;5;4200;4;4200;5;4200;3;2400;1;2400;3;1800;18;6600;229;197400;147;129600;0;3600000
04.04.2021 10:00;0;0;0;0;0;0;0;0;1;3000;0;0;0;0;0;0;0;0;0;3600000;2;1800;4;2400;3;1800;5;4200;3;1800;4;3600;38;10200;317;244200;236;180600;0;3600000
04.04.2021 11:00;0;0;0;0;0;0;0;0;2;6000;3;2400;0;0;2;1200;5;6000;0;3598800;2;1800;4;2400;3;2400;9;5400;2;1200;6;4200;78;27600;387;360600;271;286800;0;3598800
04.04.2021 12:00;0;0;0;0;0;0;0;0;2;5400;4;3000;1;600;0;0;8;9600;0;3600000;3;1800;6;3600;5;4200;5;3000;5;3600;9;7200;35;117600;441;332400;312;218400;0;3600000
04.04.2021 13:00;0;0;0;0;0;0;0;0;1;3000;1;600;0;0;1;600;7;4800;0;3600000;2;1200;8;5400;11;13800;11;9000;1;1200;2;1200;28;12600;440;407400;299;294600;0;3600000
04.04.2021 14:00;0;0;0;0;0;0;0;0;2;6000;8;6600;2;3000;0;0;5;5400;0;3600000;8;7200;9;6000;6;3600;13;10200;6;5400;10;6600;17;7200;458;394200;321;260400;0;3600000
04.04.2021 15:00;0;0;0;0;0;0;0;0;1;3000;6;3600;3;2400;1;600;3;1800;0;3600000;8;6000;13;8400;6;4200;12;8400;13;13200;12;9000;21;5400;409;376800;293;264000;0;3600000
04.04.2021 16:00;0;0;0;0;0;0;0;0;5;15000;5;3600;0;0;2;1200;11;8400;0;3600000;19;22800;22;15600;17;19200;11;7800;10;6000;14;9600;31;9000;432;374400;335;288000;0;3600000
04.04.2021 17:00;0;0;0;0;0;0;0;0;6;18000;8;4800;0;0;2;1200;23;31200;0;3600000;24;24600;21;16200;12;8400;10;6600;15;13800;21;15000;23;5400;489;477600;358;359400;0;3600000
04.04.2021 18:00;0;0;0;0;0;0;0;0;0;0;0;0;3;1800;4;2400;4;2400;0;3600000;16;14400;20;18600;5;5400;5;3000;7;7800;6;4800;19;6600;481;439800;374;367200;0;3600000
04.04.2021 19:00;0;0;0;0;0;0;0;0;4;12000;5;2400;0;0;1;600;5;4800;0;3600000;11;12600;8;5400;14;15000;9;7200;5;3600;9;6000;9;600;432;343800;288;259200;0;3600000
04.04.2021 20:00;0;0;0;0;0;0;0;0;2;6000;2;1200;0;0;1;600;4;5400;0;3600000;10;11400;7;4800;6;4800;5;3000;11;12600;5;3000;5;1200;355;194400;263;148800;0;3600000
04.04.2021 21:00;0;0;0;0;0;0;0;0;1;3000;1;600;0;0;0;0;6;4200;0;3600000;2;1200;6;4200;1;600;3;2400;8;6000;6;4200;1;600;236;103200;180;76200;0;3600000
04.04.2021 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2400;0;3600000;0;0;1;600;2;1800;4;2400;2;1200;2;1200;4;1200;177;69000;107;33600;0;3600000
04.04.2021 23:00;0;0;0;0;0;0;0;0;0;0;3;1800;0;0;0;0;1;1200;0;3600000;1;600;2;1200;0;0;0;0;1;600;1;600;3;1200;94;27000;45;12000;0;3600000
05.04.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;3600000;0;0;0;0;0;0;0;0;0;0;1;600;0;0;67;61200;38;9000;0;3600000
05.04.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;3600000;0;0;0;0;0;0;0;0;0;0;1;600;0;0;67;61200;38;9000;0;3600000
05.04.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;1;600;0;0;0;0;0;0;0;0;0;0;36;6000;21;3600;0;3600000
05.04.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;1;600;1;600;0;0;43;8400;14;3600;0;3600000
05.04.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;2400;11;0;0;3600000
05.04.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;3;0;14;1200;11;3000;0;3600000
05.04.2021 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;1;600;1;600;0;0;0;0;0;0;0;0;2;0;85;36000;26;6600;0;3600000
05.04.2021 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1200;0;3600000;0;0;0;0;0;0;0;0;0;0;2;1800;2;0;73;19800;33;4800;0;3600000
05.04.2021 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;2;1200;1;600;2;1200;69;28200;21;7800;0;3600000
05.04.2021 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;1;600;1;600;0;0;0;0;0;0;96;54600;48;18600;0;3600000
05.04.2021 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1200;0;3600000;3;2400;5;3600;3;3000;1;600;1;600;1;600;8;3000;190;181800;106;67200;0;3600000
05.04.2021 10:00;0;0;0;0;0;0;0;0;1;3000;1;600;0;0;1;600;5;3600;0;3600000;3;4200;7;4200;1;1800;1;600;7;4200;7;4200;4;1800;311;192600;170;102000;0;3600000
05.04.2021 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;3;1800;0;3600000;4;9000;7;4800;1;1800;2;1200;3;1800;4;2400;18;3600;396;274200;235;176400;0;3600000
05.04.2021 12:00;0;0;0;0;0;0;0;0;0;0;0;0;1;600;1;600;6;8400;0;3600000;3;1800;4;2400;2;3000;4;2400;10;13200;5;3600;15;6000;451;406800;278;160800;0;3600000
05.04.2021 13:00;0;0;0;0;0;0;0;0;0;0;4;2400;0;0;2;1200;3;2400;0;3600000;4;3600;2;1200;5;5400;4;2400;8;7200;7;5400;10;2400;440;334800;307;243600;0;3600000
05.04.2021 14:00;0;0;0;0;0;0;0;0;1;3000;1;600;0;0;0;0;2;3000;0;3600000;5;3600;3;1800;10;10200;7;4200;8;5400;2;1200;13;1800;497;432600;297;181200;0;3600000
05.04.2021 15:00;0;0;0;0;0;0;0;0;1;3000;0;0;2;1200;1;600;7;4800;0;3600000;4;3600;4;2400;5;4200;6;3600;4;3000;2;1200;14;5400;437;303000;314;207600;0;3600000
05.04.2021 16:00;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;9;7200;0;3600000;5;6600;8;4200;4;2400;11;9000;7;7200;6;3600;11;3600;432;345600;303;217200;0;3600000
05.04.2021 17:00;0;0;0;0;0;0;0;0;2;6000;2;1200;0;0;1;600;4;3000;0;3600000;6;5400;5;4200;1;600;8;5400;4;3000;7;4200;11;1800;432;253200;314;230400;0;3600000
05.04.2021 18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2400;0;3600000;10;10200;10;6600;4;7200;7;4200;9;9600;7;4200;15;9000;413;284400;317;156000;0;3600000
05.04.2021 19:00;0;0;0;0;0;0;0;0;1;3000;2;1200;0;0;0;0;5;4200;0;3600000;3;1800;5;3000;4;3000;9;5400;4;3000;2;1200;10;4200;412;247800;295;190200;0;3600000
05.04.2021 20:00;0;0;0;0;0;0;0;0;1;3000;2;1200;0;0;1;600;7;6000;0;3600000;2;1200;7;4200;4;4800;6;4200;7;4800;8;6000;8;6000;348;259800;252;160200;0;3600000
05.04.2021 21:00;0;0;0;0;0;0;0;0;1;3000;2;1800;0;0;0;0;5;3600;0;3598800;2;1200;2;1200;4;3000;4;3000;0;0;0;0;2;0;253;121200;167;69000;0;3598800
05.04.2021 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1200;0;3600000;0;0;1;600;0;0;1;600;2;2400;4;2400;3;1200;141;54600;94;33600;0;3600000
05.04.2021 23:00;0;0;0;0;0;0;0;0;1;3000;0;0;0;0;0;0;1;1200;0;3600000;0;0;0;0;0;0;0;0;0;0;1;600;1;0;96;28800;44;12000;0;3600000
06.04.2021 00:00;0;0;0;0;0;0;0;0;1;3000;1;600;0;0;0;0;1;600;0;3600000;1;600;0;0;0;0;0;0;0;0;0;0;1;0;73;42000;22;1800;0;3600000
06.04.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;1;0;33;16800;14;1200;0;3600000
06.04.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;2;0;34;9600;4;0;0;3600000
06.04.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;2;1200;38;10800;10;600;0;3600000
06.04.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;1;600;1;600;0;0;0;0;1;600;1;600;10;4200;63;18000;32;8400;0;3600000
06.04.2021 05:00;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;3600000;1;1200;1;600;0;0;1;600;0;0;0;0;12;600;266;120600;165;69000;0;3600000
06.04.2021 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1800;0;0;0;3600000;1;600;2;1200;1;1800;1;600;1;600;2;1200;33;36600;510;334800;388;213600;0;3600000
06.04.2021 07:00;0;0;0;0;0;0;0;0;0;0;4;3600;0;0;3;1800;0;0;0;3600000;4;3000;7;4200;2;1200;6;3600;3;3000;5;3600;68;88200;662;835800;620;771600;0;3600000
06.04.2021 08:00;0;0;0;0;0;0;0;0;0;0;4;2400;0;0;4;3600;3;2400;0;3600000;10;8400;21;13800;4;4200;7;4200;0;0;2;1200;59;58200;647;915000;560;692400;0;3600000
06.04.2021 09:00;0;0;0;0;0;0;0;0;1;3000;9;6600;2;1200;2;1200;3;3600;0;3600000;5;3000;11;7800;4;3600;20;14400;5;7200;5;3000;94;125400;632;851400;528;691200;0;3600000
06.04.2021 10:00;0;0;0;0;0;0;0;0;3;9000;2;1200;1;600;5;3000;5;8400;0;3600000;6;4800;12;7200;10;11400;23;19200;4;3000;4;2400;85;84000;653;927600;492;687600;0;3600000
06.04.2021 11:00;0;0;0;0;0;0;0;0;2;6000;7;4800;1;600;4;2400;11;8400;0;3600000;12;8400;20;12600;6;3600;9;5400;7;8400;9;5400;99;135000;641;1062600;514;978600;0;3600000
06.04.2021 12:00;0;0;2;1200;0;0;0;0;2;6000;13;9600;3;1800;2;1200;8;5400;0;3600000;8;6600;15;12000;13;9600;23;16200;10;6000;12;6600;115;84600;637;972600;550;854400;0;3600000
06.04.2021 13:00;0;0;0;0;0;0;0;0;2;6000;12;9600;2;1200;2;1200;11;21000;0;3600000;9;7800;20;13800;6;3600;9;6000;13;15600;16;12000;69;78000;629;744000;509;636600;0;3600000
06.04.2021 14:00;0;0;0;0;0;0;0;0;6;18000;8;4800;1;600;4;2400;9;8400;0;3600000;13;12000;12;7800;20;24600;20;14400;10;6600;9;5400;102;154200;676;1016400;609;615600;0;3600000
06.04.2021 15:00;0;0;0;0;0;0;0;0;3;7800;9;6600;2;1200;4;2400;21;19800;0;3600000;11;9600;23;15600;6;3600;19;12000;14;21000;18;13200;105;125400;648;997800;579;831000;0;3600000
06.04.2021 16:00;0;0;0;0;0;0;0;0;7;21000;9;6600;2;1200;1;600;10;7800;0;3600000;9;6000;13;9600;11;10800;16;11400;13;24600;17;11400;74;53400;682;1035600;593;1172400;0;3600000
06.04.2021 17:00;0;0;0;0;0;0;0;0;4;11400;5;3000;1;600;9;6000;11;10800;0;3600000;10;10200;17;10800;9;6600;24;15600;22;21600;17;11400;42;63000;599;628800;536;574800;0;3600000
06.04.2021 18:00;0;0;0;0;0;0;0;0;4;11400;5;3000;0;0;1;600;11;10800;0;3600000;6;3600;11;6600;13;9000;11;6600;11;9000;9;6000;29;17400;514;450600;436;432000;0;3600000
06.04.2021 19:00;0;0;0;0;0;0;0;0;5;15000;6;4200;3;2400;0;0;12;13200;0;3600000;10;10800;14;8400;12;14400;11;7800;18;29400;22;16800;34;18000;355;310800;279;174600;0;3600000
06.04.2021 20:00;0;0;0;0;0;0;0;0;0;0;2;1800;0;0;0;0;3;3600;0;3600000;3;1800;4;2400;3;2400;7;4800;9;5400;7;4200;14;2400;312;265800;230;179400;0;3600000
06.04.2021 21:00;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;3;1800;0;3600000;2;1200;1;600;3;2400;2;1200;4;3000;5;3000;9;1800;187;91800;132;49200;0;3600000
06.04.2021 22:00;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;3600000;2;1800;2;1200;0;0;0;0;0;0;0;0;3;600;120;54600;79;20400;0;3600000
06.04.2021 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;3600000;0;0;0;0;1;1800;1;600;1;1200;2;1200;3;0;81;27000;51;11400;0;3600000
07.04.2021 00:00;0;0;0;0;1;3000;1;600;0;0;0;0;0;0;0;0;0;0;0;3600000;1;600;2;1200;0;0;0;0;0;0;0;0;4;0;60;12600;37;7200;0;3600000
07.04.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;1;600;0;0;0;0;0;0;0;0;28;4200;22;2400;0;3600000
07.04.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;1;0;25;4200;9;600;0;3600000
07.04.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;2400;15;1200;0;3600000
07.04.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;7;0;52;14400;30;4200;0;3600000
07.04.2021 05:00;0;0;0;0;0;0;0;0;0;0;2;1800;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;9;600;251;111000;175;102000;0;3600000
07.04.2021 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1200;0;0;0;3600000;6;7800;4;3000;0;0;2;1200;1;600;0;0;33;9000;468;262200;363;241800;0;3600000
07.04.2021 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1200;0;3600000;4;3600;7;4800;5;3000;5;3000;3;1200;2;1200;71;97200;638;765600;563;621600;0;3600000
07.04.2021 08:00;0;0;0;0;0;0;0;0;2;5400;4;2400;2;1200;2;1200;6;6000;0;3600000;16;14400;25;17400;6;3600;5;3000;2;1200;7;4800;72;82800;662;1051200;529;877200;0;3600000
07.04.2021 09:00;0;0;0;0;0;0;0;0;4;11400;4;3600;0;0;1;600;6;5400;0;3600000;11;7800;17;11400;6;4800;5;3600;3;3000;6;4200;81;72000;624;922800;522;580800;0;3600000
07.04.2021 10:00;0;0;0;0;0;0;0;0;5;15000;5;3000;1;600;2;1200;7;4800;0;3598800;8;6000;12;8400;6;4200;14;9000;11;11400;10;6600;83;127800;592;812400;525;802200;0;3598800
07.04.2021 11:00;0;0;0;0;0;0;0;0;2;6000;7;5400;0;0;1;600;5;3000;0;3600000;11;8400;17;11400;14;12000;17;12000;7;4800;9;6000;103;157200;687;1240800;512;1021800;0;3600000
07.04.2021 12:00;0;0;0;0;0;0;0;0;1;3000;7;4800;1;600;7;4200;8;7200;0;3600000;13;16200;14;9600;14;10200;18;11400;17;19800;18;11400;87;144600;670;1005000;486;659400;0;3600000
07.04.2021 13:00;0;0;0;0;0;0;0;0;1;3000;4;2400;2;1200;2;1200;5;4200;0;3600000;18;13800;22;14400;9;6000;13;7800;5;4200;4;2400;88;90600;665;1234200;574;946800;0;3600000
07.04.2021 14:00;0;0;0;0;0;0;0;0;2;5400;8;6000;2;1200;1;600;15;15000;0;3600000;16;11400;14;9000;14;13800;16;9600;6;4800;6;3600;84;68400;649;1033800;543;1012800;0;3600000
07.04.2021 15:00;0;0;0;0;0;0;0;0;2;6000;2;1200;2;1800;5;4200;10;8400;0;3600000;19;17400;17;14400;11;9000;15;9000;16;16200;8;4800;67;99000;618;915000;523;846000;0;3600000
07.04.2021 16:00;0;0;0;0;0;0;0;0;1;3000;3;1800;3;1800;4;2400;3;1800;0;3600000;7;4800;14;9600;10;11400;12;8400;13;16800;7;4200;69;39000;629;912000;531;832800;0;3600000
07.04.2021 17:00;0;0;0;0;0;0;0;0;1;2400;3;1800;1;1800;2;1200;8;6000;0;3600000;16;18000;18;13800;14;10200;10;6600;20;33000;13;9000;55;31800;581;672000;482;580200;0;3600000
07.04.2021 18:00;0;0;0;0;0;0;0;0;4;12000;6;4200;0;0;5;3600;7;5400;0;3600000;9;16200;12;7800;6;4800;11;6600;18;25800;23;21000;43;19200;482;418800;378;362400;0;3600000
07.04.2021 19:00;0;0;0;0;0;0;0;0;1;3000;5;3600;0;0;2;1200;5;4200;0;3600000;6;3600;7;4800;2;1200;12;8400;6;7200;10;8400;31;41400;349;325800;274;199200;0;3600000
07.04.2021 20:00;0;0;0;0;0;0;0;0;1;3000;1;600;1;600;0;0;5;4200;0;3600000;0;0;4;2400;1;600;1;600;10;9600;9;6000;7;2400;280;205800;211;137400;0;3600000
07.04.2021 21:00;0;0;0;0;0;0;0;0;0;0;0;0;2;1200;1;600;0;0;0;3600000;1;600;2;1200;1;600;3;1800;4;2400;9;7200;2;0;191;82200;146;66000;0;3600000
07.04.2021 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3600;0;3600000;2;1200;2;1200;1;600;1;600;0;0;1;600;3;600;128;48000;104;31200;0;3600000
07.04.2021 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4200;0;3600000;2;1200;1;600;0;0;0;0;0;0;0;0;2;600;89;37200;53;19200;0;3600000
08.04.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;1;0;42;13800;22;25800;0;3600000
08.04.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;1;600;0;0;0;0;0;0;0;0;0;0;30;5400;17;2400;0;3600000
08.04.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;1;600;1;0;25;6000;10;600;0;3600000
08.04.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;2;600;32;4800;8;1200;0;3600000
08.04.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;3600000;0;0;0;0;0;0;0;0;1;600;0;0;6;0;52;9600;31;7200;0;3600000
08.04.2021 05:00;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;3600000;1;600;0;0;1;1800;0;0;2;1800;2;1200;14;600;248;129600;171;66600;0;3600000
08.04.2021 06:00;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;2;1200;4;2400;0;0;2;1200;1;600;3;2400;43;21600;495;325200;396;289800;0;3600000
08.04.2021 07:00;0;0;0;0;0;0;0;0;0;0;1;600;1;2400;2;1200;0;0;0;3600000;5;3600;11;6600;3;1800;6;4200;7;5400;8;5400;86;60000;633;625800;572;523200;0;3600000
08.04.2021 08:00;0;0;0;0;0;0;0;0;2;6000;7;4200;2;1200;5;3000;8;16200;0;3600000;7;4800;11;6600;8;7800;12;7800;7;14400;6;4200;75;67200;694;876600;584;750600;0;3600000
08.04.2021 09:00;0;0;0;0;0;0;0;0;1;3000;3;1800;0;0;2;1200;6;4800;0;3600000;5;3000;10;6000;7;7200;17;12600;4;3000;4;3000;112;173400;671;1176000;550;761400;0;3600000
08.04.2021 10:00;0;0;0;0;0;0;0;0;2;6000;5;3000;0;0;1;600;7;7800;0;3600000;14;15000;10;6000;13;9600;20;13200;11;12000;13;9000;111;130800;642;1113000;546;961800;0;3600000
08.04.2021 11:00;0;0;0;0;0;0;0;0;2;6000;10;6600;0;0;4;2400;5;3600;0;3600000;10;6000;17;10200;11;7800;17;10800;14;10800;13;9000;95;145200;659;1246200;526;839400;0;3600000
08.04.2021 12:00;0;0;0;0;0;0;0;0;2;6000;13;10800;2;4200;5;5400;6;4800;0;3600000;12;10200;15;10200;12;10800;23;15600;12;13200;16;12000;52;117000;643;873000;517;575400;0;3600000
08.04.2021 13:00;0;0;0;0;0;0;0;0;3;9000;4;2400;0;0;5;4800;10;6600;0;3600000;12;8400;17;10200;20;25200;14;8400;11;26400;12;9000;114;201600;678;1143000;526;754200;0;3600000
08.04.2021 14:00;0;0;0;0;0;0;0;0;6;18000;19;13800;3;3000;5;4200;26;28200;0;3600000;22;30600;19;12000;13;19800;11;7800;8;8400;5;3000;74;51000;644;699000;574;780000;0;3600000
08.04.2021 15:00;0;0;0;0;0;0;0;0;1;3000;9;6600;1;600;2;1200;14;17400;0;3600000;15;19800;24;18000;6;7800;22;15600;12;10800;18;14400;74;112200;649;965400;571;858600;0;3600000
08.04.2021 16:00;0;0;0;0;0;0;0;0;3;9000;7;4800;0;0;5;3000;26;38400;0;3600000;10;6600;16;10800;13;9600;17;13200;21;31200;26;21000;54;67800;621;780000;564;731400;0;3600000
08.04.2021 17:00;0;0;0;0;0;0;0;0;4;12000;8;5400;2;2400;3;1800;13;13800;0;3600000;9;10200;12;7800;28;26400;24;15000;22;25800;19;13200;66;83400;649;749400;549;686400;0;3600000
08.04.2021 18:00;0;0;0;0;0;0;0;0;4;12000;3;1800;5;4800;5;3000;7;4800;0;3600000;13;9000;20;14400;13;10800;19;14400;13;19200;16;11400;34;46200;536;487800;443;325800;0;3600000
08.04.2021 19:00;0;0;0;0;0;0;0;0;4;12000;8;6600;0;0;1;600;13;22200;0;3600000;6;3600;7;4200;7;4800;13;9000;13;10800;12;8400;26;13200;392;346200;332;280200;0;3600000
08.04.2021 20:00;0;0;0;0;0;0;0;0;1;3000;2;1200;1;600;0;0;7;4800;0;3600000;3;1800;2;1200;5;3600;4;2400;10;9600;11;7200;11;3000;340;277200;259;197400;0;3600000
08.04.2021 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;6;4200;6;4200;3;1800;4;2400;6;12600;9;6600;5;0;213;142200;161;78000;0;3600000
08.04.2021 22:00;0;0;0;0;0;0;0;0;0;0;2;1200;0;0;0;0;2;1800;0;3598800;0;0;0;0;0;0;0;0;3;3000;4;2400;7;1200;146;83400;119;40800;0;3598800
08.04.2021 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;3600000;1;600;0;0;0;0;0;0;1;600;1;600;2;0;102;31200;71;19800;0;3600000
09.04.2021 00:00;0;0;0;0;0;0;0;0;0;0;2;1200;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;1;0;59;13200;35;5400;0;3600000
09.04.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;3;0;36;6000;21;3000;0;3600000
09.04.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;1;0;29;6000;12;0;0;3600000
09.04.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;1;0;29;3000;18;1200;0;3600000
09.04.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;1;600;0;0;0;0;0;0;0;0;0;0;6;0;44;13200;30;4800;0;3600000
