01.06.2020 00:00;Bel_A51_M1_492;Vwz_A51_M1_492;Bel_A55_M2_513;Vwz_A55_M2_513;Bel_Anf_32;Vwz_Anf_32;Bel_H51_A9/M2_510;Vwz_H51_A9/M2_510;Bel_H55_A110/M3UmlX;Vwz_H55_A110/M3UmlX;Bel_H55_A110/M3_12X;Vwz_H55_A110/M3_12X
28.09.2020 07:00;16;16000;18;17990;12;12100;17;17000;0;0;17;16950
28.09.2020 08:00;17;17000;16;16000;8;8050;17;16890;0;0;16;15990
28.09.2020 09:00;16;15960;16;15980;10;10080;15;15050;0;0;16;15990
28.09.2020 10:00;16;15980;17;16990;11;11100;16;15980;0;0;17;16990
28.09.2020 11:00;18;17960;17;16980;5;5050;18;17970;0;0;18;17980
28.09.2020 12:00;16;16000;17;17000;7;7122;16;15970;0;0;16;15970
28.09.2020 13:00;17;16990;16;15970;13;13100;17;16990;0;0;16;15990
28.09.2020 14:00;17;16990;19;18970;10;10100;17;17041;0;0;19;19049
28.09.2020 15:00;17;17000;16;15990;12;12110;17;16990;0;0;17;16980
28.09.2020 16:00;16;15980;16;15980;17;17150;16;15980;0;0;15;14970
28.09.2020 17:00;16;16000;16;15990;17;17150;16;15940;0;0;16;16000
28.09.2020 18:00;16;15950;16;15990;10;10100;16;15940;0;0;16;15970
28.09.2020 19:00;14;13990;11;10970;7;7070;14;14041;0;0;11;10990
28.09.2020 20:00;9;8990;8;8000;3;3020;9;8980;0;0;8;7980
28.09.2020 21:00;7;7000;7;7000;1;1010;7;6980;0;0;7;6990
28.09.2020 22:00;6;5990;5;4990;1;1010;6;5980;0;0;5;4980
28.09.2020 23:00;4;4000;4;4000;0;0;4;4000;0;0;4;3990
29.09.2020 00:00;6;6000;2;1990;0;0;6;5990;0;0;2;2000
29.09.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2020 03:00;0;0;2;2000;0;0;0;0;0;0;2;2000
29.09.2020 04:00;2;1990;3;3000;0;0;2;2000;0;0;3;3000
29.09.2020 05:00;8;7980;11;11000;0;0;8;7970;0;0;11;10990
29.09.2020 06:00;14;13980;16;15980;1;1010;14;13970;0;0;16;15980
29.09.2020 07:00;16;15990;17;16990;14;14110;16;16000;0;0;17;17022
29.09.2020 08:00;16;15990;16;15990;12;12110;16;15990;0;0;17;16960
29.09.2020 09:00;17;16990;17;16950;7;7060;17;17000;0;0;16;15990
29.09.2020 10:00;16;15990;16;15970;8;8060;16;15970;0;0;16;15980
29.09.2020 11:00;16;15980;15;14990;6;6060;16;15980;0;0;16;15960
29.09.2020 12:00;16;15970;18;17990;12;12100;16;15990;0;0;17;16980
29.09.2020 13:00;17;17000;17;16990;6;6030;17;16980;0;0;17;16970
29.09.2020 14:00;16;15990;17;16990;11;11090;16;15960;0;0;17;16980
29.09.2020 15:00;15;14970;17;16970;8;8070;16;15990;0;0;17;16990
29.09.2020 16:00;15;14990;17;16990;14;14130;15;14990;0;0;17;16980
29.09.2020 17:00;17;16990;15;14990;12;12100;17;16990;0;0;15;14990
29.09.2020 18:00;16;15980;16;15980;12;12070;16;16000;0;0;16;15970
29.09.2020 19:00;14;13990;10;9990;6;6040;14;14000;0;0;10;9990
29.09.2020 20:00;9;8990;9;8990;3;3030;9;8980;0;0;9;9000
29.09.2020 21:00;7;6990;7;6990;2;2020;7;7000;0;0;7;6970
29.09.2020 22:00;6;6000;5;5000;0;0;6;5970;0;0;5;5000
29.09.2020 23:00;4;3990;4;4300;0;0;4;4000;0;0;4;4000
30.09.2020 00:00;6;6000;2;2000;0;0;6;5990;0;0;2;2000
30.09.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
30.09.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
30.09.2020 03:00;0;0;2;2000;0;0;0;0;0;0;2;2000
30.09.2020 04:00;2;2000;3;3000;0;0;2;2000;0;0;3;2990
30.09.2020 05:00;8;8000;12;11990;0;0;9;8990;0;0;12;12041
30.09.2020 06:00;14;14000;15;14970;0;0;13;12980;0;0;15;14980
30.09.2020 07:00;16;15960;19;18980;8;8050;16;15980;0;0;19;19000
30.09.2020 08:00;17;17000;15;14980;15;15191;17;17031;0;0;16;16000
30.09.2020 09:00;16;16000;16;15980;4;4040;16;15990;0;0;15;14950
30.09.2020 10:00;16;15990;16;15980;8;8122;17;16990;0;0;17;16980
30.09.2020 11:00;16;15960;16;15970;10;10080;15;14980;0;0;15;15000
30.09.2020 12:00;16;15970;18;17970;8;8070;16;15970;0;0;18;17990
30.09.2020 13:00;17;16980;15;15000;7;7070;17;16940;0;0;15;14990
30.09.2020 14:00;17;16980;19;18990;12;12100;17;16980;0;0;19;18980
30.09.2020 15:00;17;17033;16;15990;17;17170;17;17000;0;0;16;15970
30.09.2020 16:00;16;16049;16;15990;24;24240;16;16000;0;0;16;16000
30.09.2020 17:00;16;15970;16;16000;17;17150;16;15990;0;0;16;15980
30.09.2020 18:00;15;14990;15;14990;15;15140;15;14980;0;0;15;14950
30.09.2020 19:00;15;14970;12;11990;8;8050;15;14990;0;0;12;12000
30.09.2020 20:00;9;8990;8;7990;2;2020;9;9000;0;0;8;7980
30.09.2020 21:00;7;6990;7;6990;2;2020;7;6980;0;0;7;6980
30.09.2020 22:00;6;5990;5;5000;0;0;6;5990;0;0;5;4990
30.09.2020 23:00;4;3990;4;4000;0;0;4;4000;0;0;4;4000
01.10.2020 00:00;6;5990;2;1990;0;0;6;6000;0;0;2;1990
01.10.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
01.10.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
01.10.2020 03:00;0;0;2;1990;0;0;0;0;0;0;2;2000
01.10.2020 04:00;2;2000;2;1990;0;0;2;1990;0;0;2;1990
01.10.2020 05:00;8;7990;13;12970;0;0;9;9000;0;0;13;12990
01.10.2020 06:00;14;13970;15;14970;1;1010;13;12980;0;0;16;15970
01.10.2020 07:00;16;15970;18;18000;15;15120;16;15980;0;0;17;16960
01.10.2020 08:00;18;17960;17;16980;20;20160;18;17980;0;0;17;16940
01.10.2020 09:00;16;15990;17;16990;12;12100;15;14960;0;0;17;16960
01.10.2020 10:00;16;16052;15;14980;10;10090;16;15990;0;0;15;14990
01.10.2020 11:00;17;16990;18;18000;15;15140;17;17000;0;0;18;17980
01.10.2020 12:00;16;15990;17;17000;7;7070;16;15990;0;0;17;16980
01.10.2020 13:00;17;16940;17;16990;14;14160;17;16950;0;0;17;16990
01.10.2020 14:00;18;17990;18;17980;7;7060;18;17980;0;0;18;17980
01.10.2020 15:00;17;16960;15;15000;18;18190;17;16990;0;0;15;14970
01.10.2020 16:00;16;15990;17;16990;12;12120;16;15970;0;0;17;16960
01.10.2020 17:00;16;15960;15;14990;10;10070;16;15980;0;0;15;15000
01.10.2020 18:00;16;16000;15;14990;8;8080;16;15990;0;0;15;14990
01.10.2020 19:00;14;13980;12;12000;7;7060;14;14000;0;0;12;11990
01.10.2020 20:00;9;8990;8;8000;3;3030;9;8990;0;0;8;8000
01.10.2020 21:00;7;6980;7;7000;0;0;7;6990;0;0;7;6990
01.10.2020 22:00;6;6000;5;4990;1;1010;5;5000;0;0;5;4980
01.10.2020 23:00;4;3990;4;3980;1;1010;4;3990;0;0;4;3990
02.10.2020 00:00;6;6000;2;2000;0;0;6;6000;0;0;2;1990
02.10.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
02.10.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
02.10.2020 03:00;0;0;2;2000;0;0;0;0;0;0;2;2000
02.10.2020 04:00;2;1990;3;3000;0;0;2;2000;0;0;3;3000
02.10.2020 05:00;8;7990;11;11000;0;0;9;9000;0;0;12;11990
02.10.2020 06:00;14;13990;17;16980;0;0;14;13990;0;0;16;15990
02.10.2020 07:00;16;15980;18;17990;17;17130;15;14980;0;0;18;17980
02.10.2020 08:00;17;16990;16;15990;6;6040;17;16940;0;0;16;15990
02.10.2020 09:00;16;15980;15;14980;8;8080;16;15960;0;0;16;15980
02.10.2020 10:00;17;16980;17;16980;18;18160;17;16980;0;0;16;16015
02.10.2020 11:00;17;16970;17;16990;6;6060;17;16970;0;0;18;17940
02.10.2020 12:00;16;15980;16;16000;11;11100;16;15970;0;0;15;14940
02.10.2020 13:00;17;16960;17;16990;11;11100;17;16970;0;0;18;17960
02.10.2020 14:00;17;17043;18;17990;9;9080;17;16940;0;0;17;16970
02.10.2020 15:00;17;16980;17;16980;13;13120;17;16960;0;0;17;16990
02.10.2020 16:00;16;16000;16;15990;24;24230;16;15990;0;0;16;15980
02.10.2020 17:00;16;15970;16;15970;12;12120;16;15990;0;0;16;15970
02.10.2020 18:00;16;15990;15;14990;10;10130;16;15990;0;0;15;14980
02.10.2020 19:00;14;13980;11;11060;2;2020;14;13990;0;0;11;10970
02.10.2020 20:00;9;9000;8;7980;5;5050;9;8980;0;0;8;7980
02.10.2020 21:00;7;6990;7;7000;2;2020;7;6980;0;0;7;7000
02.10.2020 22:00;6;5970;5;5000;2;2020;6;5990;0;0;5;4980
02.10.2020 23:00;4;4000;4;3990;2;2020;4;4000;0;0;4;3990
03.10.2020 00:00;4;4000;4;4000;0;0;4;3990;0;0;4;3990
03.10.2020 01:00;4;4000;3;2990;0;0;4;4000;0;0;3;3000
03.10.2020 02:00;5;5000;2;2000;0;0;5;4990;0;0;2;2000
03.10.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
03.10.2020 04:00;1;1000;2;1990;0;0;1;1000;0;0;2;2000
03.10.2020 05:00;1;1000;3;3000;0;0;1;1000;0;0;3;3000
03.10.2020 06:00;3;3000;4;3990;0;0;3;3000;0;0;4;4000
03.10.2020 07:00;4;4000;4;4000;0;0;4;4000;0;0;4;4000
03.10.2020 08:00;4;3990;4;4000;0;0;4;4000;0;0;4;3990
03.10.2020 09:00;4;4000;4;4000;8;8070;4;4000;0;0;4;4000
03.10.2020 10:00;4;3990;4;3990;1;1010;4;3990;0;0;4;4000
03.10.2020 11:00;4;4000;4;4000;4;4040;4;3990;0;0;4;4000
03.10.2020 12:00;5;5000;6;5990;6;6050;5;5000;0;0;6;5990
03.10.2020 13:00;8;7980;8;7990;3;3030;8;7990;0;0;8;7980
03.10.2020 14:00;8;7990;8;7960;4;4030;8;7990;0;0;8;8051
03.10.2020 15:00;8;7990;8;7990;5;5040;8;8000;0;0;8;7980
03.10.2020 16:00;8;7990;8;7990;11;11100;8;8000;0;0;8;7990
03.10.2020 17:00;8;7990;8;8000;9;9080;8;7980;0;0;8;7990
03.10.2020 18:00;8;7990;8;8000;11;11080;8;8000;0;0;8;7990
03.10.2020 19:00;6;5990;5;5000;3;3030;6;6000;0;0;5;4990
03.10.2020 20:00;4;3980;4;3990;0;0;4;4000;0;0;4;3990
03.10.2020 21:00;4;4000;4;4000;0;0;4;4000;0;0;4;4000
03.10.2020 22:00;4;3990;4;4000;0;0;4;3990;0;0;4;4000
03.10.2020 23:00;4;3990;4;3990;0;0;4;3990;0;0;4;3990
04.10.2020 00:00;4;4000;4;4000;0;0;4;3990;0;0;4;4000
04.10.2020 01:00;4;4000;3;3000;0;0;4;4000;0;0;3;3000
04.10.2020 02:00;5;5000;2;2000;0;0;5;4990;0;0;2;2000
04.10.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
04.10.2020 04:00;1;1000;2;2000;0;0;1;1000;0;0;2;2000
04.10.2020 05:00;1;1000;3;3000;0;0;1;990;0;0;3;2990
04.10.2020 06:00;3;3000;4;3990;0;0;3;2990;0;0;4;4000
04.10.2020 07:00;4;4000;4;3990;0;0;4;4000;0;0;4;4000
04.10.2020 08:00;4;4000;4;3990;1;1010;4;4000;0;0;4;3990
04.10.2020 09:00;4;4000;3;3000;6;6060;4;4000;0;0;3;3000
04.10.2020 10:00;4;3990;5;4990;0;0;4;4000;0;0;5;4990
04.10.2020 11:00;4;3980;4;3990;10;10100;4;3990;0;0;4;4000
04.10.2020 12:00;5;5000;6;5990;2;2020;5;5000;0;0;6;6000
04.10.2020 13:00;8;7990;8;7980;8;8070;8;7990;0;0;8;8000
04.10.2020 14:00;8;7970;8;8000;10;10090;8;7990;0;0;8;8000
04.10.2020 15:00;8;7990;8;7980;11;11100;8;7990;0;0;8;7990
04.10.2020 16:00;8;7990;8;8000;9;9080;8;8000;0;0;8;7980
04.10.2020 17:00;8;7980;8;7970;4;4040;8;8000;0;0;8;8000
04.10.2020 18:00;8;7990;8;8000;14;14130;8;7980;0;0;8;8000
04.10.2020 19:00;6;6000;5;5000;2;2020;6;5990;0;0;5;4990
04.10.2020 20:00;4;4000;3;3000;2;2020;4;4000;0;0;4;3990
04.10.2020 21:00;4;4000;5;5000;2;2010;4;4000;0;0;4;3990
04.10.2020 22:00;4;4000;5;4990;2;2010;4;3990;0;0;5;5000
04.10.2020 23:00;4;4000;4;3990;0;0;4;3990;0;0;4;3980
05.10.2020 00:00;5;4990;2;2000;0;0;5;5000;0;0;2;2000
05.10.2020 01:00;1;1000;0;0;0;0;1;1000;0;0;0;0
05.10.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2020 03:00;0;0;1;1000;0;0;0;0;0;0;1;1000
05.10.2020 04:00;2;2000;4;3990;0;0;2;2000;0;0;4;3990
05.10.2020 05:00;8;7990;12;12000;0;0;8;8000;0;0;13;12990
05.10.2020 06:00;14;14000;16;15980;1;1010;14;13990;0;0;15;14990
05.10.2020 07:00;16;16053;17;16980;6;6040;16;15990;0;0;17;16970
05.10.2020 08:00;16;16000;13;12990;5;5050;16;15980;0;0;13;12960
05.10.2020 09:00;10;9990;14;13990;7;7070;10;9990;0;0;22;21970
05.10.2020 10:00;18;17990;18;17990;19;19160;18;17990;0;0;20;20018
05.10.2020 11:00;17;16970;17;16960;10;10070;17;16990;0;0;17;17002
05.10.2020 12:00;18;17980;16;15990;6;6030;18;17970;0;0;15;14990
05.10.2020 13:00;16;15980;14;13990;7;7070;16;15990;0;0;14;13980
05.10.2020 14:00;15;14960;17;16950;4;4040;16;15970;0;0;17;16990
05.10.2020 15:00;16;16000;15;14980;10;10100;15;14990;0;0;15;14980
05.10.2020 16:00;15;14960;16;15980;12;12110;15;14990;0;0;16;15940
05.10.2020 17:00;16;15990;16;15990;4;4030;16;15980;0;0;16;15990
05.10.2020 18:00;15;15000;16;15960;3;3020;15;14990;0;0;16;15970
05.10.2020 19:00;13;12980;8;8000;1;1010;13;13000;0;0;8;7990
05.10.2020 20:00;7;6990;7;6990;0;0;7;7000;0;0;7;7000
05.10.2020 21:00;8;8000;8;7990;0;0;8;8000;0;0;8;7990
05.10.2020 22:00;6;6000;5;4990;4;4040;6;5990;0;0;5;5000
05.10.2020 23:00;4;3990;4;4000;0;0;4;3990;0;0;4;4000
06.10.2020 00:00;6;6000;2;2000;0;0;6;5980;0;0;2;2000
06.10.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
06.10.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
06.10.2020 03:00;0;0;2;2000;0;0;0;0;0;0;2;1990
06.10.2020 04:00;2;2000;4;3980;0;0;2;2000;0;0;4;3990
06.10.2020 05:00;8;8000;11;10980;0;0;8;8000;0;0;11;11000
06.10.2020 06:00;14;13990;16;15980;1;1010;14;13990;0;0;16;15980
06.10.2020 07:00;16;15960;16;15980;3;3030;16;15990;0;0;16;16000
06.10.2020 08:00;16;15990;16;15960;9;9111;16;16000;0;0;16;15990
06.10.2020 09:00;17;16990;18;17960;7;7070;16;16000;0;0;18;17990
06.10.2020 10:00;17;16970;18;17990;10;10070;17;16990;0;0;17;16990
06.10.2020 11:00;17;16980;16;15990;8;8070;17;16980;0;0;16;15970
06.10.2020 12:00;16;15990;16;15980;6;6050;16;15990;0;0;16;16032
06.10.2020 13:00;16;15980;17;16970;5;5040;17;16990;0;0;17;16970
06.10.2020 14:00;16;15990;16;16000;6;6050;15;14970;0;0;16;15980
06.10.2020 15:00;16;16000;15;14990;15;15130;16;15970;0;0;16;15970
06.10.2020 16:00;16;15970;17;17000;7;7060;16;15970;0;0;16;15980
06.10.2020 17:00;16;15970;16;15950;9;9070;17;16990;0;0;16;15990
06.10.2020 18:00;16;15990;15;15000;8;8080;15;15000;0;0;15;14980
06.10.2020 19:00;12;12000;8;7980;2;2020;12;11990;0;0;8;8000
06.10.2020 20:00;8;8000;8;7990;2;2020;8;8000;0;0;8;7990
06.10.2020 21:00;7;7000;7;7000;2;2020;7;7000;0;0;7;7000
06.10.2020 22:00;6;6000;5;5000;0;0;6;5980;0;0;5;5000
06.10.2020 23:00;4;3990;4;4000;0;0;4;3990;0;0;4;4000
07.10.2020 00:00;6;6000;2;2000;0;0;6;6000;0;0;2;2000
07.10.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
07.10.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
07.10.2020 03:00;0;0;2;2000;0;0;0;0;0;0;2;2000
07.10.2020 04:00;2;2000;3;3000;0;0;2;2000;0;0;4;4000
07.10.2020 05:00;8;7990;12;12000;0;0;8;7990;0;0;12;11990
07.10.2020 06:00;14;13980;16;15990;0;0;14;13990;0;0;15;14990
07.10.2020 07:00;16;16024;16;15980;4;4030;16;15970;0;0;16;15980
07.10.2020 08:00;16;15970;17;17043;13;13120;16;15980;0;0;16;16021
07.10.2020 09:00;16;15980;16;16000;9;9080;16;15970;0;0;16;15980
07.10.2020 10:00;16;15980;16;15990;13;13149;17;16980;0;0;16;15980
07.10.2020 11:00;16;15990;18;17980;9;9090;16;15980;0;0;17;16970
07.10.2020 12:00;17;16970;16;16000;5;5030;16;15980;0;0;16;15980
07.10.2020 13:00;16;15980;16;15980;6;6060;16;15970;0;0;17;17044
07.10.2020 14:00;16;15980;16;15960;14;14120;17;16990;0;0;15;14960
07.10.2020 15:00;16;16000;16;16000;9;9090;15;15013;0;0;16;15970
07.10.2020 16:00;16;15990;16;16000;8;8050;16;15990;0;0;16;15980
07.10.2020 17:00;17;16960;17;16990;8;8070;17;16970;0;0;17;16980
07.10.2020 18:00;15;14990;14;13990;8;8080;15;15000;0;0;14;13990
07.10.2020 19:00;12;11990;9;8990;2;2020;12;11990;0;0;9;8990
07.10.2020 20:00;8;7990;8;8051;5;5050;8;7990;0;0;8;7980
07.10.2020 21:00;7;6990;7;7000;1;1010;7;7000;0;0;7;6990
07.10.2020 22:00;6;6000;5;5000;0;0;6;5990;0;0;5;5000
07.10.2020 23:00;4;4000;4;4000;0;0;4;3990;0;0;4;4000
08.10.2020 00:00;6;6000;2;2000;0;0;6;6000;0;0;2;2000
08.10.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
08.10.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
08.10.2020 03:00;0;0;2;2000;0;0;0;0;0;0;2;2000
08.10.2020 04:00;2;2000;4;4000;0;0;2;2000;0;0;4;4000
08.10.2020 05:00;8;8000;11;11000;0;0;8;7980;0;0;11;11000
08.10.2020 06:00;14;13990;16;15990;1;1010;14;13980;0;0;17;16980
08.10.2020 07:00;16;15960;16;15990;8;8060;16;15980;0;0;15;15000
08.10.2020 08:00;16;15960;16;15990;11;11070;17;17032;0;0;16;15960
08.10.2020 09:00;16;15970;16;15980;6;6050;15;14960;0;0;17;16980
08.10.2020 10:00;16;15980;17;16980;9;9070;16;15980;0;0;16;15980
08.10.2020 11:00;17;16970;16;15990;7;7050;17;16970;0;0;16;15990
08.10.2020 12:00;16;15970;16;15960;1;1010;16;15980;0;0;16;15970
08.10.2020 13:00;16;15980;17;16980;9;9080;16;15980;0;0;17;16970
08.10.2020 14:00;16;15990;16;15990;11;11100;16;15980;0;0;17;16990
08.10.2020 15:00;16;15980;15;14990;8;8050;16;15990;0;0;15;14980
08.10.2020 16:00;16;15980;16;16000;9;9090;16;15990;0;0;16;15980
08.10.2020 17:00;16;16000;17;17000;6;6070;16;15990;0;0;17;16980
08.10.2020 18:00;16;15990;14;13990;12;12100;16;15980;0;0;14;13990
08.10.2020 19:00;12;12000;9;8980;4;4040;12;12040;0;0;9;8970
08.10.2020 20:00;8;7980;8;7990;3;3020;8;7950;0;0;8;7970
08.10.2020 21:00;7;6980;7;6980;2;2020;7;6980;0;0;7;7000
08.10.2020 22:00;6;5970;5;4990;2;2020;6;6000;0;0;5;4980
08.10.2020 23:00;4;4000;4;3990;0;0;4;4000;0;0;4;3990
09.10.2020 00:00;6;5990;2;2000;0;0;6;6000;0;0;2;2000
09.10.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
09.10.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
09.10.2020 03:00;0;0;2;2000;0;0;0;0;0;0;2;2000
09.10.2020 04:00;2;1990;3;2990;0;0;2;2000;0;0;3;2980
09.10.2020 05:00;8;7980;13;12970;0;0;9;8990;0;0;13;12990
09.10.2020 06:00;14;14000;15;14960;0;0;13;12970;0;0;16;15970
09.10.2020 07:00;16;15970;16;15990;5;5040;16;15980;0;0;15;14980
09.10.2020 08:00;16;15970;16;15980;5;5050;16;16052;0;0;16;15990
09.10.2020 09:00;16;15980;17;16990;2;2000;17;16980;0;0;18;17990
09.10.2020 10:00;17;16970;17;17040;7;7070;16;15970;0;0;16;15990
09.10.2020 11:00;17;16970;16;15990;1;1010;17;16970;0;0;16;15970
09.10.2020 12:00;16;16000;18;17980;6;6050;16;15970;0;0;18;17960
09.10.2020 13:00;17;16990;16;15990;6;6060;17;16970;0;0;16;15970
09.10.2020 14:00;16;15990;16;16000;3;3030;16;15980;0;0;16;16029
09.10.2020 15:00;16;15990;15;14980;6;6060;16;15970;0;0;15;14980
09.10.2020 16:00;16;15990;16;15980;2;2020;16;15980;0;0;17;16530
09.10.2020 17:00;16;16000;16;15990;18;18150;16;16043;0;0;15;15400
09.10.2020 18:00;16;15990;15;14990;11;11120;16;15990;0;0;15;14980
09.10.2020 19:00;12;12000;9;8990;7;7060;12;11980;0;0;9;8990
09.10.2020 20:00;8;8000;8;8000;2;2020;8;7970;0;0;8;7980
09.10.2020 21:00;7;7000;7;7000;1;1000;7;6990;0;0;7;6990
09.10.2020 22:00;6;5990;5;5000;0;0;6;5990;0;0;5;4990
09.10.2020 23:00;4;3990;4;4000;1;1000;4;3990;0;0;4;4000
10.10.2020 00:00;4;3980;4;4000;0;0;4;4000;0;0;4;4000
10.10.2020 01:00;4;4000;3;3000;0;0;4;4000;0;0;3;3000
10.10.2020 02:00;5;5000;2;1990;0;0;5;5000;0;0;2;2000
10.10.2020 03:00;0;0;2;2000;0;0;0;0;0;0;2;1990
10.10.2020 04:00;2;2000;3;2990;0;0;2;2000;0;0;3;3000
10.10.2020 05:00;6;5990;8;7990;0;0;6;6000;0;0;8;8000
10.10.2020 06:00;8;8000;8;7990;0;0;8;7990;0;0;8;7980
10.10.2020 07:00;8;7980;8;7990;1;1010;8;8000;0;0;8;7990
10.10.2020 08:00;8;7990;8;7990;1;1061;8;8000;0;0;8;7990
10.10.2020 09:00;8;8000;8;7990;5;5040;8;7990;0;0;8;7990
10.10.2020 10:00;8;8000;8;7980;9;9070;8;8000;0;0;8;7990
10.10.2020 11:00;8;8000;8;8000;6;6030;8;8000;0;0;8;8000
10.10.2020 12:00;8;7990;8;7970;22;22210;8;7990;0;0;8;7990
10.10.2020 13:00;8;7970;8;7990;11;11100;8;7960;0;0;8;7970
10.10.2020 14:00;8;7990;8;7990;12;12100;8;7990;0;0;8;7980
10.10.2020 15:00;8;7980;8;8000;13;13110;8;7990;0;0;8;8000
10.10.2020 16:00;8;7980;8;8000;10;10080;8;7990;0;0;8;7990
10.10.2020 17:00;8;8000;8;8000;13;13100;8;8000;0;0;8;7990
10.10.2020 18:00;8;7990;8;8000;6;6060;8;7980;0;0;8;7990
10.10.2020 19:00;7;7000;7;6990;6;6050;7;7000;0;0;7;7000
10.10.2020 20:00;6;6000;6;6000;3;3020;6;6000;0;0;6;5990
10.10.2020 21:00;6;5990;6;6000;1;1010;6;5970;0;0;6;5980
10.10.2020 22:00;6;6000;5;4990;0;0;6;6000;0;0;5;4990
10.10.2020 23:00;4;3990;4;4000;0;0;4;4000;0;0;4;4000
11.10.2020 00:00;4;4000;4;4000;1;1010;4;3990;0;0;4;4000
11.10.2020 01:00;4;4000;3;3000;0;0;4;4000;0;0;3;3000
11.10.2020 02:00;5;5000;2;2000;0;0;5;4980;0;0;2;2000
11.10.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
11.10.2020 04:00;1;1000;2;2000;0;0;1;1000;0;0;2;2000
11.10.2020 05:00;1;1000;3;3000;0;0;1;990;0;0;3;3000
11.10.2020 06:00;3;3000;4;3990;0;0;3;3000;0;0;4;3990
11.10.2020 07:00;4;3990;4;4000;0;0;4;4000;0;0;4;4000
11.10.2020 08:00;4;3990;4;3990;1;1010;4;4000;0;0;4;3990
11.10.2020 09:00;4;4000;3;3000;2;2020;4;3990;0;0;4;4000
11.10.2020 10:00;4;4000;5;4980;6;6050;4;4000;0;0;4;4000
11.10.2020 11:00;4;4000;4;3990;3;3030;4;3990;0;0;4;4000
11.10.2020 12:00;5;5000;6;5990;5;5050;5;5000;0;0;6;5970
11.10.2020 13:00;8;8055;8;7990;5;5050;8;7990;0;0;8;8000
11.10.2020 14:00;8;7980;8;8000;12;12090;8;7980;0;0;8;7990
11.10.2020 15:00;8;7980;8;7990;7;7060;8;7980;0;0;8;8000
11.10.2020 16:00;8;7990;8;8000;9;9138;8;7990;0;0;8;7980
11.10.2020 17:00;8;7980;8;8000;7;7070;8;8000;0;0;8;7990
11.10.2020 18:00;8;8000;8;7990;2;2020;8;7990;0;0;8;7980
11.10.2020 19:00;6;6000;5;5000;0;0;6;6000;0;0;5;4990
11.10.2020 20:00;4;3990;4;3990;1;1000;4;4000;0;0;4;3990
11.10.2020 21:00;4;4048;4;4000;0;0;4;4000;0;0;4;4000
11.10.2020 22:00;4;4000;4;4000;0;0;4;4000;0;0;4;3990
11.10.2020 23:00;4;3990;4;4000;0;0;4;4000;0;0;4;3990
12.10.2020 00:00;5;5000;2;2000;0;0;5;5000;0;0;2;2000
12.10.2020 01:00;1;1000;0;0;0;0;1;1000;0;0;0;0
12.10.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
12.10.2020 03:00;0;0;2;2000;0;0;0;0;0;0;2;2000
12.10.2020 04:00;2;2000;4;3980;0;0;2;1990;0;0;4;3980
12.10.2020 05:00;8;7990;12;11990;0;0;8;7980;0;0;12;11990
12.10.2020 06:00;14;13980;15;14980;1;1010;14;13980;0;0;15;14990
12.10.2020 07:00;16;15970;16;16000;1;1010;16;15970;0;0;16;15980
12.10.2020 08:00;16;15990;16;16042;9;9050;16;15970;0;0;16;15980
12.10.2020 09:00;16;15960;16;16000;7;7050;16;15970;0;0;16;16000
12.10.2020 10:00;16;15980;18;17980;5;5040;16;15980;0;0;18;17960
12.10.2020 11:00;17;16990;15;14990;7;7050;17;16980;0;0;15;14990
12.10.2020 12:00;16;15980;16;15990;3;3020;16;15980;0;0;16;15990
12.10.2020 13:00;16;15960;17;16980;4;4040;15;14970;0;0;17;16980
12.10.2020 14:00;17;16970;16;15990;18;18160;17;16990;0;0;16;15990
12.10.2020 15:00;16;15980;16;15990;10;10090;16;15980;0;0;16;15990
12.10.2020 16:00;15;14990;16;15990;11;11080;15;15000;0;0;15;14990
12.10.2020 17:00;16;15990;16;16030;6;6060;16;15980;0;0;16;15980
12.10.2020 18:00;16;15990;16;15990;11;11100;16;15990;0;0;16;15980
12.10.2020 19:00;12;11990;7;7000;4;4040;12;11990;0;0;7;6980
12.10.2020 20:00;8;7990;9;8980;1;1010;8;8000;0;0;9;9000
12.10.2020 21:00;7;6990;7;6990;0;0;7;6990;0;0;7;6990
