01.06.2020 00:00;Bel_A51_M1_492;Vwz_A51_M1_492;Bel_A55_M2_513;Vwz_A55_M2_513;Bel_Anf_32;Vwz_Anf_32;Bel_H51_A9/M2_510;Vwz_H51_A9/M2_510;Bel_H55_A110/M3UmlX;Vwz_H55_A110/M3UmlX;Bel_H55_A110/M3_12X;Vwz_H55_A110/M3_12X
15.06.2020 16:00;16;15980;16;15990;14;14160;17;16970;0;0;16;15990
15.06.2020 17:00;16;16000;16;16000;10;10100;16;15980;0;0;16;15990
15.06.2020 18:00;16;15990;15;15000;11;11090;15;14990;0;0;15;14970
15.06.2020 19:00;11;10990;8;8000;2;2020;11;10990;0;0;8;7990
15.06.2020 20:00;8;7990;8;8000;2;2020;8;7990;0;0;8;7980
15.06.2020 21:00;7;7000;7;7000;1;1010;7;6990;0;0;7;6990
15.06.2020 22:00;6;6000;5;4990;0;0;6;6000;0;0;5;5000
15.06.2020 23:00;4;4000;4;4000;0;0;4;3990;0;0;4;4000
16.06.2020 00:00;6;6000;2;2000;0;0;6;5990;0;0;2;2000
16.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2020 03:00;0;0;2;2000;0;0;0;0;0;0;2;2000
16.06.2020 04:00;2;2000;2;2000;0;0;2;1990;0;0;2;2000
16.06.2020 05:00;8;7980;12;11980;0;0;9;8980;0;0;13;12980
16.06.2020 06:00;14;13990;16;15970;1;1000;14;14000;0;0;15;14990
16.06.2020 07:00;16;15980;18;18000;5;5040;15;14990;0;0;18;17980
16.06.2020 08:00;16;15990;15;14980;10;10100;16;15980;0;0;15;14990
16.06.2020 09:00;16;15990;16;15990;6;6060;16;15980;0;0;17;16990
16.06.2020 10:00;16;15990;16;16044;5;5050;16;15980;0;0;15;14990
16.06.2020 11:00;16;15970;16;15990;9;9070;16;15980;0;0;16;16045
16.06.2020 12:00;16;16045;16;15960;9;9100;16;15990;0;0;16;15990
16.06.2020 13:00;16;15980;18;17980;7;7060;16;15970;0;0;18;17960
16.06.2020 14:00;18;18018;17;16990;7;7050;18;17960;0;0;17;16990
16.06.2020 15:00;15;15000;15;14980;11;11110;15;14970;0;0;15;14990
16.06.2020 16:00;17;16970;16;15990;12;12120;17;16990;0;0;17;16970
16.06.2020 17:00;16;15990;16;15980;9;9090;16;15990;0;0;15;14980
16.06.2020 18:00;16;15950;15;15016;13;13168;16;15980;0;0;14;13970
16.06.2020 19:00;12;11990;9;8980;9;9080;12;12031;0;0;9;9000
16.06.2020 20:00;8;8000;8;7980;6;6060;8;7990;0;0;8;7980
16.06.2020 21:00;7;6980;7;6990;3;3040;7;6970;0;0;7;6990
16.06.2020 22:00;6;6000;5;4990;1;1010;6;6000;0;0;5;4990
16.06.2020 23:00;4;4000;4;4000;1;1010;4;4000;0;0;4;4000
17.06.2020 00:00;6;6000;2;2000;0;0;6;6000;0;0;2;2000
17.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2020 03:00;0;0;2;2000;0;0;0;0;0;0;2;2000
17.06.2020 04:00;2;2000;3;3000;0;0;2;2000;0;0;3;3000
17.06.2020 05:00;8;7990;12;11970;0;0;8;8000;0;0;12;11970
17.06.2020 06:00;14;13980;15;14980;0;0;14;13980;0;0;15;14980
17.06.2020 07:00;16;15980;18;18000;9;9090;16;16000;0;0;18;17970
17.06.2020 08:00;16;15980;16;16000;12;12120;16;15970;0;0;16;15960
17.06.2020 09:00;16;15980;15;14990;10;10100;16;15950;0;0;15;14990
17.06.2020 10:00;16;15980;17;17042;18;18180;16;15980;0;0;17;16980
17.06.2020 11:00;15;15000;18;17980;21;21220;15;14970;0;0;18;17980
17.06.2020 12:00;19;18990;14;13970;8;8090;19;18970;0;0;15;14970
17.06.2020 13:00;16;15980;17;16980;6;6060;15;14960;0;0;17;17000
17.06.2020 14:00;18;17980;17;17000;10;10120;18;17980;0;0;17;16990
17.06.2020 15:00;16;16041;15;14980;22;22240;16;15960;0;0;15;14990
17.06.2020 16:00;16;15980;16;15980;13;13160;16;15950;0;0;16;15990
17.06.2020 17:00;16;15970;17;16980;9;9100;16;16027;0;0;17;16990
17.06.2020 18:00;16;15950;15;15000;3;3030;16;15990;0;0;16;16000
17.06.2020 19:00;13;12980;9;9000;1;1010;13;12980;0;0;8;7980
17.06.2020 20:00;8;7990;8;8000;3;3030;8;7990;0;0;8;7980
17.06.2020 21:00;7;6980;7;7000;0;0;7;6980;0;0;7;6990
17.06.2020 22:00;6;6000;5;4980;0;0;6;5990;0;0;5;4990
17.06.2020 23:00;4;4000;4;4000;0;0;4;4000;0;0;4;4000
18.06.2020 00:00;6;6000;2;2000;0;0;6;6000;0;0;2;2000
18.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
18.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
18.06.2020 03:00;0;0;2;2000;0;0;0;0;0;0;2;2000
18.06.2020 04:00;2;2000;3;3000;0;0;2;2000;0;0;3;2990
18.06.2020 05:00;8;7990;11;10990;0;0;9;8990;0;0;12;11990
18.06.2020 06:00;14;13990;16;15990;0;0;13;13000;0;0;16;15980
18.06.2020 07:00;16;16000;17;17000;6;6040;16;15990;0;0;17;17000
18.06.2020 08:00;16;15970;17;16990;15;15130;16;15990;0;0;16;15970
18.06.2020 09:00;16;15980;15;14990;13;13130;16;16000;0;0;15;14980
18.06.2020 10:00;16;16000;16;15990;15;15140;16;15980;0;0;16;15980
18.06.2020 11:00;16;15990;15;14970;13;13140;15;15000;0;0;16;15980
18.06.2020 12:00;16;16000;16;15990;11;11120;16;15970;0;0;16;15980
18.06.2020 13:00;16;15990;17;17000;12;12120;16;15970;0;0;17;16980
18.06.2020 14:00;18;17990;17;16970;14;14140;18;17970;0;0;17;16990
18.06.2020 15:00;16;15990;16;15960;8;8100;16;16022;0;0;17;16980
18.06.2020 16:00;16;15970;17;16990;17;17170;16;16031;0;0;16;15980
18.06.2020 17:00;16;15990;15;14970;15;15150;16;15990;0;0;15;14980
18.06.2020 18:00;16;16011;15;14980;12;12130;16;15990;0;0;15;14970
18.06.2020 19:00;12;11990;8;8000;6;6060;12;11980;0;0;8;8000
18.06.2020 20:00;8;8034;9;8990;3;3030;8;8000;0;0;9;9000
18.06.2020 21:00;7;7000;7;7000;1;1010;7;7000;0;0;7;7000
18.06.2020 22:00;6;6000;5;4990;0;0;6;5980;0;0;5;5000
18.06.2020 23:00;4;4000;4;4000;2;2020;4;3990;0;0;4;4000
19.06.2020 00:00;6;6000;2;2000;0;0;6;6000;0;0;2;2000
19.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
19.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
19.06.2020 03:00;0;0;2;2000;0;0;0;0;0;0;2;2000
19.06.2020 04:00;2;2000;3;3000;0;0;2;2000;0;0;3;3000
19.06.2020 05:00;9;8990;12;11990;0;0;9;8990;0;0;12;11990
19.06.2020 06:00;13;13000;15;14990;1;1010;13;12990;0;0;16;15990
19.06.2020 07:00;16;15970;18;17980;10;10110;17;17032;0;0;17;16980
19.06.2020 08:00;17;16960;16;15970;16;16130;16;15970;0;0;17;16970
19.06.2020 09:00;16;15960;16;15980;12;12110;17;16960;0;0;15;14990
19.06.2020 10:00;16;15990;16;15990;10;10120;15;14990;0;0;16;15970
19.06.2020 11:00;16;15970;16;15990;12;12140;16;15970;0;0;17;16580
19.06.2020 12:00;15;14980;16;15990;12;12170;15;15000;0;0;15;15380
19.06.2020 13:00;17;16980;17;17000;11;11120;17;16970;0;0;17;16970
19.06.2020 14:00;18;17940;17;16980;16;16150;19;18970;0;0;17;16980
19.06.2020 15:00;16;15980;16;15970;10;10100;16;15790;0;0;16;16018
19.06.2020 16:00;16;16011;17;16950;14;14160;14;14150;0;0;17;17029
19.06.2020 17:00;16;16011;15;14990;19;19190;16;15980;0;0;15;14990
19.06.2020 18:00;16;15980;16;15990;8;8070;17;16990;0;0;16;15970
19.06.2020 19:00;12;12000;8;8000;6;6060;11;11000;0;0;8;8000
19.06.2020 20:00;8;8000;8;7990;6;6060;8;7980;0;0;8;7990
19.06.2020 21:00;7;7000;7;7000;5;5050;7;6990;0;0;7;7000
19.06.2020 22:00;6;6000;5;4990;2;2010;6;6000;0;0;5;4990
19.06.2020 23:00;4;4000;4;4000;0;0;4;4000;0;0;4;3980
20.06.2020 00:00;4;4000;2;1990;0;0;4;3990;0;0;2;2000
20.06.2020 01:00;2;1990;0;0;0;0;2;2000;0;0;0;0
20.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2020 03:00;0;0;1;1000;0;0;0;0;0;0;2;2000
20.06.2020 04:00;2;2000;2;2000;0;0;2;2000;0;0;4;3990
20.06.2020 05:00;2;2000;2;2000;0;0;2;2000;0;0;4;4000
20.06.2020 06:00;2;2000;3;3000;0;0;2;2000;0;0;6;6000
20.06.2020 07:00;2;2000;2;1990;1;1010;2;1980;0;0;4;3990
20.06.2020 08:00;2;2000;3;3000;2;2020;2;2000;0;0;6;6043
20.06.2020 09:00;4;4000;4;3990;6;6050;4;3990;0;0;8;8000
20.06.2020 10:00;4;3990;4;4000;15;15150;4;4000;0;0;8;8000
20.06.2020 11:00;4;4000;4;3990;10;10140;4;4000;0;0;9;8980
20.06.2020 12:00;4;4000;4;3990;11;11120;4;4000;0;0;8;7980
20.06.2020 13:00;4;4000;4;4000;3;3030;4;4000;0;0;8;7990
20.06.2020 14:00;4;3990;4;3990;12;12130;4;3990;0;0;8;8000
20.06.2020 15:00;4;4000;4;3990;10;10110;4;3990;0;0;8;8000
20.06.2020 16:00;4;4000;4;4000;33;33330;4;4000;0;0;8;8000
20.06.2020 17:00;4;4000;4;4000;9;9090;4;4000;0;0;9;8990
20.06.2020 18:00;4;4000;4;4000;6;6060;4;4000;0;0;7;6990
20.06.2020 19:00;4;3990;2;2000;5;5070;4;4000;0;0;4;3990
20.06.2020 20:00;1;990;2;1990;6;6060;1;1000;0;0;4;4000
20.06.2020 21:00;2;1990;2;2000;2;2020;2;2000;0;0;4;3990
20.06.2020 22:00;2;2000;2;2000;2;2020;2;2000;0;0;4;4000
20.06.2020 23:00;2;2000;2;2000;0;0;2;2000;0;0;4;4000
21.06.2020 00:00;2;1990;1;990;4;4040;2;2000;0;0;2;1980
21.06.2020 01:00;1;1000;0;0;0;0;1;1000;0;0;0;0
21.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2020 05:00;0;0;1;1000;0;0;0;0;0;0;2;2000
21.06.2020 06:00;1;1000;2;2000;0;0;1;1000;0;0;4;4000
21.06.2020 07:00;2;2000;2;1990;0;0;2;2000;0;0;4;3990
21.06.2020 08:00;2;2000;2;2000;6;6060;2;1990;0;0;4;4000
21.06.2020 09:00;2;2000;2;2000;1;1010;2;2000;0;0;4;4000
21.06.2020 10:00;2;2000;2;2000;11;11130;2;2000;0;0;4;3990
21.06.2020 11:00;3;2990;2;1990;5;5050;3;3000;0;0;4;4000
21.06.2020 12:00;2;1990;3;3000;14;14140;2;1990;0;0;7;7000
21.06.2020 13:00;4;4000;4;3990;11;11120;4;4000;0;0;9;8990
21.06.2020 14:00;4;3990;4;3990;8;8080;4;3980;0;0;8;8000
21.06.2020 15:00;4;3990;4;4000;9;9100;4;3990;0;0;8;7990
21.06.2020 16:00;4;4000;4;4000;18;18190;4;4000;0;0;8;8000
21.06.2020 17:00;4;4000;4;4000;14;14170;4;4000;0;0;7;7000
21.06.2020 18:00;4;3990;4;4000;6;6060;4;3990;0;0;10;10000
21.06.2020 19:00;3;3000;3;3000;5;5040;3;3000;0;0;4;4000
21.06.2020 20:00;2;2000;2;2000;6;6060;2;2000;0;0;4;4000
21.06.2020 21:00;2;2000;2;2000;2;2030;2;2000;0;0;4;4000
21.06.2020 22:00;2;2000;2;2000;0;0;2;2000;0;0;4;4000
21.06.2020 23:00;2;1990;2;1990;1;1010;2;2000;0;0;4;4000
22.06.2020 00:00;2;1990;1;1000;0;0;2;2000;0;0;2;2000
22.06.2020 01:00;1;1000;0;0;0;0;1;990;0;0;0;0
22.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
22.06.2020 03:00;0;0;2;1980;0;0;0;0;0;0;2;1990
22.06.2020 04:00;2;2000;2;1990;0;0;2;2000;0;0;2;1990
22.06.2020 05:00;8;8000;13;12990;0;0;9;8990;0;0;13;12970
22.06.2020 06:00;14;13980;15;14990;1;1010;13;12960;0;0;15;14980
22.06.2020 07:00;16;15970;17;16960;10;10080;16;16000;0;0;17;16970
22.06.2020 08:00;16;15990;17;16990;11;11162;16;15980;0;0;17;16970
22.06.2020 09:00;16;15980;15;15000;5;5050;16;15990;0;0;15;14990
22.06.2020 10:00;16;15980;16;15980;10;10151;16;15990;0;0;17;16980
22.06.2020 11:00;16;15970;16;15980;11;11120;16;16000;0;0;16;15980
22.06.2020 12:00;16;15990;16;15980;6;6050;16;15980;0;0;15;14980
22.06.2020 13:00;16;15970;17;16980;12;12140;16;15990;0;0;17;16950
22.06.2020 14:00;18;18000;17;16990;16;16170;18;17990;0;0;17;16970
22.06.2020 15:00;16;15970;16;15960;20;20210;17;16970;0;0;16;16032
22.06.2020 16:00;16;15990;17;16990;14;14140;15;14980;0;0;17;16970
22.06.2020 17:00;16;16000;15;14970;14;14140;16;15980;0;0;15;14990
22.06.2020 18:00;15;15000;15;14990;19;19210;16;16031;0;0;15;14990
22.06.2020 19:00;13;12990;9;9000;9;9100;12;11980;0;0;9;9000
22.06.2020 20:00;8;7990;8;7990;2;2020;8;7990;0;0;8;7980
22.06.2020 21:00;7;7000;7;6990;4;4040;7;7000;0;0;7;6980
22.06.2020 22:00;6;6000;5;5000;0;0;6;5970;0;0;5;5000
22.06.2020 23:00;4;3990;4;4000;0;0;4;4000;0;0;4;4000
23.06.2020 00:00;6;5990;2;2000;0;0;6;6000;0;0;2;2000
23.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
23.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
23.06.2020 03:00;0;0;2;2000;0;0;0;0;0;0;2;2000
23.06.2020 04:00;2;2000;3;3000;0;0;2;2000;0;0;3;3000
23.06.2020 05:00;8;8000;12;11990;0;0;8;7990;0;0;12;11970
23.06.2020 06:00;14;14000;15;15000;0;0;15;15000;0;0;16;15980
23.06.2020 07:00;16;15990;17;16990;5;5030;15;14980;0;0;17;16980
23.06.2020 08:00;16;16019;16;15990;13;13120;16;16000;0;0;16;15960
23.06.2020 09:00;16;15990;16;15990;6;6050;16;15990;0;0;16;15990
23.06.2020 10:00;16;15960;16;15980;8;8090;16;15970;0;0;16;16000
23.06.2020 11:00;16;15980;16;15980;10;10110;16;15960;0;0;17;16980
23.06.2020 12:00;15;14990;17;16970;8;8110;15;14990;0;0;16;15970
23.06.2020 13:00;16;15990;15;14980;17;17230;15;14980;0;0;15;15000
23.06.2020 14:00;18;17990;17;16980;14;14140;18;17990;0;0;17;16980
23.06.2020 15:00;16;15970;16;16000;16;16180;16;15980;0;0;17;16980
23.06.2020 16:00;16;15990;16;15980;17;17200;16;15980;0;0;15;14980
23.06.2020 17:00;16;15990;16;16000;12;12130;16;15980;0;0;16;15970
23.06.2020 18:00;16;15980;15;14990;17;17170;17;16990;0;0;15;14980
23.06.2020 19:00;12;11990;9;9000;13;13120;11;11000;0;0;9;8990
23.06.2020 20:00;8;7990;8;8000;13;13150;8;7980;0;0;8;7970
23.06.2020 21:00;7;7026;7;7000;3;3030;7;7000;0;0;7;7000
23.06.2020 22:00;6;5990;5;5000;0;0;6;6000;0;0;5;5000
23.06.2020 23:00;4;3990;4;4000;0;0;4;4000;0;0;4;4000
24.06.2020 00:00;6;6000;2;2000;0;0;6;5990;0;0;2;2000
24.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
24.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
24.06.2020 03:00;0;0;2;2000;0;0;0;0;0;0;2;2000
24.06.2020 04:00;2;2000;3;3000;0;0;2;2000;0;0;3;2990
24.06.2020 05:00;9;8990;12;12000;0;0;9;8990;0;0;12;11980
24.06.2020 06:00;13;12970;16;16000;4;4030;13;12990;0;0;16;15970
24.06.2020 07:00;16;16000;16;15990;12;12080;16;15980;0;0;16;16000
24.06.2020 08:00;16;16041;16;15990;13;13130;16;15970;0;0;16;15970
24.06.2020 09:00;16;15980;16;16000;11;11130;16;15990;0;0;16;15980
24.06.2020 10:00;16;16006;16;15980;14;14140;16;15950;0;0;16;15990
24.06.2020 11:00;16;15960;16;15970;19;19230;16;15990;0;0;16;15990
24.06.2020 12:00;16;15990;16;15990;9;9100;16;15990;0;0;16;15990
24.06.2020 13:00;16;15980;17;16990;8;8080;16;15980;0;0;17;16970
24.06.2020 14:00;18;17950;18;17990;8;8080;18;17940;0;0;18;17970
24.06.2020 15:00;16;16039;15;14970;13;13150;16;15970;0;0;15;14990
24.06.2020 16:00;16;15970;16;15990;22;22220;16;15970;0;0;16;15950
24.06.2020 17:00;16;15980;14;13990;23;23260;17;16980;0;0;14;13980
24.06.2020 18:00;15;14990;16;16000;11;11110;14;14000;0;0;17;16960
24.06.2020 19:00;12;11970;9;8990;14;14140;12;11980;0;0;8;7990
24.06.2020 20:00;8;8000;8;8000;4;4040;8;7980;0;0;8;7990
24.06.2020 21:00;7;6990;7;7000;2;2020;7;7000;0;0;7;6980
24.06.2020 22:00;6;6000;5;5000;3;3030;6;5980;0;0;5;4990
24.06.2020 23:00;4;4000;4;4000;0;0;4;4000;0;0;4;4000
25.06.2020 00:00;6;5990;2;1990;0;0;6;6000;0;0;2;2000
25.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
25.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
25.06.2020 03:00;0;0;2;1990;0;0;0;0;0;0;2;2000
25.06.2020 04:00;2;2000;2;2000;0;0;2;1990;0;0;3;3000
25.06.2020 05:00;9;8990;13;13000;2;2020;9;8980;0;0;12;12000
25.06.2020 06:00;13;12980;15;14990;0;0;13;13000;0;0;16;15470
25.06.2020 07:00;16;16016;18;17960;7;7070;16;15990;0;0;17;17520
25.06.2020 08:00;15;14990;15;14990;18;18190;15;14980;0;0;15;14980
25.06.2020 09:00;16;15980;16;16000;9;9152;16;15990;0;0;16;15990
25.06.2020 10:00;16;15970;15;14980;14;14150;17;16980;0;0;15;14970
25.06.2020 11:00;17;16970;19;18990;6;6070;16;15980;0;0;19;18980
25.06.2020 12:00;17;16980;15;15000;6;6060;17;16980;0;0;15;14960
25.06.2020 13:00;16;16000;18;18000;8;8080;17;17000;0;0;18;18000
25.06.2020 14:00;19;19032;17;17000;12;12120;18;17990;0;0;17;17000
25.06.2020 15:00;16;15990;16;15960;18;18190;16;16000;0;0;16;15990
25.06.2020 16:00;16;16000;17;16970;16;16170;16;15990;0;0;17;16960
25.06.2020 17:00;16;15990;16;15970;13;13150;16;15990;0;0;16;15990
25.06.2020 18:00;16;15990;15;14970;13;13130;16;15990;0;0;15;14970
25.06.2020 19:00;12;12000;8;7990;2;2020;12;11990;0;0;8;7980
25.06.2020 20:00;8;7980;8;8000;10;10110;8;8000;0;0;8;7990
25.06.2020 21:00;7;7000;7;7000;3;3030;7;7000;0;0;7;7000
25.06.2020 22:00;6;6000;5;4990;0;0;6;5990;0;0;5;5000
25.06.2020 23:00;4;3990;4;4000;0;0;4;4000;0;0;4;3980
26.06.2020 00:00;6;6000;2;2000;1;1010;6;6000;0;0;2;1990
26.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
26.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
26.06.2020 03:00;0;0;2;2000;0;0;0;0;0;0;2;2000
26.06.2020 04:00;2;2000;3;3000;0;0;2;2000;0;0;3;3040
26.06.2020 05:00;8;7980;11;10990;0;0;8;7970;0;0;11;10990
26.06.2020 06:00;14;13990;16;15980;1;1010;15;14990;0;0;17;16960
26.06.2020 07:00;16;15990;17;17051;6;6060;16;15980;0;0;16;15970
26.06.2020 08:00;16;15980;16;15990;19;19140;15;14990;0;0;16;15990
26.06.2020 09:00;16;16000;16;15980;12;12110;16;15970;0;0;16;15990
26.06.2020 10:00;16;15990;17;16980;9;9090;16;16042;0;0;17;16990
26.06.2020 11:00;16;15990;15;14990;18;18254;16;15990;0;0;15;14990
26.06.2020 12:00;16;16042;16;15980;6;6060;16;15990;0;0;16;16000
26.06.2020 13:00;16;15990;17;16990;6;6080;16;15960;0;0;17;16980
26.06.2020 14:00;17;16960;16;15990;13;13160;17;16990;0;0;16;16032
26.06.2020 15:00;15;14970;15;14990;13;13140;15;14990;0;0;16;15960
26.06.2020 16:00;16;15980;16;15990;17;17180;16;15970;0;0;15;14990
26.06.2020 17:00;16;15991;16;16000;8;8090;16;15970;0;0;17;16950
26.06.2020 18:00;16;15990;16;15990;12;12160;16;15980;0;0;15;14990
26.06.2020 19:00;12;11990;8;7990;6;6060;12;11980;0;0;8;8000
26.06.2020 20:00;8;7980;8;8000;3;3030;7;6990;0;0;8;7960
26.06.2020 21:00;7;7000;7;7000;8;8070;7;6990;0;0;7;6990
26.06.2020 22:00;6;5980;5;5000;2;2020;6;5990;0;0;5;5000
26.06.2020 23:00;4;4000;4;3990;2;2030;4;4000;0;0;4;4000
27.06.2020 00:00;6;5990;2;2000;1;1010;6;6000;0;0;2;1990
27.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
27.06.2020 02:00;0;0;0;0;1;1010;0;0;0;0;0;0
27.06.2020 03:00;0;0;2;2000;0;0;0;0;0;0;2;2000
27.06.2020 04:00;2;2000;3;3000;0;0;2;2000;0;0;3;3000
27.06.2020 05:00;6;6000;8;7990;0;0;6;5990;0;0;8;7990
27.06.2020 06:00;8;8000;8;8000;0;0;8;7990;0;0;8;7990
27.06.2020 07:00;8;8000;8;8000;1;1010;8;7990;0;0;8;7970
27.06.2020 08:00;8;7980;9;8980;2;2020;8;8000;0;0;9;8990
27.06.2020 09:00;9;9000;8;7980;3;3030;9;9000;0;0;8;7980
27.06.2020 10:00;8;8000;8;7970;7;7070;8;7990;0;0;8;7980
27.06.2020 11:00;8;8000;8;7990;11;11130;8;8000;0;0;8;8035
27.06.2020 12:00;8;8000;8;8000;6;6090;8;8000;0;0;8;8000
27.06.2020 13:00;8;7990;7;7000;10;10110;8;7990;0;0;8;8000
27.06.2020 14:00;8;7990;9;8980;10;10120;8;7980;0;0;8;8000
27.06.2020 15:00;8;7990;8;8000;13;13140;8;7990;0;0;8;7980
27.06.2020 16:00;8;8000;8;8000;8;8080;8;7990;0;0;8;7960
27.06.2020 17:00;8;8000;8;8000;9;9100;8;7990;0;0;8;8000
27.06.2020 18:00;8;7980;8;8000;5;5040;8;8000;0;0;8;8000
27.06.2020 19:00;7;6980;7;6990;6;6060;6;6000;0;0;7;7000
27.06.2020 20:00;6;5980;6;5990;5;5040;6;5980;0;0;6;6000
27.06.2020 21:00;6;5990;6;6000;3;3030;6;6000;0;0;6;5980
27.06.2020 22:00;6;5990;5;5000;4;4040;6;5990;0;0;5;4980
27.06.2020 23:00;4;4000;4;3990;2;2020;4;4000;0;0;4;4000
28.06.2020 00:00;6;6000;2;2000;0;0;6;5980;0;0;2;2000
28.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
28.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
28.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
28.06.2020 04:00;1;1000;2;2000;0;0;1;1000;0;0;2;2000
28.06.2020 05:00;1;1000;3;2990;0;0;1;1000;0;0;3;3000
28.06.2020 06:00;3;3000;4;4000;0;0;3;2990;0;0;4;4000
28.06.2020 07:00;4;4000;4;4000;0;0;4;3990;0;0;4;4000
28.06.2020 08:00;4;3990;4;4000;0;0;4;4000;0;0;4;3980
28.06.2020 09:00;4;4000;4;3990;5;5103;4;4000;0;0;4;4000
28.06.2020 10:00;4;4000;4;3990;9;9080;4;3990;0;0;4;4000
28.06.2020 11:00;4;4000;4;4000;19;19180;4;3990;0;0;4;4000
28.06.2020 12:00;5;5000;6;5990;5;5050;5;4990;0;0;6;6000
28.06.2020 13:00;8;7980;8;7990;6;6080;8;7990;0;0;8;8000
28.06.2020 14:00;8;7990;8;7980;16;16160;8;8000;0;0;8;8000
28.06.2020 15:00;8;8000;8;8000;10;10130;8;8000;0;0;8;8000
28.06.2020 16:00;9;8990;9;9000;5;5050;9;8990;0;0;9;8990
28.06.2020 17:00;9;8980;9;8970;1;1010;9;8990;0;0;9;9000
28.06.2020 18:00;8;7990;8;7990;5;5030;8;7990;0;0;8;7990
28.06.2020 19:00;6;5980;5;5000;1;1010;6;5970;0;0;5;4990
28.06.2020 20:00;4;4000;4;4000;1;1010;4;4000;0;0;4;4000
28.06.2020 21:00;4;4000;4;3980;1;1010;4;3990;0;0;4;3990
28.06.2020 22:00;4;4000;4;4000;0;0;4;4000;0;0;4;4000
28.06.2020 23:00;4;3990;4;3990;0;0;4;4000;0;0;4;4000
29.06.2020 00:00;5;4990;2;2000;0;0;5;5000;0;0;2;2000
29.06.2020 01:00;1;1000;0;0;0;0;1;1000;0;0;0;0
29.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
29.06.2020 03:00;0;0;2;2000;0;0;0;0;0;0;2;2000
29.06.2020 04:00;2;2000;3;3000;0;0;2;2000;0;0;3;3000
29.06.2020 05:00;9;8990;12;11060;0;0;9;9033;0;0;12;11970
29.06.2020 06:00;13;12990;15;15890;0;0;13;12990;0;0;16;15970
29.06.2020 07:00;16;15990;18;17990;8;8060;17;17000;0;0;17;17031
29.06.2020 08:00;16;15970;15;15000;13;13120;16;15990;0;0;15;15019
29.06.2020 09:00;16;15980;16;16000;10;10100;16;15960;0;0;17;16980
29.06.2020 10:00;16;15980;16;16000;15;15140;16;16000;0;0;15;14970
29.06.2020 11:00;16;15980;17;17000;4;4040;16;16000;0;0;18;17980
29.06.2020 12:00;17;17000;16;16000;12;12100;17;16970;0;0;16;15980
29.06.2020 13:00;16;16000;16;15990;10;10090;16;15990;0;0;15;14990
29.06.2020 14:00;17;17000;17;17000;10;10110;17;16980;0;0;17;16990
29.06.2020 15:00;16;16000;16;15980;12;12120;16;16000;0;0;16;15990
29.06.2020 16:00;16;15960;17;16980;13;13170;16;15960;0;0;17;16980
29.06.2020 17:00;16;15970;15;14980;15;15150;17;16970;0;0;16;15370
29.06.2020 18:00;16;15980;16;16000;10;10090;15;14980;0;0;15;15590
29.06.2020 19:00;12;12000;8;8000;10;10100;12;11980;0;0;8;7990
29.06.2020 20:00;7;7000;8;8000;2;2020;7;6980;0;0;8;7990
29.06.2020 21:00;8;8000;7;7000;4;4040;8;8000;0;0;7;6990
29.06.2020 22:00;6;6000;5;5000;0;0;6;5990;0;0;5;4990
29.06.2020 23:00;4;3990;4;4000;1;1010;4;4000;0;0;4;4000
30.06.2020 00:00;6;6000;2;2000;0;0;6;6000;0;0;2;2000
30.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
30.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
30.06.2020 03:00;0;0;2;2000;0;0;0;0;0;0;2;2000
30.06.2020 04:00;2;2000;2;2000;0;0;2;2000;0;0;3;2990
30.06.2020 05:00;8;7990;13;12990;0;0;9;8990;0;0;12;11990
30.06.2020 06:00;14;14000;15;14990;1;1010;13;12970;0;0;16;15980
30.06.2020 07:00;16;16013;17;16990;17;17160;16;15990;0;0;16;16000
