01.06.2020 00:00;Bel_D51;Vwz_D51;Bel_D52;Vwz_D52;Bel_D53;Vwz_D53;Bel_D54;Vwz_D54;Bel_D71;Vwz_D71;Bel_D72;Vwz_D72;Bel_D91;Vwz_D91;Bel_D92;Vwz_D92;Bel_D93;Vwz_D93;Bel_D94;Vwz_D94;Bel_MP1;Vwz_MP1;Bel_MP2;Vwz_MP2;Bel_MP3;Vwz_MP3;Bel_MP4;Vwz_MP4;Bel_MP5;Vwz_MP5;Bel_MP6;Vwz_MP6;Bel_MP7;Vwz_MP7;Bel_TBS35;Vwz_TBS35;Bel_TBS37;Vwz_TBS37;Bel_TBS38;Vwz_TBS38;Bel_TBS39;Vwz_TBS39;Bel_TF37;Vwz_TF37;Bel_TF38;Vwz_TF38;Bel_TS57;Vwz_TS57
27.10.2021 23:00;53;803470;0;3600000;47;34756;34;34040;48;86690;41;35060;89;261126;61;277097;0;3600000;58;35100;4;4000;4;4000;4;4000;0;0;0;0;4;3990;4;4000;3;2670;6;7410;0;3600000;0;0;0;3600000;0;3600000;0;0
28.10.2021 00:00;21;101068;0;3600000;22;15650;15;18770;15;24440;15;17050;53;262900;38;162956;0;3600000;34;21270;2;2000;2;2000;2;2000;0;0;0;0;3;3000;3;2990;0;0;3;2770;0;3600000;0;0;0;3600000;0;3600000;0;0
28.10.2021 01:00;7;100548;0;3600000;7;4350;10;9440;10;6430;5;3130;35;157110;19;75670;0;3600000;19;10940;1;1000;1;990;1;1000;1;1000;1;1000;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
28.10.2021 02:00;6;96606;0;3600000;7;4860;4;2860;8;18580;4;3140;23;78300;14;26720;0;3600000;13;7810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
28.10.2021 03:00;6;52430;0;3600000;8;4490;6;3730;6;7230;6;4030;30;105414;17;44240;0;3600000;15;8070;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
28.10.2021 04:00;14;92920;0;3600000;16;11450;17;20370;16;22242;17;16100;55;193373;40;87600;0;3600000;40;24090;2;2000;2;2000;2;1990;0;0;0;0;3;3000;3;2990;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
28.10.2021 05:00;44;348170;0;3600000;38;31070;36;37790;47;56560;47;42210;219;577339;159;321820;0;3600000;156;94710;6;5990;6;6000;6;6000;3;3000;3;2990;6;6000;6;6000;1;830;1;1600;0;3600000;4;5090;0;3600000;0;3600000;0;0
28.10.2021 06:00;98;979663;0;3600000;96;87970;108;214860;96;130654;97;79220;469;1073561;411;681378;0;3600000;411;282500;10;10000;10;10000;10;9990;4;3980;4;4000;8;7990;8;8000;0;0;5;6730;0;3600000;0;0;0;3600000;0;3600000;0;0
28.10.2021 07:00;241;2035300;0;3600000;232;681496;263;749474;234;382044;233;230380;604;1932291;558;1651259;0;3600000;563;1014976;12;11960;12;12000;12;11970;4;4000;4;4000;13;12980;13;12980;8;9360;18;24830;0;3600000;2;1960;0;3600000;0;3600000;0;0
28.10.2021 08:00;238;2444101;0;3600000;249;715624;274;994178;260;437415;258;237305;543;2438050;578;2203563;0;3600000;574;1609801;13;12960;14;13980;14;13990;4;4000;4;3990;15;14980;15;14980;6;6010;16;19070;0;3600000;1;850;0;3600000;0;3600000;0;0
28.10.2021 09:00;217;1751723;0;3600000;228;513339;189;347140;228;439557;215;182525;532;1793243;537;1559333;0;3600000;532;569113;14;13990;14;13990;14;13980;6;6000;6;6058;12;12000;12;11980;12;11450;19;21340;0;3600000;5;10370;0;3600000;0;3600000;0;0
28.10.2021 10:00;226;1985176;0;3600000;235;542595;192;381990;268;419150;255;220340;484;1741407;468;1526705;0;3600000;476;469532;14;13990;14;13990;14;14000;4;4000;4;3990;16;15990;16;16000;5;5410;13;16020;0;3600000;4;5390;0;3600000;0;3600000;0;0
28.10.2021 11:00;230;1964430;0;3600000;230;628872;206;498812;238;460440;234;226506;477;1836374;472;1679164;0;3600000;466;786528;14;13990;13;12990;13;12950;6;5990;6;5990;14;13980;13;12990;6;6180;13;16740;0;3600000;2;2640;0;3600000;0;3600000;0;0
28.10.2021 12:00;180;1998140;0;3600000;197;556793;173;374674;247;381350;239;206830;471;1927307;469;1812271;0;3600000;475;1122027;13;12980;14;13980;14;13980;7;6980;7;7000;11;11000;12;11970;9;10980;15;16370;0;3600000;2;2030;0;3600000;0;3600000;0;0
28.10.2021 13:00;217;1883865;0;3600000;226;445470;181;383860;285;478136;274;266330;520;1741818;519;1605586;0;3600000;523;503601;14;13990;15;15000;15;14970;6;5990;6;6000;16;15980;16;16000;7;6000;15;20418;0;3600000;5;5980;0;3600000;0;3600000;0;0
28.10.2021 14:00;194;1724165;0;3600000;208;387760;181;396866;277;428000;273;239020;513;1762326;506;1470756;0;3600000;520;457354;13;12990;14;14054;13;12990;7;6990;7;6990;15;14980;15;15000;11;17540;15;19170;0;3600000;0;0;0;3600000;0;3600000;0;0
28.10.2021 15:00;217;2264938;0;3600000;235;629096;201;513379;313;485025;309;252900;515;2192172;535;2081717;0;3600000;530;1160170;14;13970;14;13980;14;13980;5;4990;5;4990;11;10980;11;10980;8;10500;24;29157;0;3600000;2;1710;0;3600000;0;3600000;0;0
28.10.2021 16:00;203;1923894;0;3600000;200;597360;221;739110;296;573380;292;252680;534;1820587;530;1726867;0;3600000;531;917454;13;12990;13;12980;13;13000;7;6990;7;7000;15;15000;15;14990;11;15380;21;26370;0;3600000;4;7580;0;3600000;0;3600000;0;0
28.10.2021 17:00;211;1999765;0;3600000;226;338580;172;305890;323;574770;311;248990;507;1422426;505;1317938;0;3600000;519;496671;14;13990;14;13990;14;13960;4;3990;4;4000;12;12000;12;12000;10;9260;19;19510;0;3600000;3;2430;0;3600000;0;3600000;0;0
28.10.2021 18:00;162;1901165;0;3600000;181;266625;211;408467;384;791820;364;344559;452;1420469;452;1289498;0;3600000;455;418603;12;11970;12;11980;12;11990;4;4000;4;3990;11;10990;11;10990;6;6400;16;18140;0;3600000;7;8760;0;3600000;0;3600000;0;0
28.10.2021 19:00;130;1414828;0;3600000;128;126242;125;141952;232;400594;214;157780;319;769920;365;819288;0;3600000;367;232680;8;8000;8;8000;8;7990;2;2000;2;2000;8;7990;8;7990;14;18450;9;8800;0;3600000;1;1410;0;3600000;0;3600000;0;0
28.10.2021 20:00;99;796921;0;3600000;101;79460;89;92810;149;205234;142;113150;237;775975;205;958761;0;3600000;202;131400;8;8000;8;8000;8;7980;2;1990;2;2000;8;8000;8;7990;5;4660;8;12990;0;3600000;1;860;0;3600000;0;3600000;0;0
28.10.2021 21:00;71;783615;0;3600000;74;65840;73;71420;99;147230;88;69930;229;821131;172;821455;0;3600000;172;109500;6;6000;6;6000;6;6000;0;0;0;0;6;5990;6;5990;4;5540;6;10980;0;3600000;2;2920;0;3600000;0;3600000;0;0
28.10.2021 22:00;66;673456;0;3600000;64;53880;48;46730;97;145090;93;67370;156;666367;150;619222;0;3600000;145;88070;5;5000;4;4000;4;3990;0;0;0;0;5;4990;5;4990;1;1570;5;5170;0;3600000;1;1860;0;3600000;0;3600000;0;0
28.10.2021 23:00;49;481158;0;3600000;48;38900;28;30570;50;85200;45;36790;118;528097;78;432783;0;3600000;76;47580;5;5046;4;3990;4;4000;0;0;0;0;4;3980;4;4000;1;1390;2;1710;0;3600000;0;0;0;3600000;0;3600000;0;0
29.10.2021 00:00;16;122270;0;3600000;18;12810;13;13290;39;51280;37;27890;62;302214;39;145350;0;3600000;37;22130;2;2000;2;2000;2;2000;0;0;0;0;3;3000;3;3000;0;0;3;4370;0;3600000;0;0;0;3600000;0;3600000;0;0
29.10.2021 01:00;13;129710;0;3600000;15;11650;10;10200;9;19930;9;6000;38;119890;22;117113;0;3600000;18;10450;1;1000;1;1000;1;1000;1;990;1;1000;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
29.10.2021 02:00;8;52560;0;3600000;7;4090;6;3610;7;24310;5;3570;30;94930;18;87290;0;3600000;16;8514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
29.10.2021 03:00;10;36170;0;3600000;8;5570;9;5710;7;12170;6;4470;27;110518;22;60746;0;3600000;18;10470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
29.10.2021 04:00;11;110070;0;3600000;11;9580;15;15690;14;25410;14;17690;52;165930;37;140465;0;3600000;36;20510;2;2000;2;2000;2;2000;0;0;0;0;3;3000;3;3000;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
29.10.2021 05:00;41;472408;0;3600000;39;31003;45;46960;53;71580;53;47800;220;667985;164;288302;0;3600000;162;98984;6;5980;6;6000;6;6000;4;4000;3;3000;6;6000;6;5990;1;930;2;3250;0;3600000;0;0;0;3600000;0;3600000;0;0
29.10.2021 06:00;82;965498;0;3600000;82;74310;115;149648;97;137782;96;78260;458;993174;349;644433;0;3600000;351;255539;10;10000;10;9990;10;9970;3;3000;3;3000;9;9000;9;9000;2;2680;6;6530;0;3600000;0;0;0;3600000;0;3600000;0;0
29.10.2021 07:00;203;1803431;0;3600000;202;376143;246;738500;231;344051;230;190772;597;1873940;545;1584459;0;3600000;553;728036;12;11990;12;11970;11;10980;4;3990;4;4000;12;12043;12;11980;15;30576;14;16750;0;3600000;1;1830;0;3600000;0;3600000;0;0
29.10.2021 08:00;196;1760933;0;3600000;201;470450;238;587772;224;354001;224;193890;540;1866642;538;1709653;0;3600000;538;799579;14;13990;14;14061;15;14980;4;3990;4;3980;16;16000;16;15990;8;14750;18;21380;0;3600000;5;7580;0;3600000;0;3600000;0;0
29.10.2021 09:00;214;1582656;0;3600000;219;337740;205;464320;242;372260;238;205490;485;1495451;498;1268641;0;3600000;502;415889;14;13990;14;13980;14;13960;4;3990;4;4000;14;13970;13;12990;13;14720;10;13220;0;3600000;4;4220;0;3600000;0;3600000;0;0
29.10.2021 10:00;219;1708412;0;3600000;228;422338;205;343930;247;409944;243;214500;551;1857654;520;1573944;0;3600000;518;527153;14;14043;13;13000;13;12980;4;4000;4;4000;14;14046;15;14990;2;3180;14;15580;0;3600000;0;0;0;3600000;0;3600000;0;0
29.10.2021 11:00;217;2252753;0;3600000;253;461060;208;397680;257;430456;253;214020;513;1944740;545;1854676;0;3600000;545;936830;12;11960;13;13056;13;13000;7;7000;7;7054;13;12980;13;12980;13;11190;10;10240;0;3600000;2;4000;0;3600000;0;3600000;0;0
29.10.2021 12:00;246;2516960;0;3600000;253;936414;221;453890;289;443507;282;259537;501;2281023;555;2185013;0;3600000;553;1435611;14;14000;13;13000;13;12970;6;5990;6;6000;14;13960;15;15000;21;42620;20;24520;0;3600000;5;5950;0;3600000;0;3600000;0;0
29.10.2021 13:00;206;2378126;0;3600000;212;1348395;235;801740;266;477334;265;242904;521;2365279;546;2279801;0;3600000;538;1804878;15;14970;14;13970;15;14970;5;4990;5;4980;13;12980;13;12990;14;22279;25;40720;0;3600000;4;5440;0;3600000;0;3600000;0;0
29.10.2021 14:00;216;2099245;0;3600000;232;500391;216;579349;293;557277;265;383332;510;1767282;527;1587797;0;3600000;522;580965;15;15000;13;13000;13;12980;5;5000;5;5000;16;16000;16;16014;9;10980;9;10190;0;3600000;1;860;0;3600000;0;3600000;0;0
29.10.2021 15:00;210;2229038;0;3600000;221;546529;200;503621;289;595895;233;306167;533;2088909;561;1968149;0;3600000;561;849671;14;13990;14;14000;14;13960;6;5990;6;5990;13;12980;13;12960;8;13730;26;33910;0;3600000;4;6020;0;3600000;0;3600000;0;0
29.10.2021 16:00;189;1817525;0;3600000;200;354310;197;301370;302;503860;295;237947;536;1859265;564;1758278;0;3600000;559;466864;14;13970;14;13980;14;13970;6;5990;6;5990;14;13990;14;13990;13;14870;15;16950;0;3600000;1;1610;0;3600000;0;3600000;0;0
29.10.2021 17:00;205;2220610;0;3600000;212;580099;209;537346;275;482603;265;212571;530;2271574;554;2363687;0;3600000;561;1476352;14;13990;13;13000;14;13960;4;4000;4;3990;16;15990;16;16000;5;5200;20;23890;0;3600000;1;1000;0;3600000;0;3600000;0;0
29.10.2021 18:00;180;2133078;0;3600000;194;382081;188;325431;321;467265;310;274393;498;1988395;520;2094546;0;3600000;519;1654221;12;11980;11;10980;12;11980;4;4000;4;4000;9;8990;9;9000;15;16626;13;15790;0;3600000;1;930;0;3600000;0;3600000;0;0
29.10.2021 19:00;144;1507538;0;3600000;140;157350;131;190760;231;385252;209;165730;370;972469;427;1000330;0;3600000;434;352030;8;8000;8;8000;7;7037;2;2000;2;2000;9;9057;9;8990;8;11720;13;19860;0;3600000;3;3040;0;3600000;0;3600000;0;0
29.10.2021 20:00;111;886269;0;3600000;121;112510;83;81830;174;237050;169;126890;351;1048067;310;1120397;0;3600000;323;236098;8;8000;8;8000;8;7990;2;2000;2;1990;8;8000;8;7990;9;10690;13;13240;0;3600000;2;3250;0;3600000;0;3600000;0;0
29.10.2021 21:00;97;829822;0;3600000;93;81870;83;87840;171;294541;157;112680;347;1118502;305;1099966;0;3600000;313;227462;6;6000;6;5980;6;6000;0;0;0;0;6;5980;6;5990;8;11978;18;29720;0;3600000;1;1250;0;3600000;0;3600000;0;0
29.10.2021 22:00;96;908149;0;3600000;102;82167;70;64280;134;212476;118;106310;273;1019722;228;968183;0;3600000;235;154970;4;3980;4;3980;4;3807;0;0;0;0;5;5000;5;5000;3;3150;3;4200;0;3600000;1;3290;0;3600000;0;3600000;0;0
29.10.2021 23:00;63;742360;0;3600000;64;54420;56;52200;76;142066;64;52586;190;865686;156;777603;0;3600000;158;97800;4;4000;4;4000;4;3990;0;0;0;0;4;4000;4;4000;4;3930;7;12090;0;3600000;0;0;0;3600000;0;3600000;0;0
30.10.2021 00:00;37;554815;0;3600000;37;32160;31;25540;68;94314;64;49455;115;464525;116;440385;0;3600000;111;71930;2;2000;2;2000;2;1990;0;0;0;0;4;4000;4;4000;4;4880;1;1670;0;3600000;7;9920;0;3600000;0;3600000;0;0
30.10.2021 01:00;34;328405;0;3600000;30;23400;25;22980;33;42980;32;24020;92;308956;71;312750;0;3600000;69;39780;2;2000;2;2000;2;1990;1;1000;1;1000;2;2000;2;2000;0;0;2;1650;0;3600000;0;0;0;3600000;0;3600000;0;0
30.10.2021 02:00;31;413620;0;3600000;30;22260;26;20390;28;60950;26;20430;72;241690;47;155680;0;3600000;41;26070;2;2000;2;2000;2;2000;0;0;0;0;2;2000;2;2000;1;1490;2;2380;0;3600000;2;3290;0;3600000;0;3600000;0;0
30.10.2021 03:00;21;215505;0;3600000;21;17340;23;17910;35;64770;29;16450;41;113830;32;40675;0;3600000;33;19150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
30.10.2021 04:00;18;218965;0;3600000;19;11200;19;15050;24;39330;20;14920;63;164130;38;73330;0;3600000;36;21760;1;1000;1;1000;1;990;0;0;0;0;1;1000;1;1000;0;0;0;0;0;3600000;1;860;0;3600000;0;3600000;0;0
30.10.2021 05:00;24;348176;0;3600000;26;18550;23;31220;40;83620;38;43080;101;361175;53;165770;0;3600000;47;29190;5;5000;5;5000;5;5000;3;2990;3;3000;7;6990;7;6980;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
30.10.2021 06:00;40;428814;0;3600000;38;25330;38;46720;35;51820;33;36190;116;318810;69;163988;0;3600000;66;41314;10;9970;8;7990;8;7990;4;4000;4;4000;8;8000;8;7990;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
30.10.2021 07:00;53;641316;0;3600000;53;46320;48;57800;47;70430;46;46690;195;590060;134;305220;0;3600000;132;82320;9;8990;8;7990;8;8000;4;3990;4;4000;8;7990;8;7980;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
30.10.2021 08:00;76;735404;0;3600000;80;64890;68;108840;76;107550;75;73756;246;786963;230;830660;0;3600000;227;147931;8;7990;8;7990;8;8000;4;4000;4;4000;8;8000;8;7990;2;1780;2;2790;0;3600000;1;1030;0;3600000;0;3600000;0;0
30.10.2021 09:00;122;1294236;0;3600000;124;136330;112;188300;124;168433;124;103140;361;820207;355;708463;0;3600000;354;222587;8;7990;8;7990;8;8000;4;4000;4;3990;8;8060;8;7980;5;6120;6;9120;0;3600000;1;1230;0;3600000;0;3600000;0;0
30.10.2021 10:00;178;1520616;0;3600000;180;310916;154;277910;158;225690;153;116996;455;1214427;386;979437;0;3600000;390;277242;7;7000;8;7990;8;8000;4;4000;4;4000;8;8000;8;7980;3;2980;9;10270;0;3600000;0;0;0;3600000;0;3600000;0;0
30.10.2021 11:00;190;1835596;0;3600000;201;374440;184;351345;175;234685;169;135460;552;1658446;541;1469003;0;3600000;534;490618;8;7980;7;6990;7;7000;6;5990;6;6000;8;7980;8;7990;3;3820;11;10890;0;3600000;0;0;0;3600000;0;3600000;0;0
30.10.2021 12:00;208;2178243;0;3600000;223;486987;185;337201;193;276588;189;153170;542;1690514;563;1732347;0;3600000;564;535647;7;7000;6;6000;6;6000;6;5990;6;5990;7;6980;7;6980;11;13399;23;30010;0;3600000;5;10870;0;3600000;0;3600000;0;0
30.10.2021 13:00;192;2084012;0;3600000;202;418485;168;284787;204;280061;194;155470;560;1795365;583;1782289;0;3600000;596;702081;8;8000;7;7000;7;7000;6;6000;6;5990;7;6970;7;7000;8;17250;14;18240;0;3600000;5;6210;0;3600000;0;3600000;0;0
30.10.2021 14:00;194;1949837;0;3600000;205;332300;171;278815;210;326485;206;160300;551;1782565;562;1755773;0;3600000;577;625575;8;8000;7;7000;7;6990;6;5990;6;5990;7;6990;6;5990;7;8500;7;10000;0;3600000;2;3730;0;3600000;0;3600000;0;0
30.10.2021 15:00;174;1960032;0;3600000;198;249367;158;219594;199;320956;186;167210;519;1594825;531;1607773;0;3600000;529;478293;8;7990;7;6990;7;6970;6;5990;6;6000;7;7000;8;7970;5;7590;11;22460;0;3600000;5;7160;0;3600000;0;3600000;0;0
30.10.2021 16:00;174;1882280;0;3600000;187;268562;147;221650;197;320818;191;141870;521;1382597;541;1571439;0;3600000;546;505600;9;8980;8;7990;8;7980;7;7000;7;7000;8;8000;8;8000;13;19100;12;18189;0;3600000;4;8993;0;3600000;0;3600000;0;0
30.10.2021 17:00;192;1833739;0;3600000;188;385045;171;293820;243;412740;235;193135;483;1702322;510;1581543;0;3600000;508;538992;7;7000;8;7980;8;7980;4;3990;4;4000;8;8000;8;8000;7;9680;17;19310;0;3600000;2;2650;0;3600000;0;3600000;0;0
30.10.2021 18:00;131;1525063;0;3600000;131;141300;125;214420;233;350340;222;181440;436;1221894;430;1131919;0;3600000;446;309335;8;7980;8;8000;8;7990;4;4000;4;4000;8;8043;8;7990;10;13160;12;14060;0;3600000;5;4470;0;3600000;0;3600000;0;0
30.10.2021 19:00;126;1607391;0;3600000;127;117960;105;115290;189;260605;182;133600;397;1019506;379;985984;0;3600000;380;261330;7;6980;6;6000;6;6000;0;0;0;0;6;5990;6;6000;3;3720;9;10730;0;3600000;4;5000;0;3600000;0;3600000;0;0
30.10.2021 20:00;114;1039295;0;3600000;120;101360;90;90250;136;209460;124;91528;265;894090;254;902504;0;3600000;255;172086;5;4990;5;5000;5;4980;0;0;0;0;6;6000;6;6000;5;6590;10;12240;0;3600000;2;2440;0;3600000;0;3600000;0;0
30.10.2021 21:00;81;703953;0;3600000;81;66040;68;77097;110;140480;102;74560;244;913346;220;794075;0;3600000;222;149265;4;4000;4;3990;4;4000;0;0;0;0;4;3990;4;3990;6;5620;4;5210;0;3600000;0;0;0;3600000;0;3600000;0;0
30.10.2021 22:00;85;795098;0;3600000;92;85740;64;61850;104;167995;97;75077;225;968741;172;696737;0;3600000;173;114190;5;4990;4;4000;4;3990;0;0;0;0;4;4055;4;4000;5;5540;9;9740;0;3600000;0;0;0;3600000;0;3600000;0;0
30.10.2021 23:00;80;887455;0;3600000;79;70710;44;40410;100;126956;95;71230;189;743459;183;740639;0;3600000;183;121120;5;5000;4;4000;4;3990;0;0;0;0;4;3980;4;3990;4;3850;6;9150;0;3600000;1;1350;0;3600000;0;3600000;0;0
31.10.2021 00:00;60;446370;0;3600000;59;43490;41;31260;56;80950;53;42577;155;596781;117;386457;0;3600000;112;73282;2;1990;2;2000;2;2000;0;0;0;0;4;4000;4;4000;5;13700;3;4370;0;3600000;0;0;0;3600000;0;3600000;0;0
31.10.2021 01:00;40;495381;0;3600000;44;36180;26;24850;64;108480;56;39010;121;413691;89;291065;0;3600000;87;54530;3;3000;2;2000;2;2000;1;1000;1;1000;2;2000;2;2000;1;1040;1;3810;0;3600000;1;890;0;3600000;0;3600000;0;0
31.10.2021 02:00;32;400592;0;3660000;37;62970;36;33670;50;64510;49;34920;102;455398;65;278410;0;3660000;59;35240;2;1990;2;2000;2;2000;0;0;0;0;2;2000;2;2000;1;1170;0;0;0;3660000;1;2370;0;3660000;0;3660000;0;0
31.10.2021 02:00;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
31.10.2021 03:00;26;265490;0;3600000;26;18900;16;11690;29;48490;25;15500;39;108600;38;68330;0;3600000;33;20390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
31.10.2021 04:00;11;130360;0;3600000;11;8690;14;9840;16;27730;12;8470;53;222088;34;172876;0;3600000;32;19910;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1100;0;3600000;0;0;0;3600000;0;3600000;0;0
31.10.2021 05:00;12;90830;0;3600000;12;9600;12;8440;30;44420;29;20190;83;316797;34;125042;0;3600000;31;19490;0;0;0;0;0;0;0;0;0;0;1;1000;1;1000;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
31.10.2021 06:00;24;153550;0;3600000;22;18150;21;24080;21;28200;20;20480;65;222090;29;73830;0;3600000;30;17990;4;4000;4;4000;4;4000;0;0;0;0;4;3980;4;4000;1;840;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
31.10.2021 07:00;26;237910;0;3600000;27;22570;17;19910;26;36900;27;27620;59;149707;48;107360;0;3600000;48;27600;4;4000;4;4000;4;3990;0;0;0;0;4;4000;4;4000;0;0;2;1740;0;3600000;0;0;0;3600000;0;3600000;0;0
31.10.2021 08:00;55;388435;0;3600000;45;33470;45;52080;39;63200;37;31500;127;367010;81;307718;0;3600000;78;47060;4;4000;4;4000;4;3990;0;0;0;0;4;3990;4;3990;0;0;2;3810;0;3600000;0;0;0;3600000;0;3600000;0;0
31.10.2021 09:00;84;1036374;0;3600000;86;63810;75;70700;117;128450;113;85250;218;741378;158;587613;0;3600000;159;96540;4;4000;4;4000;4;3990;0;0;0;0;4;3990;4;4000;6;9760;8;15049;0;3600000;1;990;0;3600000;0;3600000;0;0
31.10.2021 10:00;114;987192;0;3600000;119;92380;84;76090;157;168600;158;112470;275;1052155;240;799060;0;3600000;238;195050;4;3990;4;4000;4;4000;0;0;0;0;4;4058;4;4000;9;11750;11;15870;0;3600000;2;1920;0;3600000;0;3600000;0;0
31.10.2021 11:00;135;1181048;0;3600000;122;110948;107;101087;175;238985;176;127670;332;1176880;274;892378;0;3600000;273;202467;4;3990;4;4000;4;4000;2;2000;2;2000;4;4000;4;4000;14;17270;11;12780;0;3600000;2;4900;0;3600000;0;3600000;0;0
31.10.2021 12:00;169;1292611;0;3600000;169;156800;143;175390;188;233695;180;137390;360;1272029;335;1144951;0;3600000;336;314223;5;5000;5;4990;5;4990;3;3000;3;3000;4;4000;4;3990;8;9110;12;13090;0;3600000;1;850;0;3600000;0;3600000;0;0
31.10.2021 13:00;146;1357086;0;3600000;152;137430;145;169596;186;266597;184;145840;415;1468968;378;1283480;0;3600000;370;384840;8;7980;8;7980;7;7000;6;6000;6;5990;8;7980;8;7990;8;11670;15;18070;0;3600000;3;3310;0;3600000;0;3600000;0;0
31.10.2021 14:00;177;1355185;0;3600000;187;222410;167;222710;198;264470;194;147560;417;1664278;377;1338973;0;3600000;368;390157;8;8000;8;7990;9;8994;6;6000;6;6000;8;8000;8;7990;15;18280;12;11888;0;3600000;3;6140;0;3600000;0;3600000;0;0
31.10.2021 15:00;184;1363485;0;3600000;173;259130;134;197502;216;326360;211;168060;394;1478395;391;1336746;0;3600000;389;375050;8;8000;8;8000;8;8000;6;5990;6;6000;8;7990;8;7990;17;21683;16;16010;0;3600000;5;6180;0;3600000;0;3600000;0;0
31.10.2021 16:00;175;1870173;0;3600000;175;655188;146;363207;229;336586;215;167800;427;2327490;430;2015415;0;3600000;420;940757;8;7980;8;7990;8;7980;6;5980;5;4990;8;7990;8;7990;10;11790;16;20950;0;3600000;2;1770;0;3600000;0;3600000;0;0
31.10.2021 17:00;175;1590915;0;3600000;170;396963;154;345537;220;354110;211;166750;417;1918990;421;1830128;0;3600000;424;656536;8;7990;8;8000;8;7980;4;3990;5;5000;8;7970;8;7990;8;10760;11;11490;0;3600000;3;3010;0;3600000;0;3600000;0;0
31.10.2021 18:00;128;1215206;0;3600000;128;154022;134;138180;196;219960;190;145800;348;1190275;320;1135809;0;3600000;320;311735;8;8047;8;7990;8;7990;3;3000;3;3000;8;7990;8;8000;6;9030;12;17310;0;3600000;0;0;0;3600000;0;3600000;0;0
31.10.2021 19:00;119;1109980;0;3600000;120;117360;111;136400;178;200112;169;125210;299;1126664;294;915564;0;3600000;297;231643;7;6990;6;6000;6;5990;0;0;0;0;7;7000;7;7000;3;1620;9;12710;0;3600000;2;1650;0;3600000;0;3600000;0;0
31.10.2021 20:00;85;768789;0;3600000;76;59760;59;50110;145;189662;138;100072;270;889298;221;709027;0;3600000;223;137000;4;3980;4;4000;4;4000;0;0;0;0;5;5000;5;4990;4;4520;4;4420;0;3600000;2;1840;0;3600000;0;3600000;0;0
31.10.2021 21:00;87;753560;0;3600000;81;65670;64;69880;81;105560;78;56620;195;574357;151;394137;0;3600000;151;93880;4;4000;4;4000;4;4000;0;0;0;0;4;4000;4;4000;4;9330;3;3050;0;3600000;2;2020;0;3600000;0;3600000;0;0
31.10.2021 22:00;52;423124;0;3600000;56;45050;33;30580;69;86340;69;52420;144;411889;111;370599;0;3600000;109;68640;4;4000;4;3990;4;4000;0;0;0;0;4;3990;4;4028;2;1550;2;1970;0;3600000;0;0;0;3600000;0;3600000;0;0
01.11.2021 00:00;21;180836;0;3600000;20;15160;16;15510;30;63150;27;29840;64;227159;32;173800;0;3600000;30;18870;2;1990;2;2000;2;2000;0;0;0;0;3;3000;3;3000;1;840;3;4120;0;3600000;0;0;0;3600000;0;3600000;1;1970
01.11.2021 01:00;13;140140;0;3600000;12;11050;9;8690;16;26700;14;10180;39;146407;26;99944;0;3600000;25;14430;1;990;1;1000;1;1000;1;1000;1;1000;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
01.11.2021 02:00;5;47720;0;3600000;8;5350;9;7580;7;6090;8;4900;28;285175;19;73780;0;3600000;16;9440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
01.11.2021 03:00;5;57236;0;3600000;7;4710;4;3120;11;8840;11;6430;26;71930;18;51160;0;3600000;16;9580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
