01.06.2020 00:00;Bel_A51_M3_;Vwz_A51_M3_;Bel_A55_M6_;Vwz_A55_M6_;Bel_H51_M2_;Vwz_H51_M2_;Bel_H55_M5_;Vwz_H55_M5_;Bel_T32_b;Vwz_T32_b;Bel_T32_s;Vwz_T32_s;Bel_T32a_b;Vwz_T32a_b;Bel_T32a_s;Vwz_T32a_s;Bel_V2;Vwz_V2;Bel_V32;Vwz_V32;Bel_V51_M1_;Vwz_V51_M1_;Bel_V55_M4_;Vwz_V55_M4_;Bel_V8;Vwz_V8
23.08.2021 16:00;4;3980;4;3990;4;4000;4;4000;13;13050;10;10060;0;0;7;7070;143;562534;17;91670;4;3990;4;3990;163;434695
23.08.2021 17:00;4;4000;4;4000;4;3990;4;4000;3;3010;10;10060;1;1000;9;9090;176;557490;34;166392;4;3990;4;3990;177;415877
23.08.2021 18:00;4;4000;4;4000;4;3990;4;3980;0;0;4;4030;1;1000;5;5040;117;388093;15;67500;4;3990;4;3990;145;335364
23.08.2021 19:00;4;3980;4;3990;4;4000;4;4000;4;4000;5;5040;1;1010;2;2020;103;332996;16;72220;4;4000;4;4000;105;245020
23.08.2021 20:00;4;4000;5;5000;4;3990;5;5000;2;2000;3;3020;0;0;0;0;79;318468;11;50850;4;3990;5;5000;72;117320
23.08.2021 21:00;2;2000;2;1990;2;2000;2;2000;0;0;1;1000;1;1010;1;1010;54;201813;5;27180;2;2000;2;2000;54;70550
23.08.2021 22:00;2;2000;2;2000;2;1990;2;2000;1;1000;2;2020;0;0;0;0;38;145434;2;10970;2;2000;2;2000;46;58690
23.08.2021 23:00;2;2000;2;2000;2;1990;2;1990;0;0;0;0;0;0;0;0;22;102310;4;16520;2;1990;2;2000;34;42810
24.08.2021 00:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0;14;63680;0;0;2;2000;2;2000;12;7090
24.08.2021 01:00;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;6;13100;0;0;0;0;1;1000;8;7880
24.08.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8700;0;0;0;0;0;0;1;1690
24.08.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;11930;0;0;0;0;0;0;3;2710
24.08.2021 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;9;24310;0;0;1;1000;0;0;6;8440
24.08.2021 05:00;3;3000;3;3000;3;3000;3;3000;0;0;0;0;0;0;0;0;21;85012;3;5180;3;2990;3;3000;26;21160
24.08.2021 06:00;4;3980;4;3990;4;3990;4;4000;0;0;1;1010;0;0;1;1000;46;171820;4;20140;4;4000;4;3990;58;93370
24.08.2021 07:00;5;5000;4;4000;5;5000;4;3990;2;2020;8;8060;1;1010;4;4050;93;312241;15;76510;5;4990;4;4000;68;166000
24.08.2021 08:00;4;3980;4;3990;4;3990;4;3990;6;6010;5;5020;3;3030;1;1010;130;451828;21;97960;4;3990;4;4053;136;272335
24.08.2021 09:00;4;3990;4;4000;4;3990;4;4000;15;15050;9;9050;2;2020;1;1010;108;370785;33;166095;4;3980;4;4000;128;260847
24.08.2021 10:00;4;4000;4;4000;4;4000;4;4000;7;7010;9;9060;2;2010;9;9090;117;421459;36;195364;4;4000;4;4000;144;311448
24.08.2021 11:00;4;4000;4;4000;4;3990;4;3990;13;13111;11;11090;5;5050;13;13130;154;492450;28;149895;4;4000;4;4000;132;347437
24.08.2021 12:00;4;3980;4;4000;4;4000;4;3980;9;9040;8;8040;2;2000;7;7070;109;324796;29;150105;4;3990;4;4000;150;367484
24.08.2021 13:00;4;4000;3;2990;3;2990;3;2980;5;5020;10;10070;4;4020;6;6060;119;346820;17;97530;3;3000;4;4000;105;207690
24.08.2021 14:00;4;4000;4;4000;4;4000;4;4000;9;9030;15;15135;3;3030;7;7060;129;406014;30;171805;4;4000;4;4000;130;375520
24.08.2021 15:00;4;4000;4;3990;4;3990;4;4000;13;13300;19;19150;5;5030;3;3030;128;467470;32;178900;4;3990;4;3990;155;366879
24.08.2021 16:00;4;4000;4;4000;4;4000;4;4000;12;12040;11;11050;6;6050;9;9080;137;500219;38;195090;4;4000;4;3980;180;454322
24.08.2021 17:00;4;3990;4;3990;4;4000;4;4000;8;8020;11;11080;2;2020;9;9080;146;553996;37;184360;4;3980;4;4000;185;473270
24.08.2021 18:00;4;3990;4;4000;4;4000;4;4000;5;5010;18;18130;6;6060;6;6060;116;433143;46;243236;4;4000;4;3980;172;487869
24.08.2021 19:00;4;4000;4;3990;4;4000;4;4000;8;8030;16;16120;10;10144;8;8060;93;408122;38;218100;4;4000;4;4000;93;266100
24.08.2021 20:00;4;4000;5;5000;4;3990;5;5000;2;2000;0;0;1;1010;5;5050;106;412342;15;74600;4;4073;5;5000;104;208974
24.08.2021 21:00;2;2000;2;2000;2;2000;2;2000;1;1000;0;0;0;0;0;0;54;225233;7;34910;2;2000;2;1990;98;126443
24.08.2021 22:00;2;2000;2;2000;2;2000;2;2000;0;0;1;1010;1;1000;4;4099;56;242600;11;51250;2;2000;2;2000;49;73566
24.08.2021 23:00;2;2000;2;1990;2;2000;2;1990;0;0;0;0;0;0;0;0;17;53980;2;5540;2;2000;2;2000;25;29420
25.08.2021 00:00;2;2000;2;2000;2;2000;2;1990;1;1000;1;1010;0;0;0;0;8;33797;2;10370;2;2000;2;2000;12;10990
25.08.2021 01:00;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;6;13920;1;1350;0;0;1;1000;13;9700
25.08.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7800;0;0;0;0;0;0;4;3090
25.08.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6270;0;0;0;0;0;0;2;2880
25.08.2021 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;7;31490;1;2490;1;1000;0;0;7;5300
25.08.2021 05:00;3;3000;3;3000;3;3000;3;2980;0;0;0;0;0;0;0;0;16;58110;0;0;3;3000;3;3000;25;22530
25.08.2021 06:00;4;3990;4;4000;4;3990;4;3990;1;1000;0;0;0;0;0;0;42;184318;2;7260;4;4000;4;3990;57;88220
25.08.2021 07:00;5;5000;4;3990;5;5053;4;3980;4;4020;3;3030;0;0;2;2020;85;394190;14;61260;5;5000;4;4000;89;199152
25.08.2021 08:00;4;4000;4;4000;4;3980;4;4000;6;6000;10;10040;1;1010;5;5060;113;437057;33;149893;4;4000;4;4000;132;291545
25.08.2021 09:00;4;4000;4;4000;4;3990;4;4000;13;13060;20;20110;5;5040;6;6050;101;401018;32;151120;4;4000;4;4000;167;354430
25.08.2021 10:00;4;4000;4;4000;4;4000;4;3990;10;10010;9;9050;6;6020;3;3020;125;410960;32;161070;4;3990;4;4000;154;350278
25.08.2021 11:00;4;3990;4;4000;4;3990;4;4000;8;8030;13;13110;4;4030;7;7080;127;413394;45;220423;4;4000;4;3980;133;358382
25.08.2021 12:00;4;4000;4;4000;4;4000;4;4000;7;7030;11;11080;6;6040;12;12120;135;407063;39;190260;4;3990;4;4000;163;532960
25.08.2021 13:00;4;3990;4;4000;4;3990;4;3990;7;7020;19;19150;3;3010;6;6070;125;406270;33;168782;4;4000;4;4000;132;289539
25.08.2021 14:00;4;4000;4;4000;4;4000;4;3990;7;7030;9;9070;8;8060;8;8136;133;463234;37;197328;4;3990;4;4000;127;334192
25.08.2021 15:00;4;4045;4;3980;4;3980;4;4000;17;17070;13;13100;1;1010;13;13140;143;437080;28;176770;4;4000;4;3990;173;440814
25.08.2021 16:00;4;4000;4;4000;4;3980;4;4000;8;8050;18;18150;7;7020;15;15150;153;492190;44;247834;4;4000;4;4000;188;481429
25.08.2021 17:00;4;4000;4;4000;4;3990;4;3990;7;7020;9;9070;6;6050;12;12100;160;534089;39;192480;4;4000;4;4000;200;608728
25.08.2021 18:00;4;3990;4;4000;4;4000;4;4000;5;5000;11;11040;7;7040;12;12120;124;445696;42;211280;4;4000;4;4000;174;462743
25.08.2021 19:00;4;4000;4;4000;4;4000;4;4000;6;6030;11;11060;6;6089;4;4040;100;351960;31;163384;4;4000;4;4000;108;257693
25.08.2021 20:00;4;4000;5;5000;4;4000;5;5000;2;2020;8;8060;1;1000;2;2020;114;404464;24;125660;4;3980;5;4980;112;342414
25.08.2021 21:00;2;2000;2;1990;2;2000;2;1990;0;0;5;5020;0;0;0;0;67;250170;9;37790;2;2000;2;2000;59;100560
25.08.2021 22:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;1;1010;1;1010;46;155710;5;20850;2;2000;2;1990;67;73030
25.08.2021 23:00;2;2000;2;2000;2;2000;2;1990;0;0;0;0;0;0;0;0;26;97200;2;3690;2;2000;2;2000;31;36400
26.08.2021 00:00;2;2000;2;1990;2;2000;2;2000;0;0;0;0;0;0;0;0;19;89250;0;0;2;2000;2;2000;18;18130
26.08.2021 01:00;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;4;7380;1;2760;0;0;1;1000;8;7440
26.08.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;16870;0;0;0;0;0;0;5;4320
26.08.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6100;0;0;0;0;0;0;6;6690
26.08.2021 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;7;23190;1;2650;1;1000;0;0;8;6610
26.08.2021 05:00;3;2990;3;2990;3;3000;3;2990;0;0;0;0;0;0;0;0;18;90150;0;0;3;2990;3;2990;20;24740
26.08.2021 06:00;4;3990;4;3990;4;4000;4;4000;1;1010;0;0;0;0;0;0;47;201108;2;5080;4;3990;4;3990;46;88412
26.08.2021 07:00;5;5000;4;4000;5;4980;4;4000;0;0;1;1010;0;0;0;0;84;456714;7;31290;5;5000;4;4000;80;183305
26.08.2021 08:00;4;3990;4;4000;4;4000;4;3990;5;5020;4;4020;4;4040;4;4030;121;443373;27;118750;4;4000;4;4000;152;367712
26.08.2021 09:00;3;3000;4;4000;4;4000;4;4000;4;4010;7;7020;2;2020;13;13120;123;376160;28;157683;4;4000;4;4000;120;335790
26.08.2021 10:00;5;5000;4;3980;4;4000;4;4000;7;7000;11;11060;4;4020;5;5050;145;547224;31;155550;4;4000;4;3990;120;346563
26.08.2021 11:00;4;3990;4;3990;4;4000;4;4000;10;10050;9;9070;9;9080;10;10100;135;424683;36;185400;4;3990;4;4000;156;384620
26.08.2021 12:00;4;3990;4;4000;4;4000;4;4000;2;2000;11;11080;3;3010;5;5050;136;416823;28;152220;4;4000;4;4000;146;402430
26.08.2021 13:00;4;4000;4;3990;4;3990;4;4000;3;3010;4;4020;3;3020;2;2020;94;360452;16;85180;4;4000;4;3990;142;343154
26.08.2021 14:00;4;3990;4;3990;4;4000;4;4000;5;5010;12;12100;1;1000;6;6060;148;490422;29;144710;4;3990;4;4000;144;387563
26.08.2021 15:00;4;4000;4;4000;4;3990;4;4052;12;12050;16;16080;5;5030;8;8080;129;561761;41;211236;4;3990;4;3990;155;451895
26.08.2021 16:00;4;4000;4;4000;4;3980;4;4000;9;9000;17;17130;6;6040;13;13130;138;564690;41;226130;4;4000;4;4000;182;453466
26.08.2021 17:00;4;4000;4;3990;4;4000;4;4000;8;8040;15;15110;6;6050;15;15140;154;548811;48;242797;4;3990;4;3980;176;416280
26.08.2021 18:00;4;4000;4;3990;4;4000;4;4000;6;6020;12;12100;5;5040;9;9070;130;464584;31;159893;4;3990;4;4000;173;449877
26.08.2021 19:00;4;4000;4;4000;4;4000;4;4000;4;4010;9;9030;9;9070;6;6060;116;389058;30;150920;4;4000;4;4000;128;301826
26.08.2021 20:00;4;4000;5;4990;4;3990;5;4990;6;6000;3;3020;2;2010;0;0;88;385477;12;55930;4;3980;5;5000;108;207149
26.08.2021 21:00;2;2000;2;2000;2;1990;2;1990;1;1010;0;0;0;0;1;1010;60;199740;8;35080;2;2000;2;2000;93;135260
26.08.2021 22:00;2;2000;2;2000;2;1990;2;2000;0;0;1;1010;0;0;0;0;49;155610;2;7920;2;2000;2;1990;76;239793
26.08.2021 23:00;2;2000;2;2000;2;1990;2;1990;1;1010;1;1010;0;0;0;0;27;110093;3;15240;2;2000;2;1990;37;56860
27.08.2021 00:00;2;1990;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0;12;39600;1;2060;2;2000;2;2000;20;29970
27.08.2021 01:00;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;5;13800;0;0;0;0;1;990;12;13880
27.08.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;13550;0;0;0;0;0;0;1;1430
27.08.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9420;0;0;0;0;0;0;3;2820
27.08.2021 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;4;32350;0;0;1;1000;0;0;10;10000
27.08.2021 05:00;3;3000;3;3000;3;3000;3;3000;0;0;0;0;0;0;0;0;14;53790;1;5360;3;2980;3;2990;22;24200
27.08.2021 06:00;4;3990;4;3990;4;4000;4;4000;0;0;0;0;0;0;0;0;41;218913;2;9560;4;3980;4;3990;48;79660
27.08.2021 07:00;5;5000;4;4000;5;4990;4;4000;2;2010;8;8050;0;0;5;5050;87;307035;16;77435;5;4990;4;4000;76;220840
27.08.2021 08:00;4;3990;4;4000;4;4000;4;4000;6;6010;11;11060;4;4040;6;6050;119;513639;27;128001;4;3990;4;4000;127;256006
27.08.2021 09:00;4;3990;4;4000;4;4000;4;4000;7;7040;8;8070;6;6050;7;7070;130;453476;29;156980;4;4000;4;4000;149;380486
27.08.2021 10:00;4;4000;4;4000;4;4000;4;4000;6;6040;15;15100;9;9090;8;8134;117;428261;34;178120;4;4047;4;3980;122;321046
27.08.2021 11:00;4;4000;4;4000;4;4000;4;3990;6;6030;10;10070;2;2020;11;11120;138;498469;29;157420;4;4000;4;4000;133;375620
27.08.2021 12:00;4;4000;4;3990;4;4000;4;4000;5;5010;3;3010;4;4040;3;3030;156;451230;20;106400;4;4000;4;4000;179;426882
27.08.2021 13:00;4;4000;4;4000;4;3990;4;4000;8;8020;10;10060;2;2010;3;3030;128;426779;25;122990;4;4000;4;3990;153;436980
27.08.2021 14:00;4;3990;4;3980;4;4000;4;4000;5;5020;12;12100;8;8070;12;12110;124;454883;42;221500;4;4000;4;3990;166;482833
27.08.2021 15:00;4;4000;4;4000;4;3990;4;4000;14;14050;26;26170;3;3010;5;5040;151;487790;47;236695;4;4000;4;3980;163;408550
27.08.2021 16:00;4;4000;4;3990;4;4000;4;4000;9;9040;20;20140;6;6060;3;3040;153;589880;37;189490;4;3990;4;4000;164;467960
27.08.2021 17:00;4;4000;5;5000;4;3990;4;4000;5;5000;19;19100;7;7040;7;7060;153;550396;44;230950;4;4000;4;3990;181;472465
27.08.2021 18:00;4;4000;4;3970;4;3990;4;4000;7;7020;16;16090;4;4020;6;6070;141;541486;30;164840;4;4000;4;4000;170;461852
27.08.2021 19:00;4;3990;4;3980;4;3990;4;3990;2;2010;5;5040;2;2020;4;4040;105;421584;23;117280;4;4000;4;4000;128;329333
27.08.2021 20:00;4;3990;6;5990;4;4000;5;4990;4;4000;4;4010;3;3020;0;0;81;408725;18;103553;4;4000;5;5000;94;209977
27.08.2021 21:00;2;2000;2;2000;2;1990;2;2000;0;0;0;0;0;0;0;0;44;191540;4;17100;2;2000;2;1990;67;152580
27.08.2021 22:00;2;2000;2;2880;2;2000;2;2000;0;0;0;0;0;0;0;0;46;181750;4;15730;2;1990;2;2000;62;95915
27.08.2021 23:00;2;2030;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0;32;147757;2;4480;2;1990;2;2000;47;66630
28.08.2021 00:00;2;2000;2;2000;2;2000;2;1990;2;2000;1;1010;0;0;0;0;28;128724;3;14340;2;2000;2;2000;29;41168
28.08.2021 01:00;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;13;40300;0;0;0;0;1;1000;9;13168
28.08.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;39560;0;0;0;0;0;0;5;5080
28.08.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;28960;2;3970;0;0;0;0;5;4720
28.08.2021 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;7;20100;1;1680;1;1000;0;0;10;10500
28.08.2021 05:00;3;3000;3;3000;3;3000;3;3000;0;0;0;0;0;0;0;0;14;91360;1;4340;3;3000;3;3000;11;7230
28.08.2021 06:00;4;4000;4;3990;4;4000;4;3990;0;0;0;0;0;0;0;0;47;103150;0;0;4;4000;4;4000;24;29329
28.08.2021 07:00;4;4000;4;4000;4;4000;4;4000;2;2010;2;2000;1;1000;2;2010;34;176172;9;35990;4;4054;4;3990;30;78460
28.08.2021 08:00;5;4990;4;4000;5;5000;4;4000;1;1010;7;7050;1;1000;6;6050;71;298954;24;118931;5;5000;4;4000;79;158517
28.08.2021 09:00;4;4000;4;3990;4;4000;4;4000;5;5020;5;5010;1;1000;2;2010;107;378044;20;110950;4;4000;4;3990;119;350045
28.08.2021 10:00;4;4000;4;4000;4;4000;4;3990;6;6020;10;10125;1;1010;6;6050;128;464779;25;119540;4;3990;4;4000;126;293069
28.08.2021 11:00;4;3990;4;3990;4;3990;4;3990;4;4010;7;7060;4;4040;6;6040;165;545880;34;155280;4;3990;4;4000;157;425915
28.08.2021 12:00;4;4000;4;4000;4;4000;4;3970;13;13460;12;12100;2;2020;7;7080;142;449280;36;190360;4;4000;4;3990;253;662580
28.08.2021 13:00;4;3980;4;3990;4;3990;4;4000;9;9050;15;15100;7;7030;11;11120;133;442716;38;224855;4;3990;4;3990;145;376510
28.08.2021 14:00;4;4000;4;3990;4;3990;4;3990;6;6040;7;7050;0;0;3;3030;123;396801;22;112620;4;4000;4;4000;127;349540
28.08.2021 15:00;4;4000;4;4000;4;4000;4;3990;14;14030;13;13040;6;6040;7;7060;169;555970;34;156590;4;3990;4;4000;111;284812
28.08.2021 16:00;4;4000;4;4000;4;4000;4;3990;10;10040;7;7077;11;11090;6;6060;145;538690;26;138081;4;4000;4;4055;107;249710
28.08.2021 17:00;4;4000;5;5000;4;4000;5;4990;5;5040;10;10060;7;7050;16;16160;126;396330;40;213800;4;4000;5;5000;148;375324
28.08.2021 18:00;4;4000;4;4000;4;3990;4;4000;9;9020;11;11080;4;4010;5;5040;118;367030;27;148083;4;4000;4;3990;109;308820
28.08.2021 19:00;4;3990;4;4000;4;3980;4;3990;5;5010;9;9070;0;0;3;3030;101;375270;26;175974;4;4000;4;4000;107;200140
28.08.2021 20:00;2;1990;2;2000;2;2000;2;2000;3;3064;1;1000;5;5050;2;2010;61;231250;17;96400;2;2000;2;1990;91;164260
28.08.2021 21:00;2;2000;2;1990;2;2000;2;2000;0;0;2;2010;0;0;0;0;66;266468;10;46450;2;2000;2;2000;82;107260
28.08.2021 22:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;2;2010;2;2020;50;154890;9;59940;2;2000;2;1990;71;89140
28.08.2021 23:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0;34;191751;4;13980;2;2000;2;2000;27;34907
29.08.2021 00:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0;37;135146;2;3730;2;1990;2;2000;29;48640
29.08.2021 01:00;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;17;80850;0;0;0;0;1;1000;21;35840
29.08.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;55730;0;0;0;0;0;0;19;31920
29.08.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;28120;0;0;0;0;0;0;8;11710
29.08.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;26400;0;0;0;0;0;0;3;6150
29.08.2021 05:00;1;1000;1;1000;1;1000;1;1000;0;0;0;0;0;0;0;0;6;22910;0;0;1;1000;1;990;8;7340
29.08.2021 06:00;3;3000;2;1990;3;3000;2;2000;0;0;0;0;0;0;0;0;17;80200;0;0;3;3000;2;2000;14;21410
29.08.2021 07:00;2;2000;2;2000;2;1990;2;2000;0;0;0;0;0;0;1;1000;12;93625;3;15410;2;2000;2;2000;28;39060
29.08.2021 08:00;2;1990;2;1990;2;2000;2;2000;0;0;0;0;0;0;0;0;37;130858;5;22020;2;2000;2;2000;27;55174
29.08.2021 09:00;2;2000;2;1990;2;2000;2;2000;2;2010;4;4010;4;4040;4;4040;73;211494;14;70400;2;2000;2;1990;54;127700
29.08.2021 10:00;2;1990;2;1990;2;2000;2;2000;5;5040;6;6040;1;1000;0;0;78;222320;20;86955;2;2000;2;2000;72;141160
29.08.2021 11:00;2;2000;2;2000;2;2000;2;2000;3;3010;2;2010;0;0;3;3020;119;343030;15;80456;2;2000;2;2000;81;175084
29.08.2021 12:00;3;2990;3;3000;3;2990;3;2980;6;6040;5;5050;3;3380;2;2020;145;435087;18;96293;3;2990;3;2990;94;211890
29.08.2021 13:00;4;3980;4;4000;4;4000;4;3990;1;1000;5;5030;2;2020;1;1010;143;439779;9;42889;4;3990;4;3990;107;216560
29.08.2021 14:00;4;3990;4;3990;4;3990;4;4000;10;10040;9;9070;4;4020;7;7070;106;388025;31;142830;4;4000;4;3980;121;273512
29.08.2021 15:00;4;3990;4;3990;4;3990;4;4000;5;5040;8;8060;1;1010;4;4040;94;311342;18;91740;4;3980;4;3990;120;298790
29.08.2021 16:00;5;5000;4;3980;4;3990;4;3990;5;5010;11;11090;3;3020;3;3030;98;351942;30;166256;4;3980;4;4000;98;260993
29.08.2021 17:00;4;4000;4;4000;4;4000;4;4000;7;7020;10;10050;3;3030;10;10100;84;297460;25;150850;4;4000;4;3970;99;234000
29.08.2021 18:00;4;3990;4;4000;4;4000;4;4000;12;12720;11;11030;4;4040;8;8070;90;325005;22;112810;4;3980;4;4000;110;250961
29.08.2021 19:00;2;2000;2;2000;2;2000;3;3000;2;2010;1;1000;5;5050;4;4040;79;257430;7;39250;2;2000;2;2000;107;216025
29.08.2021 20:00;2;1990;2;2000;2;2000;2;2000;1;1820;2;2020;0;0;0;0;94;339650;14;47670;2;2000;2;2000;90;173036
29.08.2021 21:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0;47;178836;5;19020;2;1990;2;1990;66;83710
29.08.2021 22:00;2;2000;2;2000;2;2000;2;2000;0;0;1;1000;0;0;0;0;35;143307;4;18250;2;2000;2;2000;53;59370
29.08.2021 23:00;2;1990;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0;21;75620;0;0;2;2000;2;1990;29;31610
30.08.2021 00:00;2;2000;2;2000;2;2000;2;1990;0;0;0;0;0;0;0;0;14;57110;0;0;2;1990;2;2000;10;7820
30.08.2021 01:00;0;0;1;990;0;0;1;1000;0;0;0;0;0;0;0;0;4;12500;0;0;0;0;1;1000;10;11082
30.08.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;23350;0;0;0;0;0;0;5;43295
30.08.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6840;1;2900;0;0;0;0;4;4610
30.08.2021 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;9;33380;0;0;1;1000;0;0;3;5730
30.08.2021 05:00;3;3000;3;2990;3;3000;3;2990;0;0;0;0;0;0;0;0;18;50840;2;5530;3;3000;3;3000;17;24790
30.08.2021 06:00;4;4000;4;3990;4;3990;4;3990;2;2010;3;3000;1;1010;1;1010;67;300620;7;30470;4;4000;4;4000;58;95840
30.08.2021 07:00;6;6000;6;6000;6;6000;6;5990;14;14112;16;16202;4;4040;6;6070;169;747036;35;160050;6;5980;6;6000;164;431662
30.08.2021 08:00;8;7990;8;7990;8;8000;8;8043;15;15050;16;16100;6;6040;10;10090;160;729407;39;189230;8;7990;8;7990;187;620029
30.08.2021 09:00;4;4000;4;4000;4;4000;4;3990;32;32100;25;25140;1;1010;8;8090;157;676848;57;333660;4;4051;4;4000;145;461000
30.08.2021 10:00;4;3990;4;4000;4;3990;4;4000;6;6010;15;15110;4;4010;6;6050;124;396915;33;158114;4;4000;4;3990;133;401390
30.08.2021 11:00;4;4000;4;3990;4;3990;4;4000;5;5020;14;14100;18;18140;25;25230;137;617726;67;339840;4;4000;4;4000;142;643637
30.08.2021 12:00;6;5990;5;4990;6;6000;5;4990;18;18060;18;18080;6;6050;14;14160;159;636879;44;232600;6;5990;5;5000;182;602232
30.08.2021 13:00;7;7000;7;6960;7;7000;7;6990;9;9030;6;6030;7;7050;11;11120;152;491104;32;164030;7;7000;7;7000;129;402845
30.08.2021 14:00;5;5000;7;6980;5;4990;7;7045;7;7010;6;6030;2;2020;7;7050;150;469934;22;105550;5;5000;7;7000;155;372425
30.08.2021 15:00;5;5000;4;4000;5;5000;4;4000;5;5010;7;7040;3;3010;1;1010;160;560289;24;112389;5;5000;4;4000;210;549608
30.08.2021 16:00;4;4000;4;4000;4;4000;4;3990;10;10050;13;13120;10;10090;13;13290;162;536415;40;208057;4;4000;4;3990;197;503279
30.08.2021 17:00;4;3990;4;4000;4;3980;4;4000;9;9030;17;17110;10;10060;15;15140;129;435652;40;205340;4;3990;4;4000;176;397906
30.08.2021 18:00;3;2990;4;3990;4;3980;4;4000;6;6040;11;11090;7;7050;11;11130;129;426170;32;174910;4;4000;4;4000;156;373299
30.08.2021 19:00;5;5000;4;3990;4;4000;4;4000;4;4000;7;7030;4;4030;7;7070;119;370864;22;112810;4;3990;4;4000;114;242890
30.08.2021 20:00;4;4000;5;4990;4;3990;4;4000;1;1000;0;0;0;0;2;2010;84;377165;16;63490;4;3980;4;3990;121;221580
30.08.2021 21:00;2;2000;2;1990;2;2000;2;1990;1;1010;3;3020;0;0;0;0;37;131600;6;24910;2;2000;2;1990;81;100180
30.08.2021 22:00;2;2000;2;1990;2;1980;2;2000;2;2000;3;3010;0;0;0;0;34;139370;10;43000;2;2000;2;2000;50;56950
30.08.2021 23:00;2;1990;2;2000;2;1990;2;2000;0;0;0;0;0;0;0;0;26;107060;1;2950;2;1990;2;2000;35;39110
31.08.2021 00:00;2;2000;2;2000;2;1990;2;2000;0;0;0;0;0;0;0;0;12;40940;0;0;2;2000;2;2000;15;13170
31.08.2021 01:00;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;3;10390;0;0;0;0;1;1000;6;6440
31.08.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3150
31.08.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4650;1;1320;0;0;0;0;3;2410
31.08.2021 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;3;9270;0;0;1;1000;0;0;6;3880
31.08.2021 05:00;3;3000;3;2980;3;3000;3;3000;0;0;0;0;0;0;0;0;22;92700;4;10560;3;3000;3;3000;28;34530
31.08.2021 06:00;4;3980;4;4000;4;3980;4;4000;0;0;3;3010;0;0;2;2020;53;358500;10;48563;4;3990;4;4000;51;67750
31.08.2021 07:00;6;6046;6;5980;6;5990;6;5990;32;32090;33;33200;0;0;2;2010;140;653582;57;271438;6;6000;6;6000;168;472989
31.08.2021 08:00;8;7990;8;7980;8;8000;8;7980;5;5020;17;17380;8;8080;8;8070;170;718478;45;220760;8;7990;8;7990;168;445178
31.08.2021 09:00;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
31.08.2021 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
