01.06.2020 00:00;Bel_A51_M2_638;Vwz_A51_M2_638;Bel_A55_M4_641;Vwz_A55_M4_641;Bel_D21;Vwz_D21;Bel_D22;Vwz_D22;Bel_D31;Vwz_D31;Bel_D32;Vwz_D32;Bel_D41;Vwz_D41;Bel_D42;Vwz_D42;Bel_D55;Vwz_D55;Bel_H51_M1_637;Vwz_H51_M1_637;Bel_H55_M3_640;Vwz_H55_M3_640;Bel_Schluessel_S51;Vwz_Schluessel_S51;Bel_Schluessel_S55;Vwz_Schluessel_S55;Bel_T1;Vwz_T1;Bel_T2;Vwz_T2;Bel_T5;Vwz_T5;Bel_T6;Vwz_T6;Bel_V51_M5_636;Vwz_V51_M5_636
30.03.2021 02:00;0;0;0;0;10;4320;4;960;0;0;0;0;8;5000;3;1510;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
30.03.2021 03:00;0;0;0;0;13;7030;8;4160;1;51830;0;0;10;5390;8;4190;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
30.03.2021 04:00;0;0;0;0;29;20640;16;9280;0;0;0;0;32;16150;19;7120;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
30.03.2021 05:00;2;2000;3;3000;174;114920;53;23200;0;0;2;72310;115;245169;39;95060;0;0;4;3990;3;3000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
30.03.2021 06:00;4;4000;4;3990;342;440758;48;162680;7;90023;13;147401;242;729799;41;43460;0;0;3;3000;4;4053;0;0;0;0;0;3600000;0;0;0;0;0;0;1;1450
30.03.2021 07:00;7;7000;7;7000;462;730478;70;401070;29;704500;42;746718;468;1185143;53;187090;0;0;7;7000;7;7000;0;0;0;0;0;3600000;0;0;0;0;0;0;11;19340
30.03.2021 08:00;8;8000;7;6990;442;827370;53;214990;42;821272;52;898793;457;1281004;68;165130;0;0;8;8000;7;6990;0;0;0;0;0;3600000;0;0;0;0;0;0;8;11500
30.03.2021 09:00;4;3990;4;3990;395;550758;66;193151;37;606422;39;742415;393;1086969;58;308843;0;0;4;3980;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;8;11520
30.03.2021 10:00;4;4000;4;4000;438;530640;38;41270;17;247359;39;482408;392;1169960;41;155944;0;0;4;4000;4;3980;0;0;0;0;0;3600000;0;0;0;0;0;0;3;4290
30.03.2021 11:00;5;4990;4;4000;399;585580;57;198870;28;545135;35;725781;439;1343038;77;241422;0;0;5;5000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;7;10030
30.03.2021 12:00;5;4980;5;4990;425;627496;48;231450;22;358765;34;415080;485;1335802;73;257847;0;0;6;6000;5;5000;0;0;0;0;0;3600000;0;0;0;0;0;0;12;27700
30.03.2021 13:00;8;8000;8;8000;419;769001;78;288250;52;791439;61;909428;506;1622401;61;286943;0;0;7;7000;8;7980;0;0;0;0;1;3481210;0;0;0;0;0;0;12;18780
30.03.2021 14:00;5;5000;6;5990;486;768271;81;242080;50;844076;59;860363;580;1648519;61;267420;0;0;5;4990;6;5990;0;0;0;0;0;3600000;0;0;0;0;0;0;14;30970
30.03.2021 15:00;4;4000;4;4000;480;624600;62;278700;56;854399;66;974165;628;1561079;89;462805;0;0;4;4000;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;19;35040
30.03.2021 16:00;4;4000;4;4000;464;597470;59;156660;45;824777;47;732540;645;1514467;72;279087;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;9;12990
30.03.2021 17:00;4;4000;4;3990;462;772857;71;225680;41;691871;55;1039153;607;1429615;78;198962;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;10;16840
30.03.2021 18:00;4;4000;4;4000;367;450520;47;129336;35;551985;40;766751;511;1223444;82;162010;0;0;4;3990;4;3980;0;0;0;0;0;3600000;0;0;0;0;0;0;17;36930
30.03.2021 19:00;5;4990;4;4000;250;255185;19;20000;23;405744;21;442510;332;894280;53;177900;0;0;5;5000;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;9;12830
30.03.2021 20:00;4;4000;4;3990;174;124150;28;18560;16;281453;22;410170;202;615013;38;82570;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;3;5280
30.03.2021 21:00;2;2000;2;2000;111;61610;30;11200;6;152440;7;221487;135;154580;32;15440;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;2;2840
30.03.2021 22:00;1;1000;2;1990;68;46296;17;6457;0;0;1;68790;102;57610;24;8210;0;0;1;1000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
30.03.2021 23:00;3;3000;2;1990;25;11680;5;20800;3;49013;1;41326;47;73250;12;4590;0;0;3;3000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
31.03.2021 00:00;0;0;1;1000;23;11840;20;10400;0;0;1;22880;32;20060;20;8310;0;0;0;0;1;990;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
31.03.2021 01:00;0;0;0;0;11;5120;4;1440;3;59258;0;0;6;6340;6;3120;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
31.03.2021 02:00;0;0;0;0;11;5760;8;3040;3;79350;0;0;8;5840;4;2680;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
31.03.2021 03:00;0;0;0;0;9;7840;6;5120;2;354531;0;0;7;3920;5;3220;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
31.03.2021 04:00;0;0;0;0;32;19040;19;21920;0;0;1;63190;24;11610;24;9840;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
31.03.2021 05:00;3;3000;3;3000;175;117656;51;22560;0;0;0;0;107;111050;45;19010;0;0;4;4000;3;3000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
31.03.2021 06:00;4;4000;4;3990;353;403367;39;83350;5;70720;11;329045;239;838087;42;47370;0;0;3;2990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;1;1450
31.03.2021 07:00;7;6990;6;5990;446;990398;90;575610;34;643222;53;1136749;437;1121191;61;170790;0;0;7;6970;6;6000;0;0;0;0;0;3600000;0;0;0;0;0;0;7;11940
31.03.2021 08:00;8;8000;8;8000;465;760333;114;311864;47;1003856;45;944040;473;1364376;61;95000;0;0;8;8000;8;7980;0;0;0;0;0;3600000;0;0;0;0;0;0;13;28360
31.03.2021 09:00;4;3990;4;3990;424;674385;59;155243;32;392560;43;747914;451;1168103;75;254935;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;13;19658
31.03.2021 10:00;5;4990;4;3980;404;458766;56;164686;26;377736;44;681281;405;1174250;60;213365;0;0;5;5000;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;8;12890
31.03.2021 11:00;4;4000;4;3990;403;535500;41;166673;33;555006;41;777850;424;1228891;59;268980;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;11;18820
31.03.2021 12:00;5;5000;5;5000;436;976754;49;185485;37;474978;38;674889;541;1563373;79;342135;0;0;5;4970;5;4990;0;0;0;0;0;3600000;0;0;0;0;0;0;8;12450
31.03.2021 13:00;8;8000;8;8000;434;1042165;64;233860;68;678105;56;988590;506;1473011;67;274320;0;0;8;7980;9;8990;0;0;0;0;0;3600000;0;0;0;0;0;0;12;19251
31.03.2021 14:00;4;3990;5;5000;428;728721;71;257445;57;726984;44;760728;548;1341044;80;263060;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;15;22740
31.03.2021 15:00;4;4000;5;4990;471;653414;75;337596;51;959404;62;958034;630;1644533;71;161554;0;0;4;4000;5;5000;0;0;0;0;0;3600000;0;0;0;0;0;0;22;35000
31.03.2021 16:00;4;4000;4;3990;463;543103;71;142620;41;498659;45;843801;595;1397494;82;193997;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;16;24860
31.03.2021 17:00;4;3990;4;4000;469;623274;55;162690;45;759850;61;895620;569;1308945;84;183850;0;0;5;5000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;17;26270
31.03.2021 18:00;4;4000;4;3970;371;484205;49;117146;25;507285;29;608690;516;1286960;97;194160;0;0;3;3000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;18;25640
31.03.2021 19:00;5;4990;4;3990;254;260640;40;70390;14;370331;21;603329;355;907606;62;110560;0;0;5;5000;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;8;11430
31.03.2021 20:00;4;3990;4;4000;195;173539;30;23520;13;234262;25;551112;222;874027;57;110270;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;5;7100
31.03.2021 21:00;2;2000;2;2000;137;103860;35;65270;8;16310;7;178550;160;242690;51;60910;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;3;4280
31.03.2021 22:00;2;2000;2;2000;68;35200;17;5920;3;112470;3;34870;113;188116;26;9000;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;2;2850
31.03.2021 23:00;2;2000;2;1990;49;26720;16;5920;0;0;2;43680;43;51820;18;7700;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
01.04.2021 00:00;0;0;1;1000;22;11680;10;5120;0;0;2;38924;35;27890;16;8140;0;0;0;0;1;1000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
01.04.2021 01:00;0;0;0;0;19;10240;10;3040;2;9760;0;0;14;8240;11;4460;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
01.04.2021 02:00;0;0;0;0;10;5760;4;1120;0;0;0;0;11;5460;5;2590;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
01.04.2021 03:00;0;0;0;0;16;8480;11;5600;3;56310;0;0;10;5830;9;3660;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
01.04.2021 04:00;0;0;0;0;42;28028;20;15200;0;0;0;0;25;12600;18;10370;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
01.04.2021 05:00;3;2990;3;3000;173;101270;48;23840;1;17110;0;0;105;104080;37;15510;0;0;3;3000;3;3000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
01.04.2021 06:00;4;3990;4;4000;345;445737;42;45174;4;55259;10;252920;216;559277;32;29490;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
01.04.2021 07:00;7;6990;6;5990;461;747474;71;400719;36;599650;50;984505;427;1194459;60;327650;0;0;7;6970;6;5990;0;0;0;0;0;3600000;0;0;0;0;0;0;5;7200
01.04.2021 08:00;8;7990;8;8000;428;564974;54;252558;32;621753;53;1083304;421;1268328;76;91194;0;0;8;8053;8;7980;0;0;0;0;0;3600000;0;0;0;0;0;0;5;9040
01.04.2021 09:00;4;4000;4;4000;429;638041;52;174498;37;395592;36;571620;449;1269941;51;272524;0;0;4;4000;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;6;10810
01.04.2021 10:00;4;4000;4;4000;408;599552;45;269050;49;644330;53;787310;420;1184335;65;350316;0;0;4;4000;4;3980;0;0;0;0;0;3600000;0;0;0;0;0;0;11;15800
01.04.2021 11:00;4;4000;4;4000;428;515800;60;165880;34;552835;47;704285;477;1272808;51;245955;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;5;7160
01.04.2021 12:00;5;5000;5;4980;441;775237;43;117600;36;479751;37;783440;539;1465280;63;354846;0;0;5;4990;5;4980;0;0;0;0;0;3600000;0;0;0;0;0;0;12;17190
01.04.2021 13:00;8;7990;8;7990;484;886920;47;154771;30;601841;48;814433;530;1731540;58;250381;0;0;8;7990;9;8990;0;0;0;0;0;3600000;0;0;0;0;0;0;7;12120
01.04.2021 14:00;5;4990;6;6000;482;927969;65;232825;47;466640;51;885990;601;1579877;69;293420;0;0;5;5054;5;5000;0;0;0;0;0;3600000;0;0;0;0;0;0;5;7610
01.04.2021 15:00;4;4000;4;4000;495;936030;69;207350;57;1140081;57;1054649;613;1596529;82;259937;0;0;4;3990;4;3980;0;0;0;0;0;3600000;0;0;0;0;0;0;15;23430
01.04.2021 16:00;4;3990;4;4000;467;737255;61;183955;30;448978;44;838317;604;1433935;78;191270;0;0;4;3990;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;10;15990
01.04.2021 17:00;4;4000;4;4000;454;704838;60;127544;35;417255;45;785134;570;1396551;94;264500;0;0;4;3980;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;8;13710
01.04.2021 18:00;4;3980;4;4000;380;507477;65;100320;36;706414;39;762635;506;1238024;77;236123;0;0;4;3990;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;12;21580
01.04.2021 19:00;5;5000;4;3990;245;205659;34;51249;29;354392;29;576446;344;804886;78;179580;0;0;5;5000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;6;25560
01.04.2021 20:00;4;3990;4;4000;208;180620;28;45910;8;214200;8;191048;303;784460;56;83650;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
01.04.2021 21:00;1;990;2;2000;142;82720;27;8960;12;109327;11;169625;168;221100;42;19100;0;0;1;1000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;2;2860
01.04.2021 22:00;2;2000;2;1990;87;43850;24;8320;7;176130;3;60310;102;156960;28;40030;0;0;3;2570;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
01.04.2021 23:00;3;3000;2;2000;53;27850;12;3520;1;31510;7;75990;57;42660;13;3480;0;0;2;2420;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
02.04.2021 00:00;0;0;1;990;39;20630;13;3680;0;0;3;80046;45;26740;21;7690;0;0;0;0;1;1000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
02.04.2021 01:00;0;0;0;0;26;12000;15;6560;1;19670;1;15840;22;13670;14;5730;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
02.04.2021 02:00;0;0;0;0;9;4800;8;2818;4;2880;0;0;12;6260;11;3240;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
02.04.2021 03:00;0;0;0;0;7;3200;1;320;0;0;0;0;7;3920;3;1240;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
02.04.2021 04:00;1;1000;0;0;18;12160;14;9110;0;0;0;0;22;11575;16;5780;0;0;1;1000;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
02.04.2021 05:00;2;2000;2;1990;43;23094;16;5440;2;23200;0;0;26;38040;12;2490;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
02.04.2021 06:00;2;2000;2;2000;40;21760;7;3040;2;32640;3;70550;36;64990;11;5730;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
02.04.2021 07:00;2;2000;2;1990;41;25280;10;22240;3;32000;3;71200;44;216960;8;37890;0;0;2;1990;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
02.04.2021 08:00;2;1990;2;2000;77;50080;12;26240;2;71030;3;180140;59;267674;14;36340;0;0;2;2000;2;1990;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
02.04.2021 09:00;2;2000;2;1990;133;96160;24;105760;6;234830;13;227283;144;450702;19;19940;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;3;4340
02.04.2021 10:00;2;2000;2;2000;157;121994;23;42560;15;191830;13;134080;208;666285;34;34230;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;2;3320
02.04.2021 11:00;2;2000;2;2000;227;234919;21;82380;10;83670;20;471560;250;760472;39;68790;0;0;2;1990;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;4;5730
02.04.2021 12:00;2;2000;2;2000;255;267885;42;33600;6;149390;14;332740;264;787055;43;110539;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;6;10690
02.04.2021 13:00;4;4000;4;3990;283;243520;33;34080;6;124819;18;481790;327;890219;45;81410;0;0;4;3990;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;5;8253
02.04.2021 14:00;4;3980;4;4000;254;181750;39;51680;14;505204;13;325464;358;795835;48;44870;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;6;8730
02.04.2021 15:00;4;4000;4;4000;277;248685;41;76470;14;364919;21;647067;347;873342;43;47290;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;13;19710
02.04.2021 16:00;4;3980;4;3990;257;195670;33;94363;17;351708;20;504957;272;801415;45;97565;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;15;23590
02.04.2021 17:00;4;3990;4;4000;292;322751;38;103398;21;211844;24;435504;316;1012460;42;101730;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;7;12160
02.04.2021 18:00;4;3980;4;4000;264;219490;38;57110;26;407801;14;333230;274;842677;53;330400;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;4;8950
02.04.2021 19:00;4;4000;4;4000;214;139660;23;95621;8;123830;9;247250;229;741372;52;91760;0;0;4;3990;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;4;5720
02.04.2021 20:00;2;2000;2;1990;169;136320;27;11840;5;4160;10;254315;171;414445;30;24020;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;3;5340
02.04.2021 21:00;2;2000;2;2000;105;57338;20;7680;3;141474;2;38870;119;165378;29;57810;0;0;2;2000;2;2058;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
02.04.2021 22:00;2;1990;2;2000;64;33440;18;41280;4;141900;5;202264;82;107750;35;17970;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
02.04.2021 23:00;2;1990;2;2000;41;20320;13;4209;1;49802;3;88681;51;101062;20;6340;0;0;2;2000;2;1990;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
03.04.2021 00:00;1;1000;2;2000;35;17280;20;6880;4;44630;3;70274;39;47850;18;6260;0;0;1;1000;2;1990;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
03.04.2021 01:00;0;0;0;0;24;11360;11;4160;2;143718;0;0;32;22640;11;6520;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
03.04.2021 02:00;0;0;0;0;14;6400;6;2880;1;18400;0;0;14;9280;7;4200;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
03.04.2021 03:00;0;0;0;0;12;7200;7;3360;1;23040;0;0;16;8350;8;2500;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
03.04.2021 04:00;3;2980;2;2000;21;13760;8;6880;0;0;0;0;20;12170;16;7670;0;0;3;3000;2;1990;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
03.04.2021 05:00;4;4000;5;5000;46;28000;19;12704;2;67340;1;36630;32;42480;15;9310;0;0;4;3990;5;5064;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
03.04.2021 06:00;5;4990;3;2990;70;39040;21;7360;0;0;1;19360;56;116505;15;6970;0;0;5;5000;5;5000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
03.04.2021 07:00;6;6000;7;6990;108;56970;22;9440;9;191520;9;261936;81;104290;23;41540;0;0;6;5990;6;6000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
03.04.2021 08:00;6;6000;6;6000;196;133231;27;10880;9;207629;14;324836;172;436455;38;47350;0;0;6;6000;6;5980;0;0;0;0;0;3600000;0;0;0;0;0;0;4;6680
03.04.2021 09:00;6;6000;5;4990;252;278820;27;59680;7;57968;23;355498;266;935923;52;162680;0;0;6;6000;6;6000;0;0;0;0;0;3600000;0;0;0;0;0;0;2;2900
03.04.2021 10:00;6;6000;7;7000;320;356544;26;49110;18;365720;21;358905;349;1181487;66;182660;0;0;6;5980;6;5990;0;0;0;0;0;3600000;0;0;0;0;0;0;7;10090
03.04.2021 11:00;6;5990;6;5990;373;511006;42;68960;10;170756;20;375095;384;1178828;82;374260;0;0;6;5990;6;6000;0;0;0;0;0;3600000;0;0;0;0;0;0;6;8660
03.04.2021 12:00;6;5980;6;5980;400;479613;40;132940;25;290256;39;527148;422;1310381;68;249219;0;0;6;5990;6;6000;0;0;0;0;0;3600000;0;0;0;0;0;0;4;5720
03.04.2021 13:00;6;5990;5;5000;373;433770;35;38560;14;149305;22;367345;466;1208453;75;187211;0;0;6;6000;6;6000;0;0;0;0;0;3600000;0;0;0;0;0;0;5;7180
03.04.2021 14:00;6;6000;6;6000;353;389917;47;120324;16;202625;17;108160;476;1424926;73;292779;0;0;6;6000;5;5000;0;0;0;0;0;3600000;0;0;0;0;0;0;7;17840
03.04.2021 15:00;6;5990;7;6980;297;310620;36;82758;14;159035;22;402946;403;1075944;79;256079;0;0;6;5990;7;7000;0;0;0;0;0;3600000;0;0;0;0;0;0;4;5770
03.04.2021 16:00;6;6000;5;4990;292;323862;47;87520;14;176013;26;370455;330;1116510;60;207780;0;0;6;5990;6;5990;0;0;0;0;0;3600000;0;0;0;0;0;0;8;11550
03.04.2021 17:00;6;6000;7;6990;326;359235;39;109920;12;175990;14;245660;351;1180422;55;286488;0;0;6;6000;6;5990;0;0;0;0;0;3600000;0;0;0;0;0;0;3;4340
03.04.2021 18:00;6;6000;6;6000;283;250959;27;35190;16;194560;12;147840;303;1045823;50;199658;0;0;6;5990;6;5990;0;0;0;0;0;3600000;0;0;0;0;0;0;7;10120
03.04.2021 19:00;6;6000;6;6000;198;169300;21;10880;9;215170;16;258030;224;926159;42;177240;0;0;6;5980;6;6000;0;0;0;0;0;3600000;0;0;0;0;0;0;7;10900
03.04.2021 20:00;5;4980;4;4000;142;88760;31;15680;12;265570;6;190411;197;389936;43;127180;0;0;5;4990;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;1;1450
03.04.2021 21:00;2;2000;2;2000;108;64310;29;11360;2;67340;4;123340;154;219740;37;30840;0;0;2;2000;2;1990;0;0;0;0;0;3600000;0;0;0;0;0;0;5;8110
03.04.2021 22:00;2;2000;2;2000;80;44237;20;11040;4;163233;7;194840;95;157010;20;24380;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
03.04.2021 23:00;1;1000;2;2000;42;23360;13;6080;3;76640;5;147307;69;124687;20;9490;0;0;1;1000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;1;2640
04.04.2021 00:00;2;2000;2;2000;49;23520;15;4480;2;12160;1;35360;37;22705;15;6890;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
04.04.2021 01:00;0;0;0;0;25;11680;10;3200;0;0;2;80310;28;20820;15;10630;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
04.04.2021 02:00;0;0;0;0;9;4640;5;2560;0;0;1;50070;13;6960;6;1790;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
04.04.2021 03:00;0;0;0;0;14;7840;8;3200;0;0;0;0;12;6340;5;2320;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
04.04.2021 04:00;1;1000;0;0;9;7200;5;4320;0;0;0;0;9;4560;6;3300;0;0;1;1000;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
04.04.2021 05:00;2;2000;2;2000;26;14560;9;3680;0;0;0;0;25;11810;12;4380;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
04.04.2021 06:00;2;2000;2;2000;43;23830;11;6560;2;44950;0;0;40;21656;14;5650;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
04.04.2021 07:00;2;1990;2;2000;30;15840;10;4640;1;24470;3;164290;40;23340;17;5970;0;0;2;1990;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
04.04.2021 08:00;2;2000;2;2000;62;35670;15;7360;1;38560;7;256993;75;148090;23;45580;0;0;2;2000;2;1990;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
04.04.2021 09:00;2;2000;2;2000;113;60683;23;40160;4;40857;10;313331;160;278626;33;13500;0;0;2;2000;2;1990;0;0;0;0;0;3600000;0;0;0;0;0;0;1;1450
04.04.2021 10:00;2;2051;2;2000;194;126240;29;12490;14;283960;13;338430;243;448741;26;30110;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;6;8620
04.04.2021 11:00;2;2000;2;2000;235;186895;38;46390;16;321333;17;490950;308;573780;41;37420;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;8;12460
04.04.2021 12:00;2;2000;2;1990;271;209870;49;88359;16;374727;19;391001;373;676612;59;52240;0;0;2;1990;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;5;7190
04.04.2021 13:00;4;3990;4;4000;274;240411;50;59830;12;308621;7;130360;365;705512;56;140000;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;12;17280
04.04.2021 14:00;4;3990;4;3990;288;218840;57;56852;19;399519;20;426604;344;700574;60;61000;0;0;4;3990;4;3980;0;0;0;0;0;3600000;0;0;0;0;0;0;8;11520
04.04.2021 15:00;4;4000;4;3990;288;255650;49;85100;7;103510;17;418575;314;551037;68;105860;0;0;4;4000;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;10;20420
04.04.2021 16:00;4;3980;4;3990;300;267876;39;21600;8;248953;17;352740;263;518423;47;63660;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;5;7180
04.04.2021 17:00;4;3990;4;4000;362;338230;50;51510;19;310756;17;489904;311;647185;52;91680;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;11;20360
04.04.2021 18:00;4;3990;4;4000;293;272280;33;44790;14;203824;11;238530;327;549320;63;120450;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;9;12920
04.04.2021 19:00;4;4000;4;4000;231;174766;29;21810;12;190745;10;182984;193;469470;51;178720;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;6;8610
04.04.2021 20:00;1;1000;2;2000;176;99670;33;15200;12;172300;6;157250;175;317220;39;66640;0;0;1;1000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;1;1430
04.04.2021 21:00;3;3000;2;1990;129;68790;31;12000;4;113910;8;149100;141;198643;28;15150;0;0;3;3000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
04.04.2021 22:00;2;2000;2;2000;69;37280;15;5920;3;2080;5;100140;88;115180;28;13850;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
04.04.2021 23:00;2;2000;2;2000;28;15360;7;1760;1;17760;1;34126;60;39690;21;7780;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;1;1430
05.04.2021 00:00;1;1000;2;2000;22;9760;11;5440;1;48950;3;115670;47;48320;22;32655;0;0;1;1000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
