01.06.2020 00:00;Bel_TF35;Vwz_TF35;Bel_TF35a;Vwz_TF35a;Bel_TF36;Vwz_TF36;Bel_TF36a;Vwz_TF36a
22.03.2021 12:00;0;0;41;7200;15;1200;0;0
22.03.2021 13:00;0;0;16;1800;10;1800;0;0
22.03.2021 14:00;0;0;12;1800;11;0;2;0
22.03.2021 15:00;0;0;6;600;11;600;0;0
22.03.2021 16:00;0;0;1;0;9;1200;4;600
22.03.2021 17:00;0;0;11;600;2;1800;0;0
22.03.2021 18:00;0;0;13;3000;11;3600;0;0
22.03.2021 19:00;0;0;9;1800;0;0;0;0
22.03.2021 20:00;0;0;0;0;2;600;0;0
22.03.2021 21:00;0;0;2;600;0;0;0;0
22.03.2021 22:00;0;0;0;0;0;0;0;0
22.03.2021 23:00;0;0;0;0;0;0;0;0
23.03.2021 00:00;0;0;0;0;0;0;0;0
23.03.2021 01:00;0;0;0;0;0;0;0;0
23.03.2021 02:00;0;0;0;0;0;0;0;0
23.03.2021 03:00;0;0;0;0;0;0;0;0
23.03.2021 04:00;0;0;0;0;0;0;0;0
23.03.2021 05:00;0;0;0;0;0;0;0;0
23.03.2021 06:00;0;0;3;1200;0;0;0;0
23.03.2021 07:00;3;600;21;7200;95;9600;0;0
23.03.2021 08:00;0;0;14;3600;31;3000;1;0
23.03.2021 09:00;0;0;1;0;4;1200;0;0
23.03.2021 10:00;1;0;2;600;3;600;0;0
23.03.2021 11:00;0;0;13;600;11;4800;2;0
23.03.2021 12:00;0;0;57;10800;32;4200;0;0
23.03.2021 13:00;0;0;25;5400;10;600;0;0
23.03.2021 14:00;0;0;17;10200;23;6000;0;0
23.03.2021 15:00;0;0;16;3600;16;600;1;0
23.03.2021 16:00;1;0;4;1200;12;3600;0;0
23.03.2021 17:00;0;0;4;600;4;0;0;0
23.03.2021 18:00;0;0;6;1800;15;1800;0;0
23.03.2021 19:00;0;0;1;0;4;0;0;0
23.03.2021 20:00;0;0;4;0;26;6000;0;0
23.03.2021 21:00;0;0;0;0;6;600;0;0
23.03.2021 22:00;0;0;0;0;0;0;0;0
23.03.2021 23:00;0;0;0;0;0;0;0;0
24.03.2021 00:00;0;0;0;0;0;0;0;0
24.03.2021 01:00;0;0;0;0;0;0;0;0
24.03.2021 02:00;0;0;0;0;0;0;0;0
24.03.2021 03:00;0;0;0;0;0;0;0;0
24.03.2021 04:00;0;0;0;0;0;0;0;0
24.03.2021 05:00;0;0;0;0;0;0;0;0
24.03.2021 06:00;0;0;0;0;0;0;0;0
24.03.2021 07:00;0;0;5;1200;66;6600;0;0
24.03.2021 08:00;1;0;37;12600;14;600;0;0
24.03.2021 09:00;0;0;8;1800;7;600;0;0
24.03.2021 10:00;1;0;8;2400;9;1200;0;0
24.03.2021 11:00;0;0;3;0;22;3000;0;0
24.03.2021 12:00;0;0;28;7800;54;9600;5;1200
24.03.2021 13:00;0;0;11;2400;15;2400;5;600
24.03.2021 14:00;2;600;13;3600;28;12000;0;0
24.03.2021 15:00;1;0;6;0;21;5400;1;0
24.03.2021 16:00;0;0;13;3600;55;8400;4;3600
24.03.2021 17:00;0;0;19;1800;8;600;1;600
24.03.2021 18:00;1;0;3;0;23;1800;0;0
24.03.2021 19:00;0;0;4;600;1;0;0;0
24.03.2021 20:00;0;0;0;0;1;0;0;0
24.03.2021 21:00;0;0;0;0;2;600;0;0
24.03.2021 22:00;0;0;3;600;0;0;0;0
24.03.2021 23:00;0;0;6;1200;0;0;0;0
25.03.2021 00:00;0;0;0;0;0;0;0;0
25.03.2021 01:00;0;0;0;0;0;0;0;0
25.03.2021 02:00;0;0;0;0;0;0;0;0
25.03.2021 03:00;0;0;0;0;0;0;0;0
25.03.2021 04:00;0;0;0;0;0;0;0;0
25.03.2021 05:00;0;0;0;0;0;0;0;0
25.03.2021 06:00;0;0;3;0;1;0;0;0
25.03.2021 07:00;1;0;12;3000;39;6000;2;0
25.03.2021 08:00;0;0;6;0;10;0;4;1800
25.03.2021 09:00;0;0;1;0;6;0;0;0
25.03.2021 10:00;0;0;4;0;3;0;0;0
25.03.2021 11:00;0;0;11;1800;11;1200;0;0
25.03.2021 12:00;0;0;120;32400;11;600;0;0
25.03.2021 13:00;0;0;17;1800;10;600;1;0
25.03.2021 14:00;2;0;32;4200;39;6000;1;0
25.03.2021 15:00;0;0;18;1800;20;1200;0;0
25.03.2021 16:00;0;0;5;1200;19;1800;1;0
25.03.2021 17:00;0;0;11;2400;29;4200;2;0
25.03.2021 18:00;0;0;2;0;14;1200;0;0
25.03.2021 19:00;0;0;6;0;1;0;0;0
25.03.2021 20:00;3;0;0;0;3;600;0;0
25.03.2021 21:00;0;0;0;0;2;0;0;0
25.03.2021 22:00;0;0;8;600;0;0;0;0
25.03.2021 23:00;0;0;0;0;0;0;0;0
26.03.2021 00:00;0;0;0;0;0;0;0;0
26.03.2021 01:00;0;0;0;0;0;0;0;0
26.03.2021 02:00;0;0;0;0;0;0;0;0
26.03.2021 03:00;0;0;0;0;0;0;0;0
26.03.2021 04:00;0;0;0;0;0;0;0;0
26.03.2021 05:00;0;0;0;0;0;0;0;0
26.03.2021 06:00;0;0;4;0;0;0;0;0
26.03.2021 07:00;5;0;2;0;50;9600;0;0
26.03.2021 08:00;0;0;40;4200;37;4200;0;0
26.03.2021 09:00;7;7200;10;10200;12;2400;0;0
26.03.2021 10:00;0;0;3;600;1;0;1;600
26.03.2021 11:00;0;0;0;0;2;600;0;0
26.03.2021 12:00;0;0;69;11400;10;600;0;0
26.03.2021 13:00;0;0;17;600;15;0;1;0
26.03.2021 14:00;2;1200;5;1800;28;1200;0;0
26.03.2021 15:00;2;0;18;3000;37;7800;0;0
26.03.2021 16:00;0;0;25;9600;28;7200;7;600
26.03.2021 17:00;0;0;33;8400;11;600;0;0
26.03.2021 18:00;1;0;1;0;4;0;0;0
26.03.2021 19:00;0;0;1;0;1;0;0;0
26.03.2021 20:00;0;0;2;0;0;0;0;0
26.03.2021 21:00;0;0;1;0;0;0;0;0
26.03.2021 22:00;0;0;0;0;0;0;0;0
26.03.2021 23:00;0;0;0;0;0;0;0;0
27.03.2021 00:00;0;0;0;0;0;0;0;0
27.03.2021 01:00;0;0;11;1200;0;0;0;0
27.03.2021 02:00;0;0;0;0;0;0;0;0
27.03.2021 03:00;0;0;0;0;0;0;0;0
27.03.2021 04:00;0;0;0;0;0;0;0;0
27.03.2021 05:00;0;0;0;0;0;0;0;0
27.03.2021 06:00;0;0;0;0;0;0;0;0
27.03.2021 07:00;0;0;3;1800;1;0;0;0
27.03.2021 08:00;0;0;0;0;2;0;0;0
27.03.2021 09:00;3;600;2;600;2;1200;0;0
27.03.2021 10:00;0;0;0;0;5;3600;0;0
27.03.2021 11:00;0;0;1;0;10;600;0;0
27.03.2021 12:00;0;0;1;0;0;0;0;0
27.03.2021 13:00;0;0;26;1200;5;600;0;0
27.03.2021 14:00;3;600;1;0;24;7200;3;0
27.03.2021 15:00;0;0;5;600;7;0;1;0
27.03.2021 16:00;0;0;4;600;5;3000;0;0
27.03.2021 17:00;0;0;8;3000;19;5400;5;1800
27.03.2021 18:00;0;0;9;600;5;0;0;0
27.03.2021 19:00;2;0;3;0;0;0;0;0
27.03.2021 20:00;3;1200;3;0;0;0;0;0
27.03.2021 21:00;0;0;0;0;3;0;0;0
27.03.2021 22:00;1;2400;0;0;13;1800;0;0
27.03.2021 23:00;0;0;0;0;0;0;0;0
28.03.2021 00:00;0;0;0;0;0;0;0;0
28.03.2021 01:00;0;0;0;0;0;0;0;0
28.03.2021 03:00;-1;-1;-1;-1;-1;-1;-1;-1
28.03.2021 04:00;0;0;0;0;0;0;0;0
28.03.2021 05:00;0;0;0;0;0;0;0;0
28.03.2021 06:00;0;0;0;0;0;0;0;0
28.03.2021 07:00;0;0;0;0;0;0;0;0
28.03.2021 08:00;0;0;1;1800;0;0;0;0
28.03.2021 09:00;0;0;0;0;0;0;0;0
28.03.2021 10:00;0;0;1;600;4;600;0;0
28.03.2021 11:00;0;0;5;1200;6;600;0;0
28.03.2021 12:00;0;0;1;0;10;2400;0;0
28.03.2021 13:00;0;0;9;2400;4;0;0;0
28.03.2021 14:00;1;0;5;0;98;13200;0;0
28.03.2021 15:00;0;0;22;6000;14;3600;0;0
28.03.2021 16:00;0;0;27;3000;82;10200;0;0
28.03.2021 17:00;0;0;12;600;5;3600;0;0
28.03.2021 18:00;0;0;1;0;1;0;0;0
28.03.2021 19:00;0;0;2;0;10;3600;0;0
28.03.2021 20:00;0;0;3;600;2;0;0;0
28.03.2021 21:00;0;0;0;0;4;0;0;0
28.03.2021 22:00;0;0;0;0;0;0;0;0
28.03.2021 23:00;0;0;0;0;0;0;0;0
29.03.2021 00:00;0;0;0;0;0;0;0;0
29.03.2021 01:00;0;0;0;0;0;0;0;0
29.03.2021 02:00;0;0;0;0;0;0;0;0
29.03.2021 03:00;0;0;0;0;0;0;0;0
29.03.2021 04:00;0;0;0;0;0;0;0;0
29.03.2021 05:00;0;0;0;0;2;0;0;0
29.03.2021 06:00;0;0;0;0;3;0;0;0
29.03.2021 07:00;30;6600;7;1200;54;11400;0;0
29.03.2021 08:00;3;600;6;2400;51;8400;0;0
29.03.2021 09:00;0;0;4;3600;8;1200;0;0
29.03.2021 10:00;3;600;1;0;6;0;0;0
29.03.2021 11:00;0;0;9;3600;4;0;0;0
29.03.2021 12:00;1;0;20;4200;15;3000;0;0
29.03.2021 13:00;0;0;48;4800;11;600;2;0
29.03.2021 14:00;0;0;19;10800;34;7800;1;0
29.03.2021 15:00;0;0;14;1200;54;9000;0;0
29.03.2021 16:00;0;0;8;4200;88;9600;0;0
29.03.2021 17:00;0;0;12;600;18;4200;4;0
29.03.2021 18:00;0;0;43;6600;47;7800;0;0
29.03.2021 19:00;1;0;15;4200;7;0;0;0
29.03.2021 20:00;0;0;1;0;8;0;0;0
29.03.2021 21:00;1;600;0;0;1;0;0;0
29.03.2021 22:00;0;0;0;0;1;0;0;0
29.03.2021 23:00;0;0;0;0;0;0;0;0
30.03.2021 00:00;0;0;0;0;0;0;0;0
30.03.2021 01:00;0;0;0;0;0;0;0;0
30.03.2021 02:00;0;0;0;0;0;0;0;0
30.03.2021 03:00;0;0;0;0;0;0;0;0
30.03.2021 04:00;0;0;0;0;0;0;0;0
30.03.2021 05:00;0;0;0;0;0;0;0;0
30.03.2021 06:00;0;0;0;0;1;0;0;0
30.03.2021 07:00;1;1200;7;1800;74;9600;1;0
30.03.2021 08:00;0;0;8;1200;14;1200;0;0
30.03.2021 09:00;1;0;4;600;40;7800;5;1200
30.03.2021 10:00;0;0;11;2400;0;0;0;0
30.03.2021 11:00;0;0;1;0;13;3600;0;0
30.03.2021 12:00;8;1800;52;10800;46;10200;0;0
30.03.2021 13:00;0;0;15;2400;21;3600;0;0
30.03.2021 14:00;1;0;30;4800;37;4800;0;0
30.03.2021 15:00;7;2400;14;1200;58;7800;2;0
30.03.2021 16:00;4;1200;3;8400;23;3600;2;0
30.03.2021 17:00;0;0;45;15600;26;12000;1;0
30.03.2021 18:00;0;0;2;600;12;2400;1;0
30.03.2021 19:00;2;0;11;600;2;600;2;600
30.03.2021 20:00;0;0;6;0;14;1800;0;0
30.03.2021 21:00;0;0;0;0;0;0;0;0
30.03.2021 22:00;0;0;5;600;0;0;0;0
30.03.2021 23:00;0;0;0;0;0;0;0;0
31.03.2021 00:00;0;0;0;0;0;0;0;0
31.03.2021 01:00;0;0;0;0;0;0;0;0
31.03.2021 02:00;0;0;0;0;0;0;0;0
31.03.2021 03:00;0;0;0;0;0;0;0;0
31.03.2021 04:00;0;0;0;0;0;0;0;0
31.03.2021 05:00;0;0;0;0;1;0;0;0
31.03.2021 06:00;0;0;0;0;0;0;0;0
31.03.2021 07:00;8;9000;0;0;73;7200;0;0
31.03.2021 08:00;2;600;25;7200;10;600;0;0
31.03.2021 09:00;6;600;6;2400;7;600;0;0
31.03.2021 10:00;0;0;6;3600;14;3000;0;0
31.03.2021 11:00;0;0;1;0;24;1800;0;0
31.03.2021 12:00;0;0;45;15600;44;13200;0;0
31.03.2021 13:00;0;0;15;4800;17;4200;0;0
31.03.2021 14:00;21;2400;29;6600;25;3600;0;0
31.03.2021 15:00;0;0;14;5400;23;3000;4;1200
31.03.2021 16:00;0;0;16;4800;8;1200;0;0
31.03.2021 17:00;12;11400;9;3600;29;5400;0;0
31.03.2021 18:00;0;0;16;18600;3;0;0;0
31.03.2021 19:00;0;0;6;600;6;0;0;0
31.03.2021 20:00;0;0;5;600;10;600;1;0
31.03.2021 21:00;0;0;0;0;0;0;0;0
31.03.2021 22:00;0;0;4;0;0;0;0;0
31.03.2021 23:00;0;0;0;0;0;0;0;0
01.04.2021 00:00;0;0;0;0;0;0;0;0
01.04.2021 01:00;0;0;0;0;0;0;0;0
01.04.2021 02:00;0;0;0;0;0;0;0;0
01.04.2021 03:00;0;0;0;0;0;0;0;0
01.04.2021 04:00;0;0;0;0;0;0;0;0
01.04.2021 05:00;0;0;0;0;3;0;0;0
01.04.2021 06:00;0;0;4;0;0;0;0;0
01.04.2021 07:00;1;0;6;1200;36;6600;0;0
01.04.2021 08:00;108;17400;20;8400;10;1200;1;0
01.04.2021 09:00;9;600;2;600;3;0;0;0
01.04.2021 10:00;0;0;72;16800;16;1200;1;0
01.04.2021 11:00;0;0;8;3000;8;4800;0;0
01.04.2021 12:00;1;0;21;6000;20;1800;5;600
01.04.2021 13:00;2;0;7;1200;32;4200;3;600
01.04.2021 14:00;0;0;17;3600;59;13200;0;0
01.04.2021 15:00;2;0;12;6000;8;2400;0;0
01.04.2021 16:00;0;0;17;2400;60;13200;1;0
01.04.2021 17:00;0;0;12;4200;5;0;0;0
01.04.2021 18:00;2;0;6;7200;23;4200;4;0
01.04.2021 19:00;0;0;11;2400;14;1800;0;0
01.04.2021 20:00;0;0;0;0;5;1200;0;0
01.04.2021 21:00;0;0;0;0;8;1200;0;0
01.04.2021 22:00;0;0;0;0;0;0;0;0
01.04.2021 23:00;0;0;0;0;0;0;0;0
02.04.2021 00:00;0;0;0;0;0;0;0;0
02.04.2021 01:00;0;0;0;0;0;0;0;0
02.04.2021 02:00;0;0;0;0;0;0;0;0
02.04.2021 03:00;0;0;0;0;0;0;0;0
02.04.2021 04:00;0;0;0;0;0;0;0;0
02.04.2021 05:00;0;0;0;0;0;0;0;0
02.04.2021 06:00;0;0;0;0;0;0;0;0
02.04.2021 07:00;0;0;0;0;2;0;0;0
02.04.2021 08:00;0;0;0;0;0;0;0;0
02.04.2021 09:00;0;0;0;0;7;1200;0;0
02.04.2021 10:00;0;0;7;2400;4;0;0;0
02.04.2021 11:00;0;0;0;0;1;0;3;600
02.04.2021 12:00;0;0;2;600;7;1200;0;0
02.04.2021 13:00;0;0;4;1200;3;0;0;0
02.04.2021 14:00;0;0;10;1800;6;600;0;0
02.04.2021 15:00;0;0;17;4200;25;5400;3;600
02.04.2021 16:00;1;0;8;3000;3;1200;0;0
02.04.2021 17:00;1;0;14;6600;16;5400;0;0
02.04.2021 18:00;0;0;13;1800;10;1800;0;0
02.04.2021 19:00;1;0;2;0;11;600;3;0
02.04.2021 20:00;0;0;4;600;8;1800;0;0
02.04.2021 21:00;0;0;0;0;0;0;0;0
02.04.2021 22:00;0;0;0;0;1;0;0;0
02.04.2021 23:00;0;0;0;0;0;0;0;0
03.04.2021 00:00;0;0;0;0;0;0;0;0
03.04.2021 01:00;0;0;0;0;0;0;0;0
03.04.2021 02:00;0;0;0;0;0;0;0;0
03.04.2021 03:00;0;0;0;0;0;0;0;0
03.04.2021 04:00;0;0;0;0;0;0;0;0
03.04.2021 05:00;0;0;0;0;0;0;0;0
03.04.2021 06:00;0;0;0;0;4;600;0;0
03.04.2021 07:00;0;0;1;1800;0;0;0;0
03.04.2021 08:00;0;0;3;0;2;0;0;0
03.04.2021 09:00;0;0;16;3000;10;4800;0;0
03.04.2021 10:00;0;0;20;4200;11;2400;0;0
03.04.2021 11:00;0;0;3;1200;6;0;0;0
03.04.2021 12:00;0;0;5;0;7;1200;0;0
03.04.2021 13:00;0;0;4;0;2;600;0;0
03.04.2021 14:00;0;0;5;1200;15;600;0;0
03.04.2021 15:00;0;0;15;7800;15;3600;5;3600
03.04.2021 16:00;0;0;12;1800;1;0;0;0
03.04.2021 17:00;0;0;20;7200;8;1800;0;0
03.04.2021 18:00;0;0;1;0;2;0;0;0
03.04.2021 19:00;0;0;9;6000;7;600;0;0
03.04.2021 20:00;0;0;4;0;0;0;0;0
03.04.2021 21:00;0;0;0;0;0;0;0;0
03.04.2021 22:00;0;0;0;0;7;0;0;0
03.04.2021 23:00;0;0;0;0;5;1200;0;0
04.04.2021 00:00;0;0;2;1200;0;0;0;0
04.04.2021 01:00;0;0;0;0;0;0;0;0
04.04.2021 02:00;0;0;0;0;0;0;0;0
04.04.2021 03:00;0;0;0;0;0;0;0;0
04.04.2021 04:00;0;0;0;0;0;0;0;0
04.04.2021 05:00;0;0;0;0;2;0;0;0
04.04.2021 06:00;0;0;0;0;0;0;0;0
04.04.2021 07:00;0;0;0;0;0;0;0;0
04.04.2021 08:00;0;0;4;600;7;600;0;0
04.04.2021 09:00;0;0;0;0;4;1200;0;0
04.04.2021 10:00;0;0;0;0;2;600;0;0
04.04.2021 11:00;0;0;8;2400;8;600;0;0
04.04.2021 12:00;0;0;1;0;4;0;0;0
04.04.2021 13:00;5;1800;15;3000;27;8400;1;0
04.04.2021 14:00;4;5400;1;0;5;600;0;0
04.04.2021 15:00;0;0;7;1800;5;600;0;0
04.04.2021 16:00;0;0;14;2400;4;0;0;0
04.04.2021 17:00;0;0;10;2400;13;1800;0;0
04.04.2021 18:00;0;0;29;4200;20;3600;0;0
04.04.2021 19:00;0;0;5;1200;0;0;0;0
04.04.2021 20:00;0;0;3;0;12;1800;0;0
04.04.2021 21:00;0;0;2;0;0;0;0;0
04.04.2021 22:00;0;0;0;0;0;0;0;0
04.04.2021 23:00;0;0;0;0;0;0;0;0
05.04.2021 00:00;0;0;0;0;0;0;0;0
05.04.2021 00:00;0;0;0;0;0;0;0;0
05.04.2021 01:00;0;0;0;0;0;0;0;0
05.04.2021 02:00;0;0;0;0;0;0;0;0
05.04.2021 03:00;0;0;0;0;0;0;0;0
05.04.2021 04:00;0;0;0;0;0;0;0;0
05.04.2021 05:00;0;0;0;0;0;0;0;0
05.04.2021 06:00;0;0;0;0;8;600;0;0
05.04.2021 07:00;0;0;0;0;0;0;0;0
05.04.2021 08:00;0;0;0;0;0;0;0;0
05.04.2021 09:00;0;0;0;0;2;0;0;0
05.04.2021 10:00;0;0;3;600;0;0;0;0
05.04.2021 11:00;0;0;1;0;1;0;0;0
05.04.2021 12:00;0;0;1;0;4;0;0;0
05.04.2021 13:00;0;0;0;0;0;0;0;0
05.04.2021 14:00;0;0;1;0;1;0;0;0
05.04.2021 15:00;0;0;1;1200;2;2400;0;0
05.04.2021 16:00;0;0;2;0;36;3000;0;0
05.04.2021 17:00;5;1800;8;1200;6;1800;0;0
05.04.2021 18:00;0;0;0;0;4;0;0;0
05.04.2021 19:00;0;0;15;3000;11;3000;0;0
05.04.2021 20:00;0;0;6;1200;1;0;0;0
05.04.2021 21:00;0;0;0;0;5;600;0;0
05.04.2021 22:00;0;0;0;0;0;0;1;0
05.04.2021 23:00;0;0;0;0;0;0;0;0
06.04.2021 00:00;0;0;0;0;0;0;0;0
06.04.2021 01:00;0;0;0;0;0;0;0;0
06.04.2021 02:00;0;0;0;0;0;0;0;0
06.04.2021 03:00;0;0;0;0;4;1200;0;0
06.04.2021 04:00;0;0;0;0;0;0;0;0
06.04.2021 05:00;0;0;0;0;0;0;0;0
06.04.2021 06:00;0;0;1;0;1;0;0;0
06.04.2021 07:00;0;0;4;1200;1;0;0;0
06.04.2021 08:00;0;0;6;1800;39;3000;0;0
06.04.2021 09:00;0;0;3;600;5;0;0;0
06.04.2021 10:00;0;0;4;600;4;600;0;0
06.04.2021 11:00;0;0;1;0;3;0;0;0
06.04.2021 12:00;0;0;1;0;20;5400;0;0
06.04.2021 13:00;0;0;4;600;2;1200;0;0
06.04.2021 14:00;3;1200;27;7200;8;600;0;0
06.04.2021 15:00;0;0;9;3000;6;600;31;9000
06.04.2021 16:00;2;600;23;6000;7;600;0;0
06.04.2021 17:00;0;0;5;600;79;17400;1;0
06.04.2021 18:00;0;0;7;2400;5;600;0;0
06.04.2021 19:00;0;0;0;0;1;0;0;0
06.04.2021 20:00;0;0;2;0;5;0;3;0
06.04.2021 21:00;0;0;7;1800;0;0;0;0
06.04.2021 22:00;0;0;0;0;0;0;0;0
06.04.2021 23:00;0;0;1;0;0;0;0;0
07.04.2021 00:00;0;0;0;0;0;0;0;0
07.04.2021 01:00;0;0;0;0;0;0;0;0
07.04.2021 02:00;0;0;0;0;0;0;0;0
07.04.2021 03:00;0;0;0;0;0;0;0;0
07.04.2021 04:00;0;0;0;0;0;0;0;0
07.04.2021 05:00;0;0;0;0;6;4200;0;0
07.04.2021 06:00;0;0;0;0;0;0;0;0
07.04.2021 07:00;0;0;1;1800;3;1200;0;0
07.04.2021 08:00;0;0;11;3000;2;0;0;0
07.04.2021 09:00;0;0;8;4800;11;1800;0;0
07.04.2021 10:00;0;0;4;600;1;0;0;0
07.04.2021 11:00;0;0;3;0;9;600;6;0
07.04.2021 12:00;0;0;3;4200;5;0;0;0
07.04.2021 13:00;0;0;9;1200;2;0;0;0
07.04.2021 14:00;0;0;8;1800;8;1200;0;0
07.04.2021 15:00;0;0;5;0;11;1800;0;0
07.04.2021 16:00;0;0;0;0;21;3000;1;600
07.04.2021 17:00;0;0;7;600;4;600;0;0
07.04.2021 18:00;3;0;6;0;2;0;0;0
07.04.2021 19:00;0;0;0;0;0;0;0;0
07.04.2021 20:00;0;0;3;3000;0;0;0;0
07.04.2021 21:00;0;0;0;0;0;0;0;0
07.04.2021 22:00;0;0;0;0;1;0;0;0
07.04.2021 23:00;0;0;0;0;0;0;0;0
08.04.2021 00:00;0;0;0;0;0;0;0;0
08.04.2021 01:00;0;0;0;0;0;0;0;0
08.04.2021 02:00;0;0;0;0;0;0;0;0
08.04.2021 03:00;0;0;0;0;0;0;0;0
08.04.2021 04:00;0;0;0;0;0;0;0;0
08.04.2021 05:00;0;0;0;0;3;1200;0;0
08.04.2021 06:00;0;0;0;0;0;0;0;0
08.04.2021 07:00;0;0;0;0;2;0;0;0
08.04.2021 08:00;0;0;11;1800;8;1200;0;0
08.04.2021 09:00;0;0;1;0;5;0;0;0
08.04.2021 10:00;0;0;5;2400;6;600;0;0
08.04.2021 11:00;0;0;2;0;12;0;0;0
08.04.2021 12:00;0;0;22;600;2;0;0;0
08.04.2021 13:00;0;0;9;4800;3;0;0;0
08.04.2021 14:00;1;0;9;1800;21;4200;0;0
08.04.2021 15:00;0;0;18;4800;17;3600;0;0
08.04.2021 16:00;0;0;7;1200;16;1800;1;0
08.04.2021 17:00;0;0;14;2400;5;600;0;0
08.04.2021 18:00;0;0;1;0;6;0;0;0
08.04.2021 19:00;0;0;2;0;0;0;0;0
08.04.2021 20:00;0;0;3;600;2;600;1;0
08.04.2021 21:00;0;0;3;0;0;0;0;0
08.04.2021 22:00;0;0;0;0;0;0;0;0
08.04.2021 23:00;0;0;0;0;0;0;0;0
09.04.2021 00:00;0;0;0;0;0;0;0;0
09.04.2021 01:00;0;0;0;0;0;0;0;0
09.04.2021 02:00;0;0;0;0;0;0;0;0
09.04.2021 03:00;0;0;0;0;0;0;0;0
09.04.2021 04:00;0;0;0;0;0;0;0;0
09.04.2021 05:00;0;0;0;0;0;0;0;0
09.04.2021 06:00;0;0;2;600;0;0;0;0
09.04.2021 07:00;0;0;1;0;3;0;0;0
09.04.2021 08:00;0;0;20;1800;16;3000;0;0
09.04.2021 09:00;0;0;7;2400;7;3000;0;0
09.04.2021 10:00;1;0;8;1200;16;1800;0;0
09.04.2021 11:00;0;0;5;0;6;1200;0;0
09.04.2021 12:00;0;0;5;10800;15;2400;0;0
09.04.2021 13:00;0;0;13;1800;6;0;0;0
09.04.2021 14:00;0;0;52;8400;21;5400;29;10800
09.04.2021 15:00;0;0;10;0;19;600;0;0
09.04.2021 16:00;11;1200;11;9000;63;8400;0;0
09.04.2021 17:00;5;0;3;0;5;600;2;600
09.04.2021 18:00;0;0;8;2400;5;1200;0;0
09.04.2021 19:00;2;0;5;600;7;0;0;0
09.04.2021 20:00;0;0;1;0;1;0;0;0
09.04.2021 21:00;0;0;0;0;4;0;0;0
09.04.2021 22:00;0;0;0;0;1;600;0;0
09.04.2021 23:00;0;0;0;0;0;0;0;0
10.04.2021 00:00;0;0;0;0;0;0;0;0
10.04.2021 01:00;0;0;0;0;0;0;0;0
10.04.2021 02:00;0;0;0;0;0;0;0;0
10.04.2021 03:00;0;0;0;0;0;0;0;0
10.04.2021 04:00;0;0;0;0;0;0;0;0
10.04.2021 05:00;0;0;0;0;1;0;0;0
10.04.2021 06:00;0;0;0;0;0;0;0;0
10.04.2021 07:00;0;0;2;3000;0;0;0;0
10.04.2021 08:00;0;0;1;0;3;0;0;0
10.04.2021 09:00;0;0;0;0;1;1800;0;0
10.04.2021 10:00;0;0;0;0;1;0;0;0
10.04.2021 11:00;0;0;3;1200;4;0;0;0
10.04.2021 12:00;0;0;3;0;9;600;0;0
10.04.2021 13:00;0;0;7;600;0;0;10;1200
10.04.2021 14:00;0;0;2;0;8;600;0;0
10.04.2021 15:00;0;0;7;600;1;0;0;0
10.04.2021 16:00;0;0;29;6000;10;10200;0;0
10.04.2021 17:00;1;0;2;0;22;15000;2;600
10.04.2021 18:00;0;0;7;1800;7;0;0;0
10.04.2021 19:00;0;0;11;2400;2;0;2;0
10.04.2021 20:00;0;0;3;600;2;600;0;0
10.04.2021 21:00;0;0;0;0;2;600;0;0
10.04.2021 22:00;0;0;2;0;0;0;0;0
10.04.2021 23:00;0;0;0;0;0;0;0;0
11.04.2021 00:00;0;0;0;0;0;0;0;0
11.04.2021 01:00;0;0;0;0;0;0;0;0
11.04.2021 02:00;0;0;0;0;0;0;0;0
11.04.2021 03:00;0;0;0;0;0;0;0;0
11.04.2021 04:00;0;0;0;0;0;0;0;0
11.04.2021 05:00;0;0;0;0;0;0;0;0
11.04.2021 06:00;0;0;0;0;0;0;0;0
11.04.2021 07:00;0;0;0;0;3;0;0;0
11.04.2021 08:00;0;0;0;0;2;0;0;0
11.04.2021 09:00;0;0;5;1200;1;0;2;0
11.04.2021 10:00;0;0;3;1800;10;5400;0;0
11.04.2021 11:00;0;0;2;600;4;0;0;0
11.04.2021 12:00;0;0;2;0;6;0;0;0
11.04.2021 13:00;0;0;7;2400;10;600;0;0
11.04.2021 14:00;0;0;4;1800;11;600;1;600
11.04.2021 15:00;0;0;3;600;2;0;0;0
11.04.2021 16:00;0;0;0;0;9;1200;0;0
11.04.2021 17:00;0;0;2;0;2;0;0;0
11.04.2021 18:00;0;0;2;0;0;0;0;0
11.04.2021 19:00;0;0;6;600;0;0;0;0
11.04.2021 20:00;0;0;3;1200;7;1200;0;0
11.04.2021 21:00;0;0;1;0;2;0;0;0
11.04.2021 22:00;0;0;0;0;0;0;0;0
11.04.2021 23:00;0;0;0;0;0;0;0;0
12.04.2021 00:00;0;0;0;0;0;0;0;0
12.04.2021 01:00;0;0;0;0;0;0;0;0
12.04.2021 02:00;0;0;0;0;0;0;0;0
12.04.2021 03:00;0;0;0;0;0;0;0;0
12.04.2021 04:00;0;0;0;0;0;0;0;0
12.04.2021 05:00;0;0;0;0;0;0;0;0
12.04.2021 06:00;0;0;0;0;0;0;0;0
12.04.2021 07:00;0;0;4;5400;3;600;0;0
12.04.2021 08:00;0;0;10;600;11;600;0;0
12.04.2021 09:00;0;0;3;0;15;1800;0;0
