01.06.2020 00:00;Bel_B426_MP4;Vwz_B426_MP4;Bel_D11;Vwz_D11;Bel_D21;Vwz_D21;Bel_D41;Vwz_D41;Bel_D42;Vwz_D42;Bel_MP1;Vwz_MP1;Bel_MP2;Vwz_MP2;Bel_MP3;Vwz_MP3;Bel_T1_4;Vwz_T1_4;Bel_T2_3;Vwz_T2_3
07.07.2020 16:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
07.07.2020 17:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
07.07.2020 18:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
07.07.2020 19:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
07.07.2020 20:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
07.07.2020 21:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
07.07.2020 22:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
07.07.2020 23:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
08.07.2020 00:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
08.07.2020 01:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
08.07.2020 02:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
08.07.2020 03:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
08.07.2020 04:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
08.07.2020 05:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
08.07.2020 06:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
08.07.2020 07:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
08.07.2020 08:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
08.07.2020 09:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
08.07.2020 10:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
08.07.2020 11:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
08.07.2020 12:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
08.07.2020 13:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
08.07.2020 14:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
08.07.2020 15:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
08.07.2020 16:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
08.07.2020 17:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
08.07.2020 18:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
08.07.2020 19:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
08.07.2020 20:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
08.07.2020 21:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
08.07.2020 22:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
08.07.2020 23:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
09.07.2020 00:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
09.07.2020 01:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
09.07.2020 02:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
09.07.2020 03:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
09.07.2020 04:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
09.07.2020 05:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
09.07.2020 06:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
09.07.2020 07:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
09.07.2020 08:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
09.07.2020 09:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
09.07.2020 10:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
09.07.2020 11:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
09.07.2020 12:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
09.07.2020 13:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
09.07.2020 14:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
09.07.2020 15:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
09.07.2020 16:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
09.07.2020 17:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
09.07.2020 18:00;0;0;3;3241590;49;23730;48;49790;4;1679;0;0;0;0;0;0;0;0;52;3329397
09.07.2020 19:00;4;3500;41;646620;621;355793;519;432460;66;116063;4;3490;4;3490;4;3490;2;5015;-1;-1
09.07.2020 20:00;4;3500;25;340560;463;245445;375;256213;63;23750;4;3490;4;3490;4;3480;3;5920;-1;-1
09.07.2020 21:00;2;1740;28;266467;301;158650;324;184310;46;17360;2;1750;2;1750;2;1760;0;0;25;32836
09.07.2020 22:00;3;2620;12;152760;307;162250;270;148900;52;19720;3;2630;3;2620;3;2620;0;0;1;16970
09.07.2020 23:00;3;2620;6;60528;154;79160;159;89930;28;11480;2;1740;2;1740;3;2630;0;0;0;0
10.07.2020 00:00;1;870;7;52530;82;38810;81;41090;33;10520;2;1760;2;1740;1;880;0;0;0;0
10.07.2020 01:00;0;0;2;13680;48;22400;47;23870;16;5110;0;0;0;0;0;0;0;0;0;0
10.07.2020 02:00;0;0;13;68161;42;19910;24;11470;8;5270;0;0;0;0;0;0;0;0;0;0
10.07.2020 03:00;0;0;6;57678;40;21000;25;13370;18;5730;0;0;0;0;0;0;0;0;0;0
10.07.2020 04:00;2;1740;6;42180;63;39430;80;56320;27;10790;3;2610;3;2630;2;1750;0;0;0;0
10.07.2020 05:00;4;3500;28;147820;197;104990;268;163680;58;70886;4;3490;4;3500;4;3490;0;0;1;19660
10.07.2020 06:00;4;3510;37;572028;508;300187;513;481000;64;80850;4;3500;4;3480;4;3500;1;590;2;81740
10.07.2020 07:00;4;3500;41;1031933;687;395867;605;584780;73;35350;4;3500;4;3490;4;3490;0;0;6;203341
10.07.2020 08:00;4;3490;38;1241558;605;375379;680;656677;63;32940;4;3490;4;3510;4;3490;5;10100;85;171877
10.07.2020 09:00;3;2620;47;1260280;673;433018;723;815879;61;46650;3;2630;3;2620;3;2610;3;3050;495;462391
10.07.2020 10:00;3;2640;49;1268312;774;653470;794;1144733;81;89820;3;2610;3;2620;3;2610;7;10010;132;182130
10.07.2020 11:00;3;2620;54;1725110;798;564877;784;1276692;73;74206;3;2620;3;2630;3;2640;6;14790;61;334668
10.07.2020 12:00;3;2630;85;1802549;860;606537;879;1304125;75;98950;3;2620;3;2630;3;2620;2;1550;45;283325
10.07.2020 13:00;4;3500;82;2154202;886;661150;864;1281122;79;146120;4;3500;4;3490;4;3510;3;4385;59;316845
10.07.2020 14:00;4;3490;72;1804196;945;715375;859;1136053;70;143732;4;3510;4;3500;4;3500;4;6590;-1;-1
10.07.2020 15:00;4;3490;71;1814132;937;679874;835;981034;83;152480;4;3480;4;3510;4;3520;7;8579;-1;-1
10.07.2020 16:00;4;3490;46;936206;939;605950;837;1074242;72;60040;4;3490;4;3490;4;3480;10;23367;735;868215
10.07.2020 17:00;4;3500;40;1289935;811;460617;762;742430;56;101670;4;3490;4;3490;4;3490;7;8440;42;326462
10.07.2020 18:00;4;3500;30;919779;696;386230;706;648142;64;25440;4;3490;4;3500;4;3490;4;12330;6;285665
10.07.2020 19:00;4;3480;27;542015;554;293820;516;391671;56;61740;4;3490;4;3480;4;3490;4;5710;5;142582
10.07.2020 20:00;4;3490;21;478276;413;203555;373;251270;50;16370;4;3510;4;3480;4;3500;3;9300;0;0
10.07.2020 21:00;2;1740;21;249370;326;159856;288;189770;56;34860;2;1740;2;1750;2;1740;4;6440;1;25821
10.07.2020 22:00;3;2630;13;148670;274;141710;252;219017;52;19910;3;2620;3;2620;3;2630;0;0;0;0
10.07.2020 23:00;3;2620;6;48680;192;95020;152;78690;38;13850;2;1750;2;1750;3;2630;0;0;1;11390
11.07.2020 00:00;1;870;4;31190;137;64970;103;52573;38;11000;2;1760;2;1740;1;870;0;0;0;0
11.07.2020 01:00;0;0;1;480;73;31830;59;28470;23;7330;0;0;0;0;0;0;0;0;0;0
11.07.2020 02:00;0;0;2;13530;54;23840;37;18460;16;5730;0;0;0;0;0;0;0;0;0;0
11.07.2020 03:00;0;0;7;65090;43;21650;37;21290;17;5410;0;0;0;0;0;0;0;0;0;0
11.07.2020 04:00;0;0;0;0;35;18920;44;25280;24;7180;1;880;1;880;0;0;0;0;0;0
11.07.2020 05:00;2;1740;21;146730;98;46980;112;53860;33;13020;2;1750;2;1740;2;1740;0;0;0;0
11.07.2020 06:00;2;1740;13;332943;154;88530;114;63590;35;15910;2;1750;2;1760;2;1750;1;780;1;58350
11.07.2020 07:00;2;1740;28;666253;274;169760;175;118920;48;36940;2;1750;2;1750;2;1750;1;1850;3;72600
11.07.2020 08:00;2;1740;28;612006;332;176202;395;334308;56;34148;2;1740;2;1750;2;1750;6;13922;1;60000
11.07.2020 09:00;2;1740;40;758528;513;313410;525;527867;58;51580;2;1760;2;1740;2;1740;8;14081;25;322615
11.07.2020 10:00;2;1760;60;1284722;627;418408;681;848513;59;81697;2;1740;2;1740;2;1740;7;14172;22;336589
11.07.2020 11:00;2;1740;56;1325733;716;536661;713;887251;50;102680;2;1750;2;1740;2;1740;6;10900;15;155190
11.07.2020 12:00;2;1750;54;1266399;730;458536;700;755876;66;56970;2;1740;2;1750;2;1760;4;7865;12;192577
11.07.2020 13:00;2;1740;63;1326343;679;453516;694;749961;55;99430;2;1740;2;1750;2;1750;5;8700;7;97929
11.07.2020 14:00;2;1750;52;1267040;722;437726;690;711628;61;53290;2;1740;2;1750;2;1740;2;2260;13;97145
11.07.2020 15:00;2;1750;55;1033091;635;356234;645;640024;55;28220;2;1740;2;1750;2;1750;4;7060;17;216816
11.07.2020 16:00;2;1740;40;780655;673;381635;581;467461;61;28830;2;1760;2;1750;2;1750;9;17950;22;206839
11.07.2020 17:00;2;1750;30;885706;622;323586;614;595254;57;33770;2;1750;2;1740;2;1750;4;5500;264;210427
11.07.2020 18:00;2;1760;31;550907;561;289220;571;438296;91;55420;2;1750;2;1740;2;1750;8;16220;-1;-1
11.07.2020 19:00;2;1740;33;408260;517;309920;475;385564;59;18890;2;1740;2;1740;2;1740;6;8910;-1;-1
11.07.2020 20:00;2;1750;24;277756;394;222899;373;294700;56;31045;2;1740;2;1760;2;1750;4;4890;11;6002
11.07.2020 21:00;2;1740;21;227560;322;174320;313;234050;53;19270;2;1750;2;1760;2;1750;1;1820;2;12360
11.07.2020 22:00;2;1740;10;92280;260;131222;245;136240;26;28000;2;1750;2;1760;2;1740;0;0;0;0
11.07.2020 23:00;2;1740;3;28020;190;86600;167;82950;33;10490;2;1750;2;1740;2;1740;0;0;0;0
12.07.2020 00:00;1;870;12;76012;166;73388;111;57083;27;9550;2;1750;2;1760;1;880;0;0;0;0
12.07.2020 01:00;0;0;6;42470;102;46280;92;42780;21;4770;0;0;0;0;0;0;0;0;0;0
12.07.2020 02:00;0;0;3;14490;60;25676;53;24460;22;5100;0;0;0;0;0;0;0;0;0;0
12.07.2020 03:00;0;0;4;16390;52;20350;24;9870;9;1900;0;0;0;0;0;0;0;0;0;0
12.07.2020 04:00;0;0;3;5890;35;15550;31;14680;12;4780;1;880;1;870;0;0;0;0;0;0
12.07.2020 05:00;2;1740;16;134790;58;28790;70;33144;19;9550;2;1740;2;1750;2;1740;0;0;0;0
12.07.2020 06:00;2;1750;3;119095;55;22910;51;24810;16;7300;2;1740;2;1740;2;1740;0;0;0;0
12.07.2020 07:00;2;1750;9;342909;70;34304;65;32825;10;5100;2;1760;2;1740;2;1760;0;0;0;0
12.07.2020 08:00;2;1750;13;445506;84;41760;89;42790;24;30520;2;1740;2;1760;2;1740;0;0;1;23168
12.07.2020 09:00;2;1740;22;707652;198;106980;217;158974;17;34948;2;1750;2;1750;2;1750;2;1740;22;115086
12.07.2020 10:00;2;1740;20;606346;288;138650;280;145230;26;10510;2;1760;2;1740;2;1750;3;6570;569;436117
12.07.2020 11:00;2;1740;25;805015;382;180150;349;235962;47;23720;2;1750;2;1750;2;1750;2;1620;-1;-1
12.07.2020 12:00;2;1750;20;535296;433;235875;425;295488;40;12820;2;1760;2;1750;2;1760;3;4110;-1;-1
12.07.2020 13:00;2;1750;46;937535;470;248526;449;358672;58;50620;2;1750;2;1740;2;1760;5;10090;154;187696
12.07.2020 14:00;2;1750;30;837840;484;263510;513;426370;44;21830;2;1750;2;1740;2;1740;7;13769;-1;-1
12.07.2020 15:00;2;1750;19;466760;491;269610;479;312340;48;14810;2;1750;2;1750;2;1760;8;23431;-1;-1
12.07.2020 16:00;2;1740;36;601081;398;182068;488;387980;46;17660;2;1750;2;1750;2;1750;3;3851;-1;-1
12.07.2020 17:00;2;1750;26;801944;493;257499;466;302070;53;33890;2;1740;2;1760;2;1760;2;2170;-1;-1
12.07.2020 18:00;2;1750;22;546242;487;226800;473;327140;66;18820;2;1760;2;1760;2;1750;1;1100;-1;-1
12.07.2020 19:00;2;1740;24;321180;393;203757;423;341222;44;13040;2;1750;2;1760;2;1750;2;6550;-1;-1
12.07.2020 20:00;2;1740;20;194940;340;170812;335;198640;45;16400;2;1750;2;1750;2;1740;5;16341;329;274143
12.07.2020 21:00;2;1740;28;217446;260;138770;306;183820;52;45690;2;1750;2;1750;2;1740;0;0;0;0
12.07.2020 22:00;2;1740;21;152580;224;113430;182;117100;27;9360;2;1750;2;1750;2;1740;0;0;3;46031
12.07.2020 23:00;2;1750;8;95000;117;57300;109;71337;17;8750;2;1750;2;1740;2;1760;0;0;0;0
13.07.2020 00:00;1;870;3;2230;63;30770;60;38820;16;5420;2;1740;2;1750;1;870;0;0;0;0
13.07.2020 01:00;0;0;2;15910;29;12710;27;13510;7;3190;0;0;0;0;0;0;0;0;0;0
13.07.2020 02:00;0;0;4;42670;30;13530;14;5270;10;3180;0;0;0;0;0;0;0;0;0;0
13.07.2020 03:00;0;0;5;53300;32;19470;24;11930;10;5270;0;0;0;0;0;0;0;0;1;9210
13.07.2020 04:00;2;1750;4;7640;60;36800;66;40670;29;10680;3;2620;3;2630;2;1740;0;0;0;0
13.07.2020 05:00;4;3510;30;350420;208;129300;293;198156;58;83550;4;3500;4;3500;4;3500;3;2810;0;0
13.07.2020 06:00;3;2610;31;527944;497;284356;517;487776;78;41256;3;2620;3;2610;3;2620;3;2540;5;183073
13.07.2020 07:00;3;2620;45;1272451;671;386360;704;809604;80;100380;3;2610;3;2630;3;2630;6;7780;3;183900
13.07.2020 08:00;4;3500;41;1088408;636;392838;747;832885;86;85634;4;3510;4;3490;4;3490;9;17220;14;210313
13.07.2020 09:00;3;2630;55;1342855;646;435606;678;713459;58;79070;3;2610;3;2620;3;2630;5;11001;437;394041
13.07.2020 10:00;3;2630;45;1092963;736;701647;673;851234;67;36310;3;2620;3;2620;3;2620;2;2740;-1;-1
13.07.2020 11:00;3;2630;55;1170257;686;532765;698;808150;78;145198;3;2620;3;2630;3;2620;2;6447;-1;-1
13.07.2020 12:00;3;2610;57;1214106;718;588188;696;890477;73;108490;3;2610;3;2610;3;2630;5;12403;-1;-1
13.07.2020 13:00;4;3500;68;1401906;720;612100;669;1009071;95;233753;4;3490;4;3480;4;3490;11;31067;-1;-1
13.07.2020 14:00;3;2620;69;1867850;865;730774;701;896841;98;80880;4;3480;4;3480;4;3490;7;11440;-1;-1
13.07.2020 15:00;4;3510;110;2115360;913;630739;799;918319;91;78470;4;3480;4;3490;4;3500;7;22350;-1;-1
13.07.2020 16:00;4;3500;76;1900466;934;613008;868;1210703;53;120097;4;3500;4;3490;4;3500;10;15410;-1;-1
13.07.2020 17:00;4;3490;50;1121202;891;573156;786;855241;80;60989;3;2620;3;2620;4;3500;13;24042;-1;-1
13.07.2020 18:00;4;3510;36;1072669;708;379846;646;633350;91;81440;4;3510;4;3490;4;3500;6;14040;-1;-1
13.07.2020 19:00;4;3500;26;593592;567;302089;542;488210;71;28180;4;3480;4;3500;4;3480;8;10840;-1;-1
13.07.2020 20:00;4;3500;21;411123;405;200320;436;388820;54;36033;4;3490;4;3510;4;3542;3;4040;-1;-1
13.07.2020 21:00;2;1750;24;280439;270;141830;316;272300;46;24670;2;1750;2;1740;2;1750;1;4401;6;10425
13.07.2020 22:00;3;2630;23;307770;255;254247;262;285020;70;60640;3;2620;3;2620;3;2640;0;0;0;0
13.07.2020 23:00;3;2610;8;54326;135;68150;143;85810;41;13907;2;1740;2;1750;3;2640;0;0;1;9440
14.07.2020 00:00;1;870;4;42170;62;31670;77;47060;31;11130;2;1750;2;1760;1;870;0;0;0;0
14.07.2020 01:00;0;0;5;45887;46;23540;56;60530;16;6510;0;0;0;0;0;0;0;0;0;0
14.07.2020 02:00;0;0;2;27530;31;17540;30;25970;19;7810;0;0;0;0;0;0;0;0;0;0
14.07.2020 03:00;0;0;6;55360;37;21020;42;29450;16;5740;0;0;0;0;0;0;0;0;0;0
14.07.2020 04:00;2;1750;1;15120;60;37710;90;65450;33;15920;3;2620;3;2620;2;1750;0;0;0;0
14.07.2020 05:00;4;3490;30;282460;191;125790;394;323436;54;61740;4;3500;4;3480;4;3490;1;1650;0;0
14.07.2020 06:00;4;3490;31;885854;500;265586;706;787531;76;47140;4;3510;4;3500;4;3500;1;630;1;58830
14.07.2020 07:00;4;3500;46;1081409;713;477769;862;1017416;92;126760;4;3490;4;3490;4;3480;4;7060;6;239079
14.07.2020 08:00;4;3510;39;1062423;626;603244;823;1550706;70;319085;4;3520;4;3480;4;3500;9;17289;15;277885
14.07.2020 09:00;3;2620;55;1528938;594;475170;775;1205253;73;127140;3;2620;3;2620;3;2630;5;6970;789;525108
14.07.2020 10:00;3;2620;51;1049298;659;464562;794;1193729;59;70520;3;2630;3;2620;3;2630;3;3040;-1;-1
14.07.2020 11:00;2;1740;59;1338871;684;782091;789;1452613;80;138540;2;1750;2;1750;2;1740;7;23354;-1;-1
14.07.2020 12:00;3;2630;50;1331967;721;550147;793;1218331;99;176300;3;2630;3;2610;3;2630;3;10823;-1;-1
14.07.2020 13:00;3;2620;73;1675856;702;728674;771;1313246;101;136169;3;2630;3;2640;3;2620;7;9250;-1;-1
14.07.2020 14:00;3;2620;55;1448238;883;577632;791;1042791;94;88866;3;2620;3;2620;3;2620;8;25112;-1;-1
14.07.2020 15:00;4;3500;96;2150570;841;551006;901;1581356;69;79730;4;3490;4;3490;4;3500;10;18902;-1;-1
14.07.2020 16:00;4;3480;55;1517061;921;606010;950;1701021;76;55220;4;3510;4;3500;4;3500;11;34654;-1;-1
14.07.2020 17:00;4;3510;64;1710843;911;528389;898;1223724;75;61130;4;3500;4;3500;4;3490;10;15370;-1;-1
14.07.2020 18:00;4;3500;48;1160819;791;449570;777;935335;70;27570;4;3510;4;3500;4;3490;7;20550;-1;-1
14.07.2020 19:00;4;3490;23;509880;584;279370;607;565089;67;76820;4;3490;4;3500;4;3500;8;17511;633;363517
14.07.2020 20:00;4;3500;22;273108;402;217290;426;302250;69;23220;4;3490;4;3490;4;3490;3;6623;25;106140
14.07.2020 21:00;2;1740;29;194958;277;140860;323;246740;48;40110;2;1740;2;1740;2;1750;1;1610;1;220
14.07.2020 22:00;3;2620;17;132077;271;134848;252;192230;44;19465;3;2620;3;2610;3;2620;0;0;0;0
14.07.2020 23:00;3;2620;8;45180;121;60310;124;70200;42;13830;2;1740;2;1740;3;2610;0;0;0;0
15.07.2020 00:00;1;870;5;54600;70;35490;74;52560;40;14680;2;1750;2;1750;1;870;0;0;0;0
15.07.2020 01:00;0;0;5;57610;34;16230;36;30900;18;6530;0;0;0;0;0;0;0;0;0;0
15.07.2020 02:00;0;0;0;0;31;20870;23;19260;19;7330;0;0;0;0;0;0;0;0;0;0
15.07.2020 03:00;0;0;7;58570;30;17960;27;16710;19;6830;0;0;0;0;0;0;0;0;0;0
15.07.2020 04:00;2;1750;12;221889;64;63359;126;138109;45;24800;3;2630;3;2640;2;1750;0;0;0;0
15.07.2020 05:00;4;3500;39;309269;209;143170;353;298526;59;55080;4;3490;4;3490;4;3490;0;0;0;0
15.07.2020 06:00;4;3490;30;751881;488;266935;658;631566;77;49470;4;3500;4;3490;4;3490;1;1300;1;21130
15.07.2020 07:00;4;3510;50;1179691;683;540510;783;1243082;83;102020;4;3510;4;3500;4;3500;1;1030;2;81222
15.07.2020 08:00;4;3490;46;1522800;610;658965;802;1332577;104;112450;4;3490;4;3490;4;3480;1;1930;1;42900
15.07.2020 09:00;3;2630;46;1088805;614;497867;692;1000020;82;60000;3;2610;3;2620;3;2620;0;0;3;104150
15.07.2020 10:00;3;2630;55;1244643;633;664046;749;1683757;81;146410;3;2640;3;2620;3;2630;3;3240;1;7360
15.07.2020 11:00;3;2620;64;1313993;689;591503;746;1278815;115;86080;3;2630;3;2610;3;2630;2;1730;2;95220
15.07.2020 12:00;3;2620;53;1164847;744;703810;819;1481238;82;156854;3;2630;3;2610;3;2640;2;3270;1;60530
15.07.2020 13:00;4;3490;89;1832805;770;723879;795;1405025;80;134400;4;3490;4;3500;4;3490;3;2810;2;54200
15.07.2020 14:00;4;3490;67;1783555;849;641411;832;1060165;83;87370;4;3490;4;3510;4;3500;9;16180;5;197287
15.07.2020 15:00;4;3490;79;1872349;857;560756;875;1086205;75;116458;4;3480;4;3510;4;3490;3;10790;452;539479
15.07.2020 16:00;4;3480;75;2044627;938;693433;905;1433740;74;143910;4;3490;4;3500;4;3480;13;15920;1033;725142
15.07.2020 17:00;4;3490;55;1237312;950;576487;882;1194756;75;32837;4;3480;4;3500;4;3490;9;21711;305;359732
15.07.2020 18:00;4;3490;44;1074472;741;391354;730;847594;69;27210;4;3480;4;3510;4;3500;4;3510;47;219564
15.07.2020 19:00;4;3510;22;658594;552;300284;560;491730;57;18600;4;3490;4;3480;4;3480;2;9170;36;293129
15.07.2020 20:00;4;3500;20;406735;427;225737;416;286848;63;28150;4;3500;4;3490;4;3500;3;7574;4;84159
15.07.2020 21:00;2;1750;25;276399;278;150700;343;298449;65;49160;2;1750;2;1750;2;1740;1;990;0;0
15.07.2020 22:00;3;2630;12;121400;251;126430;215;136115;40;14820;3;2630;3;2620;3;2630;0;0;3;41931
15.07.2020 23:00;3;2610;13;121250;144;74800;150;100770;36;13390;2;1740;2;1740;3;2630;1;1440;0;0
16.07.2020 00:00;1;880;3;29750;70;33420;69;41060;30;10360;2;1760;2;1760;1;870;0;0;0;0
16.07.2020 01:00;0;0;3;28480;47;24560;32;27060;27;8100;0;0;0;0;0;0;0;0;0;0
16.07.2020 02:00;0;0;5;42330;38;22090;20;14800;12;3510;0;0;0;0;0;0;0;0;0;0
16.07.2020 03:00;0;0;4;40110;32;18870;45;33780;18;6700;0;0;0;0;0;0;0;0;0;0
16.07.2020 04:00;1;870;6;44240;63;34900;94;59070;30;11650;3;2620;3;2610;1;870;0;0;0;0
16.07.2020 05:00;4;3500;33;370565;185;126240;342;328587;50;58130;4;3480;4;3500;4;3490;3;2800;0;0
16.07.2020 06:00;4;3490;28;804313;474;395122;601;624256;79;103977;4;3480;4;3510;4;3490;1;690;2;69430
16.07.2020 07:00;4;3500;52;1675775;694;754417;817;1453575;81;158430;4;3490;4;3500;4;3520;2;3450;1;8223
16.07.2020 08:00;4;3480;52;1323932;624;663035;807;1295986;83;125534;4;3480;4;3480;4;3500;0;0;5;225581
16.07.2020 09:00;3;2620;49;1418889;627;544206;710;1055494;69;113320;3;2630;3;2630;3;2620;3;5550;3;129671
16.07.2020 10:00;3;2630;51;1471913;707;631070;820;1469066;80;135392;3;2610;3;2620;3;2620;3;4510;3;94280
16.07.2020 11:00;2;1740;42;1049060;713;520685;774;1059873;77;73840;3;2630;3;2630;3;2620;3;2540;2;66500
16.07.2020 12:00;3;2610;59;1492404;750;583041;759;1084876;73;95717;3;2620;3;2620;3;2610;6;8420;1;54870
16.07.2020 13:00;4;3490;72;1393254;737;558230;808;1177391;82;60370;3;2610;4;3490;4;3480;2;3110;1;13160
16.07.2020 14:00;4;3520;74;2090310;870;705403;885;1392539;79;211538;4;3490;4;3480;4;3510;4;10840;4;133362
16.07.2020 15:00;4;3500;84;1889617;902;645108;955;1491253;64;144227;4;3490;4;3520;4;3490;5;5420;6;157633
16.07.2020 16:00;4;3500;69;1724007;1005;673054;993;1565329;74;100516;4;3500;4;3490;4;3500;6;19680;6;151470
16.07.2020 17:00;4;3500;63;1533727;966;634154;938;1465461;82;68790;4;3500;4;3490;4;3490;4;5760;6;243304
16.07.2020 18:00;4;3510;47;1363046;780;455507;777;1071694;68;36540;4;3510;4;3510;4;3490;3;7790;6;246321
16.07.2020 19:00;4;3480;31;818853;556;275720;570;519900;71;24370;4;3490;4;3510;4;3480;7;10518;2;46590
16.07.2020 20:00;4;3490;27;636605;391;242143;397;363558;56;36920;4;3500;4;3480;4;3490;0;0;3;128200
16.07.2020 21:00;2;1740;28;282442;278;163827;280;187804;71;49500;2;1750;2;1750;2;1750;0;0;0;0
16.07.2020 22:00;3;2610;16;183930;245;263880;240;279902;54;39000;3;2610;3;2610;3;2640;0;0;2;11740
16.07.2020 23:00;3;2610;3;39470;131;64480;130;78260;45;14620;2;1740;2;1760;3;2620;0;0;0;0
17.07.2020 00:00;1;870;1;18460;71;36010;71;43168;32;11930;2;1750;2;1750;1;870;0;0;0;0
17.07.2020 01:00;0;0;1;2230;37;18770;44;28700;20;6990;0;0;0;0;0;0;0;0;0;0
17.07.2020 02:00;0;0;10;67519;43;23600;21;13710;12;3970;0;0;0;0;0;0;0;0;0;0
17.07.2020 03:00;0;0;10;153610;43;167917;47;40290;19;6680;0;0;0;0;0;0;0;0;5;55930
17.07.2020 04:00;2;1750;9;86830;72;42070;106;72250;44;19290;3;2630;3;2620;2;1750;0;0;0;0
17.07.2020 05:00;4;3500;28;253830;184;101738;333;272141;59;93740;4;3480;4;3480;4;3510;0;0;0;0
17.07.2020 06:00;4;3480;35;632906;489;275636;610;565026;66;70210;4;3510;4;3490;4;3490;2;2060;4;49380
17.07.2020 07:00;4;3500;46;1140843;649;465320;703;900365;77;82610;4;3500;4;3500;4;3510;2;3930;6;266996
17.07.2020 08:00;4;3500;47;1393927;562;572947;788;1234012;88;151920;4;3490;4;3520;4;3490;7;9810;6;147943
