01.06.2020 00:00;Bel_D11;Vwz_D11;Bel_D31;Vwz_D31;Bel_D32;Vwz_D32;Bel_D41;Vwz_D41;Bel_D42;Vwz_D42;Bel_TB41;Vwz_TB41;Bel_TB41a;Vwz_TB41a;Bel_TF41;Vwz_TF41;Bel_TF41a;Vwz_TF41a;Bel_V12;Vwz_V12;Bel_V33;Vwz_V33;Bel_V34;Vwz_V34;Bel_V43;Vwz_V43;Bel_VK1_iO;Vwz_VK1_iO;Bel_VK2_iO;Vwz_VK2_iO;Bel_VK3_iO;Vwz_VK3_iO
30.04.2021 05:00;33;28200;63;15600;12;26400;9;67200;10;59400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.04.2021 06:00;104;50400;115;40800;36;25800;15;114000;15;112200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.04.2021 07:00;299;484800;322;270600;86;324000;52;395400;49;390000;1;600;0;0;2;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.04.2021 08:00;366;750600;379;383400;83;632400;67;520200;67;513000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.04.2021 09:00;420;985800;297;402000;86;494400;91;704400;90;706200;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.04.2021 10:00;413;1111200;357;496800;91;825600;102;1005000;108;1089600;1;600;1;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.04.2021 11:00;476;1387800;338;462600;91;845400;99;982800;98;990000;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.04.2021 12:00;566;1472400;326;511800;85;726600;134;942600;136;946800;2;2400;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.04.2021 13:00;564;1471200;353;530400;92;573000;106;942600;106;984600;1;600;1;3000;1;600;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.04.2021 14:00;576;1579200;336;534600;99;651000;116;993600;113;988800;1;600;2;1200;2;1200;3;5400;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.04.2021 15:00;600;1778400;360;651600;104;899400;118;1054800;116;1131000;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.04.2021 16:00;579;1780800;354;654600;103;709200;135;1174200;136;1235400;0;0;2;2400;0;0;6;7200;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.04.2021 17:00;648;1926000;345;636000;101;958200;117;1062600;111;1101600;0;0;4;4800;2;1200;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.04.2021 18:00;605;1573200;296;510000;91;684600;113;925200;106;905400;0;0;1;600;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.04.2021 19:00;485;1157400;240;303600;88;777000;87;733200;87;777000;0;0;0;0;0;0;2;3600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.04.2021 20:00;308;663600;129;140400;77;312000;81;651600;77;632400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.04.2021 21:00;234;361200;153;207600;70;297600;57;432600;51;373200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.04.2021 22:00;94;73800;60;36600;45;51000;8;45600;6;46200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.04.2021 23:00;32;40800;24;13200;19;19200;4;33000;4;36600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2021 00:00;13;6600;6;3600;11;13200;1;10200;1;12000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2021 01:00;9;9600;4;1200;1;0;3;25200;3;16800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2021 02:00;9;3600;4;1200;5;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2021 03:00;7;3600;3;1200;6;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2021 04:00;4;3600;5;2400;4;1200;1;9600;2;10200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2021 05:00;8;5400;14;6600;3;0;5;38400;5;39600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2021 06:00;23;15600;13;3000;9;13200;6;33600;6;31200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2021 07:00;34;23400;28;16800;14;17400;6;61200;6;73200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2021 08:00;81;89400;60;44400;25;42000;15;111000;13;104400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2021 09:00;160;222600;111;120600;41;114600;26;208200;25;187200;1;1800;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2021 10:00;209;302400;164;177000;39;124800;34;281400;31;291600;0;0;0;0;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2021 11:00;217;309000;205;224400;36;98400;23;175800;22;185400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2021 12:00;268;450600;205;232200;42;122400;46;382200;46;365400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2021 13:00;289;412200;216;171000;50;99600;48;420600;51;415200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2021 14:00;323;446400;207;144000;45;165000;35;274800;37;277200;2;1800;8;15000;1;600;2;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2021 15:00;303;399000;207;240600;44;92400;38;330000;38;323400;3;3600;2;9000;1;600;2;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2021 16:00;294;357600;231;226200;64;117000;39;314400;40;297000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2021 17:00;312;399000;266;231600;49;100200;41;355200;42;356400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2021 18:00;338;423600;239;235200;62;179400;48;304200;48;325800;0;0;1;3000;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2021 19:00;231;265800;199;190800;46;84600;35;250800;35;250800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2021 20:00;215;258000;166;140400;42;94200;24;181800;22;164400;1;1800;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2021 21:00;179;196200;171;151800;35;86400;25;236400;24;213600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2021 22:00;93;63600;37;32400;29;6000;6;34200;7;53400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2021 23:00;27;15000;16;5400;11;30000;3;19800;3;24600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.05.2021 00:00;15;9000;9;4200;11;4800;1;12000;1;11400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.05.2021 01:00;9;5400;10;4800;7;13200;3;24000;3;25200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.05.2021 02:00;8;2400;4;3000;9;3600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.05.2021 03:00;7;3600;0;0;4;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.05.2021 04:00;8;3600;11;6600;11;3000;2;21000;2;20400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.05.2021 05:00;8;4200;17;10200;6;0;2;21000;2;16200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.05.2021 06:00;30;11400;10;4800;8;28800;5;43800;4;25200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.05.2021 07:00;31;30000;33;13200;16;24600;7;34800;6;25200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.05.2021 08:00;61;42600;33;29400;19;37200;8;49200;8;48600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.05.2021 09:00;94;103200;98;84600;25;17400;13;76800;15;78600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.05.2021 10:00;174;186000;151;111000;38;135600;19;152400;19;94200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.05.2021 11:00;237;287400;181;159000;34;26400;24;199200;23;174600;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.05.2021 12:00;270;339600;215;223800;41;110400;26;234000;26;223800;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.05.2021 13:00;309;411600;226;217800;50;118200;39;247800;24;243000;0;0;0;0;2;3600;3;4800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.05.2021 14:00;353;499800;244;240600;46;146400;38;415800;39;406200;0;0;0;0;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.05.2021 15:00;333;453600;274;321600;51;85800;48;309600;44;260400;0;0;0;0;5;8400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.05.2021 16:00;291;389400;215;319800;62;154800;45;345000;45;381600;0;0;0;0;1;1800;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.05.2021 17:00;334;474000;257;313800;63;84000;35;287400;37;289200;0;0;0;0;1;1800;2;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.05.2021 18:00;277;283200;248;154200;53;132000;27;154200;26;173400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.05.2021 19:00;262;219000;196;135600;52;102000;20;144000;20;130200;0;0;1;600;0;0;2;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.05.2021 20:00;204;145800;145;90000;37;35400;30;215400;30;190800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.05.2021 21:00;172;147600;94;75000;38;28800;21;170400;20;161400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.05.2021 22:00;76;39000;40;14400;22;14400;5;34200;5;37800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.05.2021 23:00;27;12600;12;3000;13;17400;3;16800;2;17400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.05.2021 00:00;10;600;6;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.05.2021 01:00;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.05.2021 02:00;4;0;7;1800;4;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.05.2021 03:00;5;0;6;0;4;0;1;10200;1;9600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.05.2021 04:00;11;6000;14;18000;7;2400;4;21000;4;22200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.05.2021 05:00;29;16200;51;42000;14;600;7;48000;7;37200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.05.2021 06:00;116;103800;73;79800;31;78000;19;184800;18;193200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.05.2021 07:00;288;414600;199;242400;75;89400;49;390600;52;380400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.05.2021 08:00;356;831000;201;290400;85;558000;76;590400;73;585600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.05.2021 09:00;378;834000;151;260400;82;342600;87;703200;86;725400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.05.2021 10:00;376;873600;154;213000;74;301200;88;752400;81;735600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.05.2021 11:00;439;958200;163;233400;69;242400;79;719400;79;726000;1;1800;0;0;5;7200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.05.2021 12:00;491;1275000;162;315600;85;395400;118;885600;115;900000;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.05.2021 13:00;481;1105200;194;317400;88;298800;93;772200;90;818400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.05.2021 14:00;443;925800;175;320400;71;362400;71;661200;73;679800;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.05.2021 15:00;516;1236600;176;249600;91;328200;96;734400;95;759000;0;0;1;1800;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.05.2021 16:00;548;1448400;221;373200;98;568200;113;878400;109;900000;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.05.2021 17:00;551;1371000;162;259800;88;275400;137;1107000;136;1063200;1;1800;1;1800;2;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.05.2021 18:00;508;1207200;136;234000;89;471000;93;702000;90;715800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.05.2021 19:00;398;775800;93;130800;82;299400;73;677400;74;694200;0;0;2;3600;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.05.2021 20:00;233;430800;75;75600;62;87000;68;368400;57;389400;0;0;1;1800;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.05.2021 21:00;165;225000;60;70800;49;123600;31;220800;30;208200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.05.2021 22:00;65;58800;22;13800;31;18600;7;59400;6;60000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.05.2021 23:00;28;17400;7;1200;17;15000;2;10800;2;11400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.05.2021 00:00;13;4200;6;1200;5;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.05.2021 01:00;4;3000;0;0;1;0;1;10800;1;10800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.05.2021 02:00;6;600;4;600;7;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.05.2021 03:00;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.05.2021 04:00;13;3000;8;1200;7;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.05.2021 05:00;35;25800;16;2400;16;15000;8;72600;8;54000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.05.2021 06:00;117;99600;75;59400;40;54600;16;123600;14;126600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.05.2021 07:00;274;457200;225;294600;81;138000;57;465000;59;457800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.05.2021 08:00;369;718200;236;254400;88;365400;66;517200;65;494400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.05.2021 09:00;336;760800;172;226200;92;322200;86;711600;85;745200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.05.2021 10:00;379;802800;164;242400;87;298200;69;615600;70;633000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.05.2021 11:00;398;992400;171;251400;84;439200;83;688800;80;700200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.05.2021 12:00;445;1086000;169;318000;96;428400;108;786000;109;834600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.05.2021 13:00;469;1061400;186;261600;95;328200;78;586200;74;651000;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.05.2021 14:00;434;906600;187;304200;80;288000;77;702600;76;708000;1;1800;1;2400;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.05.2021 15:00;490;906600;194;264600;97;217800;84;758400;84;772800;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.05.2021 16:00;516;1354800;223;370800;117;434400;104;942600;102;928800;0;0;1;600;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.05.2021 17:00;526;1148400;184;362400;101;343200;99;912000;98;874200;1;2400;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.05.2021 18:00;469;1178400;145;264600;97;333000;94;743400;93;733800;0;0;0;0;1;600;2;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.05.2021 19:00;318;754800;90;97200;81;305400;70;635400;66;645600;0;0;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.05.2021 20:00;200;348600;48;62400;51;187200;47;355200;45;349200;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.05.2021 21:00;154;207600;62;62400;53;60600;31;256800;30;246000;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.05.2021 22:00;67;53400;26;18000;29;32400;10;79200;10;98400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.05.2021 23:00;29;23400;3;1200;15;15600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.05.2021 00:00;14;12000;5;4200;8;1800;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.05.2021 01:00;4;1200;2;1200;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.05.2021 02:00;2;2400;3;3600;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.05.2021 03:00;9;6000;5;2400;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.05.2021 04:00;14;7200;9;6000;8;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.05.2021 05:00;33;45600;17;6000;17;4800;8;57000;9;56400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.05.2021 06:00;106;139800;73;52200;40;28800;21;192000;21;177000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.05.2021 07:00;288;438000;231;302400;80;126600;55;470400;57;427200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.05.2021 08:00;328;580200;219;238800;83;399000;82;632400;80;621600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.05.2021 09:00;365;537600;175;212400;65;165000;86;576600;87;554400;0;0;1;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.05.2021 10:00;360;516000;151;139200;63;108600;63;502800;70;511800;0;0;1;600;0;0;3;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.05.2021 11:00;385;786600;174;225000;69;357600;71;546600;72;590400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.05.2021 12:00;471;924000;188;299400;86;284400;81;679200;78;703800;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.05.2021 13:00;490;1074000;196;315600;99;442800;83;672000;80;659400;0;0;0;0;0;0;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.05.2021 14:00;422;763200;175;329400;92;249600;94;724200;88;702000;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.05.2021 15:00;467;1059600;192;298200;83;244200;97;654600;87;658200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.05.2021 16:00;480;1118400;184;264600;91;398400;92;801000;93;793200;1;1800;1;600;1;1800;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.05.2021 17:00;501;1188000;158;295800;98;357600;106;766800;103;805800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.05.2021 18:00;468;1095000;153;208800;98;464400;95;835200;93;783600;1;0;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.05.2021 19:00;363;711000;119;183000;91;207000;70;607800;70;588600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.05.2021 20:00;219;354600;77;109800;65;118200;89;414000;51;376800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.05.2021 21:00;165;232800;66;64200;64;60600;39;339000;36;340800;0;0;0;0;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.05.2021 22:00;59;39600;25;8400;29;21000;7;41400;7;58800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.05.2021 23:00;30;22200;10;2400;13;14400;4;34200;4;33600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2021 00:00;12;6600;2;1200;5;1200;3;13800;3;27000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2021 01:00;7;5400;2;1200;6;2400;1;10200;1;10800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2021 02:00;4;2400;3;1200;3;0;1;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2021 03:00;7;2400;3;1200;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2021 04:00;12;6000;8;1800;7;3600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2021 05:00;27;18600;23;10800;17;21000;8;50400;8;31800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2021 06:00;109;115800;67;64800;46;13200;14;128400;14;120600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2021 07:00;320;526800;263;319200;77;190800;45;357600;46;370800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2021 08:00;339;756000;232;300000;94;380400;70;537600;66;575400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2021 09:00;381;840600;171;213000;84;373200;71;613200;65;582600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2021 10:00;359;931800;160;318600;86;425400;86;684000;86;714600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2021 11:00;422;1008600;169;319800;85;265200;77;757800;77;734400;0;0;0;0;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2021 12:00;485;1172400;187;304800;70;417600;98;832200;104;820200;0;0;0;0;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2021 13:00;483;1033200;206;289200;87;310200;138;743400;92;760200;0;0;1;1800;0;0;4;6600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2021 14:00;461;1103400;211;326400;80;282600;94;770400;97;796800;0;0;0;0;0;0;2;3600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2021 15:00;503;1024800;206;375600;85;363600;98;909600;97;887400;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2021 16:00;513;955800;211;336600;91;296400;82;801000;80;777600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2021 17:00;525;1358400;152;315000;96;426000;130;1167000;127;1147200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2021 18:00;519;937200;127;183000;89;338400;85;637800;83;657000;0;0;1;600;0;0;2;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2021 19:00;357;560400;90;88200;93;226200;51;405000;50;377400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2021 20:00;227;255600;88;120000;61;211800;50;307200;48;270000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2021 21:00;139;148800;57;53400;48;64800;28;228600;27;237600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2021 22:00;73;49200;20;10800;25;16200;8;52800;8;55800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2021 23:00;26;13800;11;1800;14;14400;3;21600;3;21600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.05.2021 00:00;12;7200;1;0;6;600;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.05.2021 01:00;13;7200;6;2400;5;1200;1;600;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.05.2021 02:00;5;4200;3;1200;4;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.05.2021 03:00;5;0;4;1800;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.05.2021 04:00;14;8400;8;3000;7;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.05.2021 05:00;27;15600;15;10200;15;3600;8;73800;8;49800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.05.2021 06:00;111;111600;69;37800;22;3600;13;129000;13;120600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.05.2021 07:00;299;591600;279;463200;79;283800;64;573000;65;537600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
