01.06.2020 00:00;Bel_D571;Vwz_D571;Bel_TBS32;Vwz_TBS32;Bel_TBS38;Vwz_TBS38;Bel_TBS41;Vwz_TBS41;Bel_TF32;Vwz_TF32;Bel_TF38;Vwz_TF38;Bel_TF41;Vwz_TF41;Bel_TS57;Vwz_TS57;Bel_TS58;Vwz_TS58;Bel_VD511;Vwz_VD511;Bel_VK1iO;Vwz_VK1iO
06.01.2021 19:00;0;0;3;8400;1;1200;7;20400;1;600;5;3000;6;4200;0;0;0;0;6;42600;0;3600000
06.01.2021 20:00;0;0;0;0;2;2400;1;3000;1;600;4;2400;1;600;0;0;0;0;4;28200;0;3600000
06.01.2021 21:00;0;0;1;3000;1;600;1;3000;2;1200;0;0;1;600;0;0;0;0;4;30600;0;3600000
06.01.2021 22:00;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;4;29400;0;3600000
06.01.2021 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;15600;0;3600000
07.01.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;15000;0;3600000
07.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
07.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
07.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
07.01.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8400;0;3600000
07.01.2021 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;52800;0;3600000
07.01.2021 06:00;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;8;59400;0;3600000
07.01.2021 07:00;0;0;2;6000;1;600;1;3000;4;2400;5;3000;2;1200;0;0;0;0;9;61800;0;3600000
07.01.2021 08:00;0;0;5;13200;0;0;2;5400;8;5400;5;3600;6;4200;0;0;0;0;11;121200;0;3600000
07.01.2021 09:00;0;0;4;12000;8;6000;2;5400;8;5400;12;8400;5;3000;0;0;0;0;8;105600;0;3600000
07.01.2021 10:00;0;0;10;29400;2;1200;3;8400;13;7800;9;6000;11;7800;0;0;0;0;8;67200;0;3600000
07.01.2021 11:00;0;0;10;29400;12;13200;5;13200;9;6000;13;9600;11;7800;0;0;0;0;8;81000;0;3600000
07.01.2021 12:00;0;0;7;20400;11;7800;7;19200;11;7800;19;15600;8;5400;0;0;0;0;8;85200;0;3600000
07.01.2021 13:00;0;0;8;24000;3;6000;10;27000;12;7200;14;11400;8;5400;0;0;0;0;8;72000;0;3600000
07.01.2021 14:00;0;0;34;100800;11;12600;10;27600;27;21000;26;22800;9;6000;0;0;0;0;8;71400;0;3600000
07.01.2021 15:00;0;0;14;42000;6;6000;10;27600;16;10200;23;17400;24;18000;0;0;0;0;8;64200;0;3600000
07.01.2021 16:00;0;0;10;29400;12;12000;11;30000;14;9000;17;13800;16;10800;0;0;0;0;8;61800;0;3600000
07.01.2021 17:00;0;0;8;24000;2;1200;5;14400;13;7800;19;15000;9;4800;0;0;0;0;8;53400;0;3600000
07.01.2021 18:00;0;0;4;12000;3;2400;3;8400;7;4200;8;6000;5;3000;0;0;0;0;8;59400;0;3600000
07.01.2021 19:00;0;0;1;3000;3;7200;0;0;1;600;6;3600;2;1200;0;0;0;0;6;37800;0;3600000
07.01.2021 20:00;0;0;1;3000;0;0;1;2400;1;600;2;1200;1;600;0;0;0;0;4;29400;0;3600000
07.01.2021 21:00;0;0;1;3000;0;0;2;4800;1;600;2;1200;1;600;0;0;0;0;4;25200;0;3600000
07.01.2021 22:00;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;4;28800;0;3600000
07.01.2021 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;18000;0;3600000
08.01.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;16800;0;3600000
08.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
08.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
08.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;3600000
08.01.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9000;0;3600000
08.01.2021 05:00;0;0;0;0;0;0;1;2400;0;0;0;0;1;600;0;0;0;0;7;47400;0;3600000
08.01.2021 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;52200;0;3600000
08.01.2021 07:00;0;0;0;0;1;600;3;7800;7;4200;2;1800;3;1800;0;0;0;0;8;53400;0;3600000
08.01.2021 08:00;0;0;6;17400;2;1200;7;21000;8;5400;10;7200;5;3600;0;0;0;0;8;61800;0;3600000
08.01.2021 09:00;0;0;6;17400;3;1800;1;2400;3;1800;8;5400;6;4200;0;0;0;0;8;58800;0;3598800
08.01.2021 10:00;0;0;6;18000;4;3000;3;7800;9;5400;9;6000;4;2400;0;0;0;0;8;62400;0;3600000
08.01.2021 11:00;0;0;4;12000;8;5400;3;7800;5;3000;14;13200;3;1800;0;0;0;0;8;66600;0;3600000
08.01.2021 12:00;0;0;9;27000;7;14400;6;16200;9;5400;14;10200;4;2400;0;0;0;0;8;74400;0;3600000
08.01.2021 13:00;0;0;10;28800;6;3600;9;26400;9;6000;11;9000;10;6600;0;0;0;0;8;64800;0;3600000
08.01.2021 14:00;0;0;13;38400;4;3000;12;33000;15;10200;8;6000;14;9600;0;0;0;0;8;72600;0;3600000
08.01.2021 15:00;0;0;10;32400;9;6000;5;12600;8;4800;14;9000;9;5400;0;0;0;0;8;72000;0;3600000
08.01.2021 16:00;0;0;12;34800;9;7800;5;13200;14;9000;17;10200;12;7800;0;0;0;0;8;90600;0;3600000
08.01.2021 17:00;0;0;10;30000;5;3600;9;26400;10;6000;17;12600;10;6600;0;0;0;0;9;67200;0;3600000
08.01.2021 18:00;0;0;4;11400;1;600;4;10800;4;2400;6;4800;4;2400;0;0;0;0;8;52200;0;3600000
08.01.2021 19:00;0;0;4;12000;4;3000;2;5400;2;1200;14;13200;5;3000;0;0;0;0;6;42600;0;3600000
08.01.2021 20:00;0;0;3;9000;2;1800;0;0;1;600;0;0;0;0;0;0;0;0;4;30000;0;3600000
08.01.2021 21:00;0;0;1;3000;1;600;0;0;1;600;0;0;0;0;0;0;0;0;4;28800;0;3600000
08.01.2021 22:00;0;0;2;6000;0;0;0;0;1;600;1;600;0;0;0;0;0;0;4;31200;0;3600000
08.01.2021 23:00;0;0;0;0;0;0;0;0;0;0;0;0;2;1200;0;0;0;0;2;18600;0;3600000
09.01.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;16800;0;3600000
09.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
09.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
09.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
09.01.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10200;0;3600000
09.01.2021 05:00;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;4;34200;0;3600000
09.01.2021 06:00;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;4;33600;0;3600000
09.01.2021 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;30600;0;3600000
09.01.2021 08:00;0;0;0;0;0;0;0;0;4;2400;3;2400;1;600;0;0;0;0;4;34200;0;3600000
09.01.2021 09:00;0;0;6;18000;1;600;2;6000;10;6000;2;1200;4;2400;0;0;0;0;4;34800;0;3600000
09.01.2021 10:00;0;0;8;23400;3;1800;4;11400;14;9600;5;4200;8;4800;0;0;0;0;4;31200;0;3600000
09.01.2021 11:00;0;0;9;26400;13;9600;4;10200;11;6600;27;21000;9;6600;0;0;0;0;5;48000;0;3600000
09.01.2021 12:00;0;0;7;20400;17;25200;6;16800;20;12600;16;13200;19;14400;0;0;0;0;4;32400;0;3600000
09.01.2021 13:00;0;0;10;29400;11;14400;6;16200;9;6000;15;10200;9;5400;0;0;0;0;5;46200;0;3600000
09.01.2021 14:00;0;0;7;20400;7;4800;6;17400;8;5400;13;9000;12;7800;0;0;0;0;4;59400;0;3600000
09.01.2021 15:00;0;0;7;19200;5;3000;18;52200;9;5400;22;22800;29;23400;0;0;0;0;4;48600;0;3600000
09.01.2021 16:00;0;0;13;37800;7;10800;6;16800;19;12600;14;10800;8;4800;0;0;0;0;4;39000;0;3600000
09.01.2021 17:00;0;0;4;12000;7;8400;4;10800;10;6000;16;12000;11;7800;0;0;0;0;4;37800;0;3600000
09.01.2021 18:00;0;0;5;13800;9;8400;6;17400;3;1800;12;8400;10;6600;0;0;0;0;5;33000;0;3600000
09.01.2021 19:00;0;0;6;18000;4;3600;2;6000;8;4800;6;4200;5;3000;0;0;0;0;4;30000;0;3600000
09.01.2021 20:00;0;0;2;6000;0;0;1;3000;1;600;2;1200;3;1800;0;0;0;0;4;32400;0;3600000
09.01.2021 21:00;0;0;2;6000;1;600;1;2400;4;3000;4;3600;2;1200;0;0;0;0;4;39600;0;3600000
09.01.2021 22:00;0;0;1;3000;0;0;1;2400;2;1800;0;0;0;0;0;0;0;0;4;33000;0;3600000
09.01.2021 23:00;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;2;15000;0;3600000
10.01.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;15600;0;3600000
10.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
10.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
10.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
10.01.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
10.01.2021 05:00;0;0;0;0;1;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
10.01.2021 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;16200;0;3597600
10.01.2021 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;16800;0;3600000
10.01.2021 08:00;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;15600;0;3600000
10.01.2021 09:00;0;0;3;9000;0;0;0;0;1;1200;1;600;1;600;0;0;0;0;2;28800;0;3600000
10.01.2021 10:00;0;0;3;9000;2;1200;1;2400;5;3000;3;1800;2;1200;0;0;0;0;2;19800;0;3600000
10.01.2021 11:00;0;0;6;18000;4;3000;0;0;7;5400;3;3000;4;2400;0;0;0;0;2;19800;0;3600000
10.01.2021 12:00;0;0;6;17400;3;1800;2;5400;8;4800;3;1800;7;5400;0;0;0;0;3;21000;0;3600000
10.01.2021 13:00;0;0;4;12000;4;3600;2;6000;10;6000;11;7200;6;3600;0;0;0;0;4;34200;0;3600000
10.01.2021 14:00;0;0;5;14400;4;3600;0;0;14;9600;8;5400;2;1200;0;0;0;0;4;25800;0;3600000
10.01.2021 15:00;0;0;17;49200;2;1200;2;6000;24;16200;12;10800;8;4800;0;0;0;0;4;27000;0;3600000
10.01.2021 16:00;0;0;8;24000;5;4200;1;3000;13;9000;7;5400;8;4800;0;0;0;0;4;39600;0;3600000
10.01.2021 17:00;0;0;6;18000;1;600;2;5400;11;8400;6;3600;4;2400;0;0;0;0;4;26400;0;3600000
10.01.2021 18:00;0;0;4;12000;5;4800;2;4800;4;2400;2;1200;3;2400;0;0;0;0;4;29400;0;3600000
10.01.2021 19:00;0;0;5;13200;1;600;1;3000;1;600;1;600;0;0;0;0;0;0;3;19200;0;3600000
10.01.2021 20:00;0;0;2;5400;0;0;3;8400;1;600;0;0;2;1200;0;0;0;0;2;16800;0;3600000
10.01.2021 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;17400;0;3600000
10.01.2021 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;16800;0;3600000
10.01.2021 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;18000;0;3600000
11.01.2021 00:00;0;0;0;0;0;0;1;2400;0;0;0;0;1;600;0;0;0;0;2;18000;0;3600000
11.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
11.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
11.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
11.01.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5400;0;3600000
11.01.2021 05:00;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;7;40200;0;3600000
11.01.2021 06:00;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;8;51600;0;3600000
11.01.2021 07:00;0;0;5;15000;5;4200;4;12000;8;4800;9;6000;4;1800;0;0;0;0;7;55800;0;3600000
11.01.2021 08:00;0;0;6;17400;5;4200;4;10800;9;5400;6;4800;4;2400;0;0;0;0;14;92400;0;3600000
11.01.2021 09:00;0;0;12;36000;8;4800;2;5400;8;5400;4;2400;5;3000;0;0;0;0;9;72600;0;3600000
11.01.2021 10:00;0;0;2;6000;4;4200;0;0;8;4800;12;7800;3;1800;0;0;0;0;8;76200;0;3600000
11.01.2021 11:00;0;0;3;9000;9;6000;5;13200;10;7800;19;14400;6;3600;0;0;0;0;8;64800;0;3600000
11.01.2021 12:00;0;0;8;24000;4;3600;7;18600;14;8400;11;6600;11;7200;0;0;0;0;8;69000;0;3600000
11.01.2021 13:00;0;0;12;34800;12;15000;6;16800;29;19200;23;18000;9;6000;0;0;0;0;9;85800;0;3600000
11.01.2021 14:00;0;0;19;54000;14;13200;7;19200;20;12000;20;13800;10;6600;0;0;0;0;11;86400;0;3600000
11.01.2021 15:00;0;0;14;40200;5;5400;14;39000;33;25200;16;10800;13;10200;1;600;0;0;9;85200;0;3600000
11.01.2021 16:00;0;0;13;38400;16;21600;10;28200;26;18000;17;13800;12;7800;0;0;0;0;8;94200;0;3600000
11.01.2021 17:00;0;0;3;8400;12;9000;18;49800;12;7200;17;12000;16;12000;0;0;0;0;9;61800;0;3600000
11.01.2021 18:00;0;0;4;11400;4;2400;1;2400;7;4200;8;6000;9;5400;2;600;0;0;8;72000;0;3600000
11.01.2021 19:00;0;0;3;9000;6;7200;1;2400;4;2400;8;6600;5;3000;0;0;0;0;8;59400;0;3600000
11.01.2021 20:00;0;0;1;3000;0;0;2;5400;4;2400;2;1200;4;2400;0;0;0;0;6;50400;0;3600000
11.01.2021 21:00;0;0;1;3000;1;600;1;3000;0;0;0;0;2;1200;0;0;0;0;4;31200;0;3600000
11.01.2021 22:00;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;4;30600;0;3600000
11.01.2021 23:00;0;0;4;12000;0;0;0;0;2;1800;0;0;0;0;0;0;0;0;2;18000;0;3600000
12.01.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;18600;0;3600000
12.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
12.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
12.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
12.01.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6000;0;3600000
12.01.2021 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;44400;0;3600000
12.01.2021 06:00;0;0;1;3000;1;600;0;0;1;600;1;600;1;600;0;0;0;0;9;64200;0;3598800
12.01.2021 07:00;0;0;5;14400;5;4200;4;11400;3;1800;6;4200;6;3600;0;0;0;0;7;71400;0;3600000
12.01.2021 08:00;0;0;8;22200;6;4200;5;13200;12;7200;7;4200;5;3600;0;0;0;0;11;92400;0;3600000
12.01.2021 09:00;0;0;1;2400;5;5400;3;9000;5;3000;6;4200;4;2400;0;0;0;0;4;26400;0;3600000
12.01.2021 10:00;0;0;9;27000;6;6600;6;16800;6;3600;10;6000;2;1200;0;0;0;0;9;87000;0;3600000
12.01.2021 11:00;0;0;8;24000;8;6000;2;4800;6;4200;11;6600;5;3000;0;0;0;0;9;75000;0;3600000
12.01.2021 12:00;0;0;2;6000;4;4200;6;16200;4;2400;6;5400;6;3600;0;0;0;0;8;63000;0;3600000
12.01.2021 13:00;0;0;8;22800;11;12000;9;25800;5;3000;16;10800;9;5400;0;0;0;0;9;82200;0;3600000
12.01.2021 14:00;0;0;5;14400;12;11400;8;21600;10;6000;12;7800;14;9000;0;0;0;0;13;81600;0;3600000
12.01.2021 15:00;0;0;21;60000;6;4200;6;15600;12;8400;8;6000;13;9000;0;0;0;0;9;81000;0;3600000
12.01.2021 16:00;0;0;8;26400;6;4800;8;21600;11;7200;15;10200;14;9000;0;0;0;0;8;60600;0;3600000
12.01.2021 17:00;0;0;4;10800;4;2400;11;30600;9;5400;9;6600;7;4800;0;0;0;0;19;119400;0;3600000
12.01.2021 18:00;0;0;1;3000;4;4800;2;4800;1;600;11;8400;1;600;0;0;0;0;11;90600;0;3600000
12.01.2021 19:00;0;0;1;2400;1;600;2;5400;2;1200;4;2400;4;2400;0;0;0;0;10;56400;0;3600000
12.01.2021 20:00;0;0;2;5400;2;1200;1;2400;2;1200;2;1200;1;600;0;0;0;0;9;36000;0;3600000
12.01.2021 21:00;0;0;0;0;0;0;0;0;0;0;2;1200;0;0;0;0;0;0;7;37800;0;3600000
12.01.2021 22:00;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;5;32400;0;3600000
12.01.2021 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;16800;0;3600000
13.01.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;18000;0;3600000
13.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
13.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4800;0;3600000
13.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
13.01.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6600;0;3600000
13.01.2021 05:00;0;0;1;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;53400;0;3600000
13.01.2021 06:00;0;0;1;3000;1;600;1;2400;0;0;0;0;1;600;0;0;0;0;10;61200;0;3600000
13.01.2021 07:00;0;0;4;12000;5;4200;14;39600;2;1200;10;7800;7;6000;0;0;0;0;11;60600;0;3600000
13.01.2021 08:00;0;0;9;27000;6;5400;5;13800;10;6600;10;7800;5;3000;0;0;0;0;11;151800;0;3600000
13.01.2021 09:00;0;0;3;9000;4;2400;4;12000;5;3600;6;3600;7;4200;0;0;0;0;11;103200;0;3600000
13.01.2021 10:00;0;0;10;30000;10;10200;6;16800;13;10800;13;9000;12;7200;0;0;0;0;10;99600;0;3600000
13.01.2021 11:00;0;0;10;30000;7;4800;10;26400;9;6000;17;13200;15;10200;0;0;0;0;8;62400;0;3600000
13.01.2021 12:00;0;0;11;33000;10;6600;16;43800;12;7800;11;7200;14;9600;0;0;0;0;12;88800;0;3600000
13.01.2021 13:00;0;0;9;27000;12;10800;7;19200;11;6600;17;14400;10;6600;0;0;0;0;9;85800;0;3600000
13.01.2021 14:00;0;0;11;33000;8;9000;8;22800;13;9000;15;11400;15;11400;0;0;0;0;12;114000;0;3600000
13.01.2021 15:00;0;0;14;40200;15;15000;11;31200;21;13800;21;16800;13;8400;0;0;0;0;8;84000;0;3600000
13.01.2021 16:00;0;0;4;11400;8;15000;9;25800;13;7800;23;17400;17;11400;0;0;0;0;8;70200;0;3600000
13.01.2021 17:00;0;0;8;22800;14;12600;6;16800;14;9000;22;17400;15;10800;0;0;0;0;10;58200;0;3600000
13.01.2021 18:00;0;0;9;27000;7;4800;4;10800;7;4200;12;9000;2;1200;0;0;0;0;10;79200;0;3600000
13.01.2021 19:00;0;0;2;6000;1;600;3;8400;1;600;4;4800;2;1200;0;0;0;0;8;57600;0;3600000
13.01.2021 20:00;0;0;4;12000;1;600;1;3000;4;2400;3;1800;2;1200;0;0;0;0;5;31200;0;3600000
13.01.2021 21:00;0;0;1;3000;0;0;1;2400;0;0;1;600;1;600;0;0;0;0;4;25200;0;3600000
13.01.2021 22:00;0;0;1;3000;0;0;0;0;1;600;0;0;0;0;0;0;0;0;4;27000;0;3600000
13.01.2021 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;15000;0;3600000
14.01.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;21600;0;3600000
14.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
14.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
14.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
14.01.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9600;0;3598800
14.01.2021 05:00;0;0;1;3000;0;0;0;0;1;600;0;0;0;0;0;0;0;0;8;55200;0;3600000
14.01.2021 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;57600;0;3600000
14.01.2021 07:00;0;0;8;24000;4;3600;4;11400;6;3600;7;6000;6;4800;0;0;0;0;11;66000;0;3600000
14.01.2021 08:00;0;0;9;26400;3;1800;4;10800;12;8400;8;4800;3;1800;0;0;0;0;9;84000;0;3600000
14.01.2021 09:00;0;0;3;9000;6;4200;4;11400;8;5400;8;4800;4;2400;0;0;0;0;9;70200;0;3600000
14.01.2021 10:00;0;0;5;15000;3;2400;7;19200;7;4800;8;6000;10;7200;0;0;0;0;8;75600;0;3600000
14.01.2021 11:00;0;0;10;30000;5;3000;6;17400;17;12600;11;8400;17;13800;0;0;0;0;9;77400;0;3600000
14.01.2021 12:00;0;0;18;54000;4;6600;6;16800;7;4200;11;8400;13;9600;0;0;0;0;8;80400;0;3600000
14.01.2021 13:00;0;0;6;16800;11;7800;6;16200;12;7800;24;17400;11;6600;0;0;0;0;10;122400;0;3600000
14.01.2021 14:00;0;0;14;41400;6;8400;7;19200;15;9000;19;14400;8;4800;0;0;0;0;12;111000;0;3600000
14.01.2021 15:00;0;0;9;26400;12;7800;27;75000;18;13200;16;9600;18;14400;0;0;0;0;9;67200;0;3600000
14.01.2021 16:00;0;0;10;29400;12;10800;16;45600;16;9600;17;12000;17;12000;0;0;0;0;8;73200;0;3600000
14.01.2021 17:00;0;0;13;38400;16;15000;9;24600;13;8400;17;14400;14;10800;0;0;0;0;8;66600;0;3600000
14.01.2021 18:00;0;0;2;6000;4;3600;8;22800;4;2400;19;16800;12;9600;0;0;0;0;8;71400;0;3600000
14.01.2021 19:00;0;0;3;9000;3;1800;1;2400;2;1200;7;5400;3;1800;0;0;0;0;8;57600;0;3600000
14.01.2021 20:00;0;0;1;3000;2;1800;0;0;1;600;1;600;1;600;0;0;0;0;5;40200;0;3600000
14.01.2021 21:00;0;0;1;3000;1;1800;2;5400;1;600;1;600;2;1200;0;0;0;0;4;31800;0;3600000
14.01.2021 22:00;0;0;0;0;0;0;1;3000;0;0;1;600;1;600;0;0;0;0;4;28200;0;3600000
14.01.2021 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;15000;0;3600000
15.01.2021 00:00;0;0;1;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;16200;0;3600000
15.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
15.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
15.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
15.01.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5400;0;3600000
15.01.2021 05:00;0;0;0;0;0;0;2;6000;0;0;0;0;2;1200;0;0;0;0;7;43800;0;3600000
15.01.2021 06:00;0;0;1;3000;0;0;0;0;0;0;0;0;1;600;0;0;0;0;8;56400;0;3600000
15.01.2021 07:00;0;0;8;23400;10;12600;2;6000;9;7200;9;6600;1;600;0;0;0;0;8;57000;0;3600000
15.01.2021 08:00;0;0;5;15000;7;5400;3;8400;7;4200;6;3600;6;3600;0;0;0;0;9;64800;0;3600000
15.01.2021 09:00;0;0;11;33000;7;4800;3;7800;10;6600;16;13800;6;3600;0;0;0;0;9;73800;0;3600000
15.01.2021 10:00;0;0;10;30000;6;4200;4;12000;13;8400;10;7800;6;3600;0;0;0;0;12;137400;0;3600000
15.01.2021 11:00;0;0;6;18000;7;6000;2;4800;12;7800;15;9000;11;6600;0;0;0;0;8;74400;0;3600000
15.01.2021 12:00;0;0;17;49800;5;3000;3;7800;16;10200;14;11400;7;4200;0;0;0;0;8;73800;0;3600000
15.01.2021 13:00;0;0;12;35400;17;23400;19;54600;25;17400;23;19200;13;9000;0;0;0;0;10;80400;0;3600000
15.01.2021 14:00;0;0;23;67800;19;20400;7;19800;27;21000;13;9600;12;8400;0;0;0;0;10;106200;0;3600000
15.01.2021 15:00;0;0;16;46800;10;8400;10;28200;23;16200;16;9600;14;10200;0;0;0;0;8;64200;0;3600000
15.01.2021 16:00;0;0;15;44400;10;13800;5;10200;19;13200;16;12600;12;8400;0;0;0;0;8;65400;0;3600000
15.01.2021 17:00;0;0;15;44400;6;11400;8;22800;15;10200;16;10800;14;9600;0;0;0;0;8;61800;0;3600000
15.01.2021 18:00;0;0;5;13800;2;1200;3;8400;7;4200;5;3600;7;4200;0;0;0;0;8;49800;0;3600000
15.01.2021 19:00;0;0;5;14400;14;19800;1;3000;6;4200;14;10200;6;3600;0;0;0;0;8;51600;0;3600000
15.01.2021 20:00;0;0;3;8400;3;3000;2;6000;4;2400;2;1200;1;600;0;0;0;0;5;34200;0;3600000
15.01.2021 21:00;0;0;0;0;0;0;1;2400;0;0;0;0;5;3000;0;0;0;0;4;25200;0;3600000
15.01.2021 22:00;0;0;0;0;0;0;0;0;0;0;0;0;2;1800;0;0;0;0;4;25200;0;3600000
15.01.2021 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;13800;0;3600000
16.01.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;14400;0;3598800
16.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
16.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
16.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
