01.06.2020 00:00;Bel_D21;Vwz_D21;Bel_D41;Vwz_D41;Bel_T3_4;Vwz_T3_4;Bel_T7_8;Vwz_T7_8
16.03.2022 20:00;51;1161000;221;540000;14;65400;25;274200;178;346200;8;1200;52;57000;2756;355200;4;6600;0;0;5;3600;0;0;4;2400;0;0;4;2400;0;0;54;275400;0;0;122;901200;13;20400;0;0;0;0;0;0;0;0;125;659400;5;3000
16.03.2022 21:00;44;642600;167;328200;18;63000;23;364800;132;261000;8;15600;45;49800;2523;310800;2;1200;0;0;2;1200;0;0;5;3000;0;0;7;4800;0;0;41;310200;0;0;120;606000;14;49200;0;0;0;0;0;0;0;0;98;423600;1;22200
16.03.2022 22:00;34;213600;146;404400;19;6600;16;107400;102;290400;7;16200;32;30600;2504;297000;0;0;0;0;2;1200;1;600;1;600;0;0;1;600;1;600;28;150600;0;0;119;611400;16;22800;0;0;0;0;0;0;0;0;96;396600;1;2400
16.03.2022 23:00;21;78600;82;223200;10;12600;5;48600;46;136200;1;0;15;9000;2518;294000;1;600;0;0;1;600;1;600;2;1200;0;0;1;600;1;600;13;53400;0;0;72;313800;6;13800;0;0;0;0;0;0;0;0;50;169200;0;0
17.03.2022 00:00;7;2400;47;163200;2;1200;1;16200;31;90000;0;0;4;1800;1855;202800;1;1200;0;0;0;0;0;0;2;1200;0;0;0;0;0;0;4;12600;0;0;52;225000;8;31200;0;0;0;0;0;0;0;0;27;107400;0;0
17.03.2022 01:00;3;46200;25;67800;0;0;5;18600;22;42000;1;7800;4;4200;2380;272400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;12600;0;0;23;106200;2;3000;0;0;0;0;0;0;0;0;24;69600;1;2400
17.03.2022 02:00;2;12000;18;59400;2;0;0;0;14;16200;1;0;2;1200;1624;174000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;13800;0;0;16;88800;2;4200;0;0;0;0;0;0;0;0;17;46800;0;0
17.03.2022 03:00;2;19200;11;7200;3;14400;0;0;5;6000;0;0;2;3000;2132;242400;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;1;3600;0;0;11;38400;2;3600;0;0;0;0;0;0;0;0;5;29400;0;0
17.03.2022 04:00;4;25200;20;64200;5;1800;0;0;36;85800;0;0;3;4800;2809;335400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;11400;0;0;22;76800;4;3600;0;0;0;0;0;0;0;0;39;120600;0;0
17.03.2022 05:00;11;76200;66;183600;8;600;5;28200;153;219600;7;9000;15;13800;2472;283800;0;0;0;0;0;0;0;0;2;1200;0;0;2;1800;0;0;9;33600;0;0;54;279600;0;0;0;0;0;0;0;0;0;0;93;431400;8;10200
17.03.2022 06:00;25;328200;130;382200;5;23400;16;390000;283;375000;13;7800;27;22200;1848;227400;3;1800;0;0;3;3000;0;0;5;2400;0;0;5;4800;0;0;17;103200;0;0;90;577200;16;65400;0;0;0;0;0;0;0;0;176;853800;13;18000
17.03.2022 07:00;68;1402200;300;507000;14;13800;52;921600;531;702600;10;4800;66;97200;1598;224400;7;4800;0;0;8;8400;1;600;11;6600;3;3600;7;4800;0;0;56;699600;0;0;155;1024200;30;85800;0;0;0;0;0;0;0;0;220;1559400;10;13800
17.03.2022 08:00;57;1104000;372;778800;27;21600;64;682800;497;624000;19;12600;63;111600;2173;323400;6;3600;1;600;5;3000;0;0;13;9000;1;600;5;3000;0;0;47;540600;0;0;151;1303200;42;108600;0;0;0;0;0;0;0;0;256;1372800;15;17400
17.03.2022 09:00;59;1080600;296;875400;15;46200;76;529800;430;854400;12;4800;54;104400;2456;348600;7;4200;0;0;4;2400;1;600;11;7200;1;600;10;6000;1;600;56;399000;0;0;148;1309200;47;106200;0;0;0;0;0;0;0;0;210;1530000;5;7200
17.03.2022 10:00;83;1092600;309;1146000;20;75600;56;503400;357;840000;18;48600;73;147000;1737;262200;6;3600;1;600;3;1800;1;600;14;9600;0;0;9;6000;2;1200;79;549000;0;0;120;1684800;29;79200;0;0;0;0;0;0;0;0;199;1408800;12;22200
17.03.2022 11:00;98;1325400;391;1222800;10;67800;65;583800;360;888000;13;20400;85;166200;1061;205200;3;3000;0;0;6;4800;0;0;17;10800;0;0;15;11400;0;0;73;817800;0;0;115;1971600;43;93000;0;0;0;0;0;0;0;0;203;1392600;5;9600
17.03.2022 12:00;93;985200;434;1392600;17;109800;60;687600;366;925800;14;18600;82;123600;836;155400;8;6000;0;0;4;3600;1;600;17;11400;0;0;14;9000;1;600;77;478200;0;0;127;2184000;28;125400;0;0;0;0;0;0;0;0;179;1429800;10;18000
17.03.2022 13:00;122;1235400;361;1231200;17;78000;59;391200;406;763800;10;6600;111;139800;788;133200;7;6600;0;0;10;7200;5;4800;8;5400;0;0;9;7200;0;0;70;1059000;0;0;127;1853400;37;106200;0;0;0;0;0;0;0;0;192;1492200;9;13800
17.03.2022 14:00;110;1320600;411;1347000;23;187200;50;585600;382;837000;17;31200;97;247800;836;144600;6;3600;0;0;6;4800;0;0;6;3600;0;0;20;14400;2;1200;92;823800;0;0;119;2058600;35;90600;0;0;0;0;0;0;0;0;195;1516200;10;24000
17.03.2022 15:00;114;1767600;450;1054800;30;120000;55;795000;430;856200;10;6000;110;180600;5651;821400;8;4800;1;600;5;3000;0;0;16;12600;0;0;9;5400;1;600;101;1218000;0;0;104;1909200;36;148200;0;0;0;0;0;0;0;0;241;1554000;13;18600
17.03.2022 16:00;122;1621800;454;942600;31;128400;67;1044600;427;736800;18;12000;111;186000;4183;615600;5;4200;0;0;4;3600;1;1800;27;20400;1;600;11;9000;4;3600;84;1285200;0;0;114;1650000;29;105600;0;0;0;0;0;0;0;0;245;1465200;9;13200
17.03.2022 17:00;117;1503000;445;840000;32;147600;65;1039200;361;591600;13;8400;112;183600;4842;724800;10;12600;0;0;9;14400;0;0;12;7800;0;0;15;9600;0;0;81;1054200;0;0;96;1634400;39;115800;0;0;0;0;0;0;0;0;236;1182000;17;28800
17.03.2022 18:00;109;1553400;379;753000;25;55200;46;611400;312;627000;7;1800;98;149400;2099;319200;12;7800;0;0;5;3600;1;600;12;8400;0;0;11;7200;2;1200;74;922800;0;0;111;1387200;23;58800;0;0;0;0;0;0;0;0;197;1156200;2;30000
17.03.2022 19:00;95;1398000;262;680400;22;82800;38;556800;240;327000;4;3600;87;108600;860;145800;4;3600;0;0;12;10800;1;600;9;6000;0;0;6;3600;1;600;91;744600;0;0;125;1057800;19;93600;0;0;0;0;0;0;0;0;151;755400;5;6000
17.03.2022 20:00;52;541200;207;567000;18;30600;26;346200;171;359400;10;4200;45;60000;833;109200;3;1800;0;0;3;1800;1;1800;7;4200;0;0;4;2400;0;0;45;225600;0;0;130;833400;13;25200;0;0;0;0;0;0;0;0;144;573600;2;1200
17.03.2022 21:00;40;651600;172;288600;13;18600;17;335400;114;286800;2;0;32;48600;684;94200;1;600;0;0;1;600;0;0;6;3600;0;0;2;1200;0;0;38;183600;0;0;126;512400;10;12000;0;0;0;0;0;0;0;0;92;390600;2;2400
17.03.2022 22:00;45;307200;177;342600;10;3000;8;55800;98;211800;4;1200;35;35400;476;44400;1;600;0;0;1;1800;0;0;5;3000;0;0;1;600;0;0;38;243000;0;0;101;545400;8;25200;0;0;0;0;0;0;0;0;93;357000;2;1800
17.03.2022 23:00;25;187200;66;160800;5;3000;9;49800;42;87000;0;0;25;20400;507;51000;2;1200;0;0;0;0;0;0;4;2400;0;0;0;0;0;0;21;70800;0;0;62;226800;3;4200;0;0;0;0;0;0;0;0;45;137400;0;0
18.03.2022 00:00;9;39600;41;40200;9;1200;3;17400;36;78000;0;0;7;6000;401;36600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;27600;0;0;45;129600;6;9600;0;0;0;0;0;0;0;0;45;118200;0;0
18.03.2022 01:00;5;34200;27;14400;6;600;3;24000;25;15000;0;0;5;3600;459;43800;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;5;25200;0;0;29;94800;4;4800;0;0;0;0;0;0;0;0;35;75000;0;0
18.03.2022 02:00;0;0;18;34800;1;600;1;0;10;6600;0;0;0;0;398;36000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;61800;2;1800;0;0;0;0;0;0;0;0;10;34200;0;0
18.03.2022 03:00;3;7800;16;5400;0;0;0;0;11;15000;0;0;2;1800;221;16800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3000;0;0;16;46800;0;0;0;0;0;0;0;0;0;0;15;37800;0;0
18.03.2022 04:00;0;0;20;19800;2;1800;2;21000;39;67200;1;0;0;0;284;29400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;63600;1;1800;0;0;0;0;0;0;0;0;36;122400;0;0
18.03.2022 05:00;14;39600;69;136200;5;1200;3;32400;147;256200;10;16200;15;11400;145;15000;3;1800;1;600;0;0;0;0;2;1200;0;0;1;600;0;0;8;21000;0;0;64;231600;0;0;0;0;0;0;0;0;0;0;108;466800;8;9000
18.03.2022 06:00;25;373800;130;279600;10;3000;20;304200;284;315000;17;7800;25;24000;298;42600;0;0;0;0;4;3600;0;0;4;2400;0;0;2;1800;0;0;20;85800;0;0;99;502800;10;72600;0;0;0;0;0;0;0;0;174;763200;14;22200
18.03.2022 07:00;59;967800;311;732000;19;160800;56;973800;568;700200;11;6600;50;91800;127;112800;11;7200;0;0;6;4800;0;0;11;7200;0;0;10;7200;3;3000;48;610800;0;0;157;1095600;45;181800;0;0;0;0;0;0;0;0;233;1415400;11;19200
18.03.2022 08:00;53;1274400;324;527400;20;76800;49;848400;436;569400;9;16200;48;93600;143;60600;3;1800;1;600;3;1800;0;0;11;6600;0;0;4;3600;0;0;39;481800;0;0;183;963000;47;88800;0;0;0;0;0;0;0;0;291;1211400;7;8400
18.03.2022 09:00;64;1177200;311;946200;18;118800;74;738000;386;703200;17;40200;60;102000;483;117000;4;3000;0;0;5;3600;0;0;6;3600;0;0;12;7200;0;0;59;569400;0;0;145;1341000;26;117600;0;0;0;0;0;0;0;0;210;1296600;18;43200
18.03.2022 10:00;72;995400;388;1310400;17;196200;51;657600;390;835200;12;28800;66;92400;899;153600;4;3000;0;0;3;2400;0;0;13;8400;0;0;11;6600;1;600;65;435600;0;0;140;1951200;69;134400;0;0;0;0;0;0;0;0;196;1418400;16;28800
18.03.2022 11:00;102;1227000;406;1305600;23;103200;59;481800;364;834000;24;69600;95;238800;1575;227400;5;4200;0;0;8;5400;0;0;16;11400;0;0;10;6000;1;600;71;780000;0;0;121;2100600;36;134400;0;0;0;0;0;0;0;0;186;1500600;17;67200
18.03.2022 12:00;134;1858200;456;1156800;15;54600;63;680400;402;693000;17;16800;129;204000;1036;199800;17;15000;0;0;10;9000;1;600;22;17400;0;0;11;6600;1;600;94;1132800;0;0;105;1901400;24;84600;0;0;0;0;0;0;0;0;244;1279200;11;16200
18.03.2022 13:00;132;1597800;430;912600;32;109200;38;602400;389;770400;15;34200;124;194400;2067;305400;7;4800;0;0;5;4800;0;0;14;9000;0;0;11;7200;0;0;68;1552800;0;0;96;1614600;50;132600;0;0;0;0;0;0;0;0;224;1348200;9;23400
18.03.2022 14:00;101;1403400;419;847800;19;38400;61;940200;433;730800;17;18600;93;132000;2311;374400;15;20400;0;0;4;3600;1;600;23;17400;1;600;12;9600;5;3600;79;903000;0;0;105;1483800;30;58800;0;0;0;0;0;0;0;0;264;1420800;11;40800
18.03.2022 15:00;145;1641600;448;874800;36;103200;53;775200;399;750000;21;17400;118;166200;2014;314400;21;21000;1;1200;6;3600;0;0;21;15000;2;1200;15;10800;1;600;90;1114800;0;0;80;1599000;38;111600;0;0;0;0;0;0;0;0;242;1260600;16;22800
18.03.2022 16:00;106;1450200;398;754800;18;56400;55;945600;381;732000;10;3000;99;165600;2333;339600;10;6000;2;1200;11;12000;0;0;30;24600;2;1200;13;8400;0;0;82;855600;0;0;131;1465200;44;103800;0;0;0;0;0;0;0;0;250;1222800;11;10200
18.03.2022 17:00;151;1650000;422;793800;30;69000;60;615000;370;771600;18;7800;120;265200;2871;429600;6;6000;0;0;10;6600;1;600;15;9600;0;0;15;10800;1;600;90;1128600;0;0;119;1525200;27;63600;0;0;0;0;0;0;0;0;251;1281000;12;18000
18.03.2022 18:00;113;1356000;431;909000;31;91200;59;700200;372;769800;10;16800;102;168000;2290;342000;18;22200;1;600;9;6600;0;0;21;16800;1;600;15;10800;0;0;72;835800;0;0;84;1677000;32;79200;0;0;0;0;0;0;0;0;226;1323600;10;39000
18.03.2022 19:00;76;1251000;322;598200;24;33600;51;844200;268;657600;8;28800;65;90000;2607;382200;7;4200;0;0;10;8400;1;600;14;10800;0;0;9;6000;1;600;71;448200;0;0;135;1122000;28;61800;0;0;0;0;0;0;0;0;184;970200;3;4800
18.03.2022 20:00;63;958200;202;664800;19;89400;38;556800;179;303000;8;7800;57;94200;2355;312600;4;2400;0;0;3;1800;0;0;11;12000;0;0;4;2400;0;0;54;366000;0;0;145;938400;20;33600;0;0;0;0;0;0;0;0;134;534000;4;15000
18.03.2022 21:00;64;1002600;178;370200;16;25200;18;337200;144;219000;9;3600;57;66000;2036;253200;2;1200;0;0;1;600;0;0;4;2400;0;0;0;0;0;0;48;370800;0;0;127;668400;6;27600;0;0;0;0;0;0;0;0;110;451800;4;4200
18.03.2022 22:00;48;419400;167;436800;18;4200;16;80400;115;256800;5;600;49;49200;1910;233400;2;4800;0;0;2;1200;0;0;3;1800;0;0;3;1800;0;0;47;226800;0;0;130;705600;8;23400;0;0;0;0;0;0;0;0;95;417600;0;0
18.03.2022 23:00;45;279000;110;374400;8;11400;11;53400;64;173400;2;0;35;33000;1988;225600;1;1800;0;0;1;1200;0;0;2;1200;0;0;4;3600;0;0;43;166800;0;0;91;474600;5;3000;0;0;0;0;0;0;0;0;64;259800;0;0
19.03.2022 00:00;23;158400;80;223200;5;600;11;48000;60;177000;0;0;21;21600;1814;207000;0;0;0;0;0;0;0;0;2;1200;0;0;1;600;0;0;21;126000;0;0;71;374400;4;26400;0;0;0;0;0;0;0;0;54;235800;0;0
19.03.2022 01:00;14;137400;44;140400;5;2400;7;36600;37;70800;1;0;14;10200;1209;135600;0;0;0;0;1;600;0;0;0;0;0;0;1;600;0;0;11;51000;0;0;51;157200;3;5400;0;0;0;0;0;0;0;0;35;114000;0;0
19.03.2022 02:00;7;54600;41;118200;4;5400;5;49800;27;83400;0;0;5;4800;1183;126600;1;600;0;0;0;0;0;0;2;1200;0;0;0;0;0;0;6;24000;0;0;38;177000;2;3000;0;0;0;0;0;0;0;0;30;108000;0;0
19.03.2022 03:00;5;12600;28;64800;4;600;2;0;17;27600;1;0;4;4800;689;67200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9600;0;0;26;112800;5;6000;0;0;0;0;0;0;0;0;21;52200;0;0
19.03.2022 04:00;3;6600;29;84600;8;1200;3;39600;26;45000;1;0;2;1200;434;39600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4200;0;0;28;102600;3;3600;0;0;0;0;0;0;0;0;23;90000;0;0
19.03.2022 05:00;3;34200;25;15600;1;0;6;23400;68;141000;0;0;4;1200;348;27000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9600;0;0;25;79800;2;1200;0;0;0;0;0;0;0;0;56;229200;0;0
19.03.2022 06:00;6;21600;35;67800;1;0;6;46200;70;162600;4;0;5;4200;643;67200;0;0;0;0;0;0;1;600;1;600;0;0;0;0;1;600;5;15000;0;0;33;125400;2;600;0;0;0;0;0;0;0;0;60;224400;0;0
19.03.2022 07:00;16;130200;45;165000;6;2400;12;73200;90;106200;1;600;14;10200;919;105600;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;12;54000;0;0;44;157200;4;6600;0;0;0;0;0;0;0;0;72;241200;1;1800
19.03.2022 08:00;35;523800;112;247800;7;21600;27;87600;158;289200;6;1800;35;30000;550;71400;2;1200;0;0;1;600;0;0;9;6600;0;0;1;600;0;0;41;196800;0;0;88;393000;5;30600;0;0;0;0;0;0;0;0;124;460200;4;7200
19.03.2022 09:00;65;724200;203;988800;16;199800;75;565800;273;807600;3;15600;60;73200;495;186600;7;4200;0;0;2;1200;1;1200;23;16800;0;0;8;5400;1;600;54;397800;0;0;112;1217400;14;74400;0;0;0;0;0;0;0;0;148;1224000;11;51600
19.03.2022 10:00;83;995400;292;1071000;13;165000;86;490200;321;810000;9;8400;80;144000;1085;184200;5;3000;0;0;5;6600;0;0;21;15000;0;0;6;3600;1;600;63;363000;0;0;140;1561800;18;1974600;0;0;0;0;0;0;0;0;164;1359000;10;1865400
19.03.2022 11:00;100;907200;305;1258800;13;73800;110;887400;297;777600;4;27000;88;126600;1205;232800;5;3000;0;0;6;6000;3;1800;17;10800;0;0;18;11400;4;2400;82;585600;0;0;136;1672200;17;553800;0;0;0;0;0;0;0;0;151;1490400;8;16200
19.03.2022 12:00;102;1090800;364;1407000;25;236400;59;534000;330;820800;19;93000;92;167400;1862;304200;6;4200;0;0;14;36600;0;0;16;11400;0;0;13;9000;0;0;97;1534800;0;0;146;1978200;22;102600;0;0;0;0;0;0;0;0;171;1370400;15;52200
19.03.2022 13:00;121;1287600;359;1249200;19;148200;58;396000;352;744000;5;27600;110;147000;2174;328800;7;4800;1;600;4;3000;0;0;21;15000;0;0;12;8400;0;0;78;1166400;0;0;133;1824000;20;84600;0;0;0;0;0;0;0;0;180;1236000;7;9000
19.03.2022 14:00;130;1431600;366;1386000;30;177000;72;559800;399;1004400;22;43800;122;212400;1197;229200;14;16200;0;0;5;5400;0;0;21;15000;0;0;15;9600;0;0;79;1430400;0;0;144;2038200;65;163800;0;0;0;0;0;0;0;0;171;1642800;14;63600
19.03.2022 15:00;126;1146000;351;1318800;25;142800;52;449400;370;938400;5;12600;110;161400;874;148200;7;5400;0;0;16;13800;1;600;21;15000;0;0;17;15600;2;3600;134;1242600;0;0;122;1926000;16;84600;0;0;0;0;0;0;0;0;177;1511400;3;4800
19.03.2022 16:00;122;1266600;329;1197600;23;210000;57;580200;337;857400;11;7200;110;158400;2325;355200;4;3000;0;0;12;9600;1;600;14;8400;0;0;17;10800;2;1200;91;811200;0;0;102;1740000;23;102000;0;0;0;0;0;0;0;0;165;1417800;7;10200
19.03.2022 17:00;99;971400;358;1321200;23;172200;50;400200;350;771000;9;1800;84;117600;2456;318600;9;5400;0;0;3;2400;0;0;21;14400;2;3600;12;7200;3;1800;81;706800;0;0;114;1888200;20;78600;0;0;0;0;0;0;0;0;162;1325400;6;9000
19.03.2022 18:00;107;1213200;307;1125000;22;124800;47;346800;259;631200;11;29400;103;172800;2299;305400;6;6000;0;0;8;4800;0;0;13;8400;0;0;9;5400;0;0;85;928200;0;0;120;1678800;17;85200;0;0;0;0;0;0;0;0;143;1068000;12;15000
19.03.2022 19:00;92;915600;256;961800;15;33600;50;615000;217;510600;11;31800;76;109800;2349;326400;9;5400;0;0;6;4200;0;0;10;6000;0;0;13;9600;0;0;74;430800;0;0;124;1357200;13;32400;0;0;0;0;0;0;0;0;176;873000;9;25200
19.03.2022 20:00;61;752400;199;395400;17;28200;38;362400;180;545400;10;12000;47;75000;1766;226800;7;4800;0;0;5;3000;0;0;6;4800;0;0;7;4200;0;0;51;295800;0;0;143;675600;10;18600;0;0;0;0;0;0;0;0;144;729600;5;6000
19.03.2022 21:00;47;841800;137;228000;15;25800;24;332400;133;338400;2;1200;43;52800;1601;194400;0;0;0;0;0;0;1;1200;3;1800;0;0;3;1800;1;600;43;325200;0;0;117;468600;12;15000;0;0;0;0;0;0;0;0;127;457200;2;3000
19.03.2022 22:00;37;280800;178;471600;12;17400;19;170400;132;347400;3;0;30;25200;1080;126000;0;0;0;0;2;1200;0;0;2;1200;0;0;3;3600;1;600;35;151200;0;0;128;693600;8;18000;0;0;0;0;0;0;0;0;111;480000;0;0
19.03.2022 23:00;44;255600;127;382800;10;6000;15;98400;93;246000;6;16200;44;52200;1395;158400;1;600;0;0;0;0;0;0;2;1200;0;0;3;1800;0;0;39;196800;0;0;109;507000;6;9600;0;0;0;0;0;0;0;0;86;317400;4;1800
20.03.2022 00:00;26;128400;94;244200;11;6600;9;40200;62;129000;3;1200;23;28200;733;74400;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;21;121200;0;0;85;356400;9;16800;0;0;0;0;0;0;0;0;69;229200;1;2400
20.03.2022 01:00;23;222600;59;199800;2;16200;2;600;38;222000;1;600;23;28800;1138;117600;0;0;0;0;1;600;0;0;1;600;0;0;2;1200;0;0;27;111000;0;0;60;266400;2;4200;0;0;0;0;0;0;0;0;42;201000;1;1800
20.03.2022 02:00;13;104400;49;106800;4;3000;3;19200;31;124800;2;0;10;8400;882;88800;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;8;105000;0;0;50;195000;6;9000;0;0;0;0;0;0;0;0;38;142200;1;0
20.03.2022 03:00;7;72000;43;140400;4;1800;6;28800;32;54000;2;600;9;7800;905;99600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;40200;0;0;43;189600;3;7800;0;0;0;0;0;0;0;0;34;211200;1;1200
20.03.2022 04:00;3;15000;29;56400;4;600;6;34800;24;53400;1;0;3;1800;594;66600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;13800;0;0;26;88800;3;2400;0;0;0;0;0;0;0;0;21;114600;0;0
20.03.2022 05:00;3;9600;21;57600;4;15600;4;29400;58;115200;1;0;2;1800;878;91200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;12600;0;0;24;75600;1;1800;0;0;0;0;0;0;0;0;59;198000;1;0
20.03.2022 06:00;4;10200;31;37800;3;1200;3;21000;41;60000;0;0;3;2400;835;88800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;13200;0;0;29;111000;1;1800;0;0;0;0;0;0;0;0;45;111000;0;0
20.03.2022 07:00;5;56400;25;62400;1;0;5;25800;32;42000;2;1200;6;4800;660;63000;0;0;0;0;1;600;0;0;0;0;0;0;1;600;0;0;4;13800;0;0;22;70800;1;600;0;0;0;0;0;0;0;0;30;82200;2;3600
20.03.2022 08:00;13;226800;49;69600;2;0;11;167400;75;129600;1;600;11;9600;912;99000;0;0;0;0;2;1200;0;0;2;1200;0;0;2;1200;0;0;11;50400;0;0;44;131400;0;0;0;0;0;0;0;0;0;0;62;209400;1;1800
20.03.2022 09:00;21;438000;117;205200;6;16800;21;112800;158;328800;7;2400;21;27600;1003;108000;3;2400;0;0;0;0;0;0;8;4800;0;0;0;0;0;0;17;76800;0;0;88;391800;4;6600;0;0;0;0;0;0;0;0;112;616200;5;6600
20.03.2022 10:00;31;589800;197;477600;12;33600;29;246600;203;473400;3;1800;23;22200;1815;237600;1;600;1;600;5;3000;0;0;4;2400;1;600;4;2400;0;0;24;156600;0;0;126;733800;10;17400;0;0;0;0;0;0;0;0;122;780000;4;12600
20.03.2022 11:00;50;693600;228;523800;15;43800;32;489000;230;465600;9;12600;43;43800;2066;274800;4;2400;0;0;5;3000;0;0;15;10200;0;0;6;4200;0;0;39;222600;0;0;149;814800;14;23400;0;0;0;0;0;0;0;0;141;891600;3;6000
20.03.2022 12:00;75;852600;301;544200;19;76200;38;456000;275;541800;10;24600;59;70200;1839;249000;3;1800;0;0;14;22800;0;0;5;3000;0;0;9;6000;0;0;57;329400;0;0;161;951000;13;34200;0;0;0;0;0;0;0;0;145;996600;5;10800
20.03.2022 13:00;71;742800;342;688200;16;24600;57;517800;296;586800;8;11400;63;77400;1578;213000;4;2400;0;0;2;1200;1;600;10;6600;0;0;5;4200;2;1800;57;476400;0;0;198;1132800;18;36000;0;0;0;0;0;0;0;0;164;1048200;6;9000
20.03.2022 14:00;62;627600;275;607200;12;66600;49;528600;332;840600;8;46200;55;76200;1701;247800;6;3600;1;600;3;2400;1;1200;17;12600;0;0;7;4800;1;600;42;402600;0;0;151;1033800;11;19800;0;0;0;0;0;0;0;0;177;1363200;4;7200
20.03.2022 15:00;65;649200;334;832800;18;27000;53;682800;305;735000;6;600;58;87600;1478;209400;15;13200;1;600;7;6600;1;600;14;15000;1;600;12;8400;2;1200;50;391200;0;0;159;1289400;16;28800;0;0;0;0;0;0;0;0;146;1182000;2;4200
20.03.2022 16:00;69;805200;279;715800;22;44400;39;378600;275;810600;8;28800;63;76200;1559;232800;6;4200;0;0;5;3600;1;600;17;12600;0;0;7;4200;1;600;51;346200;0;0;149;1113600;16;35400;0;0;0;0;0;0;0;0;145;1106400;4;11400
20.03.2022 17:00;63;741600;350;800400;24;86400;40;406200;318;632400;6;2400;57;65400;1054;153600;5;4200;0;0;6;7800;1;1800;11;6600;1;600;7;5400;1;600;45;460200;0;0;173;1333200;22;42600;0;0;0;0;0;0;0;0;171;1126800;3;6000
20.03.2022 18:00;63;949800;306;792000;25;79800;41;519000;262;646200;6;36000;53;73200;515;87000;7;4800;0;0;11;10200;0;0;18;12000;0;0;8;4800;0;0;50;407400;0;0;147;1252800;17;48000;0;0;0;0;0;0;0;0;166;1072200;4;8400
20.03.2022 19:00;58;693600;240;409800;30;15000;33;562200;202;385200;5;600;50;70800;892;160800;7;6000;0;0;4;2400;1;600;12;9000;0;0;7;4800;0;0;46;366600;0;0;153;813600;12;52200;0;0;0;0;0;0;0;0;145;620400;2;1200
20.03.2022 20:00;31;591000;164;354600;18;16200;18;270600;150;328200;3;600;29;35400;2071;262200;1;600;0;0;3;1800;0;0;4;2400;0;0;5;3000;0;0;30;179400;0;0;133;580200;19;31200;0;0;0;0;0;0;0;0;117;553200;1;1800
20.03.2022 21:00;42;670800;120;158400;8;4200;17;167400;107;265200;3;12600;34;36000;5025;637200;0;0;0;0;1;600;0;0;0;0;0;0;3;1800;0;0;32;190800;0;0;103;415200;5;9000;0;0;0;0;0;0;0;0;108;379800;2;3000
20.03.2022 22:00;20;130800;93;336600;8;18600;15;88200;76;190800;1;0;16;13200;5274;646200;0;0;0;0;2;3600;0;0;1;600;0;0;4;3000;0;0;16;69600;0;0;80;436800;4;9600;0;0;0;0;0;0;0;0;76;267600;0;0
20.03.2022 23:00;18;133800;40;144600;11;15600;4;1200;30;117600;0;0;17;14400;4882;606000;0;0;0;0;0;0;0;0;1;600;1;600;1;600;0;0;16;82200;0;0;43;167400;5;9000;0;0;0;0;0;0;0;0;38;105000;0;0
21.03.2022 00:00;9;16800;30;70200;1;0;1;600;23;60600;4;7800;6;4200;440;43200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;14400;0;0;35;148800;6;27000;0;0;0;0;0;0;0;0;25;76200;2;2400
21.03.2022 01:00;3;17400;14;58200;4;2400;4;31800;10;15600;0;0;3;3000;386;37200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9600;0;0;15;63600;3;15000;0;0;0;0;0;0;0;0;15;30000;0;0
21.03.2022 02:00;1;13200;10;13200;0;0;0;0;8;6600;0;0;2;1800;315;25200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3000;0;0;10;30000;0;0;0;0;0;0;0;0;0;0;8;24600;0;0
21.03.2022 03:00;2;15600;13;17400;3;600;0;0;4;0;3;0;3;1800;341;32400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9000;0;0;12;43200;2;1800;0;0;0;0;0;0;0;0;5;11400;0;0
21.03.2022 04:00;3;16800;20;16200;5;1800;5;46200;38;83400;2;600;2;2400;183;24000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4200;0;0;20;57000;1;3000;0;0;0;0;0;0;0;0;36;147600;2;1800
